,pre,post,witvliet_2020_6_L3_chem.csv' with 80 nodes and 654 edges_weight,witvliet_2020_4_L1_chem.csv' with 76 nodes and 490 edges_weight,witvliet_2020_3_L1_chem.csv' with 72 nodes and 449 edges_weight,witvliet_2020_2_L1_chem.csv' with 72 nodes and 437 edges_weight,witvliet_2020_1_L1_chem.csv' with 71 nodes and 362 edges_weight,cel_white_1986_jsh_chem.csv' with 81 nodes and 646 edges_weight,cel_n2u_chemical.csv' with 84 nodes and 1246 edges_weight,witvliet_2020_7_ad_chem.csv' with 83 nodes and 988 edges_weight,witvliet_2020_8_ad_chem.csv' with 83 nodes and 961 edges_weight,witvliet_2020_5_L2_chem.csv' with 79 nodes and 680 edges_weight
1312,RIF,AWB,0,0,0,0,0,0,2,0,0,0
1313,RIF,HSN,0,0,0,0,0,0,5,2,1,0
1314,RIF,RIF,0,0,0,0,0,0,1,0,0,0
1315,RIF,RIP,0,0,0,0,0,0,2,0,0,0
1316,RIF,URX,0,0,0,0,0,0,3,0,1,0
1317,RIF,AIA,0,0,0,0,0,0,0,2,0,0
1318,RIF,AIB,0,0,0,0,0,0,0,1,0,0
1319,RIF,AIM,0,0,0,0,0,0,0,2,0,0
1320,RIF,AQR,0,0,0,0,0,0,0,1,0,0
1321,RIF,RMG,0,0,0,0,0,0,0,1,0,0
1322,RIF,AVA,0,0,0,0,0,0,0,0,1,0
1323,RIF,ASG,0,0,0,0,0,0,0,0,0,0
1324,RIF,DVA,0,0,0,0,0,0,0,0,0,0
1325,RIF,SIA,0,0,0,0,0,0,0,0,0,0
1326,RIF,UNK,0,0,0,0,0,0,0,0,0,0
1327,RIF,URY,0,0,0,0,0,0,0,0,0,0
1328,RIF,SDQ,0,0,0,0,0,0,0,0,0,2
1329,BAG,AIZ,1,0,0,0,0,0,2,0,0,0
1330,BAG,AVA,2,0,0,0,0,4,7,4,11,1
1331,BAG,AVE,13,7,0,2,2,3,17,11,19,15
1332,BAG,BAG,1,0,0,0,0,0,4,0,2,0
1333,BAG,RIA,18,7,6,6,4,11,36,26,34,10
1334,BAG,RIB,22,12,5,6,5,7,42,19,37,21
1335,BAG,RIG,5,3,2,2,0,3,20,12,6,5
1336,BAG,AIN,0,0,1,0,0,1,1,0,0,1
1337,BAG,AFD,0,0,0,0,0,2,0,0,1,0
1338,BAG,AIY,0,0,0,0,0,4,3,2,2,0
1339,BAG,AQR,0,0,0,0,0,1,3,0,0,0
1340,BAG,AUA,0,0,0,0,0,1,2,0,0,0
1341,BAG,AWC,0,0,0,0,0,1,0,0,0,0
1342,BAG,OLQ,0,0,0,0,0,1,2,0,0,0
1343,BAG,ADF,0,0,0,0,0,0,1,0,0,0
1344,BAG,AIB,0,0,0,0,0,0,2,3,2,0
1345,BAG,CEP,0,0,0,0,0,0,2,0,0,0
1346,BAG,RID,0,0,0,0,0,0,3,2,0,0
1347,BAG,RIP,0,0,0,0,0,0,1,0,0,0
1348,BAG,RIV,0,0,0,0,0,0,2,0,0,0
1349,BAG,SMD,0,0,0,0,0,0,1,0,0,0
1350,BAG,URA,0,0,0,0,0,0,1,0,0,0
1351,BAG,URX,0,0,0,0,0,0,1,2,0,0
1352,BAG,AVD,0,0,0,0,0,0,0,1,0,0
1353,BAG,PVP,0,0,0,0,0,0,0,2,0,0
1354,BAG,RMF,0,0,0,0,0,0,0,9,6,0
1355,BAG,RIR,0,0,0,0,0,0,0,0,1,0
1356,DVA,ADA,1,0,1,0,0,0,0,1,1,1
1357,DVA,AIZ,6,3,4,4,3,0,8,7,4,5
1358,DVA,AQR,4,0,0,0,0,3,6,4,4,2
1359,DVA,AVA,5,1,1,0,1,3,9,2,3,1
1360,DVA,AVB,1,0,0,0,1,1,2,1,1,0
1361,DVA,AVD,1,0,0,0,0,0,2,0,1,0
1362,DVA,AVE,11,8,5,6,3,9,36,23,14,10
1363,DVA,FLP,1,0,0,0,0,0,0,1,1,0
1364,DVA,PVC,1,0,0,0,0,0,3,0,2,0
1365,DVA,PVP,1,0,0,0,0,1,3,1,0,2
1366,DVA,RIH,1,0,0,0,0,1,0,1,1,0
1367,DVA,RIM,1,0,0,0,0,0,5,1,1,0
1368,DVA,RIR,4,3,2,3,1,3,4,4,2,3
1369,DVA,SDQ,1,0,0,0,0,1,0,1,0,0
1370,DVA,SIA,1,0,0,2,0,3,0,2,0,1
1371,DVA,SIB,1,0,0,0,0,0,0,0,1,2
1372,DVA,AUA,0,2,0,3,1,2,12,8,5,1
1373,DVA,URY,0,3,0,0,0,0,3,1,2,1
1374,DVA,AIB,0,0,1,0,0,0,0,0,0,0
1375,DVA,RIG,0,0,1,0,0,0,0,0,0,0
1376,DVA,RIC,0,0,0,1,0,1,0,0,0,0
1377,DVA,PVR,0,0,0,0,0,1,0,0,0,0
1378,DVA,RIB,0,0,0,0,0,1,0,0,2,0
1379,DVA,RID,0,0,0,0,0,1,0,0,0,0
1380,DVA,RME,0,0,0,0,0,1,0,0,0,0
1381,DVA,SMB,0,0,0,0,0,1,23,6,6,0
1382,DVA,URX,0,0,0,0,0,1,1,1,0,1
1383,DVA,RIA,0,0,0,0,0,0,11,2,3,0
1384,DVA,SAA,0,0,0,0,0,0,9,0,0,0
1385,DVA,SAB,0,0,0,0,0,0,3,0,0,0
1386,DVA,SMD,0,0,0,0,0,0,1,0,0,0
1387,DVA,VB0,0,0,0,0,0,0,1,0,0,0
1388,DVA,RMF,0,0,0,0,0,0,0,1,0,0
1389,DVA,ADE,0,0,0,0,0,0,0,0,1,0
1390,DVA,OLQ,0,0,0,0,0,0,0,0,2,2
1391,DVA,RIP,0,0,0,0,0,0,0,0,1,2
1392,DVA,AVK,0,0,0,0,0,0,0,0,0,0
1393,DVA,CEP,0,0,0,0,0,0,0,0,0,0
1394,DVA,RIV,0,0,0,0,0,0,0,0,0,0
1395,RIB,AIB,4,2,3,1,1,6,11,11,10,6
1396,RIB,AUA,1,0,1,1,0,3,11,3,3,2
1397,RIB,AVA,2,2,2,5,3,3,11,5,6,1
1398,RIB,AVD,1,2,2,2,1,1,4,3,0,1
1399,RIB,AVE,12,12,7,9,2,13,33,25,29,17
1400,RIB,BAG,11,5,5,3,3,10,11,14,16,6
1401,RIB,DVA,2,0,0,1,0,0,0,1,1,1
1402,RIB,RIA,4,5,4,1,3,6,14,4,8,5
1403,RIB,RIG,1,0,1,0,0,0,6,1,3,0
1404,RIB,RIM,1,0,0,1,0,1,1,3,0,0
1405,RIB,RIS,1,3,2,2,1,1,6,3,5,1
1406,RIB,SMD,3,6,1,2,0,7,12,6,7,7
1407,RIB,AIZ,0,1,0,0,0,1,2,0,1,2
1408,RIB,OLL,0,1,1,0,0,0,1,2,1,0
1409,RIB,OLQ,0,1,0,0,0,0,0,0,0,0
1410,RIB,RID,0,1,0,0,0,0,0,0,0,0
1411,RIB,URY,0,2,0,0,0,3,5,4,5,2
1412,RIB,CEP,0,0,1,0,1,0,5,0,2,0
1413,RIB,AVB,0,0,0,1,0,1,3,0,0,0
1414,RIB,RIH,0,0,0,0,0,1,2,1,1,0
1415,RIB,AIN,0,0,0,0,0,0,1,0,0,0
1416,RIB,DVC,0,0,0,0,0,0,1,0,0,0
1417,RIB,RMD,0,0,0,0,0,0,2,0,3,2
1418,RIB,RME,0,0,0,0,0,0,1,0,0,0
1419,RIB,RMF,0,0,0,0,0,0,0,0,2,0
1420,RMF,AVK,16,0,0,0,0,9,39,19,30,0
1421,RMF,DVC,1,0,0,0,0,0,3,0,1,0
1422,RMF,PVT,1,0,0,0,0,0,3,2,1,0
1423,RMF,RMD,11,0,0,0,0,12,20,17,25,0
1424,RMF,AIB,0,0,0,0,0,2,0,4,1,0
1425,RMF,BWM,0,0,0,0,0,31,0,15,44,0
1426,RMF,BAG,0,0,0,0,0,0,1,2,3,0
1427,RMF,RIB,0,0,0,0,0,0,1,1,0,0
1428,RMF,RIH,0,0,0,0,0,0,1,0,0,0
1429,RMF,RIM,0,0,0,0,0,0,2,2,1,0
1430,RMF,RIS,0,0,0,0,0,0,1,0,2,0
1431,RMF,RMH,0,0,0,0,0,0,2,5,11,0
1432,RMF,SAA,0,0,0,0,0,0,1,1,0,0
1433,RMF,SMD,0,0,0,0,0,0,1,0,0,0
1434,RMF,CEP,0,0,0,0,0,0,0,2,3,0
1435,RMF,IL1,0,0,0,0,0,0,0,1,1,0
1436,RMF,RMF,0,0,0,0,0,0,0,3,0,0
1437,RMF,RMG,0,0,0,0,0,0,0,1,1,0
1438,RMF,AVE,0,0,0,0,0,0,0,0,1,0
1439,RMF,AWC,0,0,0,0,0,0,0,0,1,0
1440,RMF,RIG,0,0,0,0,0,0,0,0,3,0
1441,RMF,RIV,0,0,0,0,0,0,0,0,1,0
1442,RMF,RME,0,0,0,0,0,0,0,0,1,0
1443,RMF,SMB,0,0,0,0,0,0,0,0,0,0
1444,RMF,URA,0,0,0,0,0,0,0,0,0,0
1445,SIA,SAA,0,0,0,0,0,4,0,0,0,0
1446,SIA,ADE,0,0,0,0,0,0,1,0,0,0
1447,SIA,ALM,0,0,0,0,0,0,1,0,0,0
1448,SIA,ALN,0,0,0,0,0,0,4,0,0,0
1449,SIA,AVA,0,0,0,0,0,0,1,0,0,0
1450,SIA,AVF,0,0,0,0,0,0,1,0,0,0
1451,SIA,CEP,0,0,0,0,0,0,1,0,0,0
1452,SIA,IL1,0,0,0,0,0,0,1,0,0,0
1453,SIA,IL2,0,0,0,0,0,0,1,0,0,0
1454,SIA,RMD,0,0,0,0,0,0,5,0,0,0
1455,SIA,SMB,0,0,0,0,0,0,2,0,0,0
1456,SMD,ALN,1,0,0,0,0,1,5,0,0,0
1457,SMD,BWM,16,13,12,12,10,27,0,29,34,27
1458,SMD,CEP,1,0,1,1,3,4,2,6,2,6
1459,SMD,RIA,46,35,21,22,19,39,121,55,59,32
1460,SMD,RIM,2,0,0,0,0,0,7,3,3,2
1461,SMD,RMD,3,2,2,0,1,0,11,3,5,2
1462,SMD,RME,1,0,2,0,0,0,23,1,0,1
1463,SMD,SAA,1,0,0,0,0,3,1,0,0,0
1464,SMD,SIA,1,0,0,0,0,0,1,1,0,0
1465,SMD,SMD,14,11,9,13,5,14,65,28,28,8
1466,SMD,AIB,0,0,0,0,0,0,1,0,0,0
1467,SMD,AIZ,0,0,0,0,0,0,2,0,0,0
1468,SMD,ASG,0,0,0,0,0,0,1,0,0,0
1469,SMD,ASJ,0,0,0,0,0,0,1,0,0,0
1470,SMD,AVA,0,0,0,0,0,0,1,0,0,0
1471,SMD,AVE,0,0,0,0,0,0,4,0,0,0
1472,SMD,IL2,0,0,0,0,0,0,1,0,0,0
1473,SMD,PVR,0,0,0,0,0,0,1,0,0,0
1474,SMD,RIB,0,0,0,0,0,0,2,0,0,0
1475,SMD,RIS,0,0,0,0,0,0,5,1,2,0
1476,SMD,RIV,0,0,0,0,0,0,8,0,0,0
1477,SMD,SIB,0,0,0,0,0,0,3,0,0,0
1478,SMD,VB0,0,0,0,0,0,0,1,0,0,0
1479,SMD,URY,0,0,0,0,0,0,0,1,0,0
1480,SMD,OLL,0,0,0,0,0,0,0,0,1,0
1481,SMD,IL1,0,0,0,0,0,0,0,0,0,0
1482,SMD,RIC,0,0,0,0,0,0,0,0,0,0
1483,SMD,RMF,0,0,0,0,0,0,0,0,0,0
1484,SMD,RMG,0,0,0,0,0,0,0,0,0,0
1485,SMD,URX,0,0,0,0,0,0,0,0,0,0
1486,AIM,AIA,12,6,9,9,6,13,24,15,19,10
1487,AIM,ASG,8,5,5,9,4,8,16,13,14,7
1488,AIM,ASJ,4,1,0,5,3,4,6,1,4,0
1489,AIM,ASK,4,2,1,1,1,3,11,6,8,5
1490,AIM,AVB,1,1,0,0,0,0,0,3,3,0
1491,AIM,AVF,6,0,0,0,0,1,16,10,8,6
1492,AIM,AVH,1,0,0,0,0,0,5,0,0,0
1493,AIM,AWB,1,0,0,0,0,0,0,2,2,0
1494,AIM,CEP,4,0,0,0,1,1,4,7,13,8
1495,AIM,RMG,1,0,0,0,0,0,8,1,0,0
1496,AIM,SIB,1,1,0,0,0,0,0,0,1,2
1497,AIM,SMB,1,0,0,0,0,0,4,2,2,0
1498,AIM,URX,1,0,0,0,0,1,6,1,0,1
1499,AIM,AIM,0,1,0,0,0,0,1,2,1,0
1500,AIM,ALM,0,2,0,0,0,0,1,1,2,3
1501,AIM,ASH,0,2,1,0,0,0,0,4,2,0
1502,AIM,AVD,0,1,0,0,0,1,3,2,3,2
1503,AIM,PVQ,0,0,1,0,0,0,1,0,0,0
1504,AIM,AWC,0,0,0,0,1,0,0,0,0,0
1505,AIM,ADF,0,0,0,0,0,2,2,0,0,0
1506,AIM,AIB,0,0,0,0,0,1,0,0,0,1
1507,AIM,AIY,0,0,0,0,0,1,0,1,0,0
1508,AIM,AVE,0,0,0,0,0,1,0,0,0,1
1509,AIM,ALA,0,0,0,0,0,0,2,0,0,0
1510,AIM,AVA,0,0,0,0,0,0,1,1,1,0
1511,AIM,AVJ,0,0,0,0,0,0,2,1,2,0
1512,AIM,BDU,0,0,0,0,0,0,2,0,0,0
1513,AIM,HSN,0,0,0,0,0,0,6,3,0,0
1514,AIM,OLQ,0,0,0,0,0,0,1,0,0,0
1515,AIM,PVN,0,0,0,0,0,0,1,2,0,0
1516,AIM,RID,0,0,0,0,0,0,3,2,0,0
1517,AIM,RIF,0,0,0,0,0,0,5,2,4,0
1518,AIM,RMD,0,0,0,0,0,0,1,0,0,0
1519,AIM,ADA,0,0,0,0,0,0,0,1,2,0
1520,AIM,AIZ,0,0,0,0,0,0,0,1,3,0
1521,AIM,RIC,0,0,0,0,0,0,0,1,0,0
1522,AIM,SDQ,0,0,0,0,0,0,0,1,0,0
1523,AIM,SIA,0,0,0,0,0,0,0,1,1,0
1524,AIM,ADL,0,0,0,0,0,0,0,0,0,0
1525,AIM,UK2,0,0,0,0,0,0,0,0,0,0
1526,AIM,ASI,0,0,0,0,0,0,0,0,0,1
1527,AIM,SMD,0,0,0,0,0,0,0,0,0,1
1528,ASJ,ASK,5,6,6,4,1,10,30,11,8,9
1529,ASJ,CEP,2,0,2,3,1,0,1,1,1,5
1530,ASJ,PVQ,16,15,10,10,5,21,63,24,27,16
1531,ASJ,AIA,0,0,1,0,1,0,0,1,1,1
1532,ASJ,AIM,0,0,1,0,0,0,0,0,0,0
1533,ASJ,AWA,0,0,2,0,0,0,0,0,0,0
1534,ASJ,ALA,0,0,0,0,0,0,3,0,2,0
1535,ASJ,HSN,0,0,0,0,0,0,3,2,0,0
1536,ASJ,ASG,0,0,0,0,0,0,0,1,0,0
1537,ASJ,PVN,0,0,0,0,0,0,0,1,0,0
1538,ASJ,AIN,0,0,0,0,0,0,0,0,1,0
1539,ASJ,ADL,0,0,0,0,0,0,0,0,0,0
1540,ASJ,AIB,0,0,0,0,0,0,0,0,0,0
1541,ASJ,ALN,0,0,0,0,0,0,0,0,0,0
1542,ASJ,AVF,0,0,0,0,0,0,0,0,0,1
1543,ASJ,RIF,0,0,0,0,0,0,0,0,0,0
1544,ASJ,RIS,0,0,0,0,0,0,0,0,0,0
1545,ASJ,SAA,0,0,0,0,0,0,0,0,0,0
1546,AVF,AVB,3,0,0,0,0,5,13,6,6,2
1547,AVF,AVF,2,0,0,0,0,1,14,3,7,3
1548,AVF,ADE,0,0,0,0,0,1,0,0,0,0
1549,AVF,AIA,0,0,0,0,0,1,1,0,1,0
1550,AVF,ASK,0,0,0,0,0,1,0,0,1,0
1551,AVF,BDU,0,0,0,0,0,1,0,2,4,1
1552,AVF,PVN,0,0,0,0,0,1,0,6,2,0
1553,AVF,PVQ,0,0,0,0,0,1,2,1,4,8
1554,AVF,RIF,0,0,0,0,0,5,2,2,5,1
1555,AVF,RMG,0,0,0,0,0,3,1,0,0,1
1556,AVF,SMB,0,0,0,0,0,1,1,0,1,0
1557,AVF,AIM,0,0,0,0,0,0,2,1,1,0
1558,AVF,ASH,0,0,0,0,0,0,1,0,0,1
1559,AVF,AVJ,0,0,0,0,0,0,3,2,1,0
1560,AVF,HSN,0,0,0,0,0,0,10,4,9,0
1561,AVF,RMD,0,0,0,0,0,0,1,0,0,0
1562,AVF,ADA,0,0,0,0,0,0,0,1,0,0
1563,AVF,AQR,0,0,0,0,0,0,0,1,0,0
1564,AVF,AVE,0,0,0,0,0,0,0,1,0,0
1565,AVF,AVM,0,0,0,0,0,0,0,1,0,0
1566,AVF,AWA,0,0,0,0,0,0,0,1,0,0
1567,AVF,AWB,0,0,0,0,0,0,0,1,0,0
1568,AVF,DVA,0,0,0,0,0,0,0,3,1,0
1569,AVF,SIA,0,0,0,0,0,0,0,1,0,0
1570,AVF,SMD,0,0,0,0,0,0,0,1,0,0
1571,AVF,ASJ,0,0,0,0,0,0,0,0,2,0
1572,AVF,AVA,0,0,0,0,0,0,0,0,2,0
1573,AVF,AVH,0,0,0,0,0,0,0,0,1,0
1574,AVF,AVK,0,0,0,0,0,0,0,0,1,0
1575,AVF,RID,0,0,0,0,0,0,0,0,1,0
1576,AVF,URA,0,0,0,0,0,0,0,0,1,0
1577,AVF,CEP,0,0,0,0,0,0,0,0,0,2
1578,AVF,PVD,0,0,0,0,0,0,0,0,0,0
1579,AVF,ALM,0,0,0,0,0,0,0,0,0,2
1580,AWB,ADF,17,12,6,3,3,17,32,23,21,12
1581,AWB,AIY,1,0,0,0,0,0,2,1,1,0
1582,AWB,AIZ,15,4,5,4,3,7,23,13,14,12
1583,AWB,ASH,1,2,0,0,0,0,4,0,1,1
1584,AWB,AUA,1,1,0,0,0,0,0,1,2,0
1585,AWB,RIA,3,1,0,0,0,2,13,3,2,1
1586,AWB,RIF,1,0,0,0,0,0,1,0,0,0
1587,AWB,RIG,3,0,0,0,0,0,2,2,4,1
1588,AWB,SMB,3,2,1,0,0,9,5,3,3,2
1589,AWB,ASE,0,1,0,0,1,0,2,1,0,2
1590,AWB,AVH,0,4,0,1,2,0,2,0,3,2
1591,AWB,RIB,0,1,0,0,0,1,0,1,0,0
1592,AWB,RIR,0,3,0,0,0,1,7,0,2,0
1593,AWB,URX,0,2,1,0,0,0,0,0,0,0
1594,AWB,AWA,0,0,1,0,0,0,2,2,2,0
1595,AWB,AIA,0,0,0,2,1,0,4,1,5,1
1596,AWB,AIB,0,0,0,0,0,0,1,0,0,0
1597,AWB,AIM,0,0,0,0,0,0,1,0,1,0
1598,AWB,ASG,0,0,0,0,0,0,1,0,0,0
1599,AWB,AVB,0,0,0,0,0,0,4,0,0,0
1600,AWB,AWC,0,0,0,0,0,0,1,0,0,0
1601,AWB,HSN,0,0,0,0,0,0,5,1,0,0
1602,AWB,OLQ,0,0,0,0,0,0,1,0,0,0
1603,AWB,URY,0,0,0,0,0,0,1,0,0,0
1604,AWB,SIA,0,0,0,0,0,0,0,1,0,0
1605,AWB,SIB,0,0,0,0,0,0,0,1,0,0
1606,AWB,ADA,0,0,0,0,0,0,0,0,0,0
1607,AWB,ADL,0,0,0,0,0,0,0,0,0,0
1608,AWB,ALM,0,0,0,0,0,0,0,0,0,0
1609,AWB,ASI,0,0,0,0,0,0,0,0,0,0
1610,AWB,ASJ,0,0,0,0,0,0,0,0,0,0
1611,AWB,AVD,0,0,0,0,0,0,0,0,0,0
1612,AWB,AVJ,0,0,0,0,0,0,0,0,0,0
1613,AWB,AWB,0,0,0,0,0,0,0,0,0,0
1614,AWB,PVC,0,0,0,0,0,0,0,0,0,0
1615,AWB,PVN,0,0,0,0,0,0,0,0,0,0
1616,AWB,PVP,0,0,0,0,0,0,0,0,0,0
1617,AWB,RIS,0,0,0,0,0,0,0,0,0,0
1618,AWB,UNK,0,0,0,0,0,0,0,0,0,0
1619,AWB,hyp,0,0,0,0,0,0,0,0,0,0
1620,RMG,ASH,3,0,0,0,0,0,2,2,1,1
1621,RMG,AVB,5,0,0,0,0,1,8,5,3,3
1622,RMG,AVE,2,1,0,0,0,2,8,3,4,0
1623,RMG,AVJ,2,0,0,0,0,1,4,0,1,1
1624,RMG,BWM,26,5,2,0,0,48,0,48,28,10
1625,RMG,PVC,2,0,0,0,0,0,0,0,0,0
1626,RMG,RMD,18,14,13,16,10,20,85,30,24,21
1627,RMG,RMH,1,2,0,0,0,1,5,4,1,2
1628,RMG,SIB,2,4,0,1,0,3,10,4,8,3
1629,RMG,SMB,2,0,0,0,0,2,3,3,2,1
1630,RMG,AVK,0,0,1,0,0,0,0,0,0,2
1631,RMG,RIA,0,0,1,0,1,0,0,2,0,0
1632,RMG,IL1,0,0,0,0,1,0,0,2,0,0
1633,RMG,AIM,0,0,0,0,0,1,6,1,3,0
1634,RMG,ALM,0,0,0,0,0,1,1,1,1,0
1635,RMG,CEP,0,0,0,0,0,1,1,1,0,0
1636,RMG,RIC,0,0,0,0,0,2,0,0,0,0
1637,RMG,SAA,0,0,0,0,0,2,5,0,4,3
1638,RMG,URX,0,0,0,0,0,2,6,2,2,0
1639,RMG,ADA,0,0,0,0,0,0,5,1,0,1
1640,RMG,ADE,0,0,0,0,0,0,2,0,0,0
1641,RMG,ADL,0,0,0,0,0,0,1,0,0,0
1642,RMG,AIB,0,0,0,0,0,0,2,1,0,0
1643,RMG,ALN,0,0,0,0,0,0,3,0,0,1
1644,RMG,AVA,0,0,0,0,0,0,3,1,1,0
1645,RMG,AVD,0,0,0,0,0,0,2,0,0,0
1646,RMG,AVF,0,0,0,0,0,0,1,0,2,0
1647,RMG,IL2,0,0,0,0,0,0,2,0,1,0
1648,RMG,OLL,0,0,0,0,0,0,1,0,0,0
1649,RMG,RID,0,0,0,0,0,0,2,0,2,0
1650,RMG,RIF,0,0,0,0,0,0,1,1,0,0
1651,RMG,RIG,0,0,0,0,0,0,2,0,0,2
1652,RMG,RIR,0,0,0,0,0,0,1,0,0,0
1653,RMG,SIA,0,0,0,0,0,0,10,4,1,1
1654,RMG,SMD,0,0,0,0,0,0,3,1,0,0
1655,RMG,HSN,0,0,0,0,0,0,0,1,0,0
1656,RMG,PLN,0,0,0,0,0,0,0,1,0,0
1657,RMG,PVN,0,0,0,0,0,0,0,1,0,0
1658,RMG,PVP,0,0,0,0,0,0,0,1,0,0
1659,RMG,RMG,0,0,0,0,0,0,0,1,0,0
1660,RMG,SDQ,0,0,0,0,0,0,0,2,0,0
1661,RMG,AQR,0,0,0,0,0,0,0,0,0,0
1662,RMG,BAG,0,0,0,0,0,0,0,0,0,0
1663,RMG,OLQ,0,0,0,0,0,0,0,0,0,0
1664,RMG,RIB,0,0,0,0,0,0,0,0,0,0
1665,RMG,RIP,0,0,0,0,0,0,0,0,0,0
1666,RIR,ADF,5,0,1,0,0,3,5,4,3,0
1667,RIR,AIY,4,0,1,0,0,0,0,2,2,0
1668,RIR,AIZ,14,7,6,5,1,10,27,15,20,9
1669,RIR,AUA,1,0,1,1,0,0,7,2,2,1
1670,RIR,AVE,2,0,0,2,0,0,4,2,2,2
1671,RIR,AVH,1,0,0,0,0,1,0,2,1,0
1672,RIR,DVA,1,4,3,2,1,1,9,2,5,3
1673,RIR,OLQ,1,0,0,0,0,0,0,1,0,0
1674,RIR,RIA,12,5,8,5,4,7,15,19,16,13
1675,RIR,RIG,3,0,1,0,0,1,6,2,3,1
1676,RIR,RIH,1,0,0,1,0,0,0,0,0,1
1677,RIR,URX,12,9,8,5,3,7,15,19,14,10
1678,RIR,AVA,0,0,1,0,0,0,0,0,0,0
1679,RIR,BAG,0,0,1,2,0,1,1,5,0,0
1680,RIR,URY,0,0,1,0,0,0,0,0,0,0
1681,RIR,CEP,0,0,0,1,0,0,0,0,0,0
1682,RIR,PVP,0,0,0,0,1,0,3,0,3,0
1683,RIR,ASE,0,0,0,0,0,1,0,0,0,0
1684,RIR,ADA,0,0,0,0,0,0,1,0,0,0
1685,RIR,AFD,0,0,0,0,0,0,1,0,0,0
1686,RIR,AIM,0,0,0,0,0,0,1,0,0,0
1687,RIR,AQR,0,0,0,0,0,0,2,1,5,1
1688,RIR,ASH,0,0,0,0,0,0,2,0,0,0
1689,RIR,AWB,0,0,0,0,0,0,1,0,0,0
1690,RIR,HSN,0,0,0,0,0,0,1,0,0,0
1691,RIR,RMG,0,0,0,0,0,0,2,0,0,0
1692,RIR,SMB,0,0,0,0,0,0,0,1,2,0
1693,RIR,AIB,0,0,0,0,0,0,0,0,0,0
1694,RIR,AVB,0,0,0,0,0,0,0,0,0,0
1695,RIR,RIM,0,0,0,0,0,0,0,0,0,0
1696,AVK,ALN,1,0,0,0,0,0,0,0,0,0
1697,AVK,AVE,4,5,5,3,4,6,6,8,7,7
1698,AVK,PVP,1,0,0,0,1,0,0,0,0,1
1699,AVK,RIC,1,0,0,0,0,0,0,0,0,0
1700,AVK,RIG,1,0,1,0,2,2,1,5,0,2
1701,AVK,RIM,9,7,8,8,5,9,13,14,14,10
1702,AVK,RIV,1,0,0,1,0,0,5,3,3,0
1703,AVK,RMD,3,2,3,3,1,0,4,6,12,5
1704,AVK,SAA,4,3,4,7,1,3,7,7,6,8
1705,AVK,SMD,3,1,1,0,0,3,4,6,5,0
1706,AVK,AIB,0,2,0,2,1,1,0,3,0,2
1707,AVK,AVK,0,2,0,1,0,2,5,0,4,1
1708,AVK,RIS,0,3,2,0,0,0,0,6,11,2
1709,AVK,RMG,0,2,1,2,1,0,2,0,0,2
1710,AVK,SIA,0,1,0,0,0,1,6,0,2,1
1711,AVK,DVC,0,0,0,0,1,1,0,2,0,0
1712,AVK,SMB,0,0,0,0,1,1,5,1,1,0
1713,AVK,FLP,0,0,0,0,0,1,0,0,0,0
1714,AVK,AVB,0,0,0,0,0,0,2,1,0,0
1715,AVK,RMF,0,0,0,0,0,0,4,2,2,0
1716,AVK,RMH,0,0,0,0,0,0,1,0,0,0
1717,AVK,SIB,0,0,0,0,0,0,2,0,1,0
1718,AVK,AVL,0,0,0,0,0,0,0,3,1,1
1719,AVK,ADA,0,0,0,0,0,0,0,0,0,0
1720,AVK,AVA,0,0,0,0,0,0,0,0,0,0
1721,AVK,DVB,0,0,0,0,0,0,0,0,0,0
1722,AVK,RIA,0,0,0,0,0,0,0,0,0,0
1723,AVK,SDQ,0,0,0,0,0,0,0,0,0,0
1724,AVK,URY,0,0,0,0,0,0,0,0,0,0
1725,AVK,PVT,0,0,0,0,0,0,0,0,0,1
1726,ALA,AVE,3,4,3,3,2,7,12,7,5,4
1727,ALA,CAN,1,0,0,0,0,0,0,0,0,0
1728,ALA,CEP,1,0,3,4,0,4,0,2,3,4
1729,ALA,ASJ,0,2,0,0,0,0,4,0,0,1
1730,ALA,IL1,0,2,0,0,1,0,0,0,0,0
1731,ALA,IL2,0,2,0,0,0,0,0,0,0,0
1732,ALA,AVA,0,0,0,0,0,1,0,0,1,0
1733,ALA,AVD,0,0,0,0,0,0,1,0,0,0
1734,ALA,RIA,0,0,0,0,0,0,2,0,0,0
1735,ALA,RMD,0,0,0,0,0,0,3,0,0,0
1736,ALA,ADL,0,0,0,0,0,0,0,1,1,0
1737,ALA,BDU,0,0,0,0,0,0,0,1,0,0
1738,ALA,PVN,0,0,0,0,0,0,0,1,0,0
1739,ALA,AQR,0,0,0,0,0,0,0,0,0,0
1740,ALA,ASG,0,0,0,0,0,0,0,0,0,0
1741,ALA,AWA,0,0,0,0,0,0,0,0,0,0
1742,ALA,AWC,0,0,0,0,0,0,0,0,0,0
1743,ALA,SAA,0,0,0,0,0,0,0,0,0,0
1744,BDU,ADE,3,0,0,0,0,1,7,0,2,0
1745,BDU,ALM,3,1,0,1,1,2,5,7,4,4
1746,BDU,AVB,1,0,2,0,0,1,1,2,0,1
1747,BDU,AVD,1,0,0,0,0,0,0,0,1,2
1748,BDU,AVF,1,0,0,0,0,2,0,1,8,1
1749,BDU,AVH,1,0,1,0,0,0,5,2,0,1
1750,BDU,AVJ,4,1,3,1,1,3,9,8,3,4
