,pre,post,pristi_s14_new_out_posterior_cut.csv' with 79 nodes and 1619 edges_weight,pristi_15_roi_count.csv' with 89 nodes and 1939 edges_weight,witvliet_dataset6_vol.csv' with 81 nodes and 1840 edges_weight,witvliet_dataset5_vol.csv' with 87 nodes and 2039 edges_weight,witvliet_dataset3_vol.csv' with 76 nodes and 1591 edges_weight,witvliet_dataset2_vol.csv' with 75 nodes and 1566 edges_weight,witvliet_dataset8_vol.csv' with 84 nodes and 2098 edges_weight,witvliet_dataset4_vol.csv' with 84 nodes and 1889 edges_weight,cel_n2u_adjacency.csv' with 84 nodes and 1974 edges_weight,witvliet_dataset1_vol.csv' with 77 nodes and 1623 edges_weight,cel_jsh_nr_adj.csv' with 84 nodes and 1974 edges_weight,conserved,average_size,elegans_sum,pristi_sum,pristi_specific,elegans_specific,in_pristi
749,AVD,DVA,20838.0,13597.0,1485833.0,2250960.0,958440.0,1399296.0,3414720.0,1206840.0,35643.0,950160.0,35643.0,11,1070179.0909090908,9,2,no,no,yes
750,AVD,HSN,17848.0,0.0,0.0,0.0,0.0,0.0,97200.0,0.0,4576.0,0.0,4576.0,4,31050.0,3,1,no,no,yes
751,AVD,IL1,1192.0,512.0,195993.0,138840.0,95400.0,149248.0,154560.0,34080.0,1424.0,105840.0,1424.0,11,79864.81818181818,9,2,no,no,yes
752,AVD,IL2,1508.0,1876.0,194979.0,153360.0,64800.0,188416.0,216720.0,65640.0,1188.0,45000.0,1188.0,11,84970.45454545454,9,2,no,no,yes
753,AVD,OLL,2214.0,1861.0,53729.0,30480.0,6600.0,95488.0,511920.0,106920.0,525.0,102840.0,525.0,11,83009.27272727272,9,2,no,no,yes
754,AVD,OLQ,8921.0,2605.0,552158.0,523920.0,216600.0,282880.0,378960.0,275880.0,3844.0,287040.0,3844.0,11,230604.72727272726,9,2,no,no,yes
755,AVD,PVC,14609.0,8481.0,4639640.0,2281320.0,1009320.0,1324800.0,5213520.0,801720.0,82031.0,307440.0,82031.0,11,1433173.8181818181,9,2,no,no,yes
756,AVD,PVD,76868.0,32108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,54488.0,0,2,yes,no,yes
757,AVD,PVP,31937.0,23760.0,172001.0,6120.0,389160.0,744704.0,813600.0,57720.0,11502.0,658200.0,11502.0,11,265473.2727272727,9,2,no,no,yes
758,AVD,PVR,23661.0,5712.0,228095.0,905040.0,592560.0,581632.0,1426080.0,198840.0,11327.0,238320.0,11327.0,11,383872.1818181818,9,2,no,no,yes
759,AVD,RIB,9339.0,5025.0,214240.0,165840.0,176760.0,281600.0,0.0,117600.0,1889.0,143880.0,1889.0,10,111806.2,8,2,no,no,yes
760,AVD,RIC,48103.0,37368.0,1855180.0,741120.0,656880.0,620544.0,2057520.0,294960.0,4730.0,434520.0,4730.0,11,614150.4545454546,9,2,no,no,yes
761,AVD,RIF,8550.0,3012.0,201737.0,635760.0,58080.0,196352.0,398160.0,205560.0,7503.0,25800.0,7503.0,11,158910.63636363635,9,2,no,no,yes
762,AVD,RIG,4059.0,2025.0,553849.0,152280.0,175080.0,526848.0,3240720.0,667800.0,8639.0,134400.0,8639.0,11,497667.1818181818,9,2,no,no,yes
763,AVD,RIP,5772.0,11473.0,24668.0,85200.0,3480.0,0.0,0.0,0.0,206.0,0.0,206.0,7,18715.0,5,2,no,no,yes
764,AVD,RIS,14.0,1081.0,14530.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4626.25,2,2,no,no,yes
765,AVD,RIV,286.0,1879.0,678880.0,71640.0,312360.0,231424.0,1125600.0,296760.0,5915.0,107880.0,5915.0,11,258049.0,9,2,no,no,yes
766,AVD,RMD,988.0,110.0,104416.0,90960.0,3120.0,35328.0,133200.0,48240.0,998.0,94680.0,998.0,11,46639.818181818184,9,2,no,no,yes
767,AVD,RMF,117.0,0.0,0.0,0.0,0.0,0.0,104400.0,0.0,0.0,0.0,0.0,2,52258.5,1,1,no,no,yes
768,AVD,RMG,12941.0,2797.0,1094184.0,382680.0,22800.0,89088.0,582240.0,133200.0,7808.0,27360.0,7808.0,11,214809.63636363635,9,2,no,no,yes
769,AVD,RMH,5872.0,243.0,11151.0,0.0,0.0,0.0,0.0,50160.0,1033.0,0.0,1033.0,6,11582.0,4,2,no,no,yes
770,AVD,SIA,3021.0,3767.0,784986.0,772560.0,160680.0,253440.0,1372560.0,66600.0,12895.0,5400.0,12895.0,11,313527.63636363635,9,2,no,no,yes
771,AVD,SIB,60874.0,47473.0,2532369.0,1891680.0,895320.0,1409536.0,6799440.0,1062000.0,47808.0,567840.0,47808.0,11,1396558.9090909092,9,2,no,no,yes
772,AVD,SMB,4524.0,6834.0,127395.0,503640.0,242520.0,235776.0,891360.0,58560.0,6760.0,32520.0,6760.0,11,192422.63636363635,9,2,no,no,yes
773,AVD,URA,1486.0,1059.0,130774.0,175560.0,61440.0,79104.0,2880.0,14400.0,334.0,105480.0,334.0,11,52077.36363636364,9,2,no,no,yes
774,AVD,URX,1228.0,1103.0,248369.0,660720.0,108720.0,156928.0,175200.0,16080.0,4672.0,29400.0,4672.0,11,127917.45454545454,9,2,no,no,yes
775,AVD,URY,20668.0,10678.0,551145.0,501840.0,312840.0,505856.0,1269600.0,323880.0,8446.0,471840.0,8446.0,11,362294.45454545453,9,2,no,no,yes
776,AVD,AVK,0.0,1331.0,0.0,6120.0,0.0,0.0,321360.0,2400.0,0.0,44640.0,0.0,5,75170.2,4,1,no,no,yes
777,AVD,DVC,0.0,117.0,22640.0,32880.0,0.0,0.0,56400.0,150840.0,0.0,13680.0,0.0,6,46092.833333333336,5,1,no,no,yes
778,AVD,L V,0.0,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1102.0,0,1,no,no,yes
779,AVD,PVN,0.0,13901.0,0.0,0.0,0.0,0.0,1503600.0,0.0,10510.0,0.0,10510.0,4,384630.25,3,1,no,no,yes
780,AVD,PVQ,0.0,93.0,19937.0,359640.0,14160.0,106240.0,283920.0,9840.0,49.0,0.0,49.0,9,88214.22222222222,8,1,no,no,yes
781,AVD,PVT,0.0,557.0,0.0,0.0,0.0,0.0,2880.0,0.0,1006.0,0.0,1006.0,4,1362.25,3,1,no,no,yes
782,AVD,RID,0.0,7565.0,3233893.0,3038760.0,478920.0,1709312.0,5953200.0,1025880.0,29846.0,753120.0,29846.0,10,1626034.2,9,1,no,no,yes
783,AVD,RIR,0.0,1990.0,0.0,208200.0,91080.0,66048.0,113760.0,35280.0,2206.0,76800.0,2206.0,9,66396.66666666667,8,1,no,no,yes
784,AVD,SAA,0.0,1423.0,382523.0,239880.0,240960.0,196352.0,401040.0,76320.0,4107.0,296160.0,4107.0,10,184287.2,9,1,no,no,yes
785,AVD,SMD,0.0,3278.0,258507.0,611040.0,89760.0,463616.0,608400.0,241680.0,1648.0,182400.0,1648.0,10,246197.7,9,1,no,no,yes
786,AVD,unk,0.0,11276.0,0.0,0.0,0.0,0.0,2571840.0,0.0,0.0,0.0,0.0,2,1291558.0,1,1,no,no,yes
787,AVD,AVH,0.0,0.0,909004.0,957360.0,655080.0,997888.0,2931360.0,811800.0,34186.0,588000.0,34186.0,9,879873.7777777778,9,0,no,yes,no
788,AVD,AVM,0.0,0.0,998553.0,1227240.0,0.0,0.0,2323920.0,0.0,22116.0,0.0,22116.0,5,918789.0,5,0,no,no,no
789,AVD,FLP,0.0,0.0,1376010.0,442800.0,102480.0,190976.0,1203120.0,918960.0,10802.0,311160.0,10802.0,9,507456.6666666667,9,0,no,yes,no
790,AVD,RIM,0.0,0.0,679555.0,339360.0,179880.0,278784.0,2254320.0,462240.0,6642.0,113760.0,6642.0,9,480131.44444444444,9,0,no,yes,no
791,AVD,SDQ,0.0,0.0,281149.0,413400.0,0.0,0.0,228480.0,52320.0,2260.0,0.0,2260.0,6,163311.5,6,0,no,no,no
792,AVD,URB,0.0,0.0,626840.0,885120.0,425520.0,550144.0,2596800.0,242760.0,6136.0,284160.0,6136.0,9,624846.2222222222,9,0,no,yes,no
793,AVD,RME,0.0,0.0,0.0,217080.0,0.0,12032.0,0.0,20160.0,0.0,0.0,0.0,3,83090.66666666667,3,0,no,no,no
794,AVD,exc,0.0,0.0,0.0,166440.0,18480.0,5120.0,0.0,2040.0,0.0,9720.0,0.0,5,40360.0,5,0,no,no,no
795,AVD,AVL,0.0,0.0,0.0,0.0,9360.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9360.0,1,0,no,no,no
796,AVD,AWC,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,0.0,0.0,14280.0,0.0,2,10740.0,2,0,no,no,no
797,AVD,RIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,150960.0,524.0,3,50669.333333333336,3,0,no,no,no
798,AVE,AVE,2125.0,1265.0,76032.0,132000.0,75840.0,113920.0,304080.0,45840.0,844.0,27720.0,844.0,11,70955.45454545454,9,2,no,no,yes
799,AVE,AVF,4020.0,1004.0,4392.0,0.0,0.0,0.0,127200.0,0.0,247.0,0.0,247.0,6,22851.666666666668,4,2,no,no,yes
800,AVE,AVJ,19817.0,23759.0,201061.0,343080.0,77520.0,142848.0,727920.0,118320.0,2996.0,106080.0,2996.0,11,160581.54545454544,9,2,no,no,yes
801,AVE,AVK,92755.0,40439.0,4665321.0,5752680.0,1823640.0,2620672.0,6195600.0,1593480.0,67101.0,1332480.0,67101.0,11,2204660.8181818184,9,2,no,no,yes
802,AVE,AVL,5068.0,1644.0,144291.0,33720.0,199920.0,60672.0,57600.0,23160.0,8726.0,3720.0,8726.0,11,49749.72727272727,9,2,no,no,yes
803,AVE,BAG,11362.0,7628.0,3734691.0,3248880.0,1064160.0,1609984.0,5714160.0,2008080.0,34430.0,858840.0,34430.0,11,1666058.6363636365,9,2,no,no,yes
804,AVE,BDU,882.0,0.0,3041.0,13080.0,0.0,0.0,183840.0,0.0,338.0,16440.0,338.0,7,31137.0,6,1,no,no,yes
805,AVE,CAN,43.0,26.0,163215.0,0.0,39480.0,0.0,0.0,39960.0,0.0,5280.0,0.0,6,41334.0,4,2,no,no,yes
806,AVE,CEP,19229.0,11793.0,2883129.0,2168880.0,857520.0,1408512.0,7256640.0,1536480.0,42035.0,660840.0,42035.0,11,1535190.2727272727,9,2,no,no,yes
807,AVE,DVA,18665.0,7956.0,3095009.0,1733040.0,686400.0,644608.0,4257360.0,645240.0,30174.0,434040.0,30174.0,11,1052969.6363636365,9,2,no,no,yes
808,AVE,HSN,4805.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,2,3602.5,1,1,no,no,yes
809,AVE,IL1,43713.0,42649.0,1445280.0,1289880.0,520440.0,856576.0,1423200.0,248880.0,8006.0,529680.0,8006.0,11,583300.9090909091,9,2,no,no,yes
810,AVE,IL2,1114.0,0.0,557228.0,532200.0,291480.0,316416.0,392640.0,296760.0,605.0,305760.0,605.0,10,269480.8,9,1,no,no,yes
811,AVE,OLL,93357.0,74315.0,6502931.0,5348400.0,2545440.0,3379200.0,11041920.0,2966640.0,58754.0,1602840.0,58754.0,11,3061141.0,9,2,no,no,yes
812,AVE,OLQ,9385.0,3836.0,228093.0,642480.0,264120.0,555520.0,604320.0,254040.0,804.0,436560.0,804.0,11,272723.8181818182,9,2,no,no,yes
813,AVE,PVC,1328.0,4691.0,1307748.0,515760.0,211080.0,375808.0,2517600.0,138720.0,16275.0,245520.0,16275.0,11,486436.8181818182,9,2,no,no,yes
814,AVE,PVN,3061.0,1595.0,0.0,0.0,0.0,0.0,181200.0,0.0,0.0,0.0,0.0,3,61952.0,1,2,no,no,yes
815,AVE,PVP,16676.0,11431.0,450109.0,1460520.0,114960.0,258816.0,695040.0,269640.0,9550.0,309960.0,9550.0,11,327841.0909090909,9,2,no,no,yes
816,AVE,PVT,2608.0,4722.0,26019.0,0.0,68280.0,84736.0,49920.0,41880.0,7136.0,0.0,7136.0,9,32493.0,7,2,no,no,yes
817,AVE,RIA,4122.0,5538.0,160511.0,264600.0,58320.0,133120.0,505920.0,128760.0,20368.0,80760.0,20368.0,11,125671.54545454546,9,2,no,no,yes
818,AVE,RIB,58775.0,55368.0,6367763.0,5440320.0,1863720.0,3392512.0,7857600.0,1673640.0,49434.0,1481160.0,49434.0,11,2571793.272727273,9,2,no,no,yes
819,AVE,RIC,5845.0,6589.0,0.0,94800.0,31560.0,65024.0,1440.0,61680.0,130.0,89160.0,130.0,10,35635.8,8,2,no,no,yes
820,AVE,RIF,13932.0,231.0,170649.0,238440.0,70200.0,173568.0,704640.0,38040.0,1017.0,175080.0,1017.0,11,144255.81818181818,9,2,no,no,yes
821,AVE,RIG,1676.0,2876.0,1059377.0,1500720.0,206520.0,424960.0,3885120.0,514920.0,16905.0,160680.0,16905.0,11,708241.7272727273,9,2,no,no,yes
822,AVE,RIM,40379.0,18820.0,3198412.0,2995200.0,1800600.0,1614336.0,4776000.0,1667280.0,33551.0,753360.0,33551.0,11,1539226.2727272727,9,2,no,no,yes
823,AVE,RIP,299.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,176.5,0,2,yes,no,yes
824,AVE,RIS,18126.0,17596.0,2174852.0,1652640.0,508680.0,1066240.0,3104880.0,703320.0,18044.0,519240.0,18044.0,11,891060.1818181818,9,2,no,no,yes
825,AVE,RIV,1183.0,2636.0,449769.0,550320.0,235920.0,387328.0,718320.0,160920.0,3832.0,142440.0,3832.0,11,241500.0,9,2,no,no,yes
826,AVE,RMD,22922.0,12678.0,2635433.0,2387760.0,1190880.0,1551360.0,6225120.0,1179120.0,61966.0,792480.0,61966.0,11,1465607.7272727273,9,2,no,no,yes
827,AVE,RME,10815.0,10677.0,667051.0,570840.0,249360.0,303872.0,1445040.0,228240.0,3100.0,57960.0,3100.0,11,322732.2727272727,9,2,no,no,yes
828,AVE,RMF,508.0,8326.0,503837.0,0.0,0.0,0.0,863520.0,0.0,768.0,0.0,768.0,6,229621.16666666666,4,2,no,no,yes
829,AVE,RMG,1851.0,1767.0,1791650.0,579960.0,246000.0,395264.0,1766880.0,396960.0,14297.0,260760.0,14297.0,11,497244.1818181818,9,2,no,no,yes
830,AVE,RMH,9354.0,327.0,0.0,9360.0,0.0,0.0,48000.0,85920.0,1089.0,0.0,1089.0,7,22162.714285714286,5,2,no,no,yes
831,AVE,SAA,1581.0,6626.0,729903.0,974520.0,538440.0,803584.0,1460160.0,478800.0,6356.0,473280.0,6356.0,11,498146.0,9,2,no,no,yes
832,AVE,SDQ,16731.0,5244.0,417667.0,9000.0,0.0,0.0,140640.0,0.0,118.0,0.0,118.0,7,84216.85714285714,5,2,no,no,yes
833,AVE,SIA,16455.0,11626.0,2986533.0,2399880.0,985800.0,1376768.0,4518960.0,1359960.0,42270.0,1074480.0,42270.0,11,1346818.3636363635,9,2,no,no,yes
834,AVE,SIB,6700.0,6289.0,435915.0,710040.0,97200.0,230400.0,1478400.0,249000.0,12876.0,88920.0,12876.0,11,302601.45454545453,9,2,no,no,yes
835,AVE,SMB,6078.0,5896.0,1440889.0,1204560.0,287400.0,181248.0,2160000.0,454080.0,7799.0,31200.0,7799.0,11,526086.2727272727,9,2,no,no,yes
836,AVE,SMD,12570.0,11613.0,2621242.0,2537160.0,1031400.0,1706752.0,5790720.0,2080320.0,25288.0,972360.0,25288.0,11,1528610.2727272727,9,2,no,no,yes
837,AVE,URA,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,73.0,0,1,no,no,yes
838,AVE,URX,77.0,0.0,598117.0,1353480.0,145800.0,270080.0,1260720.0,210360.0,7295.0,202680.0,7295.0,10,405590.4,9,1,no,no,yes
839,AVE,URY,103892.0,65650.0,4640990.0,4582440.0,2620560.0,3008768.0,9180960.0,2009760.0,36410.0,1593000.0,36410.0,11,2534440.0,9,2,no,no,yes
840,AVE,DVC,0.0,2687.0,125706.0,1130280.0,161880.0,222208.0,1137360.0,276840.0,5968.0,81600.0,5968.0,10,315049.7,9,1,no,no,yes
841,AVE,L V,0.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,819.0,0,1,no,no,yes
842,AVE,PVD,0.0,352.0,136181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,68266.5,1,1,no,no,yes
843,AVE,PVQ,0.0,3667.0,35143.0,16800.0,4920.0,20480.0,0.0,0.0,1347.0,45960.0,1347.0,8,16208.0,7,1,no,no,yes
844,AVE,RID,0.0,776.0,182476.0,210480.0,26880.0,115712.0,66240.0,57960.0,1437.0,59400.0,1437.0,10,72279.8,9,1,no,no,yes
845,AVE,RIH,0.0,224.0,191938.0,0.0,111960.0,51200.0,515040.0,992760.0,7072.0,72840.0,7072.0,9,216678.44444444444,8,1,no,no,yes
846,AVE,RIR,0.0,853.0,445716.0,441600.0,408000.0,312576.0,438000.0,95280.0,2070.0,149160.0,2070.0,10,229532.5,9,1,no,no,yes
847,AVE,unk,0.0,16034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16034.0,0,1,no,no,yes
848,AVE,AVH,0.0,0.0,131450.0,289680.0,4200.0,299264.0,349440.0,126960.0,0.0,69120.0,0.0,7,181444.85714285713,7,0,no,no,no
849,AVE,AVM,0.0,0.0,294327.0,0.0,0.0,0.0,14640.0,0.0,1246.0,0.0,1246.0,4,77864.75,4,0,no,no,no
850,AVE,FLP,0.0,0.0,815738.0,95880.0,83880.0,7424.0,1249440.0,236520.0,23502.0,0.0,23502.0,8,316985.75,8,0,no,no,no
851,AVE,PVR,0.0,0.0,49336.0,720.0,0.0,59904.0,0.0,0.0,0.0,0.0,0.0,3,36653.333333333336,3,0,no,no,no
852,AVE,URB,0.0,0.0,93603.0,117000.0,6720.0,25344.0,117600.0,30720.0,512.0,34200.0,512.0,9,47356.77777777778,9,0,no,yes,no
853,AVE,AWB,0.0,0.0,0.0,0.0,0.0,6144.0,0.0,0.0,0.0,0.0,0.0,1,6144.0,1,0,no,no,no
854,AVE,VC0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,0.0,1106.0,2,1106.0,2,0,no,no,no
855,AVJ,AVJ,2924.0,2494.0,874536.0,345960.0,188400.0,289024.0,937680.0,348840.0,4724.0,119160.0,4724.0,11,283496.9090909091,9,2,no,no,yes
856,AVJ,AWA,110.0,0.0,4392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2251.0,1,1,no,no,yes
857,AVJ,AWB,3714.0,14038.0,0.0,46800.0,0.0,47360.0,0.0,0.0,104.0,22320.0,104.0,7,19205.714285714286,5,2,no,no,yes
858,AVJ,BDU,10994.0,21018.0,2411733.0,2816280.0,891360.0,1662720.0,4573680.0,1581240.0,25233.0,554040.0,25233.0,11,1324866.4545454546,9,2,no,no,yes
859,AVJ,CEP,3021.0,1563.0,168283.0,224760.0,31440.0,48640.0,235200.0,30240.0,1539.0,114480.0,1539.0,11,78245.90909090909,9,2,no,no,yes
860,AVJ,DVA,15174.0,4384.0,1351.0,67680.0,11760.0,105472.0,84000.0,38880.0,0.0,167760.0,0.0,9,55162.333333333336,7,2,no,no,yes
861,AVJ,HSN,46556.0,0.0,0.0,0.0,0.0,0.0,738960.0,0.0,7474.0,0.0,7474.0,4,200116.0,3,1,no,no,yes
862,AVJ,IL1,5963.0,1972.0,46632.0,31920.0,27600.0,43776.0,17040.0,27360.0,324.0,50880.0,324.0,11,23071.909090909092,9,2,no,no,yes
863,AVJ,IL2,141.0,739.0,0.0,14520.0,0.0,3328.0,5520.0,480.0,0.0,480.0,0.0,7,3601.1428571428573,5,2,no,no,yes
864,AVJ,OLQ,2782.0,2740.0,172675.0,140520.0,95760.0,158976.0,223680.0,130320.0,704.0,70440.0,704.0,11,90845.54545454546,9,2,no,no,yes
865,AVJ,PVC,66568.0,31616.0,4896458.0,3230400.0,2624160.0,2795264.0,5338800.0,2877720.0,53828.0,2051280.0,53828.0,11,2183629.272727273,9,2,no,no,yes
866,AVJ,PVD,86558.0,34746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,60652.0,0,2,yes,no,yes
867,AVJ,PVN,59.0,22471.0,0.0,0.0,0.0,0.0,4704960.0,0.0,48138.0,0.0,48138.0,5,964753.2,3,2,no,no,yes
868,AVJ,PVP,36852.0,8115.0,78396.0,886800.0,157320.0,330496.0,267840.0,90840.0,3088.0,747960.0,3088.0,11,237345.0,9,2,no,no,yes
869,AVJ,PVR,23695.0,14027.0,446053.0,1280400.0,345840.0,334848.0,1959120.0,542760.0,8285.0,901680.0,8285.0,11,533181.1818181818,9,2,no,no,yes
870,AVJ,RIC,11565.0,3450.0,835674.0,544920.0,150480.0,135168.0,1448400.0,62640.0,779.0,39240.0,779.0,11,293917.7272727273,9,2,no,no,yes
871,AVJ,RIF,11611.0,6834.0,3926967.0,3682320.0,1760880.0,2917120.0,3926640.0,1712400.0,41341.0,1082640.0,41341.0,11,1737281.2727272727,9,2,no,no,yes
872,AVJ,RIM,8543.0,4050.0,1705819.0,392400.0,91920.0,21504.0,1688160.0,212760.0,12220.0,23160.0,12220.0,11,379341.45454545453,9,2,no,no,yes
873,AVJ,RIP,35317.0,21104.0,0.0,0.0,0.0,0.0,17040.0,9360.0,92.0,0.0,92.0,6,13834.166666666666,4,2,no,no,yes
874,AVJ,RIS,6411.0,7381.0,1538210.0,1659000.0,474960.0,417280.0,1515840.0,432960.0,11088.0,287400.0,11088.0,11,578328.9090909091,9,2,no,no,yes
875,AVJ,RMD,829.0,0.0,0.0,0.0,0.0,0.0,91200.0,0.0,129.0,0.0,129.0,4,23071.75,3,1,no,no,yes
876,AVJ,RMG,2674.0,2976.0,661308.0,759360.0,34080.0,95232.0,992880.0,107400.0,6159.0,117840.0,6159.0,11,253278.9090909091,9,2,no,no,yes
877,AVJ,SIA,1738.0,7902.0,59473.0,186000.0,57000.0,155648.0,453120.0,4440.0,403.0,59640.0,403.0,11,89615.18181818182,9,2,no,no,yes
878,AVJ,SIB,18465.0,16200.0,103401.0,336360.0,300120.0,118784.0,1060560.0,137400.0,5148.0,121440.0,5148.0,11,202093.27272727274,9,2,no,no,yes
879,AVJ,SMB,8387.0,9243.0,357180.0,580320.0,218880.0,405248.0,779040.0,117720.0,8099.0,86040.0,8099.0,11,234386.9090909091,9,2,no,no,yes
880,AVJ,SMD,7444.0,5140.0,270673.0,336240.0,47160.0,55808.0,592800.0,35400.0,0.0,23160.0,0.0,9,152647.22222222222,7,2,no,no,yes
881,AVJ,URA,829.0,828.0,242963.0,183480.0,54480.0,72704.0,125520.0,61560.0,53.0,60000.0,53.0,11,72951.81818181818,9,2,no,no,yes
882,AVJ,URB,649.0,0.0,232150.0,1440.0,66840.0,95488.0,340320.0,184800.0,2157.0,72960.0,2157.0,10,99896.1,9,1,no,no,yes
883,AVJ,URX,19514.0,8292.0,144290.0,585840.0,45120.0,114944.0,548640.0,79800.0,2090.0,68040.0,2090.0,11,147150.9090909091,9,2,no,no,yes
884,AVJ,URY,7685.0,5197.0,452472.0,415200.0,118920.0,202752.0,272400.0,174240.0,2825.0,195600.0,2825.0,11,168192.36363636365,9,2,no,no,yes
885,AVJ,unk,12958.0,8673.0,0.0,0.0,0.0,0.0,986160.0,0.0,0.0,0.0,0.0,3,335930.3333333333,1,2,no,no,yes
886,AVJ,AVK,0.0,2593.0,0.0,66120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,34356.5,1,1,no,no,yes
887,AVJ,AVL,0.0,2531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2531.0,0,1,no,no,yes
888,AVJ,AWC,0.0,66.0,0.0,0.0,0.0,1792.0,1440.0,960.0,0.0,360.0,0.0,5,923.6,4,1,no,no,yes
889,AVJ,DVC,0.0,2931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2931.0,0,1,no,no,yes
890,AVJ,L V,0.0,4391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4391.0,0,1,no,no,yes
891,AVJ,OLL,0.0,869.0,11489.0,0.0,44160.0,166400.0,63360.0,43440.0,92.0,119280.0,92.0,9,49909.11111111111,8,1,no,no,yes
892,AVJ,PVQ,0.0,4079.0,140574.0,158520.0,3360.0,6912.0,1201920.0,48120.0,0.0,840.0,0.0,8,195540.625,7,1,no,no,yes
893,AVJ,PVT,0.0,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1297.0,0,1,no,no,yes
894,AVJ,RID,0.0,9528.0,541347.0,1479480.0,177600.0,297728.0,1121520.0,420840.0,8019.0,257520.0,8019.0,10,432160.1,9,1,no,no,yes
895,AVJ,RIH,0.0,1110.0,102389.0,0.0,0.0,468480.0,0.0,0.0,0.0,30600.0,0.0,4,150644.75,3,1,no,no,yes
896,AVJ,RMF,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,380.0,0,1,no,no,yes
897,AVJ,SAA,0.0,972.0,0.0,53640.0,12000.0,39424.0,63600.0,13920.0,0.0,64080.0,0.0,7,35376.57142857143,6,1,no,no,yes
898,AVJ,SDQ,0.0,1506.0,19599.0,23040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14715.0,2,1,no,no,yes
899,AVJ,VD1,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,188.0,0,1,no,no,yes
900,AVJ,AVM,0.0,0.0,4331120.0,1978560.0,0.0,0.0,7207680.0,0.0,20178.0,0.0,20178.0,5,2711543.2,5,0,no,no,no
901,AVJ,FLP,0.0,0.0,349746.0,162720.0,70680.0,265216.0,856320.0,251280.0,0.0,46200.0,0.0,7,286023.14285714284,7,0,no,no,no
902,AVJ,RIV,0.0,0.0,126382.0,28680.0,65880.0,11264.0,205200.0,143760.0,0.0,236400.0,0.0,7,116795.14285714286,7,0,no,no,no
903,AVJ,RIG,0.0,0.0,0.0,10800.0,0.0,0.0,0.0,0.0,0.0,185040.0,0.0,2,97920.0,2,0,no,no,no
904,AVJ,RIR,0.0,0.0,0.0,26760.0,0.0,0.0,0.0,0.0,0.0,69360.0,0.0,2,48060.0,2,0,no,no,no
905,AVJ,exc,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,4200.0,0.0,0.0,0.0,2,3892.0,2,0,no,no,no
906,AVJ,BWM,0.0,0.0,0.0,0.0,0.0,0.0,6720.0,4800.0,0.0,1680.0,0.0,3,4400.0,3,0,no,no,no
907,AVJ,DB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14640.0,0.0,0.0,0.0,1,14640.0,1,0,no,no,no
908,AVK,AVK,74001.0,41536.0,5349611.0,4622400.0,1797480.0,3530240.0,13941840.0,3746760.0,88539.0,1746240.0,88539.0,11,3184289.6363636362,9,2,no,no,yes
909,AVK,AVL,58983.0,54874.0,7620433.0,10369800.0,2807160.0,3299072.0,20990400.0,2895480.0,102352.0,1479000.0,102352.0,11,4525446.0,9,2,no,no,yes
910,AVK,BAG,279.0,137.0,0.0,0.0,2640.0,512.0,0.0,0.0,2018.0,0.0,2018.0,6,1267.3333333333333,4,2,no,no,yes
911,AVK,DVA,25743.0,7538.0,0.0,626880.0,37560.0,0.0,0.0,0.0,4758.0,0.0,4758.0,6,117872.83333333333,4,2,no,no,yes
912,AVK,DVC,26658.0,15516.0,6431292.0,6816960.0,4453800.0,5662720.0,10079520.0,2691240.0,66206.0,1615800.0,66206.0,11,3447810.727272727,9,2,no,no,yes
913,AVK,OLQ,2055.0,110.0,218632.0,101400.0,40680.0,6912.0,352080.0,68040.0,2560.0,7800.0,2560.0,11,72984.45454545454,9,2,no,no,yes
