,pre,post,pristi_s14_new_out_posterior_cut.csv' with 79 nodes and 1619 edges_weight,pristi_15_roi_count.csv' with 89 nodes and 1939 edges_weight,witvliet_dataset6_vol.csv' with 81 nodes and 1840 edges_weight,witvliet_dataset5_vol.csv' with 87 nodes and 2039 edges_weight,witvliet_dataset3_vol.csv' with 76 nodes and 1591 edges_weight,witvliet_dataset2_vol.csv' with 75 nodes and 1566 edges_weight,witvliet_dataset8_vol.csv' with 84 nodes and 2098 edges_weight,witvliet_dataset4_vol.csv' with 84 nodes and 1889 edges_weight,cel_n2u_adjacency.csv' with 84 nodes and 1974 edges_weight,witvliet_dataset1_vol.csv' with 77 nodes and 1623 edges_weight,cel_jsh_nr_adj.csv' with 84 nodes and 1974 edges_weight,conserved,average_size,elegans_sum,pristi_sum,pristi_specific,elegans_specific,in_pristi
137,ADE,RME,0.0,0.0,1890999.0,135360.0,0.0,0.0,966960.0,0.0,19010.0,0.0,19010.0,5,606267.8,5,0,no,no,no
138,ADE,RMF,0.0,0.0,1484143.0,1795560.0,0.0,0.0,3747360.0,0.0,4464.0,0.0,4464.0,5,1407198.2,5,0,no,no,no
139,ADE,RMH,0.0,0.0,1772052.0,320520.0,0.0,0.0,2751600.0,681240.0,4985.0,0.0,4985.0,6,922563.6666666666,6,0,no,no,no
140,ADE,SDQ,0.0,0.0,432875.0,478440.0,0.0,0.0,1568160.0,179520.0,7240.0,0.0,7240.0,6,445579.1666666667,6,0,no,no,no
141,ADE,SMD,0.0,0.0,2061648.0,2331480.0,603840.0,503296.0,6123600.0,1140240.0,22181.0,210840.0,22181.0,9,1446589.5555555555,9,0,no,yes,no
142,ADE,URB,0.0,0.0,2308330.0,2268120.0,0.0,0.0,3642720.0,282720.0,15331.0,0.0,15331.0,6,1422092.0,6,0,no,no,no
143,ADE,ADL,0.0,0.0,0.0,135600.0,0.0,0.0,0.0,600.0,394.0,0.0,394.0,4,34247.0,4,0,no,no,no
144,ADE,URX,0.0,0.0,0.0,103560.0,0.0,0.0,33360.0,0.0,3846.0,0.0,3846.0,4,36153.0,4,0,no,no,no
145,ADE,VA2,0.0,0.0,0.0,138480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,138480.0,1,0,no,no,no
146,ADE,exc,0.0,0.0,0.0,2816520.0,627600.0,1146880.0,0.0,575160.0,0.0,218400.0,0.0,5,1076912.0,5,0,no,no,no
147,ADE,Fra,0.0,0.0,0.0,0.0,12240.0,0.0,0.0,0.0,0.0,9480.0,0.0,2,10860.0,2,0,no,no,no
148,ADE,AIB,0.0,0.0,0.0,0.0,0.0,10752.0,18480.0,144960.0,0.0,6000.0,0.0,4,45048.0,4,0,no,no,no
149,ADE,AIY,0.0,0.0,0.0,0.0,0.0,0.0,66240.0,0.0,0.0,0.0,0.0,1,66240.0,1,0,no,no,no
150,ADE,AIZ,0.0,0.0,0.0,0.0,0.0,0.0,135360.0,5160.0,0.0,0.0,0.0,2,70260.0,2,0,no,no,no
151,ADE,HSN,0.0,0.0,0.0,0.0,0.0,0.0,577440.0,0.0,0.0,0.0,0.0,1,577440.0,1,0,no,no,no
152,ADE,PLN,0.0,0.0,0.0,0.0,0.0,0.0,318480.0,0.0,0.0,0.0,0.0,1,318480.0,1,0,no,no,no
153,ADE,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,269.0,0.0,269.0,3,539.3333333333334,3,0,no,no,no
154,ADE,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10080.0,0.0,0.0,0.0,1,10080.0,1,0,no,no,no
155,ADE,RIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23400.0,2823.0,0.0,2823.0,3,9682.0,3,0,no,no,no
156,ADE,VA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134640.0,0.0,0.0,0.0,1,134640.0,1,0,no,no,no
157,ADE,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,130.0,2,130.0,2,0,no,no,no
