,pre,post,pristi_s14_new_out_posterior_cut.csv' with 79 nodes and 1619 edges_weight,pristi_15_roi_count.csv' with 89 nodes and 1939 edges_weight,witvliet_dataset8_vol.csv' with 84 nodes and 2098 edges_weight,conserved,average_size,elegans_sum,pristi_sum,pristi_specific,elegans_specific,in_pristi
968,CEP,SMD,63359.0,25268.0,7293360.0,3,2460662.3333333335,1,2,no,no,yes
969,CEP,URA,7825.0,5466.0,3197520.0,3,1070270.3333333333,1,2,no,no,yes
970,CEP,URX,13599.0,7301.0,3012480.0,3,1011126.6666666666,1,2,no,no,yes
971,CEP,URY,16130.0,8842.0,7816320.0,3,2613764.0,1,2,no,no,yes
972,CEP,L V,0.0,330.0,0.0,1,330.0,0,1,no,no,yes
973,CEP,PVD,0.0,622.0,0.0,1,622.0,0,1,no,no,yes
974,CEP,PVQ,0.0,338.0,440640.0,2,220489.0,1,1,no,no,yes
975,CEP,RID,0.0,722.0,547680.0,2,274201.0,1,1,no,no,yes
976,CEP,SAA,0.0,145.0,0.0,1,145.0,0,1,no,no,yes
977,CEP,unk,0.0,2327.0,0.0,1,2327.0,0,1,no,no,yes
978,CEP,CEP,0.0,0.0,129360.0,1,129360.0,1,0,no,yes,no
979,CEP,PVC,0.0,0.0,290400.0,1,290400.0,1,0,no,yes,no
980,CEP,RIG,0.0,0.0,10560.0,1,10560.0,1,0,no,yes,no
981,CEP,URB,0.0,0.0,8961360.0,1,8961360.0,1,0,no,yes,no
982,DVA,OLQ,140.0,2.0,263040.0,3,87727.33333333333,1,2,no,no,yes
983,DVA,PLN,579.0,5115.0,142560.0,3,49418.0,1,2,no,no,yes
984,DVA,PVC,20495.0,15350.0,5539440.0,3,1858428.3333333333,1,2,no,no,yes
985,DVA,PVN,2.0,7677.0,36000.0,3,14559.666666666666,1,2,no,no,yes
986,DVA,PVP,19281.0,22805.0,3102720.0,3,1048268.6666666666,1,2,no,no,yes
987,DVA,PVR,2851.0,16291.0,317280.0,3,112140.66666666667,1,2,no,no,yes
988,DVA,RIB,87.0,44.0,855840.0,3,285323.6666666667,1,2,no,no,yes
989,DVA,RIC,85140.0,68743.0,645360.0,3,266414.3333333333,1,2,no,no,yes
990,DVA,RIF,11147.0,0.0,0.0,1,11147.0,0,1,no,no,yes
991,DVA,RIM,3421.0,3852.0,1569120.0,3,525464.3333333334,1,2,no,no,yes
992,DVA,RIP,5576.0,11714.0,46080.0,3,21123.333333333332,1,2,no,no,yes
993,DVA,RIR,1111.0,3149.0,3591120.0,3,1198460.0,1,2,no,no,yes
994,DVA,RIV,4916.0,1170.0,6720.0,3,4268.666666666667,1,2,no,no,yes
995,DVA,RMD,1617.0,657.0,68640.0,3,23638.0,1,2,no,no,yes
996,DVA,RMH,1235.0,2174.0,677760.0,3,227056.33333333334,1,2,no,no,yes
997,DVA,SAA,2340.0,2136.0,1184400.0,3,396292.0,1,2,no,no,yes
998,DVA,SDQ,23147.0,9798.0,2012880.0,3,681941.6666666666,1,2,no,no,yes
999,DVA,SIA,50060.0,24882.0,11032080.0,3,3702340.6666666665,1,2,no,no,yes
1000,DVA,SIB,28063.0,29058.0,10173120.0,3,3410080.3333333335,1,2,no,no,yes
1001,DVA,SMB,797.0,1608.0,6308400.0,3,2103601.6666666665,1,2,no,no,yes
1002,DVA,SMD,17219.0,5423.0,2275200.0,3,765947.3333333334,1,2,no,no,yes
1003,DVA,URA,407.0,109.0,178320.0,3,59612.0,1,2,no,no,yes
1004,DVA,URY,4678.0,1308.0,693120.0,3,233035.33333333334,1,2,no,no,yes
1005,DVA,IL1,0.0,983.0,79200.0,2,40091.5,1,1,no,no,yes
1006,DVA,RID,0.0,4835.0,4705440.0,2,2355137.5,1,1,no,no,yes
1007,DVA,RIG,0.0,36.0,19200.0,2,9618.0,1,1,no,no,yes
1008,DVA,RMF,0.0,7219.0,1791120.0,2,899169.5,1,1,no,no,yes
1009,DVA,SAB,0.0,4195.0,0.0,1,4195.0,0,1,no,no,yes
1010,DVA,VA2,0.0,341.0,0.0,1,341.0,0,1,no,no,yes
1011,DVA,VA3,0.0,120.0,0.0,1,120.0,0,1,no,no,yes
1012,DVA,VB1,0.0,1918.0,0.0,1,1918.0,0,1,no,no,yes
1013,DVA,unk,0.0,7868.0,0.0,1,7868.0,0,1,no,no,yes
1014,DVA,FLP,0.0,0.0,2021760.0,1,2021760.0,1,0,no,yes,no
1015,DVA,HSN,0.0,0.0,230640.0,1,230640.0,1,0,no,yes,no
1016,DVA,IL2,0.0,0.0,70080.0,1,70080.0,1,0,no,yes,no
1017,DVA,RIA,0.0,0.0,1201200.0,1,1201200.0,1,0,no,yes,no
1018,DVA,RIH,0.0,0.0,1323600.0,1,1323600.0,1,0,no,yes,no
1019,DVA,RME,0.0,0.0,222480.0,1,222480.0,1,0,no,yes,no
1020,DVA,RMG,0.0,0.0,241200.0,1,241200.0,1,0,no,yes,no
1021,DVA,URB,0.0,0.0,479280.0,1,479280.0,1,0,no,yes,no
1022,DVA,URX,0.0,0.0,707040.0,1,707040.0,1,0,no,yes,no
1023,DVC,IL1,1619.0,1915.0,282240.0,3,95258.0,1,2,no,no,yes
1024,DVC,IL2,3573.0,5563.0,627120.0,3,212085.33333333334,1,2,no,no,yes
1025,DVC,OLL,48.0,1992.0,360000.0,3,120680.0,1,2,no,no,yes
1026,DVC,OLQ,16223.0,2697.0,406320.0,3,141746.66666666666,1,2,no,no,yes
1027,DVC,PLN,1298.0,1928.0,0.0,2,1613.0,0,2,yes,no,yes
1028,DVC,PVT,41459.0,52321.0,12707280.0,3,4267020.0,1,2,no,no,yes
1029,DVC,RIB,4887.0,1181.0,4490160.0,3,1498742.6666666667,1,2,no,no,yes
1030,DVC,RIG,54722.0,23425.0,14433840.0,3,4837329.0,1,2,no,no,yes
1031,DVC,RIH,1496.0,2021.0,208080.0,3,70532.33333333333,1,2,no,no,yes
1032,DVC,RIS,3357.0,1482.0,55920.0,3,20253.0,1,2,no,no,yes
1033,DVC,RME,1579.0,1394.0,687840.0,3,230271.0,1,2,no,no,yes
1034,DVC,RMH,558.0,0.0,0.0,1,558.0,0,1,no,no,yes
1035,DVC,SAA,481.0,0.0,290880.0,2,145680.5,1,1,no,no,yes
1036,DVC,SDQ,9209.0,183.0,0.0,2,4696.0,0,2,yes,no,yes
1037,DVC,SMB,346.0,7808.0,11280.0,3,6478.0,1,2,no,no,yes
1038,DVC,URA,1556.0,2516.0,543360.0,3,182477.33333333334,1,2,no,no,yes
1039,DVC,URX,1201.0,1800.0,2880.0,3,1960.3333333333333,1,2,no,no,yes
1040,DVC,URY,11077.0,8695.0,881040.0,3,300270.6666666667,1,2,no,no,yes
1041,DVC,unk,393.0,47610.0,0.0,2,24001.5,0,2,yes,no,yes
1042,DVC,RIF,0.0,21.0,0.0,1,21.0,0,1,no,no,yes
1043,DVC,RIM,0.0,166.0,352320.0,2,176243.0,1,1,no,no,yes
1044,DVC,RMF,0.0,6076.0,7161600.0,2,3583838.0,1,1,no,no,yes
1045,DVC,RMG,0.0,2268.0,0.0,1,2268.0,0,1,no,no,yes
1046,DVC,SIA,0.0,1103.0,144960.0,2,73031.5,1,1,no,no,yes
1047,DVC,SMD,0.0,1538.0,0.0,1,1538.0,0,1,no,no,yes
1048,DVC,FLP,0.0,0.0,244320.0,1,244320.0,1,0,no,yes,no
1049,DVC,PVP,0.0,0.0,700320.0,1,700320.0,1,0,no,yes,no
1050,DVC,RID,0.0,0.0,318480.0,1,318480.0,1,0,no,yes,no
1051,DVC,RIR,0.0,0.0,31920.0,1,31920.0,1,0,no,yes,no
1052,DVC,RIV,0.0,0.0,2417760.0,1,2417760.0,1,0,no,yes,no
1053,DVC,RMD,0.0,0.0,28320.0,1,28320.0,1,0,no,yes,no
1054,DVC,URB,0.0,0.0,32880.0,1,32880.0,1,0,no,yes,no
1055,HSN,IL1,3176.0,0.0,0.0,1,3176.0,0,1,no,no,yes
1056,HSN,IL2,1266.0,0.0,0.0,1,1266.0,0,1,no,no,yes
1057,HSN,OLQ,3451.0,0.0,0.0,1,3451.0,0,1,no,no,yes
1058,HSN,PVC,7652.0,0.0,3600.0,2,5626.0,1,1,no,no,yes
1059,HSN,PVN,12828.0,0.0,1981440.0,2,997134.0,1,1,no,no,yes
1060,HSN,PVP,4383.0,0.0,1200.0,2,2791.5,1,1,no,no,yes
1061,HSN,PVQ,7619.0,0.0,9861120.0,2,4934369.5,1,1,no,no,yes
1062,HSN,PVR,77136.0,0.0,0.0,1,77136.0,0,1,no,no,yes
1063,HSN,RIF,36250.0,0.0,3906960.0,2,1971605.0,1,1,no,no,yes
1064,HSN,RIM,1121.0,0.0,13920.0,2,7520.5,1,1,no,no,yes
1065,HSN,RIP,619.0,0.0,0.0,1,619.0,0,1,no,no,yes
1066,HSN,RIS,17323.0,0.0,239040.0,2,128181.5,1,1,no,no,yes
1067,HSN,RMD,2014.0,0.0,0.0,1,2014.0,0,1,no,no,yes
1068,HSN,RMG,4504.0,0.0,2950560.0,2,1477532.0,1,1,no,no,yes
1069,HSN,SAA,4353.0,0.0,0.0,1,4353.0,0,1,no,no,yes
1070,HSN,SDQ,11827.0,0.0,39840.0,2,25833.5,1,1,no,no,yes
1071,HSN,SIA,974.0,0.0,333360.0,2,167167.0,1,1,no,no,yes
1072,HSN,SIB,1233.0,0.0,185280.0,2,93256.5,1,1,no,no,yes
1073,HSN,SMB,6458.0,0.0,385920.0,2,196189.0,1,1,no,no,yes
1074,HSN,SMD,583.0,0.0,418080.0,2,209331.5,1,1,no,no,yes
1075,HSN,URA,1833.0,0.0,0.0,1,1833.0,0,1,no,no,yes
1076,HSN,URB,830.0,0.0,10080.0,2,5455.0,1,1,no,no,yes
1077,HSN,URX,3835.0,0.0,447840.0,2,225837.5,1,1,no,no,yes
1078,HSN,URY,1407.0,0.0,0.0,1,1407.0,0,1,no,no,yes
1079,HSN,HSN,0.0,0.0,4126800.0,1,4126800.0,1,0,no,yes,no
1080,HSN,OLL,0.0,0.0,5280.0,1,5280.0,1,0,no,yes,no
1081,HSN,RIC,0.0,0.0,88800.0,1,88800.0,1,0,no,yes,no
1082,HSN,RID,0.0,0.0,234720.0,1,234720.0,1,0,no,yes,no
1083,HSN,RIR,0.0,0.0,39360.0,1,39360.0,1,0,no,yes,no
1084,IL1,IL1,8480.0,5501.0,4715040.0,3,1576340.3333333333,1,2,no,no,yes
1085,IL1,IL2,177120.0,122770.0,13696800.0,3,4665563.333333333,1,2,no,no,yes
1086,IL1,OLL,82395.0,78982.0,12478320.0,3,4213232.333333333,1,2,no,no,yes
1087,IL1,OLQ,22190.0,29636.0,12950400.0,3,4334075.333333333,1,2,no,no,yes
1088,IL1,PLN,1585.0,1113.0,2160.0,3,1619.3333333333333,1,2,no,no,yes
1089,IL1,PVN,802.0,1993.0,204480.0,3,69091.66666666667,1,2,no,no,yes
1090,IL1,PVP,592.0,0.0,0.0,1,592.0,0,1,no,no,yes
1091,IL1,PVR,6099.0,3408.0,1816560.0,3,608689.0,1,2,no,no,yes
1092,IL1,PVT,1042.0,1318.0,519840.0,3,174066.66666666666,1,2,no,no,yes
1093,IL1,RIA,985.0,119.0,2041680.0,3,680928.0,1,2,no,no,yes
1094,IL1,RIB,2520.0,9793.0,332880.0,3,115064.33333333333,1,2,no,no,yes
1095,IL1,RIC,3996.0,3268.0,624240.0,3,210501.33333333334,1,2,no,no,yes
1096,IL1,RIF,1307.0,0.0,47760.0,2,24533.5,1,1,no,no,yes
1097,IL1,RIG,8139.0,5454.0,562080.0,3,191891.0,1,2,no,no,yes
1098,IL1,RIH,5235.0,4306.0,1317120.0,3,442220.3333333333,1,2,no,no,yes
1099,IL1,RIM,1821.0,215.0,7200.0,3,3078.6666666666665,1,2,no,no,yes
1100,IL1,RIP,22788.0,15531.0,9674640.0,3,3237653.0,1,2,no,no,yes
1101,IL1,RIS,3667.0,4233.0,161520.0,3,56473.333333333336,1,2,no,no,yes
1102,IL1,RIV,4867.0,1667.0,415680.0,3,140738.0,1,2,no,no,yes
1103,IL1,RMD,333539.0,236555.0,51654480.0,3,17408191.333333332,1,2,no,no,yes
1104,IL1,RME,55979.0,69876.0,27948480.0,3,9358111.666666666,1,2,no,no,yes
1105,IL1,RMF,11498.0,72.0,463920.0,3,158496.66666666666,1,2,no,no,yes
1106,IL1,RMG,7414.0,10094.0,527040.0,3,181516.0,1,2,no,no,yes
1107,IL1,RMH,994.0,3604.0,1968480.0,3,657692.6666666666,1,2,no,no,yes
1108,IL1,SAA,3164.0,2124.0,679440.0,3,228242.66666666666,1,2,no,no,yes
1109,IL1,SDQ,1896.0,1643.0,275040.0,3,92859.66666666667,1,2,no,no,yes
1110,IL1,SIA,5015.0,2753.0,411600.0,3,139789.33333333334,1,2,no,no,yes
1111,IL1,SIB,1273.0,0.0,588960.0,2,295116.5,1,1,no,no,yes
1112,IL1,SMB,34477.0,23519.0,335040.0,3,131012.0,1,2,no,no,yes
1113,IL1,SMD,27378.0,7228.0,563520.0,3,199375.33333333334,1,2,no,no,yes
1114,IL1,URA,107970.0,127055.0,8582880.0,3,2939301.6666666665,1,2,no,no,yes
1115,IL1,URB,117067.0,63575.0,3373440.0,3,1184694.0,1,2,no,no,yes
1116,IL1,URX,1034.0,451.0,712320.0,3,237935.0,1,2,no,no,yes
1117,IL1,URY,15159.0,19529.0,18212640.0,3,6082442.666666667,1,2,no,no,yes
1118,IL1,PVD,0.0,484.0,0.0,1,484.0,0,1,no,no,yes
1119,IL1,unk,0.0,1145.0,109680.0,2,55412.5,1,1,no,no,yes
1120,IL1,RID,0.0,0.0,83520.0,1,83520.0,1,0,no,yes,no
1121,IL2,IL2,9094.0,6023.0,584640.0,3,199919.0,1,2,no,no,yes
1122,IL2,OLL,38109.0,30217.0,3871920.0,3,1313415.3333333333,1,2,no,no,yes
1123,IL2,OLQ,16252.0,14670.0,11675040.0,3,3901987.3333333335,1,2,no,no,yes
1124,IL2,PLN,1229.0,236.0,0.0,2,732.5,0,2,yes,no,yes
1125,IL2,PVN,653.0,937.0,76800.0,3,26130.0,1,2,no,no,yes
1126,IL2,PVR,2228.0,548.0,9120.0,3,3965.3333333333335,1,2,no,no,yes
1127,IL2,PVT,2127.0,1473.0,671760.0,3,225120.0,1,2,no,no,yes
1128,IL2,RIB,11177.0,12598.0,448320.0,3,157365.0,1,2,no,no,yes
1129,IL2,RIC,1509.0,4738.0,1236000.0,3,414082.3333333333,1,2,no,no,yes
1130,IL2,RIF,716.0,0.0,161520.0,2,81118.0,1,1,no,no,yes
1131,IL2,RIG,5921.0,4388.0,444960.0,3,151756.33333333334,1,2,no,no,yes
1132,IL2,RIH,11485.0,25000.0,16171680.0,3,5402721.666666667,1,2,no,no,yes
1133,IL2,RIM,160.0,37.0,19920.0,3,6705.666666666667,1,2,no,no,yes
1134,IL2,RIP,75141.0,71509.0,16367520.0,3,5504723.333333333,1,2,no,no,yes
1135,IL2,RIS,1968.0,5428.0,22800.0,3,10065.333333333334,1,2,no,no,yes
1136,IL2,RIV,2542.0,952.0,202560.0,3,68684.66666666667,1,2,no,no,yes
1137,IL2,RMD,3349.0,7033.0,1602000.0,3,537460.6666666666,1,2,no,no,yes
1138,IL2,RME,6000.0,24636.0,33209280.0,3,11079972.0,1,2,no,no,yes
1139,IL2,RMH,869.0,902.0,870240.0,3,290670.3333333333,1,2,no,no,yes
1140,IL2,SAA,100.0,3925.0,101520.0,3,35181.666666666664,1,2,no,no,yes
1141,IL2,SIA,940.0,1276.0,480240.0,3,160818.66666666666,1,2,no,no,yes
1142,IL2,SMB,2775.0,2540.0,1051440.0,3,352251.6666666667,1,2,no,no,yes
1143,IL2,SMD,1301.0,1659.0,397680.0,3,133546.66666666666,1,2,no,no,yes
1144,IL2,URA,46897.0,43007.0,14810400.0,3,4966768.0,1,2,no,no,yes
1145,IL2,URB,60767.0,45963.0,3238800.0,3,1115176.6666666667,1,2,no,no,yes
1146,IL2,URY,11220.0,7483.0,3478800.0,3,1165834.3333333333,1,2,no,no,yes
1147,IL2,PVD,0.0,132.0,0.0,1,132.0,0,1,no,no,yes
1148,IL2,PVQ,0.0,188.0,10080.0,2,5134.0,1,1,no,no,yes
1149,IL2,RIR,0.0,600.0,0.0,1,600.0,0,1,no,no,yes
1150,IL2,RMF,0.0,799.0,113760.0,2,57279.5,1,1,no,no,yes
1151,IL2,RMG,0.0,856.0,882480.0,2,441668.0,1,1,no,no,yes
1152,IL2,SDQ,0.0,210.0,0.0,1,210.0,0,1,no,no,yes
1153,IL2,SIB,0.0,75.0,853200.0,2,426637.5,1,1,no,no,yes
1154,IL2,URX,0.0,614.0,2349840.0,2,1175227.0,1,1,no,no,yes
1155,IL2,unk,0.0,1747.0,0.0,1,1747.0,0,1,no,no,yes
1156,IL2,RIA,0.0,0.0,688800.0,1,688800.0,1,0,no,yes,no
1157,IL2,RID,0.0,0.0,4560.0,1,4560.0,1,0,no,yes,no
1158,OLL,OLL,3526.0,3907.0,666720.0,3,224717.66666666666,1,2,no,no,yes
1159,OLL,OLQ,7850.0,5095.0,3098880.0,3,1037275.0,1,2,no,no,yes
1160,OLL,PVD,36.0,240.0,0.0,2,138.0,0,2,yes,no,yes
1161,OLL,PVN,260.0,0.0,0.0,1,260.0,0,1,no,no,yes
1162,OLL,PVT,539.0,0.0,287280.0,2,143909.5,1,1,no,no,yes
1163,OLL,RIB,44940.0,31302.0,6590640.0,3,2222294.0,1,2,no,no,yes
1164,OLL,RIC,272.0,0.0,0.0,1,272.0,0,1,no,no,yes
1165,OLL,RIG,11921.0,10078.0,2137200.0,3,719733.0,1,2,no,no,yes
1166,OLL,RIP,115.0,0.0,0.0,1,115.0,0,1,no,no,yes
1167,OLL,RIS,406.0,1169.0,442080.0,3,147885.0,1,2,no,no,yes
1168,OLL,RIV,517.0,456.0,61440.0,3,20804.333333333332,1,2,no,no,yes
1169,OLL,RMD,26298.0,35125.0,18231360.0,3,6097594.333333333,1,2,no,no,yes
1170,OLL,RME,9574.0,16667.0,23329200.0,3,7785147.0,1,2,no,no,yes
1171,OLL,RMG,281.0,764.0,407760.0,3,136268.33333333334,1,2,no,no,yes
1172,OLL,RMH,433.0,0.0,124560.0,2,62496.5,1,1,no,no,yes
1173,OLL,SIA,831.0,431.0,162240.0,3,54500.666666666664,1,2,no,no,yes
1174,OLL,SIB,139.0,0.0,527280.0,2,263709.5,1,1,no,no,yes
1175,OLL,SMB,2544.0,2674.0,1005840.0,3,337019.3333333333,1,2,no,no,yes
1176,OLL,SMD,13118.0,5289.0,7619760.0,3,2546055.6666666665,1,2,no,no,yes
1177,OLL,URB,34435.0,30139.0,2384640.0,3,816404.6666666666,1,2,no,no,yes
1178,OLL,URY,701.0,1207.0,1291440.0,3,431116.0,1,2,no,no,yes
1179,OLL,PVQ,0.0,43.0,21600.0,2,10821.5,1,1,no,no,yes
1180,OLL,PVR,0.0,699.0,0.0,1,699.0,0,1,no,no,yes
1181,OLL,RMF,0.0,1331.0,1556400.0,2,778865.5,1,1,no,no,yes
1182,OLL,SAA,0.0,8746.0,1660080.0,2,834413.0,1,1,no,no,yes
1183,OLL,URA,0.0,1608.0,0.0,1,1608.0,0,1,no,no,yes
1184,OLL,URX,0.0,175.0,324480.0,2,162327.5,1,1,no,no,yes
1185,OLL,unk,0.0,131.0,450240.0,2,225185.5,1,1,no,no,yes
1186,OLL,RIA,0.0,0.0,141120.0,1,141120.0,1,0,no,yes,no
1187,OLL,RID,0.0,0.0,7680.0,1,7680.0,1,0,no,yes,no
1188,OLL,RIM,0.0,0.0,346800.0,1,346800.0,1,0,no,yes,no
1189,OLQ,PLN,1493.0,431.0,225840.0,3,75921.33333333333,1,2,no,no,yes
1190,OLQ,PVP,3676.0,1496.0,0.0,2,2586.0,0,2,yes,no,yes
1191,OLQ,PVR,8873.0,8504.0,0.0,2,8688.5,0,2,yes,no,yes
1192,OLQ,PVT,8262.0,0.0,340800.0,2,174531.0,1,1,no,no,yes
1193,OLQ,RIA,1076.0,1948.0,278160.0,3,93728.0,1,2,no,no,yes
1194,OLQ,RIB,4812.0,3878.0,1802880.0,3,603856.6666666666,1,2,no,no,yes
1195,OLQ,RIC,4380.0,6785.0,2782320.0,3,931161.6666666666,1,2,no,no,yes
1196,OLQ,RIF,601.0,137.0,5520.0,3,2086.0,1,2,no,no,yes
1197,OLQ,RIG,5515.0,4885.0,1952160.0,3,654186.6666666666,1,2,no,no,yes
1198,OLQ,RIH,29123.0,22890.0,28630080.0,3,9560697.666666666,1,2,no,no,yes
1199,OLQ,RIM,4337.0,0.0,0.0,1,4337.0,0,1,no,no,yes
1200,OLQ,RIP,15261.0,14464.0,4976160.0,3,1668628.3333333333,1,2,no,no,yes
1201,OLQ,RIR,3987.0,3242.0,169920.0,3,59049.666666666664,1,2,no,no,yes
1202,OLQ,RIS,4371.0,7900.0,806160.0,3,272810.3333333333,1,2,no,no,yes
1203,OLQ,RIV,1482.0,0.0,48000.0,2,24741.0,1,1,no,no,yes
1204,OLQ,RMD,5172.0,5086.0,11253600.0,3,3754619.3333333335,1,2,no,no,yes
1205,OLQ,RME,16080.0,25986.0,9598800.0,3,3213622.0,1,2,no,no,yes
1206,OLQ,RMH,43.0,0.0,3099120.0,2,1549581.5,1,1,no,no,yes
1207,OLQ,SIA,101.0,352.0,573120.0,3,191191.0,1,2,no,no,yes
1208,OLQ,SIB,1545.0,501.0,5198160.0,3,1733402.0,1,2,no,no,yes
1209,OLQ,SMB,6272.0,5152.0,5919600.0,3,1977008.0,1,2,no,no,yes
1210,OLQ,URA,12718.0,7328.0,1711440.0,3,577162.0,1,2,no,no,yes
1211,OLQ,URX,15401.0,17999.0,309360.0,3,114253.33333333333,1,2,no,no,yes
1212,OLQ,URY,124316.0,107663.0,9345360.0,3,3192446.3333333335,1,2,no,no,yes
1213,OLQ,PVC,0.0,116.0,11760.0,2,5938.0,1,1,no,no,yes
1214,OLQ,PVD,0.0,24.0,0.0,1,24.0,0,1,no,no,yes
1215,OLQ,PVN,0.0,2318.0,0.0,1,2318.0,0,1,no,no,yes
1216,OLQ,RID,0.0,1282.0,194640.0,2,97961.0,1,1,no,no,yes
1217,OLQ,unk,0.0,4714.0,98400.0,2,51557.0,1,1,no,no,yes
1218,OLQ,OLQ,0.0,0.0,2090160.0,1,2090160.0,1,0,no,yes,no
1219,OLQ,RMF,0.0,0.0,582000.0,1,582000.0,1,0,no,yes,no
1220,OLQ,RMG,0.0,0.0,960.0,1,960.0,1,0,no,yes,no
1221,OLQ,SMD,0.0,0.0,116160.0,1,116160.0,1,0,no,yes,no
1222,OLQ,URB,0.0,0.0,1573680.0,1,1573680.0,1,0,no,yes,no
1223,PVN,PVN,27142.0,5689.0,7460640.0,3,2497823.6666666665,1,2,no,no,yes
1224,PVN,PVP,2702.0,5638.0,74880.0,3,27740.0,1,2,no,no,yes
1225,PVN,PVQ,33901.0,44872.0,2529360.0,3,869377.6666666666,1,2,no,no,yes
1226,PVN,RIF,24684.0,8748.0,4045680.0,3,1359704.0,1,2,no,no,yes
1227,PVN,RIM,5517.0,622.0,742320.0,3,249486.33333333334,1,2,no,no,yes
1228,PVN,RIS,9554.0,0.0,490560.0,2,250057.0,1,1,no,no,yes
1229,PVN,RMG,22857.0,26522.0,4204080.0,3,1417819.6666666667,1,2,no,no,yes
1230,PVN,SIA,3880.0,0.0,96480.0,2,50180.0,1,1,no,no,yes
1231,PVN,SIB,2465.0,8426.0,1291200.0,3,434030.3333333333,1,2,no,no,yes
1232,PVN,SMB,6104.0,7462.0,116640.0,3,43402.0,1,2,no,no,yes
1233,PVN,SMD,45.0,1148.0,0.0,2,596.5,0,2,yes,no,yes
1234,PVN,URX,6562.0,6178.0,0.0,2,6370.0,0,2,yes,no,yes
1235,PVN,URY,4003.0,3499.0,0.0,2,3751.0,0,2,yes,no,yes
1236,PVN,PVR,0.0,13076.0,2591520.0,2,1302298.0,1,1,no,no,yes
1237,PVN,RIB,0.0,1247.0,0.0,1,1247.0,0,1,no,no,yes
1238,PVN,RIC,0.0,493.0,94080.0,2,47286.5,1,1,no,no,yes
1239,PVN,RID,0.0,4137.0,454560.0,2,229348.5,1,1,no,no,yes
1240,PVN,RIG,0.0,1077.0,0.0,1,1077.0,0,1,no,no,yes
1241,PVN,RIP,0.0,259.0,0.0,1,259.0,0,1,no,no,yes
1242,PVN,RMD,0.0,1865.0,114000.0,2,57932.5,1,1,no,no,yes
1243,PVN,SAA,0.0,1653.0,731760.0,2,366706.5,1,1,no,no,yes
1244,PVN,SDQ,0.0,1655.0,1832160.0,2,916907.5,1,1,no,no,yes
1245,PVN,URA,0.0,452.0,72480.0,2,36466.0,1,1,no,no,yes
1246,PVN,URB,0.0,787.0,0.0,1,787.0,0,1,no,no,yes
1247,PVN,VB1,0.0,996.0,0.0,1,996.0,0,1,no,no,yes
1248,PVN,unk,0.0,13749.0,0.0,1,13749.0,0,1,no,no,yes
1249,PVN,RMH,0.0,0.0,2640.0,1,2640.0,1,0,no,yes,no
1250,PVP,PVP,5390.0,2999.0,100560.0,3,36316.333333333336,1,2,no,no,yes
1251,PVP,PVQ,510.0,4142.0,0.0,2,2326.0,0,2,yes,no,yes
1252,PVP,RIB,715.0,7484.0,0.0,2,4099.5,0,2,yes,no,yes
1253,PVP,RIC,2453.0,15976.0,248880.0,3,89103.0,1,2,no,no,yes
1254,PVP,RIF,6850.0,1267.0,4416480.0,3,1474865.6666666667,1,2,no,no,yes
1255,PVP,RIG,801.0,3672.0,1297680.0,3,434051.0,1,2,no,no,yes
1256,PVP,RIM,8747.0,2956.0,495120.0,3,168941.0,1,2,no,no,yes
1257,PVP,RIP,1362.0,3698.0,0.0,2,2530.0,0,2,yes,no,yes
1258,PVP,RIR,12133.0,7895.0,6899280.0,3,2306436.0,1,2,no,no,yes
1259,PVP,RME,259.0,0.0,0.0,1,259.0,0,1,no,no,yes
1260,PVP,RMG,4265.0,1960.0,0.0,2,3112.5,0,2,yes,no,yes
1261,PVP,SAA,231.0,149.0,354960.0,3,118446.66666666667,1,2,no,no,yes
1262,PVP,SDQ,3627.0,4225.0,4080.0,3,3977.3333333333335,1,2,no,no,yes
1263,PVP,SIA,6980.0,6559.0,353760.0,3,122433.0,1,2,no,no,yes
1264,PVP,SIB,12357.0,10949.0,12720.0,3,12008.666666666666,1,2,no,no,yes
1265,PVP,SMB,2440.0,0.0,1035840.0,2,519140.0,1,1,no,no,yes
1266,PVP,SMD,2854.0,526.0,0.0,2,1690.0,0,2,yes,no,yes
1267,PVP,URX,304.0,3300.0,2188080.0,3,730561.3333333334,1,2,no,no,yes
1268,PVP,URY,2591.0,3127.0,15840.0,3,7186.0,1,2,no,no,yes
1269,PVP,unk,971.0,13353.0,0.0,2,7162.0,0,2,yes,no,yes
1270,PVP,RIA,0.0,12.0,427680.0,2,213846.0,1,1,no,no,yes
1271,PVP,RID,0.0,6710.0,26160.0,2,16435.0,1,1,no,no,yes
1272,PVP,RMD,0.0,542.0,0.0,1,542.0,0,1,no,no,yes
1273,PVP,PVR,0.0,0.0,9840.0,1,9840.0,1,0,no,yes,no
1274,PVP,RMF,0.0,0.0,491520.0,1,491520.0,1,0,no,yes,no
1275,PVR,RIC,21124.0,46640.0,944880.0,3,337548.0,1,2,no,no,yes
1276,PVR,RIP,36931.0,38278.0,4161600.0,3,1412269.6666666667,1,2,no,no,yes
1277,PVR,RIS,3039.0,0.0,0.0,1,3039.0,0,1,no,no,yes
1278,PVR,RIV,6769.0,10567.0,2337120.0,3,784818.6666666666,1,2,no,no,yes
1279,PVR,RMD,12703.0,9024.0,347040.0,3,122922.33333333333,1,2,no,no,yes
1280,PVR,RME,770.0,0.0,0.0,1,770.0,0,1,no,no,yes
