,pre,post,pristi_s14_new_out_posterior_cut.csv' with 79 nodes and 1619 edges_weight,pristi_15_roi_count.csv' with 89 nodes and 1939 edges_weight,witvliet_dataset8_vol.csv' with 84 nodes and 2098 edges_weight,conserved,average_size,elegans_sum,pristi_sum,pristi_specific,elegans_specific,in_pristi
649,AVD,RIC,48103.0,37368.0,2057520.0,3,714330.3333333334,1,2,no,no,yes
650,AVD,RIF,8550.0,3012.0,398160.0,3,136574.0,1,2,no,no,yes
651,AVD,RIG,4059.0,2025.0,3240720.0,3,1082268.0,1,2,no,no,yes
652,AVD,RIP,5772.0,11473.0,0.0,2,8622.5,0,2,yes,no,yes
653,AVD,RIS,14.0,1081.0,0.0,2,547.5,0,2,yes,no,yes
654,AVD,RIV,286.0,1879.0,1125600.0,3,375921.6666666667,1,2,no,no,yes
655,AVD,RMD,988.0,110.0,133200.0,3,44766.0,1,2,no,no,yes
656,AVD,RMF,117.0,0.0,104400.0,2,52258.5,1,1,no,no,yes
657,AVD,RMG,12941.0,2797.0,582240.0,3,199326.0,1,2,no,no,yes
658,AVD,RMH,5872.0,243.0,0.0,2,3057.5,0,2,yes,no,yes
659,AVD,SIA,3021.0,3767.0,1372560.0,3,459782.6666666667,1,2,no,no,yes
660,AVD,SIB,60874.0,47473.0,6799440.0,3,2302595.6666666665,1,2,no,no,yes
661,AVD,SMB,4524.0,6834.0,891360.0,3,300906.0,1,2,no,no,yes
662,AVD,URA,1486.0,1059.0,2880.0,3,1808.3333333333333,1,2,no,no,yes
663,AVD,URX,1228.0,1103.0,175200.0,3,59177.0,1,2,no,no,yes
664,AVD,URY,20668.0,10678.0,1269600.0,3,433648.6666666667,1,2,no,no,yes
665,AVD,AVK,0.0,1331.0,321360.0,2,161345.5,1,1,no,no,yes
666,AVD,DVC,0.0,117.0,56400.0,2,28258.5,1,1,no,no,yes
667,AVD,L V,0.0,1102.0,0.0,1,1102.0,0,1,no,no,yes
668,AVD,PVN,0.0,13901.0,1503600.0,2,758750.5,1,1,no,no,yes
669,AVD,PVQ,0.0,93.0,283920.0,2,142006.5,1,1,no,no,yes
670,AVD,PVT,0.0,557.0,2880.0,2,1718.5,1,1,no,no,yes
671,AVD,RID,0.0,7565.0,5953200.0,2,2980382.5,1,1,no,no,yes
672,AVD,RIR,0.0,1990.0,113760.0,2,57875.0,1,1,no,no,yes
673,AVD,SAA,0.0,1423.0,401040.0,2,201231.5,1,1,no,no,yes
674,AVD,SMD,0.0,3278.0,608400.0,2,305839.0,1,1,no,no,yes
675,AVD,unk,0.0,11276.0,2571840.0,2,1291558.0,1,1,no,no,yes
676,AVD,AVH,0.0,0.0,2931360.0,1,2931360.0,1,0,no,yes,no
677,AVD,AVM,0.0,0.0,2323920.0,1,2323920.0,1,0,no,yes,no
678,AVD,AWC,0.0,0.0,7200.0,1,7200.0,1,0,no,yes,no
679,AVD,FLP,0.0,0.0,1203120.0,1,1203120.0,1,0,no,yes,no
680,AVD,RIM,0.0,0.0,2254320.0,1,2254320.0,1,0,no,yes,no
681,AVD,SDQ,0.0,0.0,228480.0,1,228480.0,1,0,no,yes,no
682,AVD,URB,0.0,0.0,2596800.0,1,2596800.0,1,0,no,yes,no
683,AVE,AVE,2125.0,1265.0,304080.0,3,102490.0,1,2,no,no,yes
684,AVE,AVF,4020.0,1004.0,127200.0,3,44074.666666666664,1,2,no,no,yes
685,AVE,AVJ,19817.0,23759.0,727920.0,3,257165.33333333334,1,2,no,no,yes
686,AVE,AVK,92755.0,40439.0,6195600.0,3,2109598.0,1,2,no,no,yes
687,AVE,AVL,5068.0,1644.0,57600.0,3,21437.333333333332,1,2,no,no,yes
688,AVE,BAG,11362.0,7628.0,5714160.0,3,1911050.0,1,2,no,no,yes
689,AVE,BDU,882.0,0.0,183840.0,2,92361.0,1,1,no,no,yes
690,AVE,CAN,43.0,26.0,0.0,2,34.5,0,2,yes,no,yes
691,AVE,CEP,19229.0,11793.0,7256640.0,3,2429220.6666666665,1,2,no,no,yes
692,AVE,DVA,18665.0,7956.0,4257360.0,3,1427993.6666666667,1,2,no,no,yes
693,AVE,HSN,4805.0,0.0,2400.0,2,3602.5,1,1,no,no,yes
694,AVE,IL1,43713.0,42649.0,1423200.0,3,503187.3333333333,1,2,no,no,yes
695,AVE,IL2,1114.0,0.0,392640.0,2,196877.0,1,1,no,no,yes
696,AVE,OLL,93357.0,74315.0,11041920.0,3,3736530.6666666665,1,2,no,no,yes
697,AVE,OLQ,9385.0,3836.0,604320.0,3,205847.0,1,2,no,no,yes
698,AVE,PVC,1328.0,4691.0,2517600.0,3,841206.3333333334,1,2,no,no,yes
699,AVE,PVN,3061.0,1595.0,181200.0,3,61952.0,1,2,no,no,yes
700,AVE,PVP,16676.0,11431.0,695040.0,3,241049.0,1,2,no,no,yes
701,AVE,PVT,2608.0,4722.0,49920.0,3,19083.333333333332,1,2,no,no,yes
702,AVE,RIA,4122.0,5538.0,505920.0,3,171860.0,1,2,no,no,yes
703,AVE,RIB,58775.0,55368.0,7857600.0,3,2657247.6666666665,1,2,no,no,yes
704,AVE,RIC,5845.0,6589.0,1440.0,3,4624.666666666667,1,2,no,no,yes
705,AVE,RIF,13932.0,231.0,704640.0,3,239601.0,1,2,no,no,yes
706,AVE,RIG,1676.0,2876.0,3885120.0,3,1296557.3333333333,1,2,no,no,yes
707,AVE,RIM,40379.0,18820.0,4776000.0,3,1611733.0,1,2,no,no,yes
708,AVE,RIP,299.0,54.0,0.0,2,176.5,0,2,yes,no,yes
709,AVE,RIS,18126.0,17596.0,3104880.0,3,1046867.3333333334,1,2,no,no,yes
710,AVE,RIV,1183.0,2636.0,718320.0,3,240713.0,1,2,no,no,yes
711,AVE,RMD,22922.0,12678.0,6225120.0,3,2086906.6666666667,1,2,no,no,yes
712,AVE,RME,10815.0,10677.0,1445040.0,3,488844.0,1,2,no,no,yes
713,AVE,RMF,508.0,8326.0,863520.0,3,290784.6666666667,1,2,no,no,yes
714,AVE,RMG,1851.0,1767.0,1766880.0,3,590166.0,1,2,no,no,yes
715,AVE,RMH,9354.0,327.0,48000.0,3,19227.0,1,2,no,no,yes
716,AVE,SAA,1581.0,6626.0,1460160.0,3,489455.6666666667,1,2,no,no,yes
717,AVE,SDQ,16731.0,5244.0,140640.0,3,54205.0,1,2,no,no,yes
718,AVE,SIA,16455.0,11626.0,4518960.0,3,1515680.3333333333,1,2,no,no,yes
719,AVE,SIB,6700.0,6289.0,1478400.0,3,497129.6666666667,1,2,no,no,yes
720,AVE,SMB,6078.0,5896.0,2160000.0,3,723991.3333333334,1,2,no,no,yes
721,AVE,SMD,12570.0,11613.0,5790720.0,3,1938301.0,1,2,no,no,yes
722,AVE,URA,73.0,0.0,0.0,1,73.0,0,1,no,no,yes
723,AVE,URX,77.0,0.0,1260720.0,2,630398.5,1,1,no,no,yes
724,AVE,URY,103892.0,65650.0,9180960.0,3,3116834.0,1,2,no,no,yes
725,AVE,DVC,0.0,2687.0,1137360.0,2,570023.5,1,1,no,no,yes
726,AVE,L V,0.0,819.0,0.0,1,819.0,0,1,no,no,yes
727,AVE,PVD,0.0,352.0,0.0,1,352.0,0,1,no,no,yes
728,AVE,PVQ,0.0,3667.0,0.0,1,3667.0,0,1,no,no,yes
729,AVE,RID,0.0,776.0,66240.0,2,33508.0,1,1,no,no,yes
730,AVE,RIH,0.0,224.0,515040.0,2,257632.0,1,1,no,no,yes
731,AVE,RIR,0.0,853.0,438000.0,2,219426.5,1,1,no,no,yes
732,AVE,unk,0.0,16034.0,0.0,1,16034.0,0,1,no,no,yes
733,AVE,AVH,0.0,0.0,349440.0,1,349440.0,1,0,no,yes,no
734,AVE,AVM,0.0,0.0,14640.0,1,14640.0,1,0,no,yes,no
735,AVE,FLP,0.0,0.0,1249440.0,1,1249440.0,1,0,no,yes,no
736,AVE,URB,0.0,0.0,117600.0,1,117600.0,1,0,no,yes,no
737,AVJ,AVJ,2924.0,2494.0,937680.0,3,314366.0,1,2,no,no,yes
738,AVJ,AWA,110.0,0.0,0.0,1,110.0,0,1,no,no,yes
739,AVJ,AWB,3714.0,14038.0,0.0,2,8876.0,0,2,yes,no,yes
740,AVJ,BDU,10994.0,21018.0,4573680.0,3,1535230.6666666667,1,2,no,no,yes
741,AVJ,CEP,3021.0,1563.0,235200.0,3,79928.0,1,2,no,no,yes
742,AVJ,DVA,15174.0,4384.0,84000.0,3,34519.333333333336,1,2,no,no,yes
743,AVJ,HSN,46556.0,0.0,738960.0,2,392758.0,1,1,no,no,yes
744,AVJ,IL1,5963.0,1972.0,17040.0,3,8325.0,1,2,no,no,yes
745,AVJ,IL2,141.0,739.0,5520.0,3,2133.3333333333335,1,2,no,no,yes
746,AVJ,OLQ,2782.0,2740.0,223680.0,3,76400.66666666667,1,2,no,no,yes
747,AVJ,PVC,66568.0,31616.0,5338800.0,3,1812328.0,1,2,no,no,yes
748,AVJ,PVD,86558.0,34746.0,0.0,2,60652.0,0,2,yes,no,yes
749,AVJ,PVN,59.0,22471.0,4704960.0,3,1575830.0,1,2,no,no,yes
750,AVJ,PVP,36852.0,8115.0,267840.0,3,104269.0,1,2,no,no,yes
751,AVJ,PVR,23695.0,14027.0,1959120.0,3,665614.0,1,2,no,no,yes
752,AVJ,RIC,11565.0,3450.0,1448400.0,3,487805.0,1,2,no,no,yes
753,AVJ,RIF,11611.0,6834.0,3926640.0,3,1315028.3333333333,1,2,no,no,yes
754,AVJ,RIM,8543.0,4050.0,1688160.0,3,566917.6666666666,1,2,no,no,yes
755,AVJ,RIP,35317.0,21104.0,17040.0,3,24487.0,1,2,no,no,yes
756,AVJ,RIS,6411.0,7381.0,1515840.0,3,509877.3333333333,1,2,no,no,yes
757,AVJ,RMD,829.0,0.0,91200.0,2,46014.5,1,1,no,no,yes
758,AVJ,RMG,2674.0,2976.0,992880.0,3,332843.3333333333,1,2,no,no,yes
759,AVJ,SIA,1738.0,7902.0,453120.0,3,154253.33333333334,1,2,no,no,yes
760,AVJ,SIB,18465.0,16200.0,1060560.0,3,365075.0,1,2,no,no,yes
761,AVJ,SMB,8387.0,9243.0,779040.0,3,265556.6666666667,1,2,no,no,yes
762,AVJ,SMD,7444.0,5140.0,592800.0,3,201794.66666666666,1,2,no,no,yes
763,AVJ,URA,829.0,828.0,125520.0,3,42392.333333333336,1,2,no,no,yes
764,AVJ,URB,649.0,0.0,340320.0,2,170484.5,1,1,no,no,yes
765,AVJ,URX,19514.0,8292.0,548640.0,3,192148.66666666666,1,2,no,no,yes
766,AVJ,URY,7685.0,5197.0,272400.0,3,95094.0,1,2,no,no,yes
767,AVJ,unk,12958.0,8673.0,986160.0,3,335930.3333333333,1,2,no,no,yes
768,AVJ,AVK,0.0,2593.0,0.0,1,2593.0,0,1,no,no,yes
769,AVJ,AVL,0.0,2531.0,0.0,1,2531.0,0,1,no,no,yes
770,AVJ,AWC,0.0,66.0,1440.0,2,753.0,1,1,no,no,yes
771,AVJ,DVC,0.0,2931.0,0.0,1,2931.0,0,1,no,no,yes
772,AVJ,L V,0.0,4391.0,0.0,1,4391.0,0,1,no,no,yes
773,AVJ,OLL,0.0,869.0,63360.0,2,32114.5,1,1,no,no,yes
774,AVJ,PVQ,0.0,4079.0,1201920.0,2,602999.5,1,1,no,no,yes
775,AVJ,PVT,0.0,1297.0,0.0,1,1297.0,0,1,no,no,yes
776,AVJ,RID,0.0,9528.0,1121520.0,2,565524.0,1,1,no,no,yes
777,AVJ,RIH,0.0,1110.0,0.0,1,1110.0,0,1,no,no,yes
778,AVJ,RMF,0.0,380.0,0.0,1,380.0,0,1,no,no,yes
779,AVJ,SAA,0.0,972.0,63600.0,2,32286.0,1,1,no,no,yes
780,AVJ,SDQ,0.0,1506.0,0.0,1,1506.0,0,1,no,no,yes
781,AVJ,VD1,0.0,188.0,0.0,1,188.0,0,1,no,no,yes
782,AVJ,AVM,0.0,0.0,7207680.0,1,7207680.0,1,0,no,yes,no
783,AVJ,BWM,0.0,0.0,6720.0,1,6720.0,1,0,no,yes,no
784,AVJ,FLP,0.0,0.0,856320.0,1,856320.0,1,0,no,yes,no
785,AVJ,RIV,0.0,0.0,205200.0,1,205200.0,1,0,no,yes,no
786,AVK,AVK,74001.0,41536.0,13941840.0,3,4685792.333333333,1,2,no,no,yes
787,AVK,AVL,58983.0,54874.0,20990400.0,3,7034752.333333333,1,2,no,no,yes
788,AVK,BAG,279.0,137.0,0.0,2,208.0,0,2,yes,no,yes
789,AVK,DVA,25743.0,7538.0,0.0,2,16640.5,0,2,yes,no,yes
790,AVK,DVC,26658.0,15516.0,10079520.0,3,3373898.0,1,2,no,no,yes
791,AVK,OLQ,2055.0,110.0,352080.0,3,118081.66666666667,1,2,no,no,yes
792,AVK,PVP,8675.0,6634.0,3768480.0,3,1261263.0,1,2,no,no,yes
793,AVK,PVT,105350.0,30293.0,19002720.0,3,6379454.333333333,1,2,no,no,yes
794,AVK,RIA,4607.0,1961.0,96240.0,3,34269.333333333336,1,2,no,no,yes
795,AVK,RIC,5772.0,11300.0,1123680.0,3,380250.6666666667,1,2,no,no,yes
796,AVK,RIG,26808.0,33490.0,9594960.0,3,3218419.3333333335,1,2,no,no,yes
797,AVK,RIM,172534.0,116299.0,17050800.0,3,5779877.666666667,1,2,no,no,yes
798,AVK,RIS,66200.0,33943.0,8938800.0,3,3012981.0,1,2,no,no,yes
799,AVK,RIV,13888.0,5393.0,4104960.0,3,1374747.0,1,2,no,no,yes
800,AVK,RMD,7782.0,12868.0,11115120.0,3,3711923.3333333335,1,2,no,no,yes
801,AVK,RME,2552.0,8459.0,436560.0,3,149190.33333333334,1,2,no,no,yes
802,AVK,RMG,44597.0,46336.0,822480.0,3,304471.0,1,2,no,no,yes
803,AVK,RMH,1159.0,0.0,1553280.0,2,777219.5,1,1,no,no,yes
804,AVK,SAA,5383.0,2600.0,5599200.0,3,1869061.0,1,2,no,no,yes
805,AVK,SDQ,11716.0,1848.0,24480.0,3,12681.333333333334,1,2,no,no,yes
806,AVK,SIA,32506.0,34243.0,4726800.0,3,1597849.6666666667,1,2,no,no,yes
807,AVK,SIB,8371.0,4268.0,276480.0,3,96373.0,1,2,no,no,yes
808,AVK,SMB,8429.0,14447.0,13433040.0,3,4485305.333333333,1,2,no,no,yes
809,AVK,SMD,9855.0,7960.0,4599360.0,3,1539058.3333333333,1,2,no,no,yes
810,AVK,URX,774.0,0.0,0.0,1,774.0,0,1,no,no,yes
811,AVK,URY,2021.0,360.0,479520.0,3,160633.66666666666,1,2,no,no,yes
812,AVK,unk,5711.0,74769.0,0.0,2,40240.0,0,2,yes,no,yes
813,AVK,BDU,0.0,38.0,804000.0,2,402019.0,1,1,no,no,yes
814,AVK,CEP,0.0,2825.0,0.0,1,2825.0,0,1,no,no,yes
815,AVK,IL1,0.0,214.0,37200.0,2,18707.0,1,1,no,no,yes
816,AVK,IL2,0.0,2166.0,0.0,1,2166.0,0,1,no,no,yes
817,AVK,PLN,0.0,1125.0,0.0,1,1125.0,0,1,no,no,yes
818,AVK,PVC,0.0,174.0,174960.0,2,87567.0,1,1,no,no,yes
819,AVK,PVN,0.0,124.0,0.0,1,124.0,0,1,no,no,yes
820,AVK,RIB,0.0,445.0,386160.0,2,193302.5,1,1,no,no,yes
821,AVK,RMF,0.0,1092.0,21206160.0,2,10603626.0,1,1,no,no,yes
822,AVK,SAB,0.0,1454.0,0.0,1,1454.0,0,1,no,no,yes
823,AVK,VB1,0.0,856.0,0.0,1,856.0,0,1,no,no,yes
824,AVK,VD1,0.0,356.0,0.0,1,356.0,0,1,no,no,yes
825,AVK,BWM,0.0,0.0,45600.0,1,45600.0,1,0,no,yes,no
826,AVK,FLP,0.0,0.0,27120.0,1,27120.0,1,0,no,yes,no
827,AVK,HSN,0.0,0.0,3840.0,1,3840.0,1,0,no,yes,no
828,AVK,OLL,0.0,0.0,125760.0,1,125760.0,1,0,no,yes,no
829,AVK,RIF,0.0,0.0,40800.0,1,40800.0,1,0,no,yes,no
830,AVK,URB,0.0,0.0,41520.0,1,41520.0,1,0,no,yes,no
831,AWA,AWA,3340.0,4035.0,0.0,2,3687.5,0,2,yes,no,yes
832,AWA,AWB,3027.0,8745.0,12840000.0,3,4283924.0,1,2,no,no,yes
833,AWA,AWC,67937.0,65750.0,261840.0,3,131842.33333333334,1,2,no,no,yes
834,AWA,BAG,5.0,314.0,0.0,2,159.5,0,2,yes,no,yes
835,AWA,PVN,5621.0,8007.0,0.0,2,6814.0,0,2,yes,no,yes
836,AWA,PVP,746.0,0.0,0.0,1,746.0,0,1,no,no,yes
837,AWA,PVQ,8067.0,2661.0,2874480.0,3,961736.0,1,2,no,no,yes
838,AWA,RIA,816.0,319.0,0.0,2,567.5,0,2,yes,no,yes
839,AWA,RIB,1917.0,13853.0,36720.0,3,17496.666666666668,1,2,no,no,yes
840,AWA,RIF,258.0,0.0,1534080.0,2,767169.0,1,1,no,no,yes
841,AWA,RIH,8168.0,1555.0,0.0,2,4861.5,0,2,yes,no,yes
842,AWA,RIM,3765.0,13007.0,69840.0,3,28870.666666666668,1,2,no,no,yes
843,AWA,RIP,344.0,446.0,0.0,2,395.0,0,2,yes,no,yes
844,AWA,SIB,2300.0,7931.0,3120.0,3,4450.333333333333,1,2,no,no,yes
845,AWA,SMB,46217.0,40198.0,193200.0,3,93205.0,1,2,no,no,yes
846,AWA,URX,325.0,3844.0,0.0,2,2084.5,0,2,yes,no,yes
847,AWA,L V,0.0,2410.0,0.0,1,2410.0,0,1,no,no,yes
848,AWA,OLQ,0.0,1038.0,0.0,1,1038.0,0,1,no,no,yes
849,AWA,PVC,0.0,1280.0,0.0,1,1280.0,0,1,no,no,yes
850,AWA,SAB,0.0,117.0,0.0,1,117.0,0,1,no,no,yes
851,AWA,DVA,0.0,0.0,76320.0,1,76320.0,1,0,no,yes,no
852,AWA,HSN,0.0,0.0,6041280.0,1,6041280.0,1,0,no,yes,no
853,AWA,IL2,0.0,0.0,6480.0,1,6480.0,1,0,no,yes,no
854,AWA,OLL,0.0,0.0,3840.0,1,3840.0,1,0,no,yes,no
855,AWA,RIC,0.0,0.0,76800.0,1,76800.0,1,0,no,yes,no
856,AWA,RIG,0.0,0.0,12720.0,1,12720.0,1,0,no,yes,no
857,AWA,RIR,0.0,0.0,122880.0,1,122880.0,1,0,no,yes,no
858,AWA,RMG,0.0,0.0,3120.0,1,3120.0,1,0,no,yes,no
859,AWA,SIA,0.0,0.0,11760.0,1,11760.0,1,0,no,yes,no
860,AWB,AWB,756.0,1431.0,88320.0,3,30169.0,1,2,no,no,yes
861,AWB,AWC,8715.0,7948.0,1045200.0,3,353954.3333333333,1,2,no,no,yes
862,AWB,BAG,291.0,0.0,0.0,1,291.0,0,1,no,no,yes
863,AWB,PVC,23744.0,18271.0,20400.0,3,20805.0,1,2,no,no,yes
864,AWB,PVN,43801.0,46424.0,0.0,2,45112.5,0,2,yes,no,yes
865,AWB,PVP,23283.0,6664.0,527040.0,3,185662.33333333334,1,2,no,no,yes
866,AWB,PVQ,15660.0,36136.0,0.0,2,25898.0,0,2,yes,no,yes
867,AWB,RIA,525.0,327.0,575280.0,3,192044.0,1,2,no,no,yes
868,AWB,RIB,5300.0,2211.0,2063760.0,3,690423.6666666666,1,2,no,no,yes
869,AWB,RIF,66845.0,18727.0,1314000.0,3,466524.0,1,2,no,no,yes
870,AWB,RIM,2552.0,0.0,8400.0,2,5476.0,1,1,no,no,yes
871,AWB,RIR,17303.0,13256.0,880800.0,3,303786.3333333333,1,2,no,no,yes
872,AWB,RIS,8065.0,3311.0,0.0,2,5688.0,0,2,yes,no,yes
873,AWB,RMG,9964.0,7209.0,580560.0,3,199244.33333333334,1,2,no,no,yes
874,AWB,SMB,3402.0,6764.0,3247920.0,3,1086028.6666666667,1,2,no,no,yes
875,AWB,URX,6046.0,5644.0,477360.0,3,163016.66666666666,1,2,no,no,yes
876,AWB,URY,21953.0,11849.0,17760.0,3,17187.333333333332,1,2,no,no,yes
877,AWB,BDU,0.0,169.0,0.0,1,169.0,0,1,no,no,yes
878,AWB,CEP,0.0,224.0,0.0,1,224.0,0,1,no,no,yes
879,AWB,DB1,0.0,201.0,0.0,1,201.0,0,1,no,no,yes
880,AWB,DVA,0.0,179.0,220080.0,2,110129.5,1,1,no,no,yes
881,AWB,L V,0.0,16125.0,0.0,1,16125.0,0,1,no,no,yes
882,AWB,PVD,0.0,27.0,0.0,1,27.0,0,1,no,no,yes
883,AWB,PVR,0.0,229.0,0.0,1,229.0,0,1,no,no,yes
884,AWB,RID,0.0,9034.0,0.0,1,9034.0,0,1,no,no,yes
885,AWB,RIP,0.0,377.0,0.0,1,377.0,0,1,no,no,yes
886,AWB,SAB,0.0,93.0,0.0,1,93.0,0,1,no,no,yes
887,AWB,VA1,0.0,774.0,0.0,1,774.0,0,1,no,no,yes
888,AWB,unk,0.0,972.0,0.0,1,972.0,0,1,no,no,yes
889,AWB,HSN,0.0,0.0,4125360.0,1,4125360.0,1,0,no,yes,no
890,AWB,OLQ,0.0,0.0,83760.0,1,83760.0,1,0,no,yes,no
891,AWB,RIG,0.0,0.0,322080.0,1,322080.0,1,0,no,yes,no
892,AWB,RIH,0.0,0.0,19200.0,1,19200.0,1,0,no,yes,no
893,AWB,RMF,0.0,0.0,48480.0,1,48480.0,1,0,no,yes,no
894,AWB,SIA,0.0,0.0,83760.0,1,83760.0,1,0,no,yes,no
895,AWB,SIB,0.0,0.0,8640.0,1,8640.0,1,0,no,yes,no
896,BDU,BDU,2320.0,9086.0,124080.0,3,45162.0,1,2,no,no,yes
897,BDU,CEP,14807.0,5139.0,302160.0,3,107368.66666666667,1,2,no,no,yes
898,BDU,HSN,87798.0,0.0,1727760.0,2,907779.0,1,1,no,no,yes
899,BDU,IL1,9399.0,3383.0,97440.0,3,36740.666666666664,1,2,no,no,yes
900,BDU,IL2,1165.0,4090.0,133680.0,3,46311.666666666664,1,2,no,no,yes
901,BDU,OLQ,6383.0,8360.0,0.0,2,7371.5,0,2,yes,no,yes
902,BDU,PVN,138.0,73437.0,13284240.0,3,4452605.0,1,2,no,no,yes
903,BDU,PVP,389.0,80.0,233760.0,3,78076.33333333333,1,2,no,no,yes
904,BDU,PVQ,8137.0,6631.0,713760.0,3,242842.66666666666,1,2,no,no,yes
905,BDU,PVR,139051.0,53926.0,223680.0,3,138885.66666666666,1,2,no,no,yes
906,BDU,RIC,7459.0,20195.0,0.0,2,13827.0,0,2,yes,no,yes
907,BDU,RIF,12073.0,3460.0,8839200.0,3,2951577.6666666665,1,2,no,no,yes
908,BDU,RIP,2021.0,4386.0,0.0,2,3203.5,0,2,yes,no,yes
909,BDU,RIS,5293.0,94.0,0.0,2,2693.5,0,2,yes,no,yes
910,BDU,RMD,5564.0,6680.0,5760.0,3,6001.333333333333,1,2,no,no,yes
911,BDU,RMG,2000.0,8294.0,856800.0,3,289031.3333333333,1,2,no,no,yes
912,BDU,SDQ,22018.0,4492.0,1051440.0,3,359316.6666666667,1,2,no,no,yes
913,BDU,SIA,564.0,435.0,74400.0,3,25133.0,1,2,no,no,yes
914,BDU,SIB,7038.0,8995.0,307440.0,3,107824.33333333333,1,2,no,no,yes
915,BDU,SMB,2891.0,2688.0,93840.0,3,33139.666666666664,1,2,no,no,yes
916,BDU,URA,1671.0,2231.0,126240.0,3,43380.666666666664,1,2,no,no,yes
917,BDU,URB,3874.0,3453.0,0.0,2,3663.5,0,2,yes,no,yes
918,BDU,URX,1672.0,5243.0,260400.0,3,89105.0,1,2,no,no,yes
919,BDU,URY,693.0,7562.0,0.0,2,4127.5,0,2,yes,no,yes
920,BDU,CAN,0.0,464.0,0.0,1,464.0,0,1,no,no,yes
921,BDU,DVA,0.0,9083.0,0.0,1,9083.0,0,1,no,no,yes
922,BDU,L V,0.0,3635.0,0.0,1,3635.0,0,1,no,no,yes
923,BDU,OLL,0.0,4265.0,0.0,1,4265.0,0,1,no,no,yes
924,BDU,PLN,0.0,954.0,11280.0,2,6117.0,1,1,no,no,yes
925,BDU,PVC,0.0,1047.0,542880.0,2,271963.5,1,1,no,no,yes
926,BDU,SAA,0.0,4.0,31680.0,2,15842.0,1,1,no,no,yes
927,BDU,VB1,0.0,1361.0,0.0,1,1361.0,0,1,no,no,yes
928,BDU,VB2,0.0,493.0,0.0,1,493.0,0,1,no,no,yes
929,BDU,unk,0.0,19847.0,0.0,1,19847.0,0,1,no,no,yes
930,BDU,BWM,0.0,0.0,72240.0,1,72240.0,1,0,no,yes,no
931,BDU,FLP,0.0,0.0,70320.0,1,70320.0,1,0,no,yes,no
932,BDU,RID,0.0,0.0,1037520.0,1,1037520.0,1,0,no,yes,no
933,BDU,RIG,0.0,0.0,111840.0,1,111840.0,1,0,no,yes,no
934,BDU,RIM,0.0,0.0,1080240.0,1,1080240.0,1,0,no,yes,no
935,BDU,RME,0.0,0.0,61920.0,1,61920.0,1,0,no,yes,no
936,BDU,RMF,0.0,0.0,28320.0,1,28320.0,1,0,no,yes,no
937,BDU,SMD,0.0,0.0,272400.0,1,272400.0,1,0,no,yes,no
938,CEP,DVA,2437.0,2258.0,156480.0,3,53725.0,1,2,no,no,yes
939,CEP,DVC,1259.0,0.0,4560.0,2,2909.5,1,1,no,no,yes
940,CEP,HSN,3664.0,0.0,95520.0,2,49592.0,1,1,no,no,yes
941,CEP,IL1,67201.0,42994.0,6400800.0,3,2170331.6666666665,1,2,no,no,yes
942,CEP,IL2,3710.0,877.0,6585840.0,3,2196809.0,1,2,no,no,yes
943,CEP,OLL,55688.0,28353.0,10445520.0,3,3509853.6666666665,1,2,no,no,yes
944,CEP,OLQ,14370.0,11427.0,7595520.0,3,2540439.0,1,2,no,no,yes
945,CEP,PLN,7211.0,7551.0,1184160.0,3,399640.6666666667,1,2,no,no,yes
946,CEP,PVN,857.0,1064.0,560640.0,3,187520.33333333334,1,2,no,no,yes
947,CEP,PVP,1068.0,33.0,0.0,2,550.5,0,2,yes,no,yes
948,CEP,PVR,113053.0,86830.0,7303920.0,3,2501267.6666666665,1,2,no,no,yes
949,CEP,PVT,2074.0,0.0,29520.0,2,15797.0,1,1,no,no,yes
950,CEP,RIA,63363.0,66831.0,10938720.0,3,3689638.0,1,2,no,no,yes
951,CEP,RIB,1217.0,800.0,1949520.0,3,650512.3333333334,1,2,no,no,yes
952,CEP,RIC,76413.0,52878.0,11001360.0,3,3710217.0,1,2,no,no,yes
953,CEP,RIF,4351.0,747.0,332880.0,3,112659.33333333333,1,2,no,no,yes
954,CEP,RIH,20998.0,16750.0,10009440.0,3,3349062.6666666665,1,2,no,no,yes
955,CEP,RIM,58998.0,58282.0,14160.0,3,43813.333333333336,1,2,no,no,yes
956,CEP,RIP,10404.0,11753.0,891120.0,3,304425.6666666667,1,2,no,no,yes
957,CEP,RIS,83632.0,70973.0,5619360.0,3,1924655.0,1,2,no,no,yes
958,CEP,RIV,8434.0,2776.0,240720.0,3,83976.66666666667,1,2,no,no,yes
959,CEP,RMD,155865.0,149843.0,24878640.0,3,8394782.666666666,1,2,no,no,yes
960,CEP,RME,20256.0,3434.0,128640.0,3,50776.666666666664,1,2,no,no,yes
961,CEP,RMF,432.0,9952.0,2830320.0,3,946901.3333333334,1,2,no,no,yes
962,CEP,RMG,1117.0,1214.0,3460320.0,3,1154217.0,1,2,no,no,yes
963,CEP,RMH,22041.0,1499.0,2989920.0,3,1004486.6666666666,1,2,no,no,yes
964,CEP,SDQ,6129.0,793.0,497280.0,3,168067.33333333334,1,2,no,no,yes
965,CEP,SIA,7925.0,5873.0,1196160.0,3,403319.3333333333,1,2,no,no,yes
966,CEP,SIB,1809.0,2136.0,2876400.0,3,960115.0,1,2,no,no,yes
967,CEP,SMB,50679.0,26111.0,7299600.0,3,2458796.6666666665,1,2,no,no,yes
