,pre,post,cel_jsh_nr_adj.csv' with 84 nodes and 1784 edges_weight,cel_n2u_nr_adj.csv' with 89 nodes and 2150 edges_weight,witvliet_dataset1_vol.csv' with 82 nodes and 1765 edges_weight,witvliet_dataset2_vol.csv' with 80 nodes and 1702 edges_weight,witvliet_dataset3_vol.csv' with 83 nodes and 1737 edges_weight,witvliet_dataset4_vol.csv' with 87 nodes and 2025 edges_weight,witvliet_dataset5_vol.csv' with 88 nodes and 2163 edges_weight,witvliet_dataset6_vol.csv' with 85 nodes and 1992 edges_weight,witvliet_dataset8_vol.csv' with 88 nodes and 2266 edges_weight,conserved,average_size
1590,IL1,RID,940.0,832.0,0.0,0.0,0.0,0.0,0.0,19261.0,83520.0,4,26138.25
1591,IL1,RMF,4429.0,879.0,0.0,0.0,0.0,0.0,0.0,65217.0,463920.0,4,133611.25
1592,IL1,PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,1,2160.0
1593,IL1,PVN,325.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,204480.0,3,68820.33333333333
1594,IL1,unknownFLPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109680.0,1,109680.0
1595,IL2,IL2,1212.0,1600.0,66000.0,233984.0,441120.0,101040.0,262560.0,1097900.0,584640.0,9,310006.22222222225
1596,IL2,OLL,38050.0,15025.0,1372320.0,2206976.0,1575240.0,1723920.0,3744840.0,4256102.0,3871920.0,9,2089377.0
1597,IL2,OLQ,67046.0,83600.0,1841760.0,4328448.0,3870480.0,2905200.0,8525520.0,10379547.0,11675040.0,9,4852960.111111111
1598,IL2,PVQ,316.0,0.0,23400.0,23040.0,26520.0,101400.0,21720.0,45619.0,10080.0,8,31511.875
1599,IL2,PVR,854.0,1078.0,172440.0,349184.0,233160.0,145440.0,147840.0,180110.0,9120.0,9,137691.77777777778
1600,IL2,PVT,1672.0,1909.0,114840.0,2560.0,171960.0,95640.0,307680.0,230121.0,671760.0,9,177571.33333333334
1601,IL2,RIA,2140.0,2088.0,75600.0,164608.0,219360.0,120000.0,342000.0,429157.0,688800.0,9,227083.66666666666
1602,IL2,RIB,1310.0,899.0,240720.0,228608.0,115680.0,52080.0,194280.0,83465.0,448320.0,9,151706.88888888888
1603,IL2,RIC,10003.0,12286.0,278400.0,465152.0,325680.0,357720.0,905880.0,1202991.0,1236000.0,9,532679.1111111111
1604,IL2,RIF,516.0,1044.0,31200.0,98048.0,32880.0,20280.0,75360.0,96306.0,161520.0,9,57461.555555555555
1605,IL2,RIG,2495.0,2451.0,115920.0,115200.0,70680.0,71160.0,156840.0,329470.0,444960.0,9,145464.0
1606,IL2,RIH,24022.0,44126.0,2946720.0,4453376.0,4071120.0,4396800.0,5861640.0,6733729.0,16171680.0,9,4967023.666666667
1607,IL2,RIP,67157.0,95866.0,2551320.0,4736256.0,4216560.0,5230080.0,9278880.0,12511486.0,16367520.0,9,6117236.111111111
1608,IL2,RIV,1289.0,0.0,31800.0,164608.0,119160.0,50400.0,215760.0,150372.0,202560.0,8,116993.625
1609,IL2,RMD,6979.0,5304.0,115560.0,405760.0,390840.0,345720.0,979680.0,797489.0,940320.0,9,443072.44444444444
1610,IL2,RMDD,616.0,3552.0,123720.0,162048.0,333120.0,31560.0,304560.0,218296.0,250080.0,9,158616.88888888888
1611,IL2,RMDV,1386.0,1712.0,41520.0,188160.0,139440.0,86640.0,148680.0,103403.0,411600.0,9,124726.77777777778
1612,IL2,RME,146550.0,178904.0,5174640.0,10434304.0,11105640.0,8368200.0,15694800.0,19316510.0,33209280.0,9,11514314.222222222
1613,IL2,RMG,8515.0,6881.0,242040.0,385024.0,188160.0,197520.0,818760.0,997539.0,882480.0,9,414102.1111111111
1614,IL2,SAA,0.0,669.0,100080.0,239104.0,161640.0,111120.0,203280.0,234853.0,101520.0,8,144033.25
1615,IL2,SIA,2802.0,1724.0,76800.0,165120.0,114600.0,73320.0,340560.0,510257.0,480240.0,9,196158.11111111112
1616,IL2,SIBD,919.0,443.0,69960.0,120576.0,67080.0,24000.0,86760.0,86506.0,415200.0,9,96827.11111111111
1617,IL2,SIBV,3643.0,2812.0,241080.0,216064.0,262080.0,91560.0,438840.0,419356.0,438000.0,9,234826.11111111112
1618,IL2,SMB,4445.0,4300.0,274680.0,445184.0,360720.0,260880.0,729120.0,323388.0,1051440.0,9,383795.22222222225
1619,IL2,SMD,1970.0,294.0,16680.0,50432.0,140520.0,38400.0,148800.0,111850.0,397680.0,9,100736.22222222222
1620,IL2,URA,53934.0,91141.0,2709840.0,5873152.0,5245200.0,3967320.0,10283400.0,12136056.0,14810400.0,9,6130049.222222222
1621,IL2,URB,25743.0,15139.0,1081800.0,1670656.0,1306440.0,594960.0,2148720.0,2387066.0,3238800.0,9,1385480.4444444445
1622,IL2,URX,10284.0,10482.0,625080.0,1000704.0,1001040.0,914400.0,2700720.0,2549942.0,2349840.0,9,1240276.888888889
1623,IL2,URY,15312.0,9551.0,1110720.0,1772032.0,1365960.0,1140480.0,3484920.0,2164375.0,3478800.0,9,1615794.4444444445
1624,IL2,RIR,0.0,0.0,0.0,6912.0,1080.0,21960.0,0.0,0.0,0.0,3,9984.0
1625,IL2,RIM,0.0,0.0,0.0,0.0,17520.0,19440.0,27720.0,0.0,19920.0,4,21150.0
1626,IL2,PVC,63.0,60.0,0.0,0.0,0.0,2400.0,83520.0,0.0,0.0,4,21510.75
1627,IL2,PVP,0.0,0.0,0.0,0.0,0.0,2280.0,0.0,0.0,0.0,1,2280.0
1628,IL2,RIS,344.0,0.0,0.0,0.0,0.0,0.0,14640.0,0.0,22800.0,3,12594.666666666666
1629,IL2,RMH,3485.0,4651.0,0.0,0.0,0.0,0.0,687000.0,246680.0,870240.0,5,362411.2
1630,IL2,RMF,167.0,674.0,0.0,0.0,0.0,0.0,0.0,70624.0,113760.0,4,46306.25
1631,IL2,PVN,239.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,76800.0,3,26004.666666666668
1632,IL2,RID,830.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,4560.0,3,2134.3333333333335
1633,OLL,OLL,3929.0,5263.0,107040.0,220928.0,195720.0,291840.0,421080.0,577505.0,666720.0,9,276669.44444444444
1634,OLL,OLQ,6800.0,8449.0,441600.0,572928.0,877200.0,934800.0,1767720.0,1612890.0,3098880.0,9,1035696.3333333334
1635,OLL,PVQ,296.0,0.0,17640.0,0.0,2880.0,5160.0,1320.0,49673.0,21600.0,7,14081.285714285714
1636,OLL,PVT,0.0,215.0,78840.0,126464.0,144480.0,90720.0,213000.0,150712.0,287280.0,8,136463.875
1637,OLL,RIB,23721.0,45494.0,754440.0,1363456.0,1178880.0,1451880.0,2201160.0,2908814.0,6590640.0,9,1835387.2222222222
1638,OLL,RIC,723.0,0.0,240.0,4608.0,45000.0,22800.0,83760.0,85493.0,0.0,7,34660.57142857143
1639,OLL,RIG,10841.0,19914.0,556680.0,813312.0,757440.0,605280.0,1538280.0,1632153.0,2137200.0,9,896788.8888888889
1640,OLL,RIM,2444.0,1087.0,6720.0,28416.0,198720.0,211560.0,252840.0,164226.0,346800.0,9,134757.0
1641,OLL,RIS,1533.0,1236.0,17040.0,80896.0,54840.0,0.0,411600.0,293652.0,442080.0,8,162859.625
1642,OLL,RMD,21859.0,22557.0,347280.0,752896.0,536640.0,682560.0,1484760.0,2278592.0,3173040.0,9,1033353.7777777778
1643,OLL,RMDD,51776.0,43349.0,809760.0,1720576.0,1216680.0,2232120.0,5231520.0,4595035.0,7468320.0,9,2596570.6666666665
1644,OLL,RMDV,49614.0,36206.0,657360.0,1794048.0,1132200.0,2217600.0,4466400.0,4438915.0,7590000.0,9,2486927.0
1645,OLL,RME,50480.0,84506.0,3952200.0,6701568.0,4962600.0,5413440.0,9779760.0,13087300.0,23329200.0,9,7484561.555555556
1646,OLL,SAA,8709.0,20325.0,471000.0,724224.0,586680.0,585240.0,2010240.0,2297177.0,1660080.0,9,929297.2222222222
1647,OLL,SIA,1370.0,1755.0,28800.0,163328.0,35280.0,29280.0,222480.0,290948.0,162240.0,9,103942.33333333333
1648,OLL,SIBD,1459.0,654.0,79320.0,224768.0,100560.0,102000.0,64560.0,118271.0,363840.0,9,117270.22222222222
1649,OLL,SIBV,3799.0,4467.0,22800.0,34048.0,37680.0,5880.0,319560.0,189234.0,163440.0,9,86767.55555555556
1650,OLL,SMB,3393.0,3796.0,186960.0,248576.0,187800.0,109920.0,602880.0,249384.0,1005840.0,9,288727.6666666667
1651,OLL,SMD,34525.0,29876.0,850080.0,1415936.0,1478520.0,2094480.0,2653920.0,3890807.0,7619760.0,9,2229767.111111111
1652,OLL,URA,218.0,0.0,13080.0,124928.0,84600.0,98880.0,24840.0,101375.0,0.0,7,63988.71428571428
1653,OLL,URB,36530.0,29910.0,1057200.0,1880832.0,1317120.0,826320.0,2570160.0,2817914.0,2384640.0,9,1435625.111111111
1654,OLL,URX,2065.0,2122.0,47400.0,67584.0,43800.0,179160.0,728400.0,94617.0,324480.0,9,165514.22222222222
1655,OLL,URY,4946.0,7691.0,345840.0,122880.0,376560.0,505800.0,710640.0,1431427.0,1291440.0,9,533024.8888888889
1656,OLL,RIH,0.0,359.0,0.0,33024.0,0.0,1012920.0,12960.0,160849.0,0.0,5,244022.4
1657,OLL,RMG,4466.0,2756.0,0.0,5888.0,22440.0,0.0,368280.0,353126.0,407760.0,7,166388.0
1658,OLL,RIA,281.0,107.0,0.0,0.0,118920.0,30960.0,36480.0,7434.0,141120.0,7,47900.28571428572
1659,OLL,RIV,334.0,1705.0,0.0,0.0,43440.0,9720.0,5640.0,0.0,61440.0,6,20379.833333333332
1660,OLL,RMH,466.0,207.0,0.0,0.0,0.0,0.0,532560.0,17233.0,124560.0,5,135005.2
1661,OLL,RMF,3391.0,12739.0,0.0,0.0,0.0,0.0,0.0,666377.0,1556400.0,4,559726.75
1662,OLL,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7680.0,1,7680.0
1663,OLL,unknownFLPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450240.0,1,450240.0
1664,OLL,RIP,122.0,9629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4875.5
1665,OLQ,OLQ,0.0,408.0,378360.0,476416.0,0.0,13080.0,35280.0,17233.0,2090160.0,7,430133.85714285716
1666,OLQ,PVC,905.0,1043.0,46560.0,45312.0,37320.0,154680.0,27600.0,154428.0,11760.0,9,53289.77777777778
1667,OLQ,PVP,209.0,0.0,41400.0,34816.0,13800.0,25080.0,12840.0,39536.0,0.0,7,23954.428571428572
1668,OLQ,PVR,295.0,122.0,147120.0,525568.0,187920.0,68760.0,119760.0,0.0,0.0,7,149935.0
1669,OLQ,PVT,5813.0,4058.0,194400.0,475904.0,133560.0,168360.0,1009560.0,649480.0,340800.0,9,331326.1111111111
1670,OLQ,RIA,0.0,371.0,12720.0,26112.0,68520.0,42240.0,135240.0,152062.0,278160.0,8,89428.125
1671,OLQ,RIB,6023.0,9832.0,457560.0,921856.0,456240.0,640800.0,1598760.0,1020855.0,1802880.0,9,768311.7777777778
1672,OLQ,RIC,20606.0,16393.0,1383960.0,1930752.0,1680600.0,1048080.0,1678200.0,2270820.0,2782320.0,9,1423525.6666666667
1673,OLQ,RID,770.0,2205.0,1080.0,32512.0,0.0,39360.0,56640.0,220998.0,194640.0,8,68525.625
1674,OLQ,RIF,196.0,532.0,35880.0,59648.0,19680.0,23040.0,40800.0,78059.0,5520.0,9,29261.666666666668
1675,OLQ,RIG,10220.0,7913.0,554400.0,769024.0,590520.0,460440.0,1311360.0,1748734.0,1952160.0,9,822752.3333333334
1676,OLQ,RIH,51141.0,119471.0,3071880.0,6026752.0,4169160.0,11271120.0,12640200.0,14351122.0,28630080.0,9,8925658.444444444
1677,OLQ,RIP,3730.0,19509.0,952920.0,950528.0,247560.0,1350360.0,1959840.0,1682502.0,4976160.0,9,1349234.3333333333
1678,OLQ,RIR,97.0,300.0,73920.0,71424.0,149880.0,37320.0,186840.0,170649.0,169920.0,9,95594.44444444444
1679,OLQ,RIS,3999.0,3912.0,394200.0,797952.0,257400.0,483480.0,1188000.0,362249.0,806160.0,9,477483.55555555556
1680,OLQ,RIV,0.0,0.0,2520.0,43776.0,11520.0,45960.0,40440.0,100023.0,48000.0,7,41748.42857142857
1681,OLQ,RMD,54.0,537.0,4920.0,99840.0,0.0,0.0,18600.0,43253.0,2640.0,7,24263.428571428572
1682,OLQ,RMDD,37006.0,56522.0,613800.0,1598464.0,1167360.0,1163640.0,3561120.0,5106307.0,6001680.0,9,2145099.888888889
1683,OLQ,RMDV,46408.0,45204.0,926160.0,1686528.0,1525200.0,1321320.0,3684720.0,5164091.0,5249280.0,9,2183212.3333333335
1684,OLQ,RME,19440.0,32801.0,2160000.0,4373248.0,3743160.0,3099840.0,4913640.0,6618834.0,9598800.0,9,3839973.6666666665
1685,OLQ,SAA,0.0,0.0,16200.0,0.0,60600.0,0.0,6240.0,0.0,0.0,3,27680.0
1686,OLQ,SIBD,15013.0,4005.0,139560.0,464128.0,573120.0,638280.0,1314600.0,1918371.0,2686080.0,9,861461.8888888889
1687,OLQ,SIBV,11236.0,12728.0,297960.0,509184.0,396600.0,752280.0,1183800.0,1104320.0,2512080.0,9,753354.2222222222
1688,OLQ,SMB,33104.0,33101.0,1272720.0,2100992.0,1469160.0,1627800.0,3384480.0,3873576.0,5919600.0,9,2190503.6666666665
1689,OLQ,SMD,572.0,4589.0,113640.0,243456.0,25680.0,12000.0,528360.0,117932.0,116160.0,9,129154.33333333333
1690,OLQ,URA,11326.0,10481.0,1099200.0,1116416.0,1078440.0,825240.0,2440320.0,2129908.0,1711440.0,9,1158085.6666666667
1691,OLQ,URB,8644.0,5059.0,159360.0,498688.0,332400.0,457440.0,939360.0,1048564.0,1573680.0,9,558132.7777777778
1692,OLQ,URX,1167.0,1819.0,180960.0,148480.0,388080.0,165240.0,716880.0,202076.0,309360.0,9,234895.77777777778
1693,OLQ,URY,39450.0,56990.0,2985840.0,6434304.0,8012880.0,2874000.0,10151520.0,7381185.0,9345360.0,9,5253503.222222222
1694,OLQ,PVQ,0.0,0.0,0.0,11264.0,8760.0,0.0,40200.0,6420.0,0.0,4,16661.0
1695,OLQ,SIA,184.0,80.0,0.0,27136.0,22560.0,1920.0,203640.0,40549.0,573120.0,8,108648.625
1696,OLQ,RMG,0.0,107.0,0.0,0.0,0.0,2760.0,0.0,0.0,960.0,3,1275.6666666666667
1697,OLQ,RMH,23852.0,25309.0,0.0,0.0,0.0,360120.0,1244880.0,2314412.0,3099120.0,6,1177948.8333333333
1698,OLQ,RIM,0.0,0.0,0.0,0.0,0.0,0.0,5280.0,0.0,0.0,1,5280.0
1699,OLQ,RMF,1784.0,2305.0,0.0,0.0,0.0,0.0,0.0,481872.0,582000.0,4,266990.25
1700,OLQ,PLN,6681.0,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,225840.0,3,78183.66666666667
1701,OLQ,unknownFLPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98400.0,1,98400.0
1702,PVC,PVC,10257.0,29986.0,371760.0,410880.0,125400.0,1345560.0,0.0,2251560.0,1732800.0,8,784775.375
1703,PVC,PVP,35221.0,47859.0,545760.0,1021952.0,1195920.0,1606920.0,2843160.0,4713644.0,7341600.0,9,2150226.222222222
1704,PVC,PVQ,0.0,1185.0,7440.0,0.0,0.0,46560.0,0.0,0.0,0.0,3,18395.0
1705,PVC,PVR,1650.0,2933.0,137640.0,11776.0,87600.0,262800.0,108840.0,503838.0,76800.0,9,132653.0
1706,PVC,RIC,5232.0,5754.0,78840.0,80640.0,68760.0,60240.0,555480.0,832971.0,963600.0,9,294613.0
1707,PVC,RID,16362.0,38327.0,660960.0,678400.0,408840.0,1128720.0,1006560.0,1891337.0,2989200.0,9,979856.2222222222
1708,PVC,RIF,1802.0,2513.0,368880.0,141056.0,110880.0,204360.0,254400.0,30412.0,90480.0,9,133864.77777777778
1709,PVC,RIG,0.0,942.0,199920.0,116224.0,85320.0,0.0,386760.0,337.0,0.0,6,131583.83333333334
1710,PVC,RIH,0.0,5318.0,441120.0,96512.0,0.0,0.0,4080.0,285204.0,0.0,5,166446.8
1711,PVC,RIM,3858.0,3154.0,141960.0,451584.0,148560.0,356760.0,0.0,47308.0,444720.0,8,199738.0
1712,PVC,RIR,94.0,42.0,9960.0,23296.0,56760.0,600.0,247320.0,55080.0,30960.0,9,47123.555555555555
1713,PVC,RIS,0.0,15476.0,137520.0,144128.0,190080.0,79200.0,30360.0,306492.0,742320.0,8,205697.0
1714,PVC,RMG,2527.0,0.0,45720.0,12544.0,18840.0,7320.0,65160.0,803573.0,155760.0,8,138930.5
1715,PVC,SAA,1914.0,0.0,30840.0,0.0,45240.0,0.0,0.0,243639.0,541440.0,5,172614.6
1716,PVC,SIA,1844.0,4838.0,340920.0,616448.0,291600.0,143280.0,0.0,801544.0,2074800.0,8,534409.25
1717,PVC,SIBD,2972.0,6767.0,14640.0,11520.0,720.0,199680.0,0.0,302099.0,1298640.0,8,229629.75
1718,PVC,SIBV,17723.0,38915.0,262080.0,434688.0,415200.0,474360.0,254040.0,1079653.0,3369360.0,9,705113.2222222222
1719,PVC,SMB,415.0,12428.0,382920.0,820480.0,322200.0,56400.0,110640.0,466666.0,569280.0,9,304603.22222222225
1720,PVC,SMD,915.0,369.0,6360.0,13312.0,30240.0,0.0,0.0,137194.0,30960.0,7,31335.714285714286
1721,PVC,URY,1024.0,1965.0,39360.0,84992.0,26040.0,101160.0,11760.0,161523.0,2880.0,9,47856.0
1722,PVC,excgl,0.0,0.0,9000.0,0.0,0.0,6240.0,0.0,0.0,0.0,2,7620.0
1723,PVC,URB,440.0,0.0,0.0,37376.0,40920.0,12360.0,162600.0,425777.0,181200.0,7,122953.28571428571
1724,PVC,URX,0.0,191.0,0.0,32256.0,0.0,10440.0,75600.0,0.0,0.0,4,29621.75
1725,PVC,RMDV,0.0,283.0,0.0,0.0,3720.0,1680.0,0.0,96306.0,315600.0,5,83517.8
1726,PVC,PVT,0.0,0.0,0.0,0.0,0.0,2400.0,88320.0,0.0,0.0,2,45360.0
1727,PVC,RIV,2142.0,2139.0,0.0,0.0,0.0,56760.0,0.0,511947.0,170160.0,5,148629.6
1728,PVC,URA,296.0,353.0,0.0,0.0,0.0,54000.0,71640.0,98672.0,0.0,5,44992.2
1729,PVC,RMF,0.0,164.0,0.0,0.0,0.0,0.0,15960.0,5744.0,0.0,3,7289.333333333333
1730,PVC,SDQ,1035.0,943.0,0.0,0.0,0.0,0.0,2760.0,161525.0,0.0,4,41565.75
1731,PVC,VB,0.0,0.0,0.0,0.0,0.0,0.0,71040.0,0.0,0.0,1,71040.0
1732,PVC,RIP,95.0,1266.0,0.0,0.0,0.0,0.0,0.0,7434.0,0.0,3,2931.6666666666665
1733,PVC,RMH,0.0,94.0,0.0,0.0,0.0,0.0,0.0,72652.0,166080.0,3,79608.66666666667
1734,PVC,PVN,2265.0,11177.0,0.0,0.0,0.0,0.0,0.0,0.0,535680.0,3,183040.66666666666
1735,PVC,RIA,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,657.0
1736,PVC,RIB,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,36.0
1737,PVC,RME,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,185.0
1738,PVP,PVP,4161.0,2724.0,17880.0,11008.0,2280.0,139680.0,103200.0,39536.0,100560.0,9,46781.0
1739,PVP,PVQ,0.0,0.0,116520.0,0.0,0.0,0.0,0.0,0.0,0.0,1,116520.0
1740,PVP,PVR,0.0,0.0,6720.0,0.0,3240.0,6000.0,0.0,0.0,9840.0,4,6450.0
1741,PVP,RIC,4523.0,15.0,21600.0,265984.0,135000.0,0.0,5280.0,0.0,248880.0,7,97326.0
1742,PVP,RID,155.0,517.0,78240.0,830464.0,11400.0,18480.0,392760.0,88197.0,26160.0,9,160708.11111111112
1743,PVP,RIF,23724.0,32576.0,184440.0,163584.0,194400.0,888960.0,1124160.0,2398892.0,4416480.0,9,1047468.4444444445
1744,PVP,RIG,1564.0,12904.0,157080.0,196864.0,46320.0,531120.0,1253400.0,234516.0,1297680.0,9,414605.3333333333
1745,PVP,RIM,3522.0,4664.0,85440.0,12288.0,38880.0,63840.0,212520.0,236205.0,495120.0,9,128053.22222222222
1746,PVP,RIR,32398.0,17566.0,1453080.0,2437120.0,2154840.0,2587800.0,4088280.0,4280770.0,6899280.0,9,2661237.111111111
1747,PVP,RIV,0.0,0.0,87240.0,4352.0,0.0,0.0,0.0,0.0,0.0,2,45796.0
1748,PVP,RMG,0.0,0.0,3360.0,1792.0,0.0,1200.0,33840.0,0.0,0.0,4,10048.0
1749,PVP,SAA,0.0,80.0,13440.0,29952.0,0.0,4080.0,144960.0,0.0,354960.0,6,91245.33333333333
1750,PVP,SIA,0.0,616.0,16200.0,16384.0,302640.0,174360.0,443760.0,0.0,353760.0,7,186817.14285714287
1751,PVP,SIBD,70.0,1036.0,20640.0,264448.0,36960.0,3360.0,0.0,0.0,0.0,6,54419.0
1752,PVP,SIBV,1724.0,2583.0,27120.0,169728.0,71280.0,28800.0,46080.0,0.0,12720.0,8,45004.375
1753,PVP,SMB,5963.0,8113.0,157920.0,112384.0,61080.0,72240.0,1012920.0,269998.0,1035840.0,9,304050.8888888889
1754,PVP,SMD,0.0,0.0,137400.0,4352.0,0.0,4680.0,1440.0,0.0,0.0,4,36968.0
1755,PVP,URX,10454.0,10190.0,223200.0,738560.0,933840.0,638640.0,2310000.0,1528749.0,2188080.0,9,953523.6666666666
1756,PVP,URY,706.0,0.0,16560.0,44544.0,20400.0,29640.0,0.0,42240.0,15840.0,7,24275.714285714286
1757,PVP,PVT,0.0,2622.0,0.0,63232.0,0.0,337920.0,0.0,0.0,0.0,3,134591.33333333334
1758,PVP,RIA,0.0,1823.0,0.0,1536.0,0.0,0.0,8400.0,0.0,427680.0,4,109859.75
1759,PVP,URA,0.0,89.0,0.0,4864.0,0.0,22560.0,0.0,0.0,0.0,3,9171.0
1760,PVP,VB,0.0,0.0,0.0,0.0,0.0,5160.0,0.0,0.0,0.0,1,5160.0
1761,PVP,RIH,0.0,0.0,0.0,0.0,0.0,0.0,451080.0,0.0,0.0,1,451080.0
1762,PVP,RIS,0.0,0.0,0.0,0.0,0.0,0.0,53880.0,0.0,0.0,1,53880.0
1763,PVP,SDQ,143.0,0.0,0.0,0.0,0.0,0.0,1560.0,126382.0,4080.0,4,33041.25
1764,PVP,excgl,0.0,0.0,0.0,0.0,0.0,0.0,176880.0,0.0,0.0,1,176880.0
1765,PVP,RMF,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491520.0,2,245797.0
1766,PVP,RMH,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,510.0
1767,PVQ,PVQ,673.0,0.0,16200.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8436.5
1768,PVQ,PVR,0.0,0.0,13680.0,49408.0,21600.0,0.0,0.0,0.0,0.0,3,28229.333333333332
1769,PVQ,RIC,0.0,0.0,14400.0,12032.0,36480.0,0.0,23040.0,0.0,0.0,4,21488.0
1770,PVQ,RIF,9777.0,25430.0,1329360.0,1290752.0,1184520.0,694320.0,2604240.0,2242774.0,1261920.0,9,1182565.888888889
1771,PVQ,RIR,0.0,47.0,14880.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7463.5
1772,PVQ,RMG,23645.0,18507.0,1224240.0,2402304.0,1855560.0,938400.0,4730520.0,3531601.0,3423840.0,9,2016513.0
1773,PVQ,SIA,141.0,0.0,5520.0,18688.0,0.0,0.0,0.0,39197.0,0.0,4,15886.5
1774,PVQ,SIBD,170.0,0.0,15480.0,0.0,0.0,0.0,14520.0,32777.0,2640.0,5,13117.4
1775,PVQ,SIBV,0.0,0.0,360.0,130560.0,5160.0,34320.0,189360.0,0.0,678480.0,6,173040.0
1776,PVQ,SMB,56.0,0.0,132120.0,149504.0,140160.0,48000.0,433080.0,152739.0,1440.0,8,132137.375
1777,PVQ,SMD,66.0,0.0,4560.0,0.0,0.0,0.0,64800.0,30749.0,0.0,4,25043.75
1778,PVQ,URB,807.0,0.0,28200.0,0.0,0.0,0.0,0.0,33453.0,0.0,3,20820.0
1779,PVQ,URX,0.0,0.0,75120.0,199424.0,14880.0,52080.0,32040.0,8448.0,0.0,6,63665.333333333336
1780,PVQ,URY,0.0,0.0,6600.0,0.0,6600.0,1920.0,4320.0,2027.0,0.0,5,4293.4
1781,PVQ,excgl,0.0,0.0,55200.0,72704.0,72360.0,18480.0,0.0,0.0,0.0,4,54686.0
1782,PVQ,RID,0.0,4112.0,0.0,0.0,40440.0,0.0,143640.0,47984.0,8160.0,5,48867.2
1783,PVQ,RIS,0.0,7404.0,0.0,0.0,0.0,54360.0,69840.0,0.0,0.0,3,43868.0
1784,PVQ,VB,0.0,0.0,0.0,0.0,0.0,1154040.0,0.0,0.0,0.0,1,1154040.0
1785,PVQ,RIM,0.0,0.0,0.0,0.0,0.0,0.0,1560.0,3041.0,0.0,2,2300.5
1786,PVQ,RMDD,0.0,248.0,0.0,0.0,0.0,0.0,2160.0,0.0,32640.0,3,11682.666666666666
1787,PVQ,SAA,0.0,113.0,0.0,0.0,0.0,0.0,12600.0,0.0,0.0,2,6356.5
1788,PVQ,URA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.0,0.0,1,2365.0
1789,PVQ,unknownFLPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120960.0,1,120960.0
1790,PVQ,RMD,0.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,873.0
1791,PVR,RIC,447.0,4672.0,107400.0,608256.0,647280.0,151320.0,511200.0,0.0,944880.0,8,371931.875
1792,PVR,RID,13255.0,186.0,359160.0,49664.0,25440.0,0.0,0.0,0.0,188880.0,6,106097.5
1793,PVR,RIF,388.0,170.0,68880.0,219904.0,12480.0,33360.0,57480.0,0.0,0.0,7,56094.57142857143
1794,PVR,RIP,35678.0,33888.0,76200.0,455424.0,641760.0,705720.0,2935440.0,161524.0,4161600.0,9,1023026.0
1795,PVR,RIV,2420.0,3605.0,77280.0,459520.0,324120.0,618000.0,820920.0,31425.0,2337120.0,9,519378.8888888889
1796,PVR,RMD,2951.0,536.0,120240.0,0.0,34680.0,171360.0,100560.0,0.0,347040.0,7,111052.42857142857
1797,PVR,RMDV,0.0,0.0,35400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,35400.0
1798,PVR,RMG,0.0,4934.0,16200.0,270336.0,216120.0,7920.0,195600.0,206807.0,40560.0,8,119809.625
1799,PVR,SIA,0.0,5462.0,146880.0,6144.0,6600.0,87240.0,232920.0,135168.0,660960.0,8,160171.75
1800,PVR,SIBV,1238.0,8371.0,229920.0,467200.0,191640.0,54840.0,784320.0,147333.0,1401840.0,9,365189.1111111111
1801,PVR,SMB,0.0,1072.0,24360.0,92928.0,65880.0,9960.0,7320.0,0.0,41280.0,7,34685.71428571428
1802,PVR,SMD,0.0,1240.0,50640.0,1280.0,12720.0,187680.0,0.0,93603.0,0.0,6,57860.5
1803,PVR,URA,1805.0,5494.0,250320.0,897280.0,588480.0,200760.0,634320.0,176394.0,220320.0,9,330574.77777777775
1804,PVR,URB,0.0,898.0,39240.0,339968.0,14040.0,94800.0,142440.0,119285.0,201600.0,8,119033.875
1805,PVR,URY,1280.0,2124.0,176640.0,282880.0,98760.0,69600.0,400200.0,60487.0,931920.0,9,224876.77777777778
1806,PVR,excgl,0.0,0.0,218880.0,434688.0,257640.0,10800.0,52800.0,0.0,0.0,5,194961.6
