,pre,post,witvliet_2020_6_L3_chem.csv' with 80 nodes and 654 edges_weight,witvliet_2020_4_L1_chem.csv' with 76 nodes and 490 edges_weight,witvliet_2020_3_L1_chem.csv' with 72 nodes and 449 edges_weight,witvliet_2020_2_L1_chem.csv' with 72 nodes and 437 edges_weight,witvliet_2020_1_L1_chem.csv' with 71 nodes and 362 edges_weight,cel_white_1986_jsh_chem.csv' with 81 nodes and 646 edges_weight,cel_n2u_chemical.csv' with 84 nodes and 1246 edges_weight,witvliet_2020_7_ad_chem.csv' with 83 nodes and 988 edges_weight,witvliet_2020_8_ad_chem.csv' with 83 nodes and 961 edges_weight,pristi14_chem.csv' with 102 nodes and 1091 edges_weight,witvliet_2020_5_L2_chem.csv' with 79 nodes and 680 edges_weight,conserved,average_size,elegans_sum,pristi_sum,pristi_specific,elegans_specific,in_pristi
1165,AVE,SAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,6.0,0,1,yes,no,yes
1166,AVE,VA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
1167,AWC,AIA,13.0,10.0,9.0,7.0,10.0,19.0,15.0,22.0,22.0,1.0,15.0,11,13.0,10,1,no,no,yes
1168,AWC,AIB,22.0,20.0,15.0,10.0,11.0,24.0,35.0,22.0,30.0,14.0,24.0,11,20.636363636363637,10,1,no,no,yes
1169,AWC,AIY,17.0,14.0,12.0,11.0,4.0,17.0,56.0,25.0,34.0,31.0,20.0,11,21.90909090909091,10,1,no,no,yes
1170,AWC,AIZ,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,7,2.142857142857143,6,1,no,no,yes
1171,AWC,ASE,3.0,8.0,4.0,4.0,1.0,7.0,14.0,7.0,6.0,0.0,7.0,10,6.1,10,0,no,yes,no
1172,AWC,ASG,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,5,1.8,4,1,no,no,yes
1173,AWC,ASI,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,5.0,2.0,6,2.6666666666666665,5,1,no,no,yes
1174,AWC,AWC,14.0,8.0,5.0,7.0,2.0,17.0,28.0,24.0,22.0,2.0,19.0,11,13.454545454545455,10,1,no,no,yes
1175,AWC,ADL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3,1.3333333333333333,3,0,no,no,no
1176,AWC,AIN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.5,2,0,no,no,no
1177,AWC,BAG,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,4,2.5,4,0,no,no,no
1178,AWC,IL1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,2,0,no,no,no
1179,AWC,IL2,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4,1.25,4,0,no,no,no
1180,AWC,RIA,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,2,5.0,2,0,no,no,no
1181,AWC,ADF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2,1.5,1,1,no,no,yes
1182,AWC,AFD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3,2.3333333333333335,2,1,no,no,yes
1183,AWC,ASH,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1184,AWC,AVA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1185,AWC,RIV,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,no
1186,AWC,SMD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1187,AWC,ASK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1188,AWC,OLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1189,AWC,CEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
1190,AWC,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2.0,1,0,no,no,no
1191,AWC,ASJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1192,AWC,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1,8.0,0,1,yes,no,yes
1193,AWC,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1194,AWC,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
1195,AWC,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1196,AWC,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
1197,PVC,AVA,4.0,2.0,1.0,1.0,0.0,3.0,9.0,7.0,8.0,1.0,9.0,10,4.5,9,1,no,no,yes
1198,PVC,AVB,21.0,7.0,8.0,4.0,3.0,28.0,77.0,34.0,33.0,23.0,7.0,11,22.272727272727273,10,1,no,no,yes
1199,PVC,AVD,13.0,4.0,2.0,1.0,1.0,11.0,35.0,13.0,12.0,14.0,2.0,11,9.818181818181818,10,1,no,no,yes
1200,PVC,AVE,6.0,4.0,3.0,2.0,1.0,6.0,30.0,11.0,8.0,0.0,3.0,10,7.4,10,0,no,yes,no
1201,PVC,AVJ,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,5.0,10.0,0.0,6,4.0,5,1,no,no,yes
1202,PVC,FLP,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,5,1.4,4,1,no,no,yes
1203,PVC,PVC,1.0,2.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,0.0,6,3.0,5,1,no,no,yes
1204,PVC,RID,8.0,4.0,3.0,1.0,1.0,5.0,27.0,10.0,6.0,0.0,1.0,10,6.6,10,0,no,yes,no
1205,PVC,RIS,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,6,1.1666666666666667,6,0,no,no,no
1206,PVC,SIA,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,7,1.7142857142857142,7,0,no,no,no
1207,PVC,SIB,4.0,4.0,0.0,0.0,1.0,1.0,12.0,6.0,13.0,1.0,0.0,8,5.25,7,1,no,no,yes
1208,PVC,AVH,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4,1.25,4,0,no,no,no
1209,PVC,BDU,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,1,1,no,no,yes
1210,PVC,RIH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1211,PVC,SMB,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2,2.0,2,0,no,no,no
1212,PVC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1213,PVC,AQR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,4,1.5,3,1,no,no,yes
1214,PVC,ASH,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1215,PVC,PVP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2,3.0,1,1,no,no,yes
1216,PVC,ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3,1.0,3,0,no,no,no
1217,PVC,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1218,PVC,AVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
1219,PVC,SAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
1220,PVC,DVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,1.5,1,1,no,no,yes
1221,PVC,RIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1222,PVC,RIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1,7.0,0,1,yes,no,yes
1223,PVC,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,5.0,0,1,yes,no,yes
1224,PVC,RVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1225,PVC,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1226,PVC,URX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1227,PVC,ant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1228,PVC,ADE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,0,no,no,no
1229,AFD,AIY,15.0,11.0,8.0,5.0,6.0,13.0,56.0,27.0,20.0,46.0,16.0,11,20.272727272727273,10,1,no,no,yes
1230,AFD,ASE,1.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,7,2.0,6,1,no,no,yes
1231,AFD,AWA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,2,0,no,no,no
1232,AFD,AIZ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4,1.0,3,1,no,no,yes
1233,AFD,BAG,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,4,2.0,4,0,no,no,no
1234,AFD,AIB,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,1.0,2,1,no,no,yes
1235,AFD,AWC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,1,1,no,no,yes
1236,AFD,ADF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1.0,2,1,no,no,yes
1237,AFD,AFD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1238,AFD,AIN,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,3,2.3333333333333335,2,1,no,no,yes
1239,AFD,AWB,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2,2.5,2,0,no,no,no
1240,AFD,ASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
1241,AFD,AUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,1.5,1,1,no,no,yes
1242,AFD,SIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1243,AWA,ADF,4.0,0.0,1.0,0.0,2.0,2.0,12.0,3.0,3.0,5.0,1.0,9,3.6666666666666665,8,1,no,no,yes
1244,AWA,ADL,1.0,3.0,5.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,9,2.3333333333333335,9,0,no,no,no
1245,AWA,AFD,4.0,1.0,0.0,0.0,0.0,8.0,30.0,9.0,11.0,0.0,5.0,7,9.714285714285714,7,0,no,no,no
1246,AWA,AIY,3.0,2.0,1.0,1.0,2.0,3.0,11.0,7.0,9.0,13.0,2.0,11,4.909090909090909,10,1,no,no,yes
1247,AWA,AIZ,12.0,7.0,4.0,2.0,0.0,16.0,51.0,26.0,26.0,21.0,13.0,10,17.8,9,1,no,no,yes
1248,AWA,ASE,4.0,6.0,4.0,4.0,2.0,1.0,12.0,10.0,12.0,0.0,7.0,10,6.2,10,0,no,yes,no
1249,AWA,ASH,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,5,2.2,5,0,no,no,no
1250,AWA,AVB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,1,1,no,no,yes
1251,AWA,AWB,9.0,10.0,8.0,5.0,5.0,3.0,14.0,9.0,11.0,0.0,12.0,10,8.6,10,0,no,yes,no
1252,AWA,RIF,1.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,1.0,0.0,0.0,5,3.0,5,0,no,no,no
1253,AWA,AIA,0.0,2.0,2.0,2.0,3.0,0.0,3.0,4.0,4.0,2.0,4.0,9,2.888888888888889,8,1,no,no,yes
1254,AWA,AWA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4,1.25,3,1,no,no,yes
1255,AWA,ASJ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1256,AWA,AVH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1257,AWA,SMB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,1,1,no,no,yes
1258,AWA,AWC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2,5.0,1,1,no,no,yes
1259,AWA,PVQ,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4,1.25,3,1,no,no,yes
1260,AWA,ASK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2,1.5,2,0,no,no,no
1261,AWA,ADA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2,1.5,2,0,no,no,no
1262,AWA,ASG,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2,2.0,2,0,no,no,no
1263,AWA,ASI,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3,1.3333333333333333,2,1,no,no,yes
1264,AWA,AUA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,4,1.5,3,1,no,no,yes
1265,AWA,RIG,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2,3.5,2,0,no,no,no
1266,AWA,RIR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1267,AWA,AIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,2,10.0,1,1,no,no,yes
1268,AWA,HSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3,1.3333333333333333,2,1,no,no,yes
1269,AWA,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,1.0,1,1,no,no,yes
1270,AWA,AIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
1271,AWA,CEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1272,AWA,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
1273,AWA,RIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1274,AWA,RIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
1275,AWA,RIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,6.0,0,1,yes,no,yes
1276,AWA,UK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1277,AWA,RIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,0,no,no,no
1278,ASG,AIA,13.0,13.0,9.0,7.0,7.0,23.0,126.0,29.0,19.0,14.0,17.0,11,25.181818181818183,10,1,no,no,yes
1279,ASG,AIB,6.0,1.0,1.0,1.0,0.0,7.0,23.0,7.0,4.0,6.0,2.0,10,5.8,9,1,no,no,yes
1280,ASG,AIM,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,2.0,7,2.7142857142857144,7,0,no,no,no
1281,ASG,AWC,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.5,2,0,no,no,no
1282,ASG,ASE,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,32.0,1.0,4,9.25,3,1,no,no,yes
1283,ASG,ASJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,4,1.25,3,1,no,no,yes
1284,ASG,AIN,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,no
1285,ASG,AIY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1286,ASG,ASK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2,2.5,1,1,no,no,yes
1287,ASG,AIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,1.0,1,1,no,no,yes
1288,ASG,CEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2,4.0,1,1,no,no,yes
1289,ASG,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1290,ASG,AVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
1291,RIF,ADA,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,7,1.5714285714285714,6,1,no,no,yes
1292,RIF,ALM,1.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0,2.0,1.0,2.0,9,1.8888888888888888,8,1,no,no,yes
1293,RIF,ASH,3.0,2.0,3.0,4.0,5.0,2.0,6.0,3.0,1.0,0.0,2.0,10,3.1,10,0,no,yes,no
1294,RIF,AUA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1295,RIF,AVB,17.0,10.0,9.0,10.0,6.0,27.0,71.0,30.0,31.0,17.0,18.0,11,22.363636363636363,10,1,no,no,yes
1296,RIF,AVF,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,5,2.2,4,1,no,no,yes
1297,RIF,AVH,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,2.0,5,3.0,5,0,no,no,no
1298,RIF,AVJ,7.0,5.0,7.0,9.0,3.0,9.0,11.0,5.0,5.0,2.0,7.0,11,6.363636363636363,10,1,no,no,yes
1299,RIF,BDU,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4,2.0,4,0,no,no,no
1300,RIF,PVP,6.0,2.0,0.0,1.0,0.0,6.0,15.0,3.0,9.0,0.0,1.0,8,5.375,8,0,no,no,no
1301,RIF,RIM,7.0,3.0,4.0,3.0,0.0,8.0,26.0,17.0,11.0,3.0,9.0,10,9.1,9,1,no,no,yes
1302,RIF,PVC,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,4,1.75,3,1,no,no,yes
1303,RIF,AVE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3,1.3333333333333333,2,1,no,no,yes
1304,RIF,CEP,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1.5,2,0,no,no,no
1305,RIF,PVQ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1306,RIF,AVD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,4,1.25,3,1,no,no,yes
1307,RIF,PVN,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2,2.5,2,0,no,no,no
1308,RIF,RIA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0,2,0,no,no,no
1309,RIF,URA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1310,RIF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1.0,1,1,no,no,yes
1311,RIF,AIZ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1312,RIF,AWB,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2,2.5,1,1,no,no,yes
1313,RIF,HSN,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,3,2.6666666666666665,3,0,no,no,no
1314,RIF,RIF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1315,RIF,RIP,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1316,RIF,URX,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2,2.0,2,0,no,no,no
1317,RIF,AIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1318,RIF,AIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1319,RIF,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1320,RIF,AQR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1321,RIF,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1322,RIF,AVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2,1.5,1,1,no,no,yes
1323,RIF,ASG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
1324,RIF,DVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1325,RIF,SIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1326,RIF,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1327,RIF,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
1328,RIF,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,2.0,1,0,no,no,no
1329,BAG,AIZ,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3,1.6666666666666667,2,1,no,no,yes
1330,BAG,AVA,2.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,11.0,0.0,1.0,6,4.833333333333333,6,0,no,no,no
1331,BAG,AVE,13.0,7.0,0.0,2.0,2.0,3.0,17.0,11.0,19.0,5.0,15.0,10,9.4,9,1,no,no,yes
1332,BAG,BAG,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3,2.3333333333333335,3,0,no,no,no
1333,BAG,RIA,18.0,7.0,6.0,6.0,4.0,11.0,36.0,26.0,34.0,9.0,10.0,11,15.181818181818182,10,1,no,no,yes
1334,BAG,RIB,22.0,12.0,5.0,6.0,5.0,7.0,42.0,19.0,37.0,9.0,21.0,11,16.818181818181817,10,1,no,no,yes
1335,BAG,RIG,5.0,3.0,2.0,2.0,0.0,3.0,20.0,12.0,6.0,5.0,5.0,10,6.3,9,1,no,no,yes
1336,BAG,AIN,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,1.0,4,0,no,no,no
1337,BAG,AFD,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2,1.5,2,0,no,no,no
1338,BAG,AIY,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,4,2.75,4,0,no,no,no
1339,BAG,AQR,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2,2.0,2,0,no,no,no
1340,BAG,AUA,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3,1.6666666666666667,2,1,no,no,yes
1341,BAG,AWC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1342,BAG,OLQ,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2,1.5,2,0,no,no,no
1343,BAG,ADF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1344,BAG,AIB,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,7.0,0.0,4,3.5,3,1,no,no,yes
1345,BAG,CEP,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1346,BAG,RID,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2,2.5,2,0,no,no,no
1347,BAG,RIP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1348,BAG,RIV,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
1349,BAG,SMD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
1350,BAG,URA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
