,pre,post,witvliet_2020_6_L3_chem.csv' with 80 nodes and 654 edges_weight,witvliet_2020_4_L1_chem.csv' with 76 nodes and 490 edges_weight,witvliet_2020_3_L1_chem.csv' with 72 nodes and 449 edges_weight,witvliet_2020_2_L1_chem.csv' with 72 nodes and 437 edges_weight,witvliet_2020_1_L1_chem.csv' with 71 nodes and 362 edges_weight,cel_white_1986_jsh_chem.csv' with 81 nodes and 646 edges_weight,cel_n2u_chemical.csv' with 84 nodes and 1246 edges_weight,witvliet_2020_7_ad_chem.csv' with 83 nodes and 988 edges_weight,witvliet_2020_8_ad_chem.csv' with 83 nodes and 961 edges_weight,pristi14_chem.csv' with 102 nodes and 1091 edges_weight,witvliet_2020_5_L2_chem.csv' with 79 nodes and 680 edges_weight,conserved,average_size,elegans_sum,pristi_sum,pristi_specific,elegans_specific,in_pristi
581,IL1,GLR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,no
582,IL1,RMF,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,4,2.75,3,1,no,no,yes
583,IL1,ADE,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,no
584,IL1,AVE,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,2.0,0.0,0.0,3,5.666666666666667,3,0,no,no,no
585,IL1,AVL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
586,IL1,IL2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,2,6.0,1,1,no,no,yes
587,IL1,OLL,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,1.0,4,2.75,3,1,no,no,yes
588,IL1,OLQ,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,2,5.0,1,1,no,no,yes
589,IL1,URB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,2,7.0,1,1,no,no,yes
590,IL1,URX,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
591,IL1,URY,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,6.0,1,0,no,no,no
592,IL1,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
593,IL1,AIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
594,IL1,CEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
595,IL1,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
596,IL1,SAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
597,IL1,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,yes,no,yes
598,IL2,ADE,2.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,3.0,0.0,1.0,5,5.0,5,0,no,no,no
599,IL2,CEP,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,8,1.5,7,1,no,no,yes
600,IL2,GLR,3.0,0.0,1.0,2.0,1.0,2.0,0.0,5.0,3.0,2.0,1.0,9,2.2222222222222223,8,1,no,no,yes
601,IL2,IL1,13.0,3.0,2.0,0.0,0.0,19.0,109.0,27.0,29.0,3.0,5.0,9,23.333333333333332,8,1,no,no,yes
602,IL2,OLL,1.0,3.0,1.0,0.0,0.0,1.0,5.0,3.0,2.0,3.0,1.0,9,2.2222222222222223,8,1,no,no,yes
603,IL2,OLQ,21.0,11.0,14.0,10.0,4.0,19.0,94.0,39.0,41.0,3.0,10.0,11,24.181818181818183,10,1,no,no,yes
604,IL2,RIA,2.0,0.0,1.0,0.0,0.0,2.0,6.0,5.0,7.0,0.0,2.0,7,3.5714285714285716,7,0,no,no,no
605,IL2,RIC,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,1.0,5,2.6,5,0,no,no,no
606,IL2,RIH,19.0,9.0,13.0,9.0,6.0,12.0,56.0,26.0,31.0,0.0,13.0,10,19.4,10,0,no,yes,no
607,IL2,RIP,39.0,19.0,20.0,17.0,9.0,32.0,150.0,56.0,70.0,30.0,29.0,11,42.81818181818182,10,1,no,no,yes
608,IL2,RMD,5.0,3.0,1.0,0.0,0.0,9.0,6.0,7.0,7.0,0.0,5.0,8,5.375,8,0,no,no,no
609,IL2,RME,37.0,31.0,28.0,23.0,14.0,19.0,130.0,58.0,64.0,32.0,34.0,11,42.72727272727273,10,1,no,no,yes
610,IL2,URA,17.0,6.0,5.0,8.0,0.0,12.0,41.0,18.0,32.0,1.0,13.0,10,15.3,9,1,no,no,yes
611,IL2,URX,1.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,2.0,1.0,7,2.5714285714285716,6,1,no,no,yes
612,IL2,BWM,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3,3.0,3,0,no,no,no
613,IL2,SIB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,1.5,2,0,no,no,no
614,IL2,AVE,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,3,2.0,3,0,no,no,no
615,IL2,BAG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4,1.25,4,0,no,no,no
616,IL2,RIB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,4,1.75,3,1,no,no,yes
617,IL2,RMH,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,5,1.4,5,0,no,no,no
618,IL2,ADL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0,2,0,no,no,no
619,IL2,AUA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
620,IL2,AVA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
621,IL2,AVB,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
622,IL2,DVC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
623,IL2,IL2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,9.0,1.0,5,3.4,4,1,no,no,yes
624,IL2,RMG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
625,IL2,SIA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
626,IL2,URB,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3,1.6666666666666667,3,0,no,no,no
627,IL2,ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
628,IL2,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2,1.5,2,0,no,no,no
629,IL2,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2,1.5,2,0,no,no,no
630,IL2,AIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
631,IL2,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
632,IL2,AWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2.0,1,0,no,no,no
633,IL2,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
634,IL2,Hyp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
635,IL2,ILS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
636,IL2,OLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,yes,no,yes
637,OLL,AVE,40.0,24.0,26.0,20.0,8.0,40.0,92.0,56.0,64.0,34.0,39.0,11,40.27272727272727,10,1,no,no,yes
638,OLL,CEP,15.0,17.0,3.0,7.0,4.0,4.0,42.0,32.0,34.0,14.0,17.0,11,17.181818181818183,10,1,no,no,yes
639,OLL,IL1,8.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0,10.0,20.0,0.0,6,9.166666666666666,5,1,no,no,yes
640,OLL,OLQ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1.0,3,0,no,no,no
641,OLL,RIB,23.0,12.0,16.0,8.0,6.0,20.0,45.0,24.0,27.0,21.0,22.0,11,20.363636363636363,10,1,no,no,yes
642,OLL,RIS,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1.5,2,0,no,no,no
643,OLL,RMD,24.0,13.0,9.0,2.0,0.0,22.0,69.0,49.0,67.0,9.0,30.0,10,29.4,9,1,no,no,yes
644,OLL,RME,8.0,0.0,0.0,0.0,0.0,3.0,9.0,9.0,3.0,4.0,2.0,7,5.428571428571429,6,1,no,no,yes
645,OLL,SMD,20.0,16.0,15.0,14.0,8.0,18.0,46.0,28.0,28.0,6.0,16.0,11,19.545454545454547,10,1,no,no,yes
646,OLL,RMG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1.0,2,0,no,no,no
647,OLL,IL2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4,1.0,3,1,no,no,yes
648,OLL,ADE,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2,4.0,2,0,no,no,no
649,OLL,OLL,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2,4.5,2,0,no,no,no
650,OLL,URY,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,5,1.4,4,1,no,no,yes
651,OLL,URX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
652,OLL,BWM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2.0,1,0,no,no,no
653,OLL,CSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
654,OLL,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
655,OLL,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1,8.0,0,1,yes,no,yes
656,OLL,RMH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
657,PVR,AVB,1.0,8.0,4.0,3.0,3.0,7.0,0.0,20.0,19.0,0.0,13.0,9,8.666666666666666,9,0,no,no,no
658,PVR,AVJ,2.0,7.0,3.0,1.0,2.0,3.0,0.0,7.0,12.0,14.0,5.0,10,5.6,9,1,no,no,yes
659,PVR,BDU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2,3.0,1,1,no,no,yes
660,PVR,CEP,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7,1.0,6,1,no,no,yes
661,PVR,IL1,1.0,5.0,1.0,1.0,1.0,8.0,0.0,9.0,8.0,1.0,7.0,10,4.2,9,1,no,no,yes
662,PVR,RIP,1.0,5.0,2.0,1.0,2.0,10.0,0.0,19.0,15.0,13.0,14.0,10,8.2,9,1,no,no,yes
663,PVR,URY,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0,4,0,no,no,no
664,PVR,URA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,2,0,no,no,no
665,PVR,AVD,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,1,1,no,no,yes
666,PVR,ALM,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
667,PVR,ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,5.0,0,1,yes,no,yes
668,PVR,OLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,yes,no,yes
669,PVR,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
670,PVR,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,5.0,0,1,yes,no,yes
671,PVR,RMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
672,PVR,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
673,PVR,RIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,0,no,no,no
674,PVR,SIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,0,no,no,no
675,RIG,AIB,2.0,5.0,1.0,3.0,1.0,1.0,6.0,6.0,8.0,9.0,3.0,11,4.090909090909091,10,1,no,no,yes
676,RIG,AIZ,8.0,5.0,1.0,1.0,1.0,2.0,16.0,23.0,19.0,2.0,10.0,11,8.0,10,1,no,no,yes
677,RIG,AVE,10.0,9.0,1.0,2.0,1.0,3.0,12.0,23.0,19.0,0.0,7.0,10,8.7,10,0,no,yes,no
678,RIG,AVK,6.0,7.0,6.0,4.0,3.0,6.0,43.0,10.0,8.0,0.0,7.0,10,10.0,10,0,no,yes,no
679,RIG,BAG,5.0,5.0,4.0,3.0,4.0,2.0,5.0,18.0,20.0,6.0,4.0,11,6.909090909090909,10,1,no,no,yes
680,RIG,CEP,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,3,0,no,no,no
681,RIG,DVC,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,6,2.3333333333333335,6,0,no,no,no
682,RIG,OLQ,3.0,3.0,2.0,3.0,2.0,0.0,4.0,6.0,3.0,2.0,2.0,10,3.0,9,1,no,no,yes
683,RIG,PVT,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,5,1.8,5,0,no,no,no
684,RIG,RIB,6.0,4.0,6.0,4.0,2.0,4.0,5.0,4.0,10.0,0.0,4.0,10,4.9,10,0,no,yes,no
685,RIG,RIG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
686,RIG,RIR,4.0,3.0,0.0,3.0,2.0,4.0,13.0,2.0,3.0,0.0,2.0,9,4.0,9,0,no,no,no
687,RIG,RIV,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3,2.6666666666666665,2,1,no,no,yes
688,RIG,RMF,4.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,10.0,0.0,0.0,4,6.25,4,0,no,no,no
689,RIG,RMG,2.0,2.0,7.0,2.0,2.0,2.0,6.0,4.0,1.0,0.0,4.0,10,3.2,10,0,no,yes,no
690,RIG,RMH,7.0,1.0,0.0,0.0,0.0,5.0,40.0,11.0,12.0,2.0,8.0,8,10.75,7,1,no,no,yes
691,RIG,URX,1.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,5,2.6,5,0,no,no,no
692,RIG,URY,2.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,11,2.727272727272727,10,1,no,no,yes
693,RIG,ADE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,1,1,no,no,yes
694,RIG,AVH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
695,RIG,RIA,0.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,6.0,1.0,1.0,9,2.111111111111111,8,1,no,no,yes
696,RIG,AVD,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,1.0,2,1,no,no,yes
697,RIG,RIM,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,1.0,4,7.0,3,1,no,no,yes
698,RIG,SAA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3,2.6666666666666665,2,1,no,no,yes
699,RIG,IL1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2,3.0,1,1,no,no,yes
700,RIG,RME,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
701,RIG,PLN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,4,1.5,3,1,no,no,yes
702,RIG,SIA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
703,RIG,ADF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0,2,0,no,no,no
704,RIG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
705,RIG,AFD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
706,RIG,ALN,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,3,4.333333333333333,3,0,no,no,no
707,RIG,DVA,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1,5.0,1,0,no,no,no
708,RIG,PVP,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2,1.5,2,0,no,no,no
709,RIG,RIH,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
710,RIG,ASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
711,RIG,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
712,RIG,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
713,RIG,AQR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
714,RIG,AVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
715,RIG,RMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1,10.0,0,1,yes,no,yes
716,RIG,SMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
717,RIG,SMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,5.0,0,1,yes,no,yes
718,RIV,BWM,23.0,6.0,1.0,0.0,0.0,17.0,0.0,36.0,43.0,0.0,5.0,7,18.714285714285715,7,0,no,no,no
719,RIV,CEP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,1.5,1,1,no,no,yes
720,RIV,GLR,4.0,4.0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,3.0,8,3.125,7,1,no,no,yes
721,RIV,RIA,7.0,14.0,6.0,5.0,1.0,7.0,16.0,12.0,12.0,1.0,8.0,11,8.090909090909092,10,1,no,no,yes
722,RIV,RIH,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,4,0,no,no,no
723,RIV,RMD,10.0,10.0,5.0,2.0,3.0,9.0,17.0,9.0,17.0,8.0,6.0,11,8.727272727272727,10,1,no,no,yes
724,RIV,SAA,9.0,7.0,4.0,3.0,3.0,7.0,32.0,6.0,6.0,11.0,7.0,11,8.636363636363637,10,1,no,no,yes
725,RIV,SDQ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,no
726,RIV,SIA,7.0,3.0,0.0,0.0,0.0,8.0,10.0,12.0,16.0,0.0,3.0,7,8.428571428571429,7,0,no,no,no
727,RIV,SMD,6.0,5.0,3.0,3.0,1.0,9.0,20.0,4.0,6.0,4.0,9.0,11,6.363636363636363,10,1,no,no,yes
728,RIV,RIR,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
729,RIV,AVA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
730,RIV,RME,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
731,RIV,RMF,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2,3.5,1,1,no,no,yes
732,RIV,RIV,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1,9.0,1,0,no,no,no
733,RIV,RMH,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2,1.5,1,1,no,no,yes
734,RIV,SMB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0,2,0,no,no,no
735,RIV,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
736,RIV,exc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2,1.5,2,0,no,no,no
737,RIV,ADE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
738,RIV,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,0,no,no,no
739,RIV,OLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
740,RIV,UK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
741,RIV,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,yes,no,yes
742,RIV,RIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,0,no,no,no
743,RIV,RIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,0,no,no,no
744,RMD,BWM,125.0,49.0,54.0,49.0,25.0,152.0,0.0,210.0,208.0,0.0,107.0,9,108.77777777777777,9,0,no,no,no
745,RMD,GLR,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3,1.6666666666666667,3,0,no,no,no
746,RMD,IL1,5.0,5.0,4.0,5.0,4.0,2.0,19.0,9.0,5.0,15.0,4.0,11,7.0,10,1,no,no,yes
747,RMD,IL2,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,8,1.75,8,0,no,no,no
748,RMD,OLL,1.0,4.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,7,2.142857142857143,7,0,no,no,no
749,RMD,RIA,25.0,19.0,12.0,9.0,7.0,15.0,79.0,36.0,44.0,8.0,26.0,11,25.454545454545453,10,1,no,no,yes
750,RMD,RMD,65.0,43.0,41.0,35.0,25.0,48.0,189.0,77.0,77.0,12.0,66.0,11,61.63636363636363,10,1,no,no,yes
751,RMD,RME,3.0,0.0,0.0,0.0,0.0,3.0,2.0,9.0,14.0,3.0,2.0,7,5.142857142857143,6,1,no,no,yes
752,RMD,RMG,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7,1.2857142857142858,7,0,no,no,no
753,RMD,RMH,2.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,2.0,2.0,7,3.0,6,1,no,no,yes
754,RMD,SMB,2.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,5.0,5.0,1.0,7,3.2857142857142856,6,1,no,no,yes
755,RMD,URA,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,4,2.75,3,1,no,no,yes
756,RMD,URY,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,no
757,RMD,AVE,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,5,1.6,4,1,no,no,yes
758,RMD,CEP,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,1.0,5,3.2,4,1,no,no,yes
759,RMD,RIM,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,5,1.8,4,1,no,no,yes
760,RMD,SMD,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,4,1.75,4,0,no,no,no
761,RMD,ADE,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2,2.0,2,0,no,no,no
762,RMD,AVA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
763,RMD,AVK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2,1.5,1,1,no,no,yes
764,RMD,OLQ,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1,5.0,1,0,no,no,no
765,RMD,RIB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,no
766,RMD,RIS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,no
767,RMD,RIV,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,1.0,2,1,no,no,yes
768,RMD,RMF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,0.0,3,5.0,2,1,no,no,yes
769,RMD,SIA,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,3,3.3333333333333335,3,0,no,no,no
