,Unnamed: 0,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size,witvliet_1-S-log10,witvliet_2-S-log10,witvliet_3-S-log10,witvliet_4-S-log10,witvliet_5-S-log10,witvliet_6-S-log10,cel_jsh-S-log10,witvliet_8-S-log10,cel_n2u-S-log10,pristi_s14-S-log10,pristi_s15-S-log10,ave_scaled_adj_cel,ave_scaled_adj_pristi,ave_syn_cel,ave_syn_pristi,ave_syn_cel_recode,ave_syn_pristi_recode,pre_brittin,post_brittin,ganglia_check_result,ganglia_check_result_encoded,specific_adj_encoded
216,438,ADL,AIZ,0.0,0.0,8040.0,6360.0,19800.0,8447.0,0.0,91.0,21120.0,0.0,0.0,6.0,2.0,10643.0,6.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,-1.0,-1.0,0.08238968599959096,0.04601728167928454,0.13733794146440959,0.027039851102865775,-1.0,0.09933691552970436,-0.3061185800486441,-1.0,-1.0,-0.32377743380808766,-1.0,0.0,0.0,0,0,Taxis,Taxis,same,1,2
217,440,ADL,ALA,891120.0,1450240.0,778080.0,844320.0,1549080.0,1984604.0,10068.0,19865.0,2193120.0,9794.0,7332.0,11.0,4.0,885238.4545454546,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,3.0,4.333333333333333,1.0,2.0,no,no,not specific,0.5,4.0,0.6821391673190216,0.6772864140066035,0.6327473089995583,0.6298640644316917,0.638519622803623,0.6471524334846905,0.42660763681728286,0.6118900404763257,0.5186869617658507,0.40140089833465376,0.38672905225133203,0.6072104055671832,0.3940649752929929,0.5555555555555556,4.0,1,1,Taxis,Taxis,same,1,1
218,441,ADL,ALA,891120.0,1450240.0,778080.0,844320.0,1549080.0,1984604.0,10068.0,19865.0,2193120.0,9794.0,7332.0,11.0,4.0,885238.4545454546,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0,3.0,4.666666666666667,1.0,2.0,no,no,not specific,0.5,4.5,0.6821391673190216,0.6772864140066035,0.6327473089995583,0.6298640644316917,0.638519622803623,0.6471524334846905,0.42660763681728286,0.6118900404763257,0.5186869617658507,0.40140089833465376,0.38672905225133203,0.6072104055671832,0.3940649752929929,0.5555555555555556,4.5,1,1,Taxis,Taxis,same,1,1
219,442,ADL,ALA,891120.0,1450240.0,778080.0,844320.0,1549080.0,1984604.0,10068.0,19865.0,2193120.0,9794.0,7332.0,11.0,4.0,885238.4545454546,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,2.0,3.0,6.333333333333333,1.0,2.0,no,no,not specific,0.5,7.0,0.6821391673190216,0.6772864140066035,0.6327473089995583,0.6298640644316917,0.638519622803623,0.6471524334846905,0.42660763681728286,0.6118900404763257,0.5186869617658507,0.40140089833465376,0.38672905225133203,0.6072104055671832,0.3940649752929929,0.5555555555555556,7.0,1,1,Taxis,Taxis,same,1,1
220,443,ADL,ALA,891120.0,1450240.0,778080.0,844320.0,1549080.0,1984604.0,10068.0,19865.0,2193120.0,9794.0,7332.0,11.0,4.0,885238.4545454546,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,3.0,3.0,6.666666666666667,1.0,2.0,no,no,not specific,0.5,7.5,0.6821391673190216,0.6772864140066035,0.6327473089995583,0.6298640644316917,0.638519622803623,0.6471524334846905,0.42660763681728286,0.6118900404763257,0.5186869617658507,0.40140089833465376,0.38672905225133203,0.6072104055671832,0.3940649752929929,0.5555555555555556,7.5,1,1,Taxis,Taxis,same,1,1
221,448,ADL,ALM,36840.0,0.0,1440.0,93360.0,9000.0,11489.0,0.0,1994.0,4560.0,2180.0,1148.0,9.0,4.0,18001.222222222223,7.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,1.0,no,no,not specific,0.0,2.5,0.29097254829501495,-1.0,-0.1245495850542162,0.3668579698332932,0.04670523715403774,0.06197398115085195,-1.0,-0.06987158681646188,0.165996159738532,0.17233521508793803,0.09793671944855786,-0.14021280841099426,0.13513596726824795,0.0,2.5,0,1,Taxis,Avoidance,different,0,2
222,450,ADL,ALN,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,2.0,1.0,532.0,1.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,-1.0,-1.0,-1.0,-0.19564434601934588,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1740548668356917,-1.0,-0.9106271495577052,-0.5870274334178458,0.0,0.0,0,0,Taxis,Unclassified,different,0,2
223,452,ADL,ASE,368640.0,836352.0,1010880.0,216720.0,3025800.0,4085789.0,31531.0,55449.0,6600240.0,10990.0,8329.0,11.0,4.0,1477338.181818182,9.0,2.0,no,no,core,no,core,1.0,0.0,4.0,0.0,5.0,3.0,5.0,15.0,10.0,3.0,31.0,0.0,9.0,8.555555555555555,8.0,1.0,no,no,not specific,4.6,15.5,0.5737649844880941,0.6122113268905329,0.6642533578072878,0.4674398287437411,0.71548577404638,0.7291748158532536,0.6032913242948381,0.733523419725977,0.6762020306488405,0.41896939930221744,0.40659149063308986,0.6417052069443272,0.41278044496765365,4.0,15.5,1,1,Taxis,Taxis,same,1,1
224,454,ADL,ASG,0.0,0.0,960.0,0.0,0.0,9799.0,1500.0,2466.0,234720.0,2448.0,875.0,7.0,4.0,36109.71428571428,5.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,3.0,3.0,2.0,1.0,no,no,not specific,0.3,3.0,-1.0,-1.0,-0.173313007251247,-1.0,-1.0,0.043902504070732595,0.13201709102592663,0.3651874693332653,0.19858322441314558,0.19000918163003577,0.05566845133998277,-0.3815136353786863,0.12283881648500927,0.3333333333333333,3.0,1,1,Taxis,Taxis,same,1,2
225,456,ADL,ASH,226320.0,522496.0,386520.0,1215360.0,2120880.0,2589480.0,26951.0,34454.0,7824000.0,5720.0,3249.0,11.0,4.0,1359584.5454545454,9.0,2.0,no,no,core,no,core,0.0,0.0,1.0,4.0,6.0,3.0,3.0,10.0,11.0,12.0,6.0,0.0,9.0,6.222222222222222,8.0,1.0,no,no,not specific,5.0,3.0,0.5138635742044937,0.556594561554518,0.5485322381980471,0.6733704212952472,0.6746360206568298,0.6773714892993823,0.5789998803666703,0.7523008518689873,0.6031849230436146,0.31939832235056853,0.2599419865548527,0.6198726622764211,0.2896701544527106,4.333333333333333,3.0,1,1,Taxis,Avoidance,different,0,1
226,457,ADL,ASH,226320.0,522496.0,386520.0,1215360.0,2120880.0,2589480.0,26951.0,34454.0,7824000.0,5720.0,3249.0,11.0,4.0,1359584.5454545454,9.0,2.0,no,no,core,no,core,0.0,0.0,1.0,4.0,6.0,3.0,3.0,10.0,11.0,12.0,1.0,0.0,9.0,5.666666666666667,8.0,1.0,no,no,not specific,5.0,0.5,0.5138635742044937,0.556594561554518,0.5485322381980471,0.6733704212952472,0.6746360206568298,0.6773714892993823,0.5789998803666703,0.7523008518689873,0.6031849230436146,0.31939832235056853,0.2599419865548527,0.6198726622764211,0.2896701544527106,4.333333333333333,0.5,1,1,Taxis,Avoidance,different,0,1
227,460,ADL,ASI,301680.0,636672.0,414600.0,433680.0,242640.0,714700.0,3965.0,2029.0,80880.0,45197.0,41344.0,11.0,4.0,265217.0,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,2.0,11.0,0.0,2.0,no,yes,pristi_specific,0.0,11.0,0.5491529976495044,0.5799601875286526,0.5569737226375093,0.5502926996408295,0.42540611105028603,0.5311423090841338,0.28240194163713817,0.24756833678127488,0.1686649725153151,0.6345980945994438,0.6562125113036967,0.43239591983607156,0.6454053029515703,0.0,11.0,0,1,Taxis,Taxis,same,1,1
228,461,ADL,ASI,301680.0,636672.0,414600.0,433680.0,242640.0,714700.0,3965.0,2029.0,80880.0,45197.0,41344.0,11.0,4.0,265217.0,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,7.5,0.0,2.0,no,yes,pristi_specific,0.0,7.5,0.5491529976495044,0.5799601875286526,0.5569737226375093,0.5502926996408295,0.42540611105028603,0.5311423090841338,0.28240194163713817,0.24756833678127488,0.1686649725153151,0.6345980945994438,0.6562125113036967,0.43239591983607156,0.6454053029515703,0.0,7.5,0,1,Taxis,Taxis,same,1,1
229,464,ADL,ASJ,182400.0,198656.0,178320.0,182640.0,144240.0,32102.0,97.0,123.0,1200.0,5802.0,2750.0,11.0,4.0,84393.63636363637,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.5,1.0,1.0,no,no,not specific,0.1,1.0,0.48737380196708324,0.44226631884636114,0.4554151462721334,0.4470056471067698,0.36561662063479905,0.1786839850545865,-0.29035522874039865,-0.2171840871003019,-0.26031397525221067,0.32156858561939994,0.23396997045608003,0.17872313653209135,0.27776927803774,0.1111111111111111,1.0,1,1,Taxis,Taxis,same,1,1
230,465,ADL,ASJ,182400.0,198656.0,178320.0,182640.0,144240.0,32102.0,97.0,123.0,1200.0,5802.0,2750.0,11.0,4.0,84393.63636363637,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,no,no,not specific,0.1,0.5,0.48737380196708324,0.44226631884636114,0.4554151462721334,0.4470056471067698,0.36561662063479905,0.1786839850545865,-0.29035522874039865,-0.2171840871003019,-0.26031397525221067,0.32156858561939994,0.23396997045608003,0.17872313653209135,0.27776927803774,0.1111111111111111,0.5,1,1,Taxis,Taxis,same,1,1
231,468,ADL,ASK,2512080.0,3288832.0,2120160.0,3181320.0,3555120.0,5114418.0,37867.0,32735.0,8298720.0,47756.0,29277.0,11.0,4.0,2565298.636363636,9.0,2.0,no,no,core,no,core,8.0,5.0,6.0,9.0,6.0,5.0,2.0,0.0,2.0,5.0,19.0,1.0,11.0,6.181818181818182,9.0,2.0,no,no,not specific,4.8,10.0,0.8093885427709335,0.7740893994215903,0.753406586142015,0.7882987769207424,0.7340185655571179,0.7546811754316456,0.631631429163386,0.7588038315090555,0.5953313994354821,0.6429965953870587,0.6024401935441683,0.7332944118168854,0.6227183944656135,5.111111111111111,10.0,1,1,Taxis,Taxis,same,1,1
232,469,ADL,ASK,2512080.0,3288832.0,2120160.0,3181320.0,3555120.0,5114418.0,37867.0,32735.0,8298720.0,47756.0,29277.0,11.0,4.0,2565298.636363636,9.0,2.0,no,no,core,no,core,8.0,5.0,6.0,9.0,6.0,5.0,2.0,0.0,2.0,5.0,2.0,1.0,11.0,4.636363636363637,9.0,2.0,no,no,not specific,4.8,1.5,0.8093885427709335,0.7740893994215903,0.753406586142015,0.7882987769207424,0.7340185655571179,0.7546811754316456,0.631631429163386,0.7588038315090555,0.5953313994354821,0.6429965953870587,0.6024401935441683,0.7332944118168854,0.6227183944656135,5.111111111111111,1.5,1,1,Taxis,Taxis,same,1,1
233,472,ADL,AVA,0.0,23808.0,100920.0,328560.0,148800.0,1575719.0,11976.0,21364.0,3576240.0,1775.0,572.0,10.0,4.0,578973.4,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,7.0,2.0,4.0,4.0,22.0,10.0,30.0,3.0,0.0,8.0,10.25,7.0,1.0,no,no,not specific,7.9,1.5,-1.0,0.1914500934353185,0.38689577198343295,0.5171387290567813,0.3691946189708113,0.6209464895730825,0.45346548243510476,0.6658727458599132,0.5298497894780587,0.14100907511780592,-0.010469751860319287,0.30386819119916697,0.06526966162874331,7.666666666666667,1.5,1,1,Taxis,Unclassified,different,0,2
234,474,ADL,AVB,0.0,105984.0,12840.0,0.0,355440.0,233501.0,1364.0,8660.0,230640.0,19643.0,20708.0,9.0,4.0,109864.44444444444,7.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,2.0,1.0,4.0,2.0,6.0,4.833333333333333,4.0,2.0,no,no,not specific,2.3,3.0,-1.0,0.3679876654333012,0.13873289036157965,-1.0,0.46929444133433273,0.40407280835602055,0.11731687346502961,0.36325163560457074,0.3912935316806707,0.5075243248282713,0.5484882461014988,0.027994427359500577,0.528006285464885,2.3333333333333335,3.0,1,1,Taxis,Avoidance,different,0,2
235,476,ADL,AVD,64800.0,371200.0,317520.0,321240.0,1492920.0,1808208.0,8995.0,15227.0,3186240.0,2098.0,57.0,11.0,4.0,689864.0909090909,9.0,2.0,no,no,core,no,core,0.0,2.0,4.0,5.0,14.0,9.0,12.0,48.0,14.0,26.0,9.0,2.0,11.0,13.181818181818182,9.0,2.0,no,no,not specific,13.4,5.5,0.36030860246452945,0.5161763266916446,0.5248627289121184,0.5144477194056101,0.6342745313089209,0.6365791829247267,0.4091672208650958,0.6531251484033147,0.47788785126496247,0.16649111403204708,-0.3673431771558514,0.5252032569156582,-0.10042603156190216,13.333333333333334,5.5,1,1,Taxis,Avoidance,different,0,1
236,478,ADL,AVE,35640.0,0.0,0.0,1560.0,0.0,26695.0,393.0,756.0,0.0,4089.0,3091.0,7.0,3.0,10317.714285714286,5.0,2.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,13.0,0.0,4.0,4.25,3.0,1.0,no,no,not specific,0.4,6.5,0.2869066674396614,-1.0,-1.0,-0.12177407100978233,-1.0,0.15773403411643794,-0.07500190705266219,-1.0,0.017294795916909633,0.2682201596243339,0.2521769143744197,-0.41498227562104845,0.2601985369993768,0.2222222222222222,6.5,1,1,Taxis,Anterior,different,0,2
237,480,ADL,AVH,127200.0,122880.0,243480.0,350280.0,796680.0,1136086.0,14454.0,15347.0,3284880.0,0.0,0.0,9.0,2.0,676809.6666666666,9.0,0.0,yes,no,cel_specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.5,2.0,0.0,no,no,not specific,0.3,0.0,0.44311845764372837,0.385475368688043,0.4929043149875041,0.5247842349568652,0.5620766712098964,0.5837888414346297,0.4825715302818072,0.6564909986885619,0.4790923540484815,-1.0,-1.0,0.5122558635488352,-1.0,0.3333333333333333,0.0,1,0,Taxis,Avoidance,different,0,0
238,482,ADL,AVJ,83160.0,466688.0,440880.0,294000.0,1327080.0,952595.0,2534.0,5291.0,1240320.0,2579.0,2454.0,11.0,4.0,437961.9090909091,9.0,2.0,no,no,core,no,core,0.0,2.0,2.0,2.0,8.0,5.0,1.0,14.0,8.0,5.0,3.0,2.0,11.0,4.7272727272727275,9.0,2.0,no,no,not specific,4.7,2.5,0.3909374300925743,0.5432403201937241,0.5643713693251293,0.5038646413808743,0.6207378754335808,0.563779575769308,0.21312953505833176,0.5489686116871142,0.31569744085793117,0.19795580090029863,0.21623293769678265,0.473858533310952,0.20709436929854064,4.333333333333333,2.5,1,1,Taxis,Avoidance,different,0,1
239,484,ADL,AWA,609240.0,907264.0,809520.0,1399920.0,3505800.0,3975965.0,51866.0,60727.0,9381360.0,0.0,607.0,10.0,3.0,2070226.9,9.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.5,2.0,0.0,no,no,not specific,0.3,0.0,0.635449397771743,0.6218329270248515,0.6375153514672105,0.6902557067560007,0.7324125904068488,0.7260798034493579,0.6803204204747024,0.7723411044431814,0.6901544506519111,-1.0,-0.0012319187422027422,0.6873735280495341,-0.5006159593711014,0.3333333333333333,0.0,1,0,Taxis,Taxis,same,1,2
240,486,ADL,AWB,50640.0,455680.0,396600.0,663840.0,1711560.0,2552985.0,32671.0,42326.0,5130480.0,29186.0,20110.0,11.0,4.0,1007825.2727272728,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,5.0,3.0,6.0,2.5,4.0,2.0,no,no,not specific,0.7,4.0,0.3300355893012543,0.540418280149582,0.5516310665816664,0.6011407840538825,0.6499860138420628,0.6757592219325332,0.6087882916155882,0.7057136442935603,0.6347610814011648,0.5679061778529133,0.5439227915142324,0.5886926636856994,0.5559144846835729,0.6666666666666666,4.0,1,1,Taxis,Taxis,same,1,1
241,487,ADL,AWB,50640.0,455680.0,396600.0,663840.0,1711560.0,2552985.0,32671.0,42326.0,5130480.0,29186.0,20110.0,11.0,4.0,1007825.2727272728,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,5.0,3.0,6.0,2.5,4.0,2.0,no,no,not specific,0.7,4.0,0.3300355893012543,0.540418280149582,0.5516310665816664,0.6011407840538825,0.6499860138420628,0.6757592219325332,0.6087882916155882,0.7057136442935603,0.6347610814011648,0.5679061778529133,0.5439227915142324,0.5886926636856994,0.5559144846835729,0.6666666666666666,4.0,1,1,Taxis,Taxis,same,1,1
242,488,ADL,AWB,50640.0,455680.0,396600.0,663840.0,1711560.0,2552985.0,32671.0,42326.0,5130480.0,29186.0,20110.0,11.0,4.0,1007825.2727272728,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,7.0,3.0,6.0,2.8333333333333335,4.0,2.0,no,no,not specific,0.7,5.0,0.3300355893012543,0.540418280149582,0.5516310665816664,0.6011407840538825,0.6499860138420628,0.6757592219325332,0.6087882916155882,0.7057136442935603,0.6347610814011648,0.5679061778529133,0.5439227915142324,0.5886926636856994,0.5559144846835729,0.6666666666666666,5.0,1,1,Taxis,Taxis,same,1,1
243,489,ADL,AWB,50640.0,455680.0,396600.0,663840.0,1711560.0,2552985.0,32671.0,42326.0,5130480.0,29186.0,20110.0,11.0,4.0,1007825.2727272728,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,7.0,3.0,6.0,2.8333333333333335,4.0,2.0,no,no,not specific,0.7,5.0,0.3300355893012543,0.540418280149582,0.5516310665816664,0.6011407840538825,0.6499860138420628,0.6757592219325332,0.6087882916155882,0.7057136442935603,0.6347610814011648,0.5679061778529133,0.5439227915142324,0.5886926636856994,0.5559144846835729,0.6666666666666666,5.0,1,1,Taxis,Taxis,same,1,1
244,494,ADL,AWC,1446120.0,2380288.0,2419560.0,1766640.0,3264480.0,5095832.0,45440.0,17417.0,6907440.0,13260.0,11973.0,11.0,4.0,2124404.5454545454,9.0,2.0,no,no,core,no,core,3.0,1.0,5.0,4.0,7.0,8.0,9.0,9.0,8.0,13.0,5.0,0.0,11.0,6.545454545454546,10.0,1.0,no,no,not specific,6.7,2.5,0.7415851717145028,0.7358659720557463,0.7693065384647126,0.7180442902076376,0.724213971750673,0.7542676351021425,0.6598484601515411,0.7385457232419932,0.4985070545161976,0.44760101916585926,0.4631308443167397,0.7044649796894608,0.45536593174129947,6.555555555555555,2.5,1,1,Taxis,Taxis,same,1,1
245,495,ADL,AWC,1446120.0,2380288.0,2419560.0,1766640.0,3264480.0,5095832.0,45440.0,17417.0,6907440.0,13260.0,11973.0,11.0,4.0,2124404.5454545454,9.0,2.0,no,no,core,no,core,3.0,1.0,5.0,4.0,7.0,8.0,9.0,9.0,8.0,13.0,8.0,0.0,11.0,6.818181818181818,10.0,1.0,no,no,not specific,6.7,4.0,0.7415851717145028,0.7358659720557463,0.7693065384647126,0.7180442902076376,0.724213971750673,0.7542676351021425,0.6598484601515411,0.7385457232419932,0.4985070545161976,0.44760101916585926,0.4631308443167397,0.7044649796894608,0.45536593174129947,6.555555555555555,4.0,1,1,Taxis,Taxis,same,1,1
246,498,ADL,BDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,0.0,0.0,0.0,1.0,1.0,729.0,1.0,0.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011721584324676515,-1.0,-1.0,-0.8875864906305915,-1.0,0.0,0.0,0,0,Taxis,Avoidance,different,0,2
248,502,ADL,CEP,0.0,10496.0,0.0,64800.0,0.0,0.0,0.0,16264.0,0.0,0.0,0.0,3.0,1.0,30520.0,3.0,0.0,no,no,not specific,no,not specific,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,no,no,not specific,0.4,0.0,-1.0,0.09462687767661015,-1.0,0.32324543554319685,-1.0,-1.0,-1.0,-1.0,0.4879972833747621,-1.0,-1.0,-0.5660144892672702,-1.0,0.3333333333333333,0.0,1,0,Taxis,Anterior,different,0,2
249,504,ADL,DVA,0.0,0.0,0.0,0.0,90240.0,0.0,495.0,1461.0,0.0,0.0,0.0,3.0,1.0,30732.0,3.0,0.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.31170101698624353,-1.0,-0.039368507123380914,-1.0,0.1182970718148375,-1.0,-1.0,-0.6232633798135888,-1.0,0.0,0.0,0,0,Taxis,Sublateral,different,0,2
250,506,ADL,IL1,212520.0,95744.0,55560.0,114480.0,149880.0,224715.0,815.0,1108.0,225360.0,2943.0,250.0,11.0,4.0,98488.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,no,no,not specific,0.0,2.0,0.5061389385762154,0.3559749221415873,0.3150531166147639,0.3912152607120314,0.3700259743314631,0.3997162834296393,0.03768513375314475,0.36069496802909384,0.07589088570354852,0.21808247267290248,-0.1390802697719543,0.31248838703238746,0.039501101450474085,0.0,2.0,0,1,Taxis,Anterior,different,0,1
251,508,ADL,IL2,100800.0,193536.0,98160.0,195360.0,239760.0,344001.0,1251.0,1270.0,439680.0,620.0,1173.0,11.0,4.0,146873.72727272726,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,no,no,not specific,0.0,1.0,0.41455693323938614,0.4391793447217809,0.38355807162790057,0.45504690270908266,0.4240334647245161,0.44808380891935706,0.10394231084602379,0.43447842055801744,0.0968134603754669,-0.01923409604273929,0.10129048221260528,0.3555214130801701,0.041028193084932996,0.0,1.0,0,1,Taxis,Anterior,different,0,1
252,510,ADL,OLL,67560.0,169984.0,133320.0,158160.0,194520.0,420709.0,2066.0,2108.0,292320.0,1251.0,1124.0,11.0,4.0,131192.9090909091,9.0,2.0,no,no,core,no,core,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,3.0,0.0,no,no,not specific,0.4,0.0,0.36542981268451635,0.4238386454352492,0.4204089451606676,0.4298176713137274,0.39999541296659413,0.470948939750065,0.18154039006628553,0.38941465914805473,0.17452351270268784,0.08769247292798088,0.09464773606338706,0.36176866546976083,0.09117010449568397,0.4444444444444444,0.0,1,0,Taxis,Anterior,different,0,1
253,512,ADL,OLQ,46800.0,104960.0,61440.0,195720.0,285960.0,279797.0,1047.0,7043.0,711120.0,1385.0,1651.0,11.0,4.0,154265.72727272726,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,5.0,2.4,3.0,2.0,no,no,not specific,0.7,2.5,0.3203533928126334,0.36683985181477463,0.3271616765041805,0.4552667907663803,0.44429058324244997,0.42461855466736265,0.07641398317892034,0.4875565904547159,0.35958188315407513,0.10319842513088862,0.1545104291792494,0.36245370073283256,0.128854427155069,0.7777777777777778,2.5,1,1,Taxis,Anterior,different,0,1
254,514,ADL,PVC,0.0,155392.0,29160.0,208440.0,515760.0,656576.0,0.0,8710.0,204480.0,0.0,829.0,8.0,3.0,222418.375,7.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,2.3333333333333335,3.0,0.0,no,no,not specific,0.7,0.0,-1.0,0.41322762039852523,0.2374577190731646,0.4627872079617543,0.51209157886136,0.5215071653886678,-1.0,0.34996122323087153,0.39217686860491274,-1.0,0.04726400981378842,0.09880104261325069,-0.4763679950931058,0.7777777777777778,0.0,1,0,Taxis,Avoidance,different,0,2
255,516,ADL,PVP,0.0,178176.0,72240.0,21240.0,564960.0,803235.0,6778.0,5010.0,632400.0,2010.0,0.0,9.0,3.0,254005.44444444444,8.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,no,no,not specific,0.3,0.5,-1.0,0.4294031696926077,0.3466529757870762,0.19002749216888248,0.5225657945930933,0.544407770678099,0.36537317039091,0.47460492231166906,0.3073249373165958,0.15995978268572153,-1.0,0.24226224810432592,-0.42002010865713924,0.2222222222222222,0.5,1,1,Taxis,Avoidance,different,0,2
256,518,ADL,PVQ,958920.0,823552.0,438840.0,1448280.0,1146360.0,2325227.0,7033.0,18073.0,2639040.0,19093.0,12983.0,11.0,4.0,894309.1818181818,9.0,2.0,no,no,core,no,core,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,1.6,3.0,2.0,no,no,not specific,0.4,2.0,0.6911425670788534,0.6103879586614331,0.5638131203623831,0.6943119509370577,0.6039092287219903,0.6651447944665343,0.371088433857099,0.6323234350482914,0.5041802510727429,0.5031937139079754,0.4757483529144173,0.5929224155784872,0.48947103341119635,0.2222222222222222,2.0,1,1,Taxis,Taxis,same,1,1
257,519,ADL,PVQ,958920.0,823552.0,438840.0,1448280.0,1146360.0,2325227.0,7033.0,18073.0,2639040.0,19093.0,12983.0,11.0,4.0,894309.1818181818,9.0,2.0,no,no,core,no,core,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,3.0,5.0,3.0,3.0,2.0,no,no,not specific,0.4,5.5,0.6911425670788534,0.6103879586614331,0.5638131203623831,0.6943119509370577,0.6039092287219903,0.6651447944665343,0.371088433857099,0.6323234350482914,0.5041802510727429,0.5031937139079754,0.4757483529144173,0.5929224155784872,0.48947103341119635,0.2222222222222222,5.5,1,1,Taxis,Taxis,same,1,1
