,Unnamed: 0,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size,witvliet_1-S-log10,witvliet_2-S-log10,witvliet_3-S-log10,witvliet_4-S-log10,witvliet_5-S-log10,witvliet_6-S-log10,cel_jsh-S-log10,witvliet_8-S-log10,cel_n2u-S-log10,pristi_s14-S-log10,pristi_s15-S-log10,ave_scaled_adj_cel,ave_scaled_adj_pristi,ave_syn_cel,ave_syn_pristi,ave_syn_cel_recode,ave_syn_pristi_recode,pre_brittin,post_brittin,ganglia_check_result,ganglia_check_result_encoded,specific_adj_encoded
27,54,ADA,AVH,218040.0,807936.0,404640.0,571560.0,1168920.0,793435.0,10050.0,7752.0,1125120.0,0.0,0.0,9.0,2.0,567494.7777777778,9.0,0.0,yes,no,cel_specific,no,cel_specific,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,no,no,not specific,0.2,0.0,0.5092873469737873,0.6081246804249385,0.5540468019133402,0.5832645590147145,0.6061495951138849,0.5430133823524192,0.42633070083461444,0.53820714260093,0.3742985769530178,-1.0,-1.0,0.5269691984646274,-1.0,0.2222222222222222,0.0,1,0,Avoidance,Avoidance,same,1,0
28,56,ADA,AVJ,425520.0,534528.0,367080.0,397200.0,588720.0,865412.0,13335.0,6162.0,2580240.0,17129.0,12743.0,11.0,4.0,528006.2727272727,9.0,2.0,no,no,core,no,core,3.0,2.0,4.0,5.0,7.0,8.0,7.0,24.0,10.0,18.0,20.0,12.0,12.0,10.0,10.0,2.0,no,no,core,8.8,16.0,0.5913830671351394,0.5592861596444323,0.5423207879637331,0.5397982029124311,0.5273015780600727,0.5528768033582743,0.4701006956132834,0.6298358804777302,0.33907865913396473,0.4866411352073332,0.4728413692950397,0.5279979815887846,0.47974125225118647,8.666666666666666,16.0,1,1,Avoidance,Avoidance,same,1,1
29,58,ADA,AVK,11640.0,0.0,0.0,10440.0,0.0,0.0,0.0,2876.0,45600.0,33046.0,11598.0,6.0,4.0,19200.0,4.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,no,no,not specific,0.0,1.0,0.14951837124731693,-1.0,-1.0,0.10520457880163314,-1.0,-1.0,-1.0,0.18430535412854088,0.22217587331672406,0.586847570795586,0.4581731719473785,-0.48208842472286506,0.5225103713714823,0.0,1.0,0,1,Avoidance,Lateral,different,0,2
30,59,ADA,AVK,11640.0,0.0,0.0,10440.0,0.0,0.0,0.0,2876.0,45600.0,33046.0,11598.0,6.0,4.0,19200.0,4.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,no,no,not specific,0.0,2.0,0.14951837124731693,-1.0,-1.0,0.10520457880163314,-1.0,-1.0,-1.0,0.18430535412854088,0.22217587331672406,0.586847570795586,0.4581731719473785,-0.48208842472286506,0.5225103713714823,0.0,2.0,0,1,Avoidance,Lateral,different,0,2
31,62,ADA,AWA,73320.0,7168.0,6480.0,3840.0,102360.0,0.0,673.0,3626.0,328080.0,232.0,3806.0,10.0,4.0,52958.5,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,no,no,not specific,0.0,1.0,0.37547534665431614,0.04954492923802678,0.05642879697701364,-0.01423277076782159,0.32618827419849383,-1.0,0.008094324272001296,0.40215536990901324,0.25772442310587573,-0.16872687966020494,0.2845889908998376,0.05126429928743545,0.05793105561981632,0.0,1.0,0,1,Avoidance,Taxis,different,0,2
32,63,ADA,AWA,73320.0,7168.0,6480.0,3840.0,102360.0,0.0,673.0,3626.0,328080.0,232.0,3806.0,10.0,4.0,52958.5,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,no,no,not specific,0.0,1.0,0.37547534665431614,0.04954492923802678,0.05642879697701364,-0.01423277076782159,0.32618827419849383,-1.0,0.008094324272001296,0.40215536990901324,0.25772442310587573,-0.16872687966020494,0.2845889908998376,0.05126429928743545,0.05793105561981632,0.0,1.0,0,1,Avoidance,Taxis,different,0,2
33,66,ADA,AWB,117720.0,281344.0,196800.0,138360.0,237840.0,290272.0,4313.0,5220.0,441120.0,5551.0,18728.0,11.0,4.0,157933.45454545456,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,5.0,0.0,2.0,no,yes,pristi_specific,0.0,5.0,0.4336088751606142,0.48340884819864516,0.4672844042395221,0.4138433711128582,0.4231091762544812,0.4287934143765688,0.2954198006638986,0.43483939151895834,0.31362470820556654,0.314825606407936,0.5328300989384123,0.41043688774790144,0.42382785267317413,0.0,5.0,0,1,Avoidance,Taxis,different,0,1
34,67,ADA,AWB,117720.0,281344.0,196800.0,138360.0,237840.0,290272.0,4313.0,5220.0,441120.0,5551.0,18728.0,11.0,4.0,157933.45454545456,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,6.5,0.0,2.0,no,yes,pristi_specific,0.0,6.5,0.4336088751606142,0.48340884819864516,0.4672844042395221,0.4138433711128582,0.4231091762544812,0.4287934143765688,0.2954198006638986,0.43483939151895834,0.31362470820556654,0.314825606407936,0.5328300989384123,0.41043688774790144,0.42382785267317413,0.0,6.5,0,1,Avoidance,Taxis,different,0,1
35,70,ADA,BDU,112440.0,534272.0,272040.0,336360.0,352800.0,134829.0,2175.0,6834.0,449040.0,5896.0,23720.0,11.0,4.0,202764.18181818185,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,no,no,not specific,0.0,1.5,0.4279745697107731,0.5592295250211974,0.5062548396164395,0.5199410035174183,0.4684374146097394,0.34169222869816873,0.18949435685804916,0.436803906158844,0.35495992570430723,0.32401903549836697,0.569646024279465,0.4227541966549929,0.446832529888916,0.0,1.5,0,1,Avoidance,Avoidance,same,1,1
36,72,ADA,CEP,63240.0,490240.0,295680.0,136440.0,311040.0,232150.0,907.0,920.0,189120.0,455.0,292.0,11.0,4.0,156407.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,0.3573166304608659,0.5490610124328648,0.5162849422316731,0.41217437527778733,0.4539550418729068,0.40341369201286814,0.054219900475121596,0.3413405297401735,0.047386409399278184,-0.06633135220431274,-0.11497342859061555,0.34835028154483777,-0.09065239039746414,0.0,0.0,0,0,Avoidance,Anterior,different,0,1
37,74,ADA,DVA,438960.0,1600256.0,1299120.0,1444440.0,1854480.0,1970073.0,7002.0,31409.0,2680080.0,23948.0,18247.0,11.0,4.0,1033455.9090909092,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,2.0,4.0,3.25,2.0,2.0,no,no,not specific,0.4,4.5,0.5952011222580718,0.6889238313080419,0.6944496516179226,0.6939948543064673,0.659205555863877,0.6463176878865586,0.3704048011330898,0.6340270196163358,0.5889862651525772,0.537742532173576,0.5287762956294446,0.6190567543492158,0.5332594139015103,0.1111111111111111,4.5,1,1,Avoidance,Sublateral,different,0,1
