,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific
1522,RIG,AQR,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1523,RIG,ASH,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1524,RIG,AVA,0.0,0.0,0.0,6.0,0.0,1,6.0,2.0,0,1,not specific
1525,RIG,AVB,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific
1526,RIG,AVD,0.0,0.0,1.0,4.0,2.0,3,7.0,3.5,1,2,not specific
1527,RIG,AVE,23.0,19.0,12.0,0.0,0.0,3,54.0,18.0,3,0,cel_specific
1528,RIG,AVK,10.0,8.0,43.0,0.0,5.0,4,66.0,66.0,3,1,not specific
1529,RIG,BAG,18.0,20.0,5.0,8.0,4.0,5,55.0,27.5,3,2,core
1530,RIG,DVA,0.0,0.0,5.0,0.0,0.0,1,5.0,1.6666666666666667,1,0,not specific
1531,RIG,DVC,0.0,5.0,2.0,0.0,0.0,2,7.0,3.5,2,0,not specific
1532,RIG,IL1,0.0,0.0,0.0,9.0,10.0,2,19.0,6.333333333333333,0,2,pristi_specific
1533,RIG,OLQ,6.0,3.0,4.0,10.0,2.0,5,25.0,25.0,3,2,core
1534,RIG,PLN,2.0,1.0,0.0,4.0,0.0,3,7.0,7.0,2,1,not specific
1535,RIG,PVP,1.0,0.0,2.0,0.0,0.0,2,3.0,1.0,2,0,not specific
1536,RIG,PVQ,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific
1537,RIG,PVT,0.0,1.0,5.0,0.0,0.0,2,6.0,6.0,2,0,not specific
1538,RIG,RIA,1.0,6.0,3.0,3.0,0.0,4,13.0,4.333333333333333,3,1,not specific
1539,RIG,RIB,4.0,10.0,5.0,0.0,0.0,3,19.0,9.5,3,0,cel_specific
1540,RIG,RIH,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1541,RIG,RIM,1.0,0.0,0.0,44.0,21.0,3,66.0,66.0,1,2,not specific
1542,RIG,RIR,2.0,3.0,13.0,0.0,0.0,3,18.0,18.0,3,0,cel_specific
1543,RIG,RIV,0.0,3.0,0.0,4.0,0.0,2,7.0,7.0,1,1,not specific
1544,RIG,RMD,0.0,0.0,0.0,12.0,7.0,2,19.0,19.0,0,2,pristi_specific
1545,RIG,RMF,9.0,10.0,0.0,0.0,5.0,3,24.0,12.0,2,1,not specific
1546,RIG,RMG,4.0,1.0,6.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific
1547,RIG,RMH,11.0,12.0,40.0,7.0,0.0,4,70.0,23.333333333333332,3,1,not specific
1548,RIG,SAA,0.0,2.0,0.0,9.0,19.0,3,30.0,15.0,1,2,not specific
1549,RIG,SMB,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific
1550,RIG,SMD,0.0,0.0,0.0,7.0,10.0,2,17.0,8.5,0,2,pristi_specific
1551,RIG,URA,0.0,0.0,0.0,0.0,5.0,1,5.0,1.25,0,1,not specific
1552,RIG,URX,1.0,0.0,9.0,0.0,0.0,2,10.0,2.0,2,0,not specific
1553,RIG,URY,2.0,4.0,2.0,5.0,0.0,4,13.0,3.25,3,1,not specific
1554,RIH,ADF,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific
1555,RIH,AIB,0.0,0.0,0.0,4.0,0.0,1,4.0,2.0,0,1,not specific
1556,RIH,AIY,2.0,1.0,9.0,6.0,3.0,5,21.0,21.0,3,2,core
1557,RIH,AIZ,10.0,13.0,32.0,1.0,0.0,4,56.0,56.0,3,1,not specific
1558,RIH,AUA,2.0,2.0,2.0,0.0,0.0,3,6.0,3.0,3,0,cel_specific
1559,RIH,AVE,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1560,RIH,BAG,2.0,1.0,7.0,3.0,0.0,4,13.0,4.333333333333333,3,1,not specific
1561,RIH,CEP,13.0,11.0,15.0,1.0,0.0,4,40.0,40.0,3,1,not specific
1562,RIH,IL1,1.0,2.0,0.0,2.0,0.0,3,5.0,5.0,2,1,not specific
1563,RIH,IL2,4.0,3.0,14.0,0.0,0.0,3,21.0,10.5,3,0,cel_specific
1564,RIH,OLQ,27.0,20.0,37.0,23.0,6.0,5,113.0,113.0,3,2,core
1565,RIH,RIA,21.0,15.0,73.0,35.0,9.0,5,153.0,76.5,3,2,core
1566,RIH,RIB,8.0,13.0,33.0,27.0,6.0,5,87.0,87.0,3,2,core
1567,RIH,RIG,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1568,RIH,RIP,8.0,16.0,25.0,2.0,13.0,5,64.0,64.0,3,2,core
1569,RIH,RIR,1.0,0.0,0.0,3.0,0.0,2,4.0,4.0,1,1,not specific
1570,RIH,RIS,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific
1571,RIH,RME,3.0,1.0,16.0,0.0,0.0,3,20.0,5.0,3,0,cel_specific
1572,RIH,URA,2.0,0.0,1.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1573,RIH,URY,2.0,2.0,4.0,18.0,8.0,5,34.0,11.333333333333334,3,2,core
1574,RIM,ADA,2.0,1.0,15.0,22.0,4.0,5,44.0,11.0,3,2,core
1575,RIM,AIB,20.0,17.0,40.0,2.0,6.0,5,85.0,85.0,3,2,core
1576,RIM,AIZ,0.0,1.0,0.0,5.0,0.0,2,6.0,3.0,1,1,not specific
1577,RIM,AUA,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1578,RIM,AVA,3.0,3.0,16.0,0.0,0.0,3,22.0,5.5,3,0,cel_specific
1579,RIM,AVB,12.0,15.0,67.0,38.0,5.0,5,137.0,34.25,3,2,core
1580,RIM,AVE,3.0,1.0,7.0,0.0,0.0,3,11.0,2.75,3,0,cel_specific
1581,RIM,AVJ,0.0,1.0,6.0,0.0,0.0,2,7.0,3.5,2,0,not specific
1582,RIM,AVK,0.0,3.0,2.0,1.0,0.0,3,6.0,3.0,2,1,not specific
1583,RIM,CEP,0.0,0.0,0.0,34.0,0.0,1,34.0,34.0,0,1,not specific
1584,RIM,IL1,0.0,0.0,0.0,4.0,0.0,1,4.0,4.0,0,1,not specific
1585,RIM,OLL,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1586,RIM,RIA,1.0,0.0,5.0,0.0,0.0,2,6.0,2.0,2,0,not specific
1587,RIM,RIB,7.0,15.0,13.0,23.0,0.0,4,58.0,29.0,3,1,not specific
1588,RIM,RIC,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1589,RIM,RIF,1.0,0.0,0.0,0.0,0.0,1,1.0,0.25,1,0,not specific
1590,RIM,RIG,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1591,RIM,RIM,0.0,1.0,17.0,0.0,0.0,2,18.0,18.0,2,0,not specific
1592,RIM,RIS,1.0,3.0,2.0,1.0,0.0,4,7.0,7.0,3,1,not specific
1593,RIM,RIV,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific
1594,RIM,RMD,26.0,21.0,57.0,43.0,0.0,4,147.0,73.5,3,1,not specific
1595,RIM,RMF,8.0,8.0,12.0,0.0,0.0,3,28.0,28.0,3,0,cel_specific
1596,RIM,RMG,0.0,0.0,0.0,11.0,0.0,1,11.0,5.5,0,1,not specific
1597,RIM,SAA,26.0,32.0,44.0,0.0,0.0,3,102.0,102.0,3,0,cel_specific
1598,RIM,SIA,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1599,RIM,SIB,0.0,1.0,0.0,1.0,0.0,2,2.0,2.0,1,1,not specific
1600,RIM,SMD,35.0,39.0,64.0,65.0,9.0,5,212.0,42.4,3,2,core
1601,RIM,VBn,0.0,0.0,10.0,0.0,0.0,1,10.0,5.0,1,0,not specific
1602,RIP,ADF,0.0,0.0,0.0,12.0,6.0,2,18.0,9.0,0,2,pristi_specific
1603,RIP,AIZ,0.0,0.0,0.0,16.0,11.0,2,27.0,5.4,0,2,pristi_specific
1604,RIP,AVB,0.0,0.0,2.0,0.0,2.0,2,4.0,4.0,1,1,not specific
1605,RIP,CEP,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific
1606,RIP,IL1,0.0,0.0,0.0,3.0,0.0,1,3.0,0.75,0,1,not specific
1607,RIP,IL2,0.0,0.0,0.0,5.0,0.0,1,5.0,1.25,0,1,not specific
1608,RIP,OLQ,0.0,0.0,8.0,6.0,1.0,3,15.0,7.5,1,2,not specific
1609,RIP,RIA,0.0,0.0,0.0,31.0,14.0,2,45.0,15.0,0,2,pristi_specific
1610,RIP,RIC,0.0,0.0,0.0,0.0,3.0,1,3.0,3.0,0,1,not specific
1611,RIP,RIH,0.0,0.0,3.0,0.0,2.0,2,5.0,2.5,1,1,not specific
1612,RIP,RIP,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1613,RIP,RIR,0.0,0.0,0.0,3.0,5.0,2,8.0,8.0,0,2,pristi_specific
1614,RIP,RIV,0.0,0.0,0.0,3.0,3.0,2,6.0,2.0,0,2,pristi_specific
1615,RIP,RMD,0.0,0.0,0.0,18.0,0.0,1,18.0,18.0,0,1,not specific
1616,RIP,SIA,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific
1617,RIP,SIB,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific
1618,RIP,SMB,0.0,0.0,0.0,8.0,0.0,1,8.0,4.0,0,1,not specific
1619,RIP,URA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1620,RIP,URY,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1621,RIR,ADA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1622,RIR,ADF,4.0,3.0,5.0,0.0,0.0,3,12.0,12.0,3,0,cel_specific
1623,RIR,AFD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1624,RIR,AIB,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific
1625,RIR,AIM,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1626,RIR,AIY,2.0,2.0,0.0,0.0,0.0,2,4.0,0.8,2,0,not specific
1627,RIR,AIZ,15.0,20.0,27.0,2.0,0.0,4,64.0,64.0,3,1,not specific
1628,RIR,AQR,1.0,5.0,2.0,0.0,0.0,3,8.0,4.0,3,0,cel_specific
1629,RIR,ASH,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific
1630,RIR,AUA,2.0,2.0,7.0,0.0,0.0,3,11.0,11.0,3,0,cel_specific
1631,RIR,AVB,0.0,0.0,0.0,2.0,2.0,2,4.0,2.0,0,2,pristi_specific
1632,RIR,AVE,2.0,2.0,4.0,0.0,0.0,3,8.0,4.0,3,0,cel_specific
1633,RIR,AVH,2.0,1.0,0.0,0.0,0.0,2,3.0,,2,0,not specific
1634,RIR,AWB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1635,RIR,BAG,5.0,0.0,1.0,41.0,12.0,4,59.0,29.5,2,2,not specific
1636,RIR,DVA,2.0,5.0,9.0,0.0,0.0,3,16.0,16.0,3,0,cel_specific
1637,RIR,HSN,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific
1638,RIR,OLQ,1.0,0.0,0.0,6.0,3.0,3,10.0,10.0,1,2,not specific
1639,RIR,PVP,0.0,3.0,3.0,0.0,0.0,2,6.0,2.0,2,0,not specific
1640,RIR,RIA,19.0,16.0,15.0,37.0,11.0,5,98.0,49.0,3,2,core
1641,RIR,RIG,2.0,3.0,6.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific
1642,RIR,RIM,0.0,0.0,0.0,3.0,0.0,1,3.0,1.5,0,1,not specific
1643,RIR,RMG,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific
1644,RIR,SMB,1.0,2.0,0.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1645,RIR,URX,19.0,14.0,15.0,3.0,0.0,4,51.0,25.5,3,1,not specific
1646,RIS,AIB,0.0,1.0,0.0,0.0,3.0,2,4.0,4.0,1,1,not specific
1647,RIS,ALM,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1648,RIS,AVE,16.0,17.0,35.0,10.0,3.0,5,81.0,81.0,3,2,core
1649,RIS,AVK,17.0,18.0,19.0,0.0,3.0,4,57.0,57.0,3,1,not specific
1650,RIS,AVL,3.0,0.0,9.0,0.0,0.0,2,12.0,6.0,2,0,not specific
1651,RIS,CEP,11.0,9.0,16.0,7.0,3.0,5,46.0,46.0,3,2,core
1652,RIS,OLL,0.0,0.0,5.0,0.0,0.0,1,5.0,1.6666666666666667,1,0,not specific
1653,RIS,OLQ,0.0,1.0,0.0,0.0,4.0,2,5.0,2.5,1,1,not specific
1654,RIS,PVC,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1655,RIS,RIB,12.0,22.0,25.0,107.0,48.0,5,214.0,107.0,3,2,core
1656,RIS,RIC,3.0,1.0,0.0,0.0,0.0,2,4.0,4.0,2,0,not specific
1657,RIS,RIM,17.0,17.0,25.0,3.0,0.0,4,62.0,31.0,3,1,not specific
1658,RIS,RIS,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1659,RIS,RMD,8.0,3.0,28.0,34.0,21.0,5,94.0,47.0,3,2,core
1660,RIS,RME,0.0,1.0,3.0,0.0,0.0,2,4.0,2.0,2,0,not specific
1661,RIS,RMF,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1662,RIS,RMH,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific
1663,RIS,SMD,7.0,5.0,9.0,44.0,36.0,5,101.0,101.0,3,2,core
1664,RIS,URY,3.0,6.0,6.0,38.0,21.0,5,74.0,37.0,3,2,core
1665,RIV,ADE,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1666,RIV,CEP,0.0,0.0,0.0,15.0,0.0,1,15.0,15.0,0,1,not specific
1667,RIV,OLQ,0.0,0.0,0.0,1.0,0.0,1,1.0,0.2,0,1,not specific
1668,RIV,RIA,12.0,12.0,16.0,3.0,0.0,4,43.0,43.0,3,1,not specific
1669,RIV,RIC,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1670,RIV,RIS,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific
1671,RIV,RIV,0.0,0.0,9.0,0.0,0.0,1,9.0,3.0,1,0,not specific
1672,RIV,RMD,9.0,17.0,17.0,32.0,4.0,5,79.0,79.0,3,2,core
1673,RIV,RMF,0.0,0.0,0.0,22.0,0.0,1,22.0,22.0,0,1,not specific
1674,RIV,RMG,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1675,RIV,RMH,0.0,0.0,2.0,2.0,0.0,2,4.0,1.3333333333333333,1,1,not specific
1676,RIV,SAA,6.0,6.0,32.0,56.0,6.0,5,106.0,106.0,3,2,core
1677,RIV,SDQ,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1678,RIV,SIA,12.0,16.0,10.0,0.0,0.0,3,38.0,19.0,3,0,cel_specific
1679,RIV,SMB,1.0,0.0,1.0,5.0,0.0,3,7.0,7.0,2,1,not specific
1680,RIV,SMD,4.0,6.0,20.0,11.0,10.0,5,51.0,12.75,3,2,core
1681,RIV,URY,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific
1682,RMD,ADE,0.0,1.0,3.0,0.0,0.0,2,4.0,0.8,2,0,not specific
1683,RMD,AVA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific
1684,RMD,AVE,0.0,1.0,3.0,1.0,0.0,3,5.0,5.0,2,1,not specific
1685,RMD,AVK,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1686,RMD,CEP,1.0,0.0,6.0,28.0,20.0,4,55.0,11.0,2,2,not specific
1687,RMD,IL1,9.0,5.0,19.0,64.0,25.0,5,122.0,40.666666666666664,3,2,core
1688,RMD,IL2,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1689,RMD,OLL,1.0,0.0,5.0,0.0,4.0,3,10.0,5.0,2,1,not specific
1690,RMD,OLQ,0.0,0.0,5.0,0.0,2.0,2,7.0,3.5,1,1,not specific
1691,RMD,PLN,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1692,RMD,RIA,36.0,44.0,79.0,29.0,13.0,5,201.0,201.0,3,2,core
1693,RMD,RIB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1694,RMD,RIG,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0,1,not specific
1695,RMD,RIM,2.0,1.0,4.0,0.0,0.0,3,7.0,7.0,3,0,cel_specific
1696,RMD,RIS,0.0,0.0,2.0,1.0,0.0,2,3.0,3.0,1,1,not specific
1697,RMD,RIV,0.0,1.0,1.0,5.0,0.0,3,7.0,7.0,2,1,not specific
1698,RMD,RMD,77.0,77.0,189.0,105.0,52.0,5,500.0,166.66666666666666,3,2,core
1699,RMD,RME,9.0,14.0,2.0,12.0,0.0,4,37.0,37.0,3,1,not specific
1700,RMD,RMF,0.0,5.0,1.0,4.0,1.0,4,11.0,11.0,2,2,not specific
1701,RMD,RMG,1.0,0.0,1.0,4.0,2.0,4,8.0,8.0,2,2,not specific
1702,RMD,RMH,4.0,4.0,4.0,3.0,0.0,4,15.0,,3,1,not specific
1703,RMD,SIA,2.0,0.0,6.0,0.0,0.0,2,8.0,8.0,2,0,not specific
1704,RMD,SIB,0.0,2.0,5.0,5.0,0.0,3,12.0,12.0,2,1,not specific
1705,RMD,SMB,6.0,5.0,3.0,26.0,6.0,5,46.0,46.0,3,2,core
1706,RMD,SMD,0.0,3.0,2.0,3.0,2.0,4,10.0,10.0,2,2,not specific
1707,RMD,URA,0.0,1.0,8.0,3.0,0.0,3,12.0,12.0,2,1,not specific
1708,RMD,URB,0.0,0.0,0.0,10.0,0.0,1,10.0,10.0,0,1,not specific
1709,RMD,URX,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1710,RMD,URY,0.0,2.0,1.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1711,RME,AVE,0.0,0.0,0.0,11.0,3.0,2,14.0,14.0,0,2,pristi_specific
1712,RME,IL1,1.0,1.0,6.0,3.0,0.0,4,11.0,3.6666666666666665,3,1,not specific
1713,RME,OLL,0.0,0.0,1.0,0.0,3.0,2,4.0,1.0,1,1,not specific
1714,RME,RIB,0.0,0.0,4.0,0.0,0.0,1,4.0,1.3333333333333333,1,0,not specific
1715,RME,RIH,0.0,0.0,2.0,0.0,0.0,1,2.0,0.4,1,0,not specific
1716,RME,RIP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific
1717,RME,RIS,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific
1718,RME,RMD,2.0,2.0,2.0,35.0,3.0,5,44.0,22.0,3,2,core
1719,RME,RME,3.0,2.0,8.0,5.0,0.0,4,18.0,18.0,3,1,not specific
1720,RME,RMH,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific
1721,RME,SMD,4.0,6.0,7.0,0.0,1.0,4,18.0,6.0,3,1,not specific
1722,RMF,AIB,4.0,1.0,0.0,0.0,0.0,2,5.0,2.5,2,0,not specific
1723,RMF,AVE,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1724,RMF,AVK,19.0,30.0,39.0,0.0,0.0,3,88.0,88.0,3,0,cel_specific
1725,RMF,AWC,0.0,1.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific
1726,RMF,BAG,2.0,3.0,1.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific
1727,RMF,CEP,2.0,2.0,0.0,0.0,9.0,3,13.0,13.0,2,1,not specific
1728,RMF,DVC,0.0,1.0,3.0,0.0,0.0,2,4.0,1.0,2,0,not specific
1729,RMF,IL1,1.0,1.0,0.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1730,RMF,PLN,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1731,RMF,PVT,2.0,1.0,3.0,0.0,0.0,3,6.0,6.0,3,0,cel_specific
1732,RMF,RIB,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1733,RMF,RIG,0.0,3.0,0.0,0.0,2.0,2,5.0,5.0,1,1,not specific
1734,RMF,RIH,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1735,RMF,RIM,2.0,1.0,2.0,0.0,0.0,3,5.0,5.0,3,0,cel_specific
1736,RMF,RIS,0.0,2.0,1.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1737,RMF,RIV,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1738,RMF,RMD,17.0,25.0,20.0,11.0,0.0,4,73.0,73.0,3,1,not specific
1739,RMF,RME,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1740,RMF,RMF,3.0,0.0,0.0,20.0,0.0,2,23.0,11.5,1,1,not specific
1741,RMF,RMG,1.0,1.0,0.0,3.0,0.0,3,5.0,2.5,2,1,not specific
1742,RMF,RMH,5.0,11.0,2.0,0.0,2.0,4,20.0,20.0,3,1,not specific
1743,RMF,SAA,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1744,RMF,SIB,0.0,0.0,0.0,10.0,0.0,1,10.0,5.0,0,1,not specific
1745,RMF,SMD,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific
1746,RMG,ADA,1.0,0.0,5.0,0.0,0.0,2,6.0,6.0,2,0,not specific
1747,RMG,ADE,0.0,0.0,2.0,0.0,0.0,1,2.0,0.5,1,0,not specific
1748,RMG,ADL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1749,RMG,AIB,1.0,0.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1750,RMG,AIM,1.0,3.0,6.0,0.0,0.0,3,10.0,2.0,3,0,cel_specific
1751,RMG,ALM,1.0,1.0,1.0,0.0,0.0,3,3.0,0.6,3,0,cel_specific
1752,RMG,ALN,0.0,0.0,3.0,1.0,0.0,2,4.0,4.0,1,1,not specific
1753,RMG,ASH,2.0,1.0,2.0,0.0,0.0,3,5.0,5.0,3,0,cel_specific
1754,RMG,AVA,1.0,1.0,3.0,0.0,0.0,3,5.0,1.25,3,0,cel_specific
1755,RMG,AVB,5.0,3.0,8.0,0.0,0.0,3,16.0,16.0,3,0,cel_specific
1756,RMG,AVD,0.0,0.0,2.0,0.0,3.0,2,5.0,5.0,1,1,not specific
1757,RMG,AVE,3.0,4.0,8.0,0.0,0.0,3,15.0,15.0,3,0,cel_specific
1758,RMG,AVF,0.0,2.0,1.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1759,RMG,AVJ,0.0,1.0,4.0,0.0,0.0,2,5.0,5.0,2,0,not specific
1760,RMG,CEP,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1761,RMG,HSN,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1762,RMG,IL1,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1763,RMG,IL2,0.0,1.0,2.0,0.0,0.0,2,3.0,1.5,2,0,not specific
1764,RMG,OLL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1765,RMG,PLN,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific
1766,RMG,PVN,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1767,RMG,PVP,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1768,RMG,RIA,2.0,0.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific
1769,RMG,RID,0.0,2.0,2.0,0.0,0.0,2,4.0,1.0,2,0,not specific
1770,RMG,RIF,1.0,0.0,1.0,0.0,0.0,2,2.0,2.0,2,0,not specific
1771,RMG,RIG,0.0,0.0,2.0,0.0,0.0,1,2.0,0.4,1,0,not specific
1772,RMG,RIR,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1773,RMG,RMD,30.0,24.0,85.0,58.0,22.0,5,219.0,219.0,3,2,core
1774,RMG,RMF,0.0,0.0,0.0,13.0,0.0,1,13.0,13.0,0,1,not specific
1775,RMG,RMG,1.0,0.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific
1776,RMG,RMH,4.0,1.0,5.0,0.0,24.0,4,34.0,6.8,3,1,not specific
1777,RMG,SAA,0.0,4.0,5.0,0.0,0.0,2,9.0,4.5,2,0,not specific
1778,RMG,SDQ,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific
1779,RMG,SIA,4.0,1.0,10.0,0.0,2.0,4,17.0,4.25,3,1,not specific
1780,RMG,SIB,4.0,8.0,10.0,0.0,0.0,3,22.0,22.0,3,0,cel_specific
1781,RMG,SMB,3.0,2.0,3.0,0.0,0.0,3,8.0,8.0,3,0,cel_specific
1782,RMG,SMD,1.0,0.0,3.0,3.0,0.0,3,7.0,3.5,2,1,not specific
1783,RMG,URX,2.0,2.0,6.0,0.0,0.0,3,10.0,10.0,3,0,cel_specific
1784,RMH,AIB,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1785,RMH,AVA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
1786,RMH,AVK,2.0,3.0,0.0,0.0,0.0,2,5.0,2.5,2,0,not specific
1787,RMH,CEP,3.0,0.0,1.0,32.0,0.0,3,36.0,12.0,2,1,not specific
1788,RMH,IL1,1.0,0.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific
1789,RMH,PLN,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific
1790,RMH,RIA,0.0,0.0,0.0,0.0,6.0,1,6.0,3.0,0,1,not specific
1791,RMH,RIC,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific
1792,RMH,RID,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific
1793,RMH,RIG,1.0,3.0,0.0,1.0,0.0,3,5.0,1.6666666666666667,2,1,not specific
1794,RMH,RMD,13.0,12.0,8.0,13.0,13.0,5,59.0,59.0,3,2,core
1795,RMH,RME,0.0,0.0,4.0,0.0,0.0,1,4.0,2.0,1,0,not specific
1796,RMH,RMF,4.0,10.0,0.0,7.0,0.0,3,21.0,21.0,2,1,not specific
1797,RMH,RMG,2.0,1.0,8.0,1.0,0.0,4,12.0,6.0,3,1,not specific
1798,RMH,RMH,0.0,0.0,3.0,3.0,11.0,3,17.0,,1,2,not specific
1799,RMH,SAA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific
1800,RMH,SIB,0.0,0.0,0.0,0.0,2.0,1,2.0,2.0,0,1,not specific
1801,RMH,SMD,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific
1802,RMH,URX,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific
