,pre_x,post_x,witvliet_7_syn_x,witvliet_8_syn_x,cel_n2u_syn_x,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,pre_alpha,post_alpha,pre_y,post_y,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn_y,witvliet_7_syn_y,witvliet_8_syn_y,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size,adult_adj_specifc,peters_equal_pristi,peters_equal_cel
0,ADA,ADA,0.0,0.0,11.0,0.0,0.0,1.0,11.0,11.0,1.0,0.0,not specific,ADA,ADA,ADA,ADA,137400.0,114688.0,176400.0,50280.0,0.0,0.0,801.0,718.0,93360.0,7555.0,1301.0,9.0,4.0,64722.555555555555,7.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,no,no,not specific,1.1,0.0,nan,False,False
1,ADA,ADE,1.0,0.0,0.0,2.0,2.0,3.0,5.0,2.5,1.0,2.0,not specific,ADA,ADE,ADA,ADE,303360.0,564224.0,594360.0,812520.0,1412280.0,967464.0,1578.0,32148.0,3714000.0,12307.0,5735.0,11.0,4.0,765452.3636363636,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,3.0,3.6666666666666665,1.0,2.0,no,no,not specific,0.1,5.0,nan,False,False
2,ADE,ADA,2.0,2.0,2.0,6.0,0.0,4.0,12.0,12.0,3.0,1.0,not specific,ADA,ADE,ADA,ADE,303360.0,564224.0,594360.0,812520.0,1412280.0,967464.0,1578.0,32148.0,3714000.0,12307.0,5735.0,11.0,4.0,765452.3636363636,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,3.0,3.6666666666666665,1.0,2.0,no,no,not specific,0.1,5.0,nan,False,False
3,ADA,ADF,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,not specific,ADA,ADF,ADA,ADF,18000.0,57344.0,61080.0,335160.0,552840.0,206806.0,3717.0,13532.0,987600.0,1763.0,170.0,11.0,4.0,203455.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,no,no,not specific,0.0,1.0,nan,False,False
4,ADF,ADA,1.0,0.0,10.0,1.0,0.0,3.0,12.0,12.0,2.0,1.0,not specific,ADA,ADF,ADA,ADF,18000.0,57344.0,61080.0,335160.0,552840.0,206806.0,3717.0,13532.0,987600.0,1763.0,170.0,11.0,4.0,203455.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,no,no,not specific,0.0,1.0,nan,False,False
5,ADA,ADL,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,not specific,ADA,ADL,ADA,ADL,181200.0,199680.0,463920.0,514560.0,667200.0,1343231.0,19408.0,25870.0,2946000.0,6001.0,5464.0,11.0,4.0,579321.2727272727,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,2.6666666666666665,1.0,2.0,no,no,not specific,0.2,3.0,nan,False,False
6,ADL,ADA,0.0,2.0,2.0,3.0,3.0,4.0,10.0,10.0,2.0,2.0,not specific,ADA,ADL,ADA,ADL,181200.0,199680.0,463920.0,514560.0,667200.0,1343231.0,19408.0,25870.0,2946000.0,6001.0,5464.0,11.0,4.0,579321.2727272727,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,2.6666666666666665,1.0,2.0,no,no,not specific,0.2,3.0,nan,False,False
7,,,,,,,,,,,,,,,,ADA,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4839.0,1.0,1.0,4839.0,0.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
8,ADA,AIA,2.0,0.0,3.0,0.0,0.0,2.0,5.0,2.5,2.0,0.0,not specific,ADA,AIA,ADA,AIA,0.0,125440.0,151920.0,45960.0,337320.0,770457.0,551.0,6069.0,658320.0,0.0,0.0,8.0,2.0,262004.625,8.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,1.75,4.0,0.0,no,no,not specific,0.7,0.0,cel_specific,False,False
9,AIA,ADA,4.0,5.0,8.0,0.0,0.0,3.0,17.0,17.0,3.0,0.0,cel_specific,ADA,AIA,ADA,AIA,0.0,125440.0,151920.0,45960.0,337320.0,770457.0,551.0,6069.0,658320.0,0.0,0.0,8.0,2.0,262004.625,8.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,1.75,4.0,0.0,no,no,not specific,0.7,0.0,cel_specific,False,True
10,ADA,AIB,6.0,0.0,10.0,6.0,6.0,4.0,28.0,7.0,2.0,2.0,not specific,ADA,AIB,ADA,AIB,215520.0,303360.0,265320.0,240000.0,374520.0,536953.0,11054.0,26466.0,884160.0,4540.0,4154.0,11.0,4.0,260549.72727272726,9.0,2.0,no,no,core,no,core,2.0,1.0,0.0,1.0,2.0,1.0,2.0,10.0,6.0,0.0,6.0,6.0,10.0,3.7,8.0,2.0,no,no,not specific,2.5,6.0,nan,False,False
11,AIB,ADA,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,not specific,ADA,AIB,ADA,AIB,215520.0,303360.0,265320.0,240000.0,374520.0,536953.0,11054.0,26466.0,884160.0,4540.0,4154.0,11.0,4.0,260549.72727272726,9.0,2.0,no,no,core,no,core,2.0,1.0,0.0,1.0,2.0,1.0,2.0,10.0,6.0,0.0,6.0,6.0,10.0,3.7,8.0,2.0,no,no,not specific,2.5,6.0,nan,False,False
12,AIM,ADA,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.6,2.0,0.0,not specific,ADA,AIM,ADA,AIM,13440.0,10496.0,0.0,17280.0,49200.0,41563.0,483.0,258.0,194880.0,0.0,0.0,8.0,2.0,40950.0,8.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,cel_specific,False,False
14,ADA,AIZ,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.75,0.0,1.0,not specific,ADA,AIZ,ADA,AIZ,133440.0,225536.0,0.0,116760.0,310920.0,232151.0,1153.0,1534.0,14160.0,12004.0,5525.0,10.0,4.0,105318.3,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,1.0,1.0,no,no,not specific,0.1,2.5,nan,False,False
15,AIZ,ADA,0.0,0.0,0.0,2.0,0.0,1.0,2.0,,0.0,1.0,not specific,ADA,AIZ,ADA,AIZ,133440.0,225536.0,0.0,116760.0,310920.0,232151.0,1153.0,1534.0,14160.0,12004.0,5525.0,10.0,4.0,105318.3,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,1.0,1.0,no,no,not specific,0.1,2.5,nan,False,False
16,ADA,ALM,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.6,0.0,1.0,not specific,ADA,ALM,ADA,ALM,468840.0,1058816.0,1104360.0,1026240.0,2082120.0,2487428.0,22909.0,2650.0,2490240.0,1866.0,4062.0,11.0,4.0,977230.0909090909,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,no,no,not specific,0.0,1.5,nan,False,False
17,ADA,ALN,0.0,0.0,0.0,7.0,0.0,1.0,7.0,2.3333333333333335,0.0,1.0,not specific,ADA,ALN,ADA,ALN,0.0,0.0,0.0,0.0,58440.0,6082.0,0.0,314.0,6000.0,2059.0,0.0,5.0,3.0,14579.0,4.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,7.0,0.0,1.0,no,no,not specific,0.0,3.5,nan,False,False
20,ADA,ASH,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,not specific,ADA,ASH,ADA,ASH,1944240.0,2816256.0,1518840.0,2086920.0,4461120.0,5417532.0,70727.0,55070.0,8068320.0,0.0,0.0,9.0,2.0,2937669.4444444445,9.0,0.0,yes,no,cel_specific,no,cel_specific,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.6,5.0,0.0,no,no,not specific,0.8,0.0,cel_specific,False,False
21,ASH,ADA,6.0,5.0,8.0,0.0,0.0,3.0,19.0,19.0,3.0,0.0,cel_specific,ADA,ASH,ADA,ASH,1944240.0,2816256.0,1518840.0,2086920.0,4461120.0,5417532.0,70727.0,55070.0,8068320.0,0.0,0.0,9.0,2.0,2937669.4444444445,9.0,0.0,yes,no,cel_specific,no,cel_specific,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.6,5.0,0.0,no,no,not specific,0.8,0.0,cel_specific,False,True
22,ASI,ADA,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,not specific,ADA,ASI,ADA,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,1.0,1.0,228.0,1.0,0.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,no,no,not specific,0.0,0.5,nan,False,False
24,ASK,ADA,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,ADA,ASK,ADA,ASK,171840.0,266496.0,256800.0,280560.0,299520.0,291624.0,1457.0,240.0,659040.0,0.0,0.0,9.0,2.0,247508.55555555556,9.0,0.0,yes,no,cel_specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,cel_specific,False,False
26,ADA,AVA,3.0,5.0,17.0,20.0,6.0,5.0,51.0,10.2,3.0,2.0,core,ADA,AVA,ADA,AVA,1650480.0,2582528.0,1909080.0,2222760.0,3385080.0,4699790.0,38471.0,57252.0,9567360.0,32659.0,19820.0,11.0,4.0,2378661.8181818184,9.0,2.0,no,no,core,no,core,3.0,4.0,5.0,1.0,2.0,9.0,6.0,17.0,3.0,5.0,20.0,15.0,12.0,7.5,10.0,2.0,no,no,core,5.5,17.5,nan,False,False
27,AVA,ADA,0.0,0.0,0.0,0.0,9.0,1.0,9.0,9.0,0.0,1.0,not specific,ADA,AVA,ADA,AVA,1650480.0,2582528.0,1909080.0,2222760.0,3385080.0,4699790.0,38471.0,57252.0,9567360.0,32659.0,19820.0,11.0,4.0,2378661.8181818184,9.0,2.0,no,no,core,no,core,3.0,4.0,5.0,1.0,2.0,9.0,6.0,17.0,3.0,5.0,20.0,15.0,12.0,7.5,10.0,2.0,no,no,core,5.5,17.5,nan,False,False
28,ADA,AVB,28.0,45.0,62.0,18.0,5.0,5.0,158.0,158.0,3.0,2.0,core,ADA,AVB,ADA,AVB,881400.0,2023424.0,1383960.0,1593600.0,3999360.0,5651373.0,53501.0,42019.0,12387120.0,17720.0,12414.0,11.0,4.0,2549626.4545454546,9.0,2.0,no,no,core,no,core,5.0,8.0,9.0,10.0,21.0,25.0,24.0,62.0,28.0,45.0,18.0,5.0,12.0,21.666666666666668,10.0,2.0,no,no,core,23.7,11.5,nan,False,False
29,ADA,AVD,1.0,1.0,8.0,31.0,10.0,5.0,51.0,12.75,3.0,2.0,core,ADA,AVD,ADA,AVD,864360.0,803584.0,623640.0,677760.0,1478280.0,1491915.0,10511.0,21166.0,2606400.0,22163.0,7843.0,11.0,4.0,782511.0909090909,9.0,2.0,no,no,core,no,core,2.0,2.0,0.0,2.0,0.0,2.0,0.0,8.0,1.0,1.0,31.0,10.0,9.0,6.555555555555555,7.0,2.0,no,no,not specific,1.8,20.5,nan,False,False
30,ADA,AVE,4.0,1.0,4.0,28.0,29.0,5.0,66.0,33.0,3.0,2.0,core,ADA,AVE,ADA,AVE,99360.0,248320.0,81600.0,53040.0,561360.0,201398.0,2816.0,2517.0,518640.0,14959.0,18929.0,11.0,4.0,163903.54545454544,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,4.0,1.0,28.0,29.0,8.0,8.875,6.0,2.0,no,no,not specific,1.4,28.5,nan,False,False
31,AVF,ADA,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,not specific,ADA,AVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
33,ADA,AVJ,10.0,18.0,24.0,20.0,12.0,5.0,84.0,42.0,3.0,2.0,core,ADA,AVJ,ADA,AVJ,425520.0,534528.0,367080.0,397200.0,588720.0,865412.0,13335.0,6162.0,2580240.0,17129.0,12743.0,11.0,4.0,528006.2727272727,9.0,2.0,no,no,core,no,core,3.0,2.0,4.0,5.0,7.0,8.0,7.0,24.0,10.0,18.0,20.0,12.0,12.0,10.0,10.0,2.0,no,no,core,8.8,16.0,nan,False,False
34,AVJ,ADA,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.0,not specific,ADA,AVJ,ADA,AVJ,425520.0,534528.0,367080.0,397200.0,588720.0,865412.0,13335.0,6162.0,2580240.0,17129.0,12743.0,11.0,4.0,528006.2727272727,9.0,2.0,no,no,core,no,core,3.0,2.0,4.0,5.0,7.0,8.0,7.0,24.0,10.0,18.0,20.0,12.0,12.0,10.0,10.0,2.0,no,no,core,8.8,16.0,nan,False,False
35,ADA,AVK,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,not specific,ADA,AVK,ADA,AVK,11640.0,0.0,0.0,10440.0,0.0,0.0,0.0,2876.0,45600.0,33046.0,11598.0,6.0,4.0,19200.0,4.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,no,no,not specific,0.0,3.0,nan,False,False
36,AVK,ADA,0.0,0.0,0.0,4.0,0.0,1.0,4.0,2.0,0.0,1.0,not specific,ADA,AVK,ADA,AVK,11640.0,0.0,0.0,10440.0,0.0,0.0,0.0,2876.0,45600.0,33046.0,11598.0,6.0,4.0,19200.0,4.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,no,no,not specific,0.0,3.0,nan,False,False
37,ADA,AWA,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.4,0.0,1.0,not specific,ADA,AWA,ADA,AWA,73320.0,7168.0,6480.0,3840.0,102360.0,0.0,673.0,3626.0,328080.0,232.0,3806.0,10.0,4.0,52958.5,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,no,no,not specific,0.0,2.0,nan,False,False
38,AWA,ADA,1.0,0.0,2.0,0.0,2.0,3.0,5.0,1.6666666666666667,2.0,1.0,not specific,ADA,AWA,ADA,AWA,73320.0,7168.0,6480.0,3840.0,102360.0,0.0,673.0,3626.0,328080.0,232.0,3806.0,10.0,4.0,52958.5,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,no,no,not specific,0.0,2.0,nan,False,False
39,ADA,AWB,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,not specific,ADA,AWB,ADA,AWB,117720.0,281344.0,196800.0,138360.0,237840.0,290272.0,4313.0,5220.0,441120.0,5551.0,18728.0,11.0,4.0,157933.45454545456,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,7.5,0.0,2.0,no,yes,pristi_specific,0.0,7.5,nan,False,False
40,AWB,ADA,0.0,0.0,0.0,8.0,5.0,2.0,13.0,6.5,0.0,2.0,pristi_specific,ADA,AWB,ADA,AWB,117720.0,281344.0,196800.0,138360.0,237840.0,290272.0,4313.0,5220.0,441120.0,5551.0,18728.0,11.0,4.0,157933.45454545456,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,7.5,0.0,2.0,no,yes,pristi_specific,0.0,7.5,nan,False,False
41,BDU,ADA,0.0,0.0,3.0,0.0,3.0,2.0,6.0,3.0,1.0,1.0,not specific,ADA,BDU,ADA,BDU,112440.0,534272.0,272040.0,336360.0,352800.0,134829.0,2175.0,6834.0,449040.0,5896.0,23720.0,11.0,4.0,202764.18181818182,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,no,no,not specific,0.0,1.5,nan,False,False
43,ADA,DVA,3.0,0.0,0.0,7.0,2.0,3.0,12.0,12.0,1.0,2.0,not specific,ADA,DVA,ADA,DVA,438960.0,1600256.0,1299120.0,1444440.0,1854480.0,1970073.0,7002.0,31409.0,2680080.0,23948.0,18247.0,11.0,4.0,1033455.9090909091,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,9.0,4.0,5.0,2.0,2.0,no,no,not specific,0.4,8.0,nan,False,False
44,DVA,ADA,1.0,1.0,0.0,0.0,7.0,3.0,9.0,9.0,2.0,1.0,not specific,ADA,DVA,ADA,DVA,438960.0,1600256.0,1299120.0,1444440.0,1854480.0,1970073.0,7002.0,31409.0,2680080.0,23948.0,18247.0,11.0,4.0,1033455.9090909091,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,9.0,4.0,5.0,2.0,2.0,no,no,not specific,0.4,8.0,nan,False,False
45,DVC,ADA,0.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,not specific,ADA,DVC,ADA,DVC,0.0,39680.0,12480.0,2760.0,0.0,14192.0,465.0,0.0,960.0,490.0,1845.0,8.0,3.0,9109.0,6.0,2.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,no,no,not specific,0.0,1.5,nan,False,False
46,FLP,ADA,2.0,1.0,2.0,0.0,0.0,3.0,5.0,1.6666666666666667,3.0,0.0,cel_specific,ADA,FLP,ADA,FLP,177720.0,418048.0,165000.0,216720.0,1163280.0,558580.0,9222.0,18968.0,990720.0,0.0,0.0,9.0,2.0,413139.77777777775,9.0,0.0,yes,no,cel_specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,cel_specific,False,True
47,HSN,ADA,0.0,0.0,0.0,4.0,0.0,1.0,4.0,4.0,0.0,1.0,not specific,ADA,HSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
49,IL2,ADA,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,not specific,ADA,IL2,ADA,IL2,111480.0,184832.0,64560.0,31800.0,274680.0,195315.0,1871.0,3858.0,414960.0,7702.0,8497.0,11.0,4.0,118141.36363636363,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,nan,False,False
51,ADA,OLQ,0.0,1.0,0.0,9.0,6.0,3.0,16.0,8.0,1.0,2.0,not specific,ADA,OLQ,ADA,OLQ,445320.0,506624.0,164760.0,262440.0,386400.0,266280.0,7533.0,859.0,878400.0,3812.0,1313.0,11.0,4.0,265794.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,11.0,6.0,6.0,3.6666666666666665,4.0,2.0,no,no,not specific,0.5,8.5,nan,False,False
52,OLQ,ADA,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,not specific,ADA,OLQ,ADA,OLQ,445320.0,506624.0,164760.0,262440.0,386400.0,266280.0,7533.0,859.0,878400.0,3812.0,1313.0,11.0,4.0,265794.63636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,11.0,6.0,6.0,3.6666666666666665,4.0,2.0,no,no,not specific,0.5,8.5,nan,False,False
53,PVC,ADA,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,not specific,ADA,PVC,ADA,PVC,10200.0,34048.0,33480.0,112920.0,116400.0,76369.0,963.0,1641.0,9600.0,0.0,1663.0,10.0,3.0,39728.4,9.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
54,PVN,ADA,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,not specific,ADA,PVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
55,ADA,PVP,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,not specific,ADA,PVP,ADA,PVP,521520.0,590336.0,268080.0,362040.0,1027680.0,939079.0,1456.0,6942.0,828240.0,8593.0,14047.0,11.0,4.0,415273.9090909091,9.0,2.0,no,no,core,no,core,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,1.2,3.0,2.0,no,no,not specific,0.3,1.5,nan,False,False
56,PVP,ADA,1.0,2.0,1.0,1.0,2.0,5.0,7.0,7.0,3.0,2.0,core,ADA,PVP,ADA,PVP,521520.0,590336.0,268080.0,362040.0,1027680.0,939079.0,1456.0,6942.0,828240.0,8593.0,14047.0,11.0,4.0,415273.9090909091,9.0,2.0,no,no,core,no,core,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,1.2,3.0,2.0,no,no,not specific,0.3,1.5,nan,False,False
57,ADA,PVQ,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,not specific,ADA,PVQ,ADA,PVQ,52080.0,159744.0,279600.0,582840.0,675840.0,442336.0,1623.0,1280.0,701280.0,6357.0,10848.0,11.0,4.0,264893.45454545453,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.5,0.0,2.0,no,yes,pristi_specific,0.0,1.5,nan,False,False
58,PVQ,ADA,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,not specific,ADA,PVQ,ADA,PVQ,52080.0,159744.0,279600.0,582840.0,675840.0,442336.0,1623.0,1280.0,701280.0,6357.0,10848.0,11.0,4.0,264893.45454545453,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.5,0.0,2.0,no,yes,pristi_specific,0.0,1.5,nan,False,False
59,ADA,PVR,0.0,0.0,0.0,2.0,6.0,2.0,8.0,8.0,0.0,2.0,pristi_specific,ADA,PVR,ADA,PVR,201840.0,668416.0,316680.0,201240.0,392520.0,109824.0,2805.0,4225.0,685680.0,36818.0,10097.0,11.0,4.0,239104.0909090909,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,2.0,10.5,0.0,2.0,no,yes,pristi_specific,0.0,10.5,nan,False,False
60,PVR,ADA,0.0,0.0,0.0,7.0,6.0,2.0,13.0,13.0,0.0,2.0,pristi_specific,ADA,PVR,ADA,PVR,201840.0,668416.0,316680.0,201240.0,392520.0,109824.0,2805.0,4225.0,685680.0,36818.0,10097.0,11.0,4.0,239104.0909090909,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,2.0,10.5,0.0,2.0,no,yes,pristi_specific,0.0,10.5,nan,False,False
62,ADA,RIA,0.0,0.0,0.0,15.0,14.0,2.0,29.0,29.0,0.0,2.0,pristi_specific,ADA,RIA,ADA,RIA,40200.0,122880.0,132720.0,200160.0,300120.0,76707.0,1741.0,2358.0,348720.0,4201.0,5060.0,11.0,4.0,112260.63636363637,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,3.0,10.0,1.0,2.0,no,no,not specific,0.1,14.5,nan,False,False
63,ADA,RIB,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,not specific,ADA,RIB,ADA,RIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5015.0,1.0,1.0,5015.0,0.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,no,no,not specific,0.0,1.0,nan,False,False
64,ADA,RIC,3.0,1.0,4.0,6.0,0.0,4.0,14.0,7.0,3.0,1.0,not specific,ADA,RIC,ADA,RIC,2462160.0,3039744.0,1876320.0,2287920.0,3246480.0,2166403.0,40287.0,40749.0,6607680.0,32384.0,19628.0,11.0,4.0,1983614.0909090908,9.0,2.0,no,no,core,no,core,2.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,19.0,8.0,12.0,4.166666666666667,10.0,2.0,no,no,core,2.3,13.5,nan,False,False
