,pre_x,post_x,witvliet_7_syn_x,witvliet_8_syn_x,cel_n2u_syn_x,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,pre_alpha,post_alpha,pre_y,post_y,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn_y,witvliet_7_syn_y,witvliet_8_syn_y,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size,adult_adj_specifc,peters_equal_pristi,peters_equal_cel
2900,RIM,SAA,26.0,32.0,44.0,0.0,0.0,3.0,102.0,102.0,3.0,0.0,cel_specific,RIM,SAA,RIM,SAA,7005240.0,13500416.0,9708240.0,11840880.0,20606160.0,20219439.0,194643.0,185778.0,47046480.0,45367.0,70048.0,11.0,4.0,11856608.272727273,9.0,2.0,no,no,core,no,core,3.0,6.0,6.0,9.0,14.0,17.0,17.0,44.0,26.0,32.0,26.0,7.0,12.0,17.25,10.0,2.0,no,no,core,17.4,16.5,nan,False,False
2901,SAA,RIM,76.0,71.0,121.0,26.0,7.0,5.0,301.0,301.0,3.0,2.0,core,RIM,SAA,RIM,SAA,7005240.0,13500416.0,9708240.0,11840880.0,20606160.0,20219439.0,194643.0,185778.0,47046480.0,45367.0,70048.0,11.0,4.0,11856608.272727273,9.0,2.0,no,no,core,no,core,3.0,6.0,6.0,9.0,14.0,17.0,17.0,44.0,26.0,32.0,26.0,7.0,12.0,17.25,10.0,2.0,no,no,core,17.4,16.5,nan,False,False
2902,SDQ,RIM,1.0,0.0,0.0,12.0,17.0,3.0,30.0,15.0,1.0,2.0,not specific,RIM,SDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2903,RIM,SIA,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,not specific,RIM,SIA,RIM,SIA,836520.0,1846016.0,1411200.0,1123320.0,2375520.0,3739082.0,15388.0,20763.0,5373120.0,34709.0,22258.0,11.0,4.0,1527081.4545454546,9.0,2.0,no,no,core,no,core,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.6666666666666667,6.0,0.0,no,no,not specific,1.0,0.0,nan,False,False
2904,RIM,SIB,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,not specific,RIM,SIB,RIM,SIB,1144440.0,2483200.0,2023320.0,1882560.0,4635480.0,3901621.0,18890.0,13933.0,8654400.0,27454.0,32188.0,11.0,4.0,2256135.090909091,9.0,2.0,no,no,core,no,core,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,no,no,not specific,0.2,0.5,nan,False,False
2906,RIM,SMD,35.0,39.0,64.0,65.0,9.0,5.0,212.0,42.4,3.0,2.0,core,RIM,SMD,RIM,SMD,4166880.0,7063808.0,5749560.0,8778480.0,13173720.0,16173862.0,139405.0,120688.0,29179440.0,143281.0,121025.0,11.0,4.0,7710013.545454546,9.0,2.0,no,no,core,no,core,14.0,20.0,13.0,20.0,25.0,30.0,21.0,64.0,35.0,39.0,67.0,9.0,12.0,29.75,10.0,2.0,no,no,core,28.1,38.0,nan,False,False
2907,SMD,RIM,3.0,3.0,7.0,2.0,0.0,4.0,15.0,5.0,3.0,1.0,not specific,RIM,SMD,RIM,SMD,4166880.0,7063808.0,5749560.0,8778480.0,13173720.0,16173862.0,139405.0,120688.0,29179440.0,143281.0,121025.0,11.0,4.0,7710013.545454546,9.0,2.0,no,no,core,no,core,14.0,20.0,13.0,20.0,25.0,30.0,21.0,64.0,35.0,39.0,67.0,9.0,12.0,29.75,10.0,2.0,no,no,core,28.1,38.0,nan,False,False
2911,URY,RIM,0.0,0.0,0.0,12.0,0.0,1.0,12.0,12.0,0.0,1.0,not specific,RIM,URY,RIM,URY,74400.0,195584.0,86160.0,126240.0,83040.0,201398.0,1178.0,2034.0,444480.0,20709.0,7233.0,11.0,4.0,112950.54545454546,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,12.0,0.0,1.0,no,no,not specific,0.0,6.0,nan,False,False
2912,RIM,VBn,0.0,0.0,10.0,0.0,0.0,1.0,10.0,5.0,1.0,0.0,not specific,RIM,VBn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2913,VBn,RIM,0.0,0.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,0.0,not specific,RIM,VBn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2914,RIP,RIP,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,RIP,RIP,RIP,RIP,191520.0,572160.0,391440.0,581160.0,561120.0,79748.0,0.0,24342.0,618720.0,0.0,0.0,8.0,2.0,377526.25,8.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,no,no,not specific,0.2,0.0,cel_specific,False,False
2915,RIP,RIR,0.0,0.0,0.0,3.0,5.0,2.0,8.0,8.0,0.0,2.0,pristi_specific,RIP,RIR,RIP,RIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4660.0,5418.0,2.0,2.0,5039.0,0.0,2.0,no,yes,pristi_specific,no,pristi_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,0.0,2.0,no,yes,pristi_specific,0.0,4.0,pristi_specific,True,False
2916,RIP,RIV,0.0,0.0,0.0,3.0,3.0,2.0,6.0,2.0,0.0,2.0,pristi_specific,RIP,RIV,RIP,RIV,0.0,0.0,0.0,0.0,96000.0,1013.0,100.0,0.0,0.0,5267.0,4863.0,5.0,2.0,21448.6,3.0,2.0,no,no,not specific,no,pristi_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,2.0,no,yes,pristi_specific,0.0,3.0,pristi_specific,True,False
2917,RIP,RMD,0.0,0.0,0.0,18.0,0.0,1.0,18.0,18.0,0.0,1.0,not specific,RIP,RMD,RIP,RMD,13080.0,75776.0,117600.0,61680.0,28920.0,78056.0,640.0,417.0,54240.0,17206.0,16798.0,11.0,4.0,42219.36363636364,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,18.0,0.0,1.0,no,no,not specific,0.0,9.0,nan,False,False
2918,RME,RIP,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,not specific,RIP,RME,RIP,RME,963360.0,2036480.0,1367400.0,1599840.0,1796400.0,3439009.0,11938.0,30914.0,3714000.0,815.0,15006.0,11.0,4.0,1361378.3636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
2920,SAA,RIP,0.0,0.0,12.0,0.0,0.0,1.0,12.0,4.0,1.0,0.0,not specific,RIP,SAA,RIP,SAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4494.0,1.0,1.0,4494.0,0.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
2921,SDQ,RIP,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,RIP,SDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2922,RIP,SIA,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,not specific,RIP,SIA,RIP,SIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13565.0,9359.0,2.0,2.0,11462.0,0.0,2.0,no,yes,pristi_specific,no,pristi_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,no,no,not specific,0.0,0.5,pristi_specific,False,False
2923,RIP,SIB,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.5,0.0,1.0,not specific,RIP,SIB,RIP,SIB,7680.0,20992.0,79920.0,30600.0,275760.0,7772.0,121.0,1526.0,285360.0,7271.0,11357.0,11.0,4.0,66214.45454545454,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,no,no,not specific,0.0,1.5,nan,False,False
2924,RIP,SMB,0.0,0.0,0.0,8.0,0.0,1.0,8.0,4.0,0.0,1.0,not specific,RIP,SMB,RIP,SMB,35280.0,60416.0,43680.0,0.0,58200.0,0.0,0.0,0.0,0.0,11749.0,5562.0,6.0,2.0,35814.5,4.0,2.0,no,no,not specific,no,pristi_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,8.0,0.0,1.0,no,no,not specific,0.0,4.0,pristi_specific,False,False
2926,RIP,URA,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,not specific,RIP,URA,RIP,URA,2042640.0,3880960.0,3556080.0,3557160.0,9307800.0,11981628.0,104122.0,90870.0,13141440.0,41580.0,39050.0,11.0,4.0,4340302.7272727275,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,2.6666666666666665,1.0,2.0,no,no,not specific,0.1,3.5,nan,False,False
2927,URA,RIP,16.0,14.0,56.0,4.0,3.0,5.0,93.0,93.0,3.0,2.0,core,RIP,URA,RIP,URA,2042640.0,3880960.0,3556080.0,3557160.0,9307800.0,11981628.0,104122.0,90870.0,13141440.0,41580.0,39050.0,11.0,4.0,4340302.7272727275,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,2.6666666666666665,1.0,2.0,no,no,not specific,0.1,3.5,nan,False,False
2929,URX,RIP,0.0,0.0,10.0,38.0,7.0,3.0,55.0,27.5,1.0,2.0,not specific,RIP,URX,RIP,URX,76320.0,126720.0,41280.0,337800.0,629760.0,280472.0,0.0,8198.0,136320.0,15192.0,6291.0,10.0,4.0,165835.3,8.0,2.0,no,no,not specific,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,2.0,22.5,0.0,2.0,no,yes,pristi_specific,0.0,22.5,nan,False,False
2930,RIP,URY,0.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,not specific,RIP,URY,RIP,URY,9240.0,14592.0,139560.0,155760.0,218640.0,210185.0,2384.0,6471.0,708240.0,11402.0,18201.0,11.0,4.0,135879.54545454544,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,2.0,18.0,0.0,2.0,no,yes,pristi_specific,0.0,18.0,nan,False,False
2931,URY,RIP,0.0,1.0,0.0,24.0,9.0,3.0,34.0,34.0,1.0,2.0,not specific,RIP,URY,RIP,URY,9240.0,14592.0,139560.0,155760.0,218640.0,210185.0,2384.0,6471.0,708240.0,11402.0,18201.0,11.0,4.0,135879.54545454544,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,2.0,18.0,0.0,2.0,no,yes,pristi_specific,0.0,18.0,nan,False,False
2936,RIR,RMG,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.6666666666666666,1.0,0.0,not specific,RIR,RMG,RIR,RMG,0.0,0.0,0.0,0.0,0.0,5406.0,675.0,3679.0,72960.0,0.0,0.0,4.0,2.0,20680.0,4.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,no,no,not specific,0.2,0.0,cel_specific,False,False
2937,RMG,RIR,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,not specific,RIR,RMG,RIR,RMG,0.0,0.0,0.0,0.0,0.0,5406.0,675.0,3679.0,72960.0,0.0,0.0,4.0,2.0,20680.0,4.0,0.0,no,no,not specific,no,cel_specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,no,no,not specific,0.2,0.0,cel_specific,False,False
2941,RIR,SMB,1.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,not specific,RIR,SMB,RIR,SMB,315720.0,19456.0,13080.0,244680.0,124080.0,1092156.0,4992.0,26051.0,2592960.0,14981.0,18263.0,11.0,4.0,406038.0909090909,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.5,2.0,0.0,no,no,not specific,0.3,0.0,nan,False,False
2945,RIR,URX,19.0,14.0,15.0,3.0,0.0,4.0,51.0,25.5,3.0,1.0,not specific,RIR,URX,RIR,URX,998040.0,1721856.0,1647720.0,2107560.0,3313560.0,4338554.0,65198.0,37695.0,10221600.0,4108.0,5919.0,11.0,4.0,2223800.909090909,9.0,2.0,no,no,core,no,core,3.0,5.0,8.0,9.0,10.0,12.0,7.0,15.0,19.0,14.0,8.0,5.0,12.0,9.583333333333334,10.0,2.0,no,no,core,10.2,6.5,nan,False,False
2946,URX,RIR,9.0,14.0,5.0,5.0,5.0,5.0,38.0,38.0,3.0,2.0,core,RIR,URX,RIR,URX,998040.0,1721856.0,1647720.0,2107560.0,3313560.0,4338554.0,65198.0,37695.0,10221600.0,4108.0,5919.0,11.0,4.0,2223800.909090909,9.0,2.0,no,no,core,no,core,3.0,5.0,8.0,9.0,10.0,12.0,7.0,15.0,19.0,14.0,8.0,5.0,12.0,9.583333333333334,10.0,2.0,no,no,core,10.2,6.5,nan,False,False
2948,RIS,RIS,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,not specific,RIS,RIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2949,RIV,RIS,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,not specific,RIS,RIV,RIS,RIV,341040.0,797184.0,590640.0,596280.0,1195080.0,1338162.0,6321.0,5704.0,1630080.0,1298.0,2131.0,11.0,4.0,591265.4545454546,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.5,1.0,1.0,no,no,not specific,0.1,1.0,nan,False,False
2950,RIS,RMD,8.0,3.0,28.0,34.0,21.0,5.0,94.0,47.0,3.0,2.0,core,RIS,RMD,RIS,RMD,947040.0,1655808.0,2293800.0,1613280.0,4679520.0,6547197.0,55509.0,59178.0,11365920.0,57635.0,49578.0,11.0,4.0,2665860.4545454546,9.0,2.0,no,no,core,no,core,0.0,1.0,4.0,1.0,4.0,7.0,3.0,28.0,8.0,3.0,35.0,21.0,11.0,10.454545454545455,9.0,2.0,no,no,not specific,5.9,28.0,nan,False,False
2951,RMD,RIS,0.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,not specific,RIS,RMD,RIS,RMD,947040.0,1655808.0,2293800.0,1613280.0,4679520.0,6547197.0,55509.0,59178.0,11365920.0,57635.0,49578.0,11.0,4.0,2665860.4545454546,9.0,2.0,no,no,core,no,core,0.0,1.0,4.0,1.0,4.0,7.0,3.0,28.0,8.0,3.0,35.0,21.0,11.0,10.454545454545455,9.0,2.0,no,no,not specific,5.9,28.0,nan,False,False
2952,RIS,RME,0.0,1.0,3.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,not specific,RIS,RME,RIS,RME,2161800.0,3088128.0,2816040.0,4268880.0,6360960.0,7103077.0,17234.0,72906.0,14334960.0,10107.0,9485.0,11.0,4.0,3658507.0,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,no,no,not specific,0.4,0.0,nan,False,False
2953,RME,RIS,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,0.0,not specific,RIS,RME,RIS,RME,2161800.0,3088128.0,2816040.0,4268880.0,6360960.0,7103077.0,17234.0,72906.0,14334960.0,10107.0,9485.0,11.0,4.0,3658507.0,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,no,no,not specific,0.4,0.0,nan,False,False
2954,RIS,RMF,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,RIS,RMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2955,RMF,RIS,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,not specific,RIS,RMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2957,RIS,RMH,0.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,1.0,not specific,RIS,RMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2959,SDQ,RIS,2.0,1.0,8.0,0.0,0.0,3.0,11.0,11.0,3.0,0.0,cel_specific,RIS,SDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2963,RIS,SMD,7.0,5.0,9.0,44.0,36.0,5.0,101.0,101.0,3.0,2.0,core,RIS,SMD,RIS,SMD,3113040.0,5398272.0,4105320.0,5566320.0,8044920.0,12053605.0,100775.0,143852.0,17092800.0,60180.0,58358.0,11.0,4.0,5067040.181818182,9.0,2.0,no,no,core,no,core,2.0,1.0,2.0,1.0,2.0,5.0,4.0,9.0,7.0,5.0,52.0,38.0,12.0,10.666666666666666,10.0,2.0,no,no,core,3.8,45.0,nan,False,False
2964,SMD,RIS,1.0,2.0,5.0,8.0,2.0,5.0,18.0,6.0,3.0,2.0,core,RIS,SMD,RIS,SMD,3113040.0,5398272.0,4105320.0,5566320.0,8044920.0,12053605.0,100775.0,143852.0,17092800.0,60180.0,58358.0,11.0,4.0,5067040.181818182,9.0,2.0,no,no,core,no,core,2.0,1.0,2.0,1.0,2.0,5.0,4.0,9.0,7.0,5.0,52.0,38.0,12.0,10.666666666666666,10.0,2.0,no,no,core,3.8,45.0,nan,False,False
2968,RIS,URY,3.0,6.0,6.0,38.0,21.0,5.0,74.0,37.0,3.0,2.0,core,RIS,URY,RIS,URY,223560.0,493056.0,439920.0,351840.0,824880.0,1013758.0,7297.0,4720.0,1312800.0,76481.0,46118.0,11.0,4.0,435857.2727272727,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,3.0,6.0,40.0,21.0,7.0,11.142857142857142,5.0,2.0,no,no,not specific,1.7,30.5,nan,False,False
2969,URY,RIS,0.0,1.0,1.0,2.0,0.0,3.0,4.0,4.0,2.0,1.0,not specific,RIS,URY,RIS,URY,223560.0,493056.0,439920.0,351840.0,824880.0,1013758.0,7297.0,4720.0,1312800.0,76481.0,46118.0,11.0,4.0,435857.2727272727,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,3.0,6.0,40.0,21.0,7.0,11.142857142857142,5.0,2.0,no,no,not specific,1.7,30.5,nan,False,False
2970,RIV,RIV,0.0,0.0,9.0,0.0,0.0,1.0,9.0,3.0,1.0,0.0,not specific,RIV,RIV,RIV,RIV,625200.0,1900288.0,882600.0,853080.0,2469360.0,1929861.0,16735.0,27091.0,4104960.0,6634.0,3023.0,11.0,4.0,1165348.3636363635,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,no,no,not specific,0.9,0.0,nan,False,False
2971,RIV,RMD,9.0,17.0,17.0,32.0,4.0,5.0,79.0,79.0,3.0,2.0,core,RIV,RMD,RIV,RMD,1261920.0,1970944.0,2392800.0,2029080.0,4409640.0,6775294.0,51658.0,72854.0,7943760.0,22408.0,12427.0,11.0,4.0,2449344.090909091,9.0,2.0,no,no,core,no,core,3.0,2.0,5.0,10.0,6.0,10.0,9.0,17.0,9.0,17.0,37.0,4.0,12.0,10.75,10.0,2.0,no,no,core,8.8,20.5,nan,False,False
2972,RMD,RIV,0.0,1.0,1.0,5.0,0.0,3.0,7.0,7.0,2.0,1.0,not specific,RIV,RMD,RIV,RMD,1261920.0,1970944.0,2392800.0,2029080.0,4409640.0,6775294.0,51658.0,72854.0,7943760.0,22408.0,12427.0,11.0,4.0,2449344.090909091,9.0,2.0,no,no,core,no,core,3.0,2.0,5.0,10.0,6.0,10.0,9.0,17.0,9.0,17.0,37.0,4.0,12.0,10.75,10.0,2.0,no,no,core,8.8,20.5,nan,False,False
2974,RIV,RMF,0.0,0.0,0.0,22.0,0.0,1.0,22.0,22.0,0.0,1.0,not specific,RIV,RMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2975,RMF,RIV,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,RIV,RMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2976,RIV,RMG,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,not specific,RIV,RMG,RIV,RMG,354360.0,256256.0,345000.0,70800.0,1354680.0,834324.0,4855.0,5491.0,1700160.0,777.0,2652.0,11.0,4.0,448123.1818181818,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,no,no,not specific,0.1,0.0,nan,False,False
2977,RIV,RMH,0.0,0.0,2.0,2.0,0.0,2.0,4.0,1.3333333333333333,1.0,1.0,not specific,RIV,RMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2978,RIV,SAA,6.0,6.0,32.0,56.0,6.0,5.0,106.0,106.0,3.0,2.0,core,RIV,SAA,RIV,SAA,2221320.0,3519232.0,2721120.0,3317280.0,4955160.0,6150479.0,53254.0,68030.0,9340800.0,7674.0,11963.0,11.0,4.0,2942392.0,9.0,2.0,no,no,core,no,core,3.0,3.0,4.0,7.0,7.0,9.0,7.0,32.0,6.0,6.0,56.0,9.0,12.0,12.416666666666666,10.0,2.0,no,no,core,8.4,32.5,nan,False,False
2979,SAA,RIV,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.5,0.0,1.0,not specific,RIV,SAA,RIV,SAA,2221320.0,3519232.0,2721120.0,3317280.0,4955160.0,6150479.0,53254.0,68030.0,9340800.0,7674.0,11963.0,11.0,4.0,2942392.0,9.0,2.0,no,no,core,no,core,3.0,3.0,4.0,7.0,7.0,9.0,7.0,32.0,6.0,6.0,56.0,9.0,12.0,12.416666666666666,10.0,2.0,no,no,core,8.4,32.5,nan,False,False
2980,RIV,SDQ,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,not specific,RIV,SDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2981,SDQ,RIV,1.0,0.0,0.0,4.0,0.0,2.0,5.0,,1.0,1.0,not specific,RIV,SDQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,False,False
2982,RIV,SIA,12.0,16.0,10.0,0.0,0.0,3.0,38.0,19.0,3.0,0.0,cel_specific,RIV,SIA,RIV,SIA,562800.0,1039872.0,731760.0,675600.0,2545680.0,2732081.0,30561.0,26858.0,5041440.0,25284.0,16696.0,11.0,4.0,1220784.7272727273,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,3.0,3.0,7.0,8.0,10.0,12.0,16.0,0.0,0.0,7.0,8.428571428571429,7.0,0.0,no,no,not specific,5.9,0.0,nan,False,False
2984,RIV,SMB,1.0,0.0,1.0,5.0,0.0,3.0,7.0,7.0,2.0,1.0,not specific,RIV,SMB,RIV,SMB,309000.0,570368.0,746040.0,763200.0,2015520.0,1696693.0,7876.0,24957.0,5660880.0,14814.0,7944.0,11.0,4.0,1074299.2727272727,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,3.0,2.3333333333333335,2.0,1.0,no,no,not specific,0.2,2.5,nan,False,False
2985,SMB,RIV,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,not specific,RIV,SMB,RIV,SMB,309000.0,570368.0,746040.0,763200.0,2015520.0,1696693.0,7876.0,24957.0,5660880.0,14814.0,7944.0,11.0,4.0,1074299.2727272727,9.0,2.0,no,no,core,no,core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,3.0,2.3333333333333335,2.0,1.0,no,no,not specific,0.2,2.5,nan,False,False
2986,RIV,SMD,4.0,6.0,20.0,11.0,10.0,5.0,51.0,12.75,3.0,2.0,core,RIV,SMD,RIV,SMD,2251080.0,4800000.0,4294800.0,4327320.0,10176720.0,14081799.0,116086.0,124418.0,19319280.0,61335.0,52113.0,11.0,4.0,5418631.909090909,9.0,2.0,no,no,core,no,core,1.0,3.0,3.0,5.0,9.0,6.0,9.0,20.0,4.0,6.0,11.0,10.0,12.0,7.25,10.0,2.0,no,no,core,6.6,10.5,nan,False,False
2987,SMD,RIV,0.0,0.0,8.0,0.0,0.0,1.0,8.0,2.6666666666666665,1.0,0.0,not specific,RIV,SMD,RIV,SMD,2251080.0,4800000.0,4294800.0,4327320.0,10176720.0,14081799.0,116086.0,124418.0,19319280.0,61335.0,52113.0,11.0,4.0,5418631.909090909,9.0,2.0,no,no,core,no,core,1.0,3.0,3.0,5.0,9.0,6.0,9.0,20.0,4.0,6.0,11.0,10.0,12.0,7.25,10.0,2.0,no,no,core,6.6,10.5,nan,False,False
2989,URB,RIV,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,not specific,RIV,URB,RIV,URB,186720.0,357888.0,174120.0,61920.0,111960.0,285203.0,2630.0,745.0,62640.0,0.0,10.0,10.0,3.0,124383.6,9.0,1.0,no,no,not specific,no,not specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,none,0.0,0.0,nan,False,False
