,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult
2263,IL1,URY,4063920.0,7101952.0,5231640.0,4424880.0,8744640.0,10286958.0,52037.0,52399.0,18212640.0,15159.0,19529.0,11,4,5291432.181818182,9,2,no,no,core,no,core
2265,IL2,IL2,66000.0,233984.0,441120.0,101040.0,262560.0,1097900.0,1212.0,1600.0,584640.0,9094.0,6023.0,11,4,255015.72727272726,9,2,no,no,core,no,core
2266,IL2,OLL,1372320.0,2206976.0,1575240.0,1723920.0,3744840.0,4256102.0,38050.0,15025.0,3871920.0,38109.0,30217.0,11,4,1715701.7272727273,9,2,no,no,core,no,core
2267,IL2,OLQ,1841760.0,4328448.0,3870480.0,2905200.0,8525520.0,10379547.0,67046.0,83600.0,11675040.0,16252.0,14670.0,11,4,3973414.8181818184,9,2,no,no,core,no,core
2268,IL2,PVC,0.0,0.0,0.0,2400.0,83520.0,0.0,63.0,60.0,0.0,0.0,0.0,4,1,21510.75,4,0,no,no,not specific,no,not specific
2270,IL2,PVP,0.0,0.0,0.0,2280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2280.0,1,0,no,no,not specific,no,not specific
2271,IL2,PVQ,23400.0,23040.0,26520.0,101400.0,21720.0,45619.0,316.0,0.0,10080.0,0.0,188.0,9,2,28031.444444444445,8,1,no,no,not specific,no,not specific
2272,IL2,PVR,172440.0,349184.0,233160.0,145440.0,147840.0,180110.0,854.0,1078.0,9120.0,2097.0,725.0,11,4,112913.45454545454,9,2,no,no,core,no,core
2273,IL2,PVT,114840.0,2560.0,171960.0,95640.0,307680.0,230121.0,1672.0,1909.0,671760.0,1955.0,1422.0,11,4,145592.63636363635,9,2,no,no,core,no,core
2274,IL2,RIA,75600.0,164608.0,219360.0,120000.0,342000.0,429157.0,2140.0,2088.0,688800.0,0.0,0.0,9,2,227083.66666666666,9,0,yes,no,cel_specific,no,cel_specific
2275,IL2,RIB,240720.0,228608.0,115680.0,52080.0,194280.0,83465.0,1310.0,899.0,448320.0,11326.0,12598.0,11,4,126298.72727272728,9,2,no,no,core,no,core
2276,IL2,RIC,278400.0,465152.0,325680.0,357720.0,905880.0,1202991.0,10003.0,12286.0,1236000.0,1509.0,4738.0,11,4,436396.2727272727,9,2,no,no,core,no,core
2277,IL2,RID,0.0,0.0,0.0,0.0,0.0,0.0,830.0,1013.0,4560.0,0.0,0.0,3,2,2134.3333333333335,3,0,no,no,not specific,no,cel_specific
2278,IL2,RIF,31200.0,98048.0,32880.0,20280.0,75360.0,96306.0,516.0,1044.0,161520.0,754.0,0.0,10,3,51790.8,9,1,no,no,not specific,no,not specific
2279,IL2,RIG,115920.0,115200.0,70680.0,71160.0,156840.0,329470.0,2495.0,2451.0,444960.0,5921.0,2584.0,11,4,119789.18181818182,9,2,no,no,core,no,core
2280,IL2,RIH,2946720.0,4453376.0,4071120.0,4396800.0,5861640.0,6733729.0,24022.0,44126.0,16171680.0,11485.0,25000.0,11,4,4067245.272727273,9,2,no,no,core,no,core
2281,IL2,RIM,0.0,0.0,17520.0,19440.0,27720.0,0.0,0.0,0.0,19920.0,184.0,42.0,6,3,14137.666666666666,4,2,no,no,not specific,no,not specific
2282,IL2,RIP,2551320.0,4736256.0,4216560.0,5230080.0,9278880.0,12511486.0,67157.0,95866.0,16367520.0,75141.0,71509.0,11,4,5018343.181818182,9,2,no,no,core,no,core
2283,IL2,RIR,0.0,6912.0,1080.0,21960.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,4,1,7629.25,3,1,no,no,not specific,no,not specific
2284,IL2,RIS,0.0,0.0,0.0,0.0,14640.0,0.0,344.0,0.0,22800.0,2145.0,5428.0,5,3,9071.4,3,2,no,no,not specific,no,not specific
2285,IL2,RIV,31800.0,164608.0,119160.0,50400.0,215760.0,150372.0,1289.0,0.0,202560.0,2542.0,952.0,10,3,93944.3,8,2,no,no,not specific,no,not specific
2286,IL2,RMD,280800.0,755968.0,863400.0,463920.0,1432920.0,1119188.0,8981.0,10568.0,1602000.0,3349.0,6986.0,11,4,595280.0,9,2,no,no,core,no,core
2287,IL2,RME,5174640.0,10434304.0,11105640.0,8368200.0,15694800.0,19316510.0,146550.0,178904.0,33209280.0,6000.0,24636.0,11,4,9423587.636363637,9,2,no,no,core,no,core
2289,IL2,RMG,242040.0,385024.0,188160.0,197520.0,818760.0,997539.0,8515.0,6881.0,882480.0,0.0,856.0,10,3,372777.5,9,1,no,no,not specific,no,not specific
2291,IL2,SAA,100080.0,239104.0,161640.0,111120.0,203280.0,234853.0,0.0,669.0,101520.0,100.0,3925.0,10,4,115629.1,8,2,no,no,not specific,no,core
2292,IL2,SIA,76800.0,165120.0,114600.0,73320.0,340560.0,510257.0,2802.0,1724.0,480240.0,940.0,1276.0,11,4,160694.45454545456,9,2,no,no,core,no,core
2293,IL2,SIB,311040.0,336640.0,329160.0,115560.0,525600.0,505862.0,4562.0,3255.0,853200.0,0.0,81.0,10,3,298496.0,9,1,no,no,not specific,no,not specific
2294,IL2,SMB,274680.0,445184.0,360720.0,260880.0,729120.0,323388.0,4445.0,4300.0,1051440.0,2736.0,2540.0,11,4,314493.9090909091,9,2,no,no,core,no,core
2295,IL2,SMD,16680.0,50432.0,140520.0,38400.0,148800.0,111850.0,1970.0,294.0,397680.0,1301.0,1523.0,11,4,82677.27272727272,9,2,no,no,core,no,core
2296,IL2,URA,2709840.0,5873152.0,5245200.0,3967320.0,10283400.0,12136056.0,53934.0,91141.0,14810400.0,46897.0,42619.0,11,4,5023632.636363637,9,2,no,no,core,no,core
2297,IL2,URB,1081800.0,1670656.0,1306440.0,594960.0,2148720.0,2387066.0,25743.0,15139.0,3238800.0,60767.0,43210.0,11,4,1143027.3636363635,9,2,no,no,core,no,core
2298,IL2,URX,625080.0,1000704.0,1001040.0,914400.0,2700720.0,2549942.0,10284.0,10482.0,2349840.0,0.0,614.0,10,3,1116310.6,9,1,no,no,not specific,no,not specific
2299,IL2,URY,1110720.0,1772032.0,1365960.0,1140480.0,3484920.0,2164375.0,15312.0,9551.0,3478800.0,11220.0,7483.0,11,4,1323713.9090909092,9,2,no,no,core,no,core
2300,OLL,OLL,107040.0,220928.0,195720.0,291840.0,421080.0,577505.0,3929.0,5263.0,666720.0,3526.0,3907.0,11,4,227041.63636363635,9,2,no,no,core,no,core
2301,OLL,OLQ,441600.0,572928.0,877200.0,934800.0,1767720.0,1612890.0,6800.0,8449.0,3098880.0,7850.0,5095.0,11,4,848564.7272727273,9,2,no,no,core,no,core
2302,OLL,PVQ,17640.0,0.0,2880.0,5160.0,1320.0,49673.0,296.0,0.0,21600.0,0.0,43.0,8,2,12326.5,7,1,no,no,not specific,no,not specific
2303,OLL,PVR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,1,1,567.0,0,1,no,no,not specific,no,not specific
2304,OLL,PVT,78840.0,126464.0,144480.0,90720.0,213000.0,150712.0,0.0,215.0,287280.0,440.0,0.0,9,3,121350.11111111111,8,1,no,no,not specific,no,not specific
2305,OLL,RIA,0.0,0.0,118920.0,30960.0,36480.0,7434.0,281.0,107.0,141120.0,0.0,0.0,7,2,47900.28571428572,7,0,no,no,not specific,no,cel_specific
2306,OLL,RIB,754440.0,1363456.0,1178880.0,1451880.0,2201160.0,2908814.0,23721.0,45494.0,6590640.0,44534.0,31302.0,11,4,1508574.6363636365,9,2,no,no,core,no,core
2307,OLL,RIC,240.0,4608.0,45000.0,22800.0,83760.0,85493.0,723.0,0.0,0.0,272.0,0.0,8,1,30362.0,7,1,no,no,not specific,no,not specific
2308,OLL,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7680.0,0.0,0.0,1,1,7680.0,1,0,no,no,not specific,no,not specific
2309,OLL,RIG,556680.0,813312.0,757440.0,605280.0,1538280.0,1632153.0,10841.0,19914.0,2137200.0,11921.0,8264.0,11,4,735571.3636363636,9,2,no,no,core,no,core
2310,OLL,RIH,0.0,33024.0,0.0,1012920.0,12960.0,160849.0,0.0,359.0,0.0,0.0,0.0,5,1,244022.4,5,0,no,no,not specific,no,not specific
2311,OLL,RIM,6720.0,28416.0,198720.0,211560.0,252840.0,164226.0,2444.0,1087.0,346800.0,0.0,0.0,9,2,134757.0,9,0,yes,no,cel_specific,no,cel_specific
2312,OLL,RIP,0.0,0.0,0.0,0.0,0.0,0.0,122.0,9629.0,0.0,115.0,0.0,3,2,3288.6666666666665,2,1,no,no,not specific,no,not specific
2313,OLL,RIS,17040.0,80896.0,54840.0,0.0,411600.0,293652.0,1533.0,1236.0,442080.0,500.0,1169.0,10,4,130454.6,8,2,no,no,not specific,no,core
2314,OLL,RIV,0.0,0.0,43440.0,9720.0,5640.0,0.0,334.0,1705.0,61440.0,517.0,456.0,8,4,15406.5,6,2,no,no,not specific,no,core
2315,OLL,RMD,1814400.0,4267520.0,2885520.0,5132280.0,11182680.0,11312542.0,123249.0,102112.0,18231360.0,26190.0,35175.0,11,4,5010275.2727272725,9,2,no,no,core,no,core
2316,OLL,RME,3952200.0,6701568.0,4962600.0,5413440.0,9779760.0,13087300.0,50480.0,84506.0,23329200.0,9574.0,16667.0,11,4,6126117.7272727275,9,2,no,no,core,no,core
2318,OLL,RMG,0.0,5888.0,22440.0,0.0,368280.0,353126.0,4466.0,2756.0,407760.0,347.0,764.0,9,4,129536.33333333333,7,2,no,no,not specific,no,core
2320,OLL,SAA,471000.0,724224.0,586680.0,585240.0,2010240.0,2297177.0,8709.0,20325.0,1660080.0,0.0,8746.0,10,3,837242.1,9,1,no,no,not specific,no,not specific
2321,OLL,SIA,28800.0,163328.0,35280.0,29280.0,222480.0,290948.0,1370.0,1755.0,162240.0,831.0,431.0,11,4,85158.45454545454,9,2,no,no,core,no,core
2322,OLL,SIB,102120.0,258816.0,138240.0,107880.0,384120.0,307505.0,5258.0,5121.0,527280.0,139.0,0.0,10,3,183647.9,9,1,no,no,not specific,no,not specific
2323,OLL,SMB,186960.0,248576.0,187800.0,109920.0,602880.0,249384.0,3393.0,3796.0,1005840.0,2563.0,2674.0,11,4,236707.81818181818,9,2,no,no,core,no,core
2324,OLL,SMD,850080.0,1415936.0,1478520.0,2094480.0,2653920.0,3890807.0,34525.0,29876.0,7619760.0,13118.0,4977.0,11,4,1825999.9090909092,9,2,no,no,core,no,core
2325,OLL,URA,13080.0,124928.0,84600.0,98880.0,24840.0,101375.0,218.0,0.0,0.0,0.0,1579.0,8,1,56187.5,7,1,no,no,not specific,no,not specific
2326,OLL,URB,1057200.0,1880832.0,1317120.0,826320.0,2570160.0,2817914.0,36530.0,29910.0,2384640.0,34435.0,30707.0,11,4,1180524.3636363635,9,2,no,no,core,no,core
2327,OLL,URX,47400.0,67584.0,43800.0,179160.0,728400.0,94617.0,2065.0,2122.0,324480.0,0.0,175.0,10,3,148980.3,9,1,no,no,not specific,no,not specific
2328,OLL,URY,345840.0,122880.0,376560.0,505800.0,710640.0,1431427.0,4946.0,7691.0,1291440.0,701.0,1207.0,11,4,436284.7272727273,9,2,no,no,core,no,core
2330,OLQ,OLQ,378360.0,476416.0,0.0,13080.0,35280.0,17233.0,0.0,408.0,2090160.0,0.0,0.0,7,2,430133.85714285716,7,0,no,no,not specific,no,cel_specific
2332,OLQ,PVC,46560.0,45312.0,37320.0,154680.0,27600.0,154428.0,905.0,1043.0,11760.0,0.0,89.0,10,3,47969.7,9,1,no,no,not specific,no,not specific
2333,OLQ,PVP,41400.0,34816.0,13800.0,25080.0,12840.0,39536.0,209.0,0.0,0.0,3692.0,1661.0,9,2,19226.0,7,2,no,no,not specific,no,pristi_specific
2334,OLQ,PVQ,0.0,11264.0,8760.0,0.0,40200.0,6420.0,0.0,0.0,0.0,0.0,0.0,4,0,16661.0,4,0,no,no,not specific,no,not specific
2335,OLQ,PVR,147120.0,525568.0,187920.0,68760.0,119760.0,0.0,295.0,122.0,0.0,9070.0,7416.0,9,3,118447.88888888889,7,2,no,no,not specific,no,not specific
2336,OLQ,PVT,194400.0,475904.0,133560.0,168360.0,1009560.0,649480.0,5813.0,4058.0,340800.0,7861.0,0.0,10,3,298979.6,9,1,no,no,not specific,no,not specific
2337,OLQ,RIA,12720.0,26112.0,68520.0,42240.0,135240.0,152062.0,0.0,371.0,278160.0,1154.0,1991.0,10,4,71857.0,8,2,no,no,not specific,no,core
2338,OLQ,RIB,457560.0,921856.0,456240.0,640800.0,1598760.0,1020855.0,6023.0,9832.0,1802880.0,4928.0,3878.0,11,4,629419.2727272727,9,2,no,no,core,no,core
2339,OLQ,RIC,1383960.0,1930752.0,1680600.0,1048080.0,1678200.0,2270820.0,20606.0,16393.0,2782320.0,4380.0,6785.0,11,4,1165717.8181818181,9,2,no,no,core,no,core
2340,OLQ,RID,1080.0,32512.0,0.0,39360.0,56640.0,220998.0,770.0,2205.0,194640.0,0.0,1282.0,9,3,61054.11111111111,8,1,no,no,not specific,no,not specific
2341,OLQ,RIF,35880.0,59648.0,19680.0,23040.0,40800.0,78059.0,196.0,532.0,5520.0,508.0,137.0,11,4,24000.0,9,2,no,no,core,no,core
2342,OLQ,RIG,554400.0,769024.0,590520.0,460440.0,1311360.0,1748734.0,10220.0,7913.0,1952160.0,5515.0,3486.0,11,4,673979.2727272727,9,2,no,no,core,no,core
2343,OLQ,RIH,3071880.0,6026752.0,4169160.0,11271120.0,12640200.0,14351122.0,51141.0,119471.0,28630080.0,29123.0,22890.0,11,4,7307539.909090909,9,2,no,no,core,no,core
2344,OLQ,RIM,0.0,0.0,0.0,0.0,5280.0,0.0,0.0,0.0,0.0,4337.0,0.0,2,1,4808.5,1,1,no,no,not specific,no,not specific
2345,OLQ,RIP,952920.0,950528.0,247560.0,1350360.0,1959840.0,1682502.0,3730.0,19509.0,4976160.0,15261.0,14464.0,11,4,1106621.2727272727,9,2,no,no,core,no,core
2346,OLQ,RIR,73920.0,71424.0,149880.0,37320.0,186840.0,170649.0,97.0,300.0,169920.0,3987.0,3228.0,11,4,78869.54545454546,9,2,no,no,core,no,core
2347,OLQ,RIS,394200.0,797952.0,257400.0,483480.0,1188000.0,362249.0,3999.0,3912.0,806160.0,4571.0,7900.0,11,4,391802.0909090909,9,2,no,no,core,no,core
2348,OLQ,RIV,2520.0,43776.0,11520.0,45960.0,40440.0,100023.0,0.0,0.0,48000.0,1482.0,0.0,8,2,36715.125,7,1,no,no,not specific,no,not specific
2349,OLQ,RMD,1544880.0,3384832.0,2692560.0,2484960.0,7264440.0,10313651.0,83468.0,102263.0,11253600.0,4829.0,5086.0,11,4,3557688.090909091,9,2,no,no,core,no,core
2350,OLQ,RME,2160000.0,4373248.0,3743160.0,3099840.0,4913640.0,6618834.0,19440.0,32801.0,9598800.0,16079.0,25986.0,11,4,3145620.727272727,9,2,no,no,core,no,core
2352,OLQ,RMG,0.0,0.0,0.0,2760.0,0.0,0.0,0.0,107.0,960.0,0.0,0.0,3,2,1275.6666666666667,3,0,no,no,not specific,no,cel_specific
2354,OLQ,SAA,16200.0,0.0,60600.0,0.0,6240.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,27680.0,3,0,no,no,not specific,no,not specific
2355,OLQ,SIA,0.0,27136.0,22560.0,1920.0,203640.0,40549.0,184.0,80.0,573120.0,101.0,352.0,10,4,86964.2,8,2,no,no,not specific,no,core
2356,OLQ,SIB,437520.0,973312.0,969720.0,1390560.0,2498400.0,3022691.0,26249.0,16733.0,5198160.0,1545.0,501.0,11,4,1321399.1818181819,9,2,no,no,core,no,core
2357,OLQ,SMB,1272720.0,2100992.0,1469160.0,1627800.0,3384480.0,3873576.0,33104.0,33101.0,5919600.0,6273.0,5152.0,11,4,1793268.9090909092,9,2,no,no,core,no,core
2358,OLQ,SMD,113640.0,243456.0,25680.0,12000.0,528360.0,117932.0,572.0,4589.0,116160.0,0.0,0.0,9,2,129154.33333333333,9,0,yes,no,cel_specific,no,cel_specific
2359,OLQ,URA,1099200.0,1116416.0,1078440.0,825240.0,2440320.0,2129908.0,11326.0,10481.0,1711440.0,12718.0,7328.0,11,4,949347.0,9,2,no,no,core,no,core
2360,OLQ,URB,159360.0,498688.0,332400.0,457440.0,939360.0,1048564.0,8644.0,5059.0,1573680.0,0.0,0.0,9,2,558132.7777777778,9,0,yes,no,cel_specific,no,cel_specific
2361,OLQ,URX,180960.0,148480.0,388080.0,165240.0,716880.0,202076.0,1167.0,1819.0,309360.0,15401.0,17999.0,11,4,195223.81818181818,9,2,no,no,core,no,core
2362,OLQ,URY,2985840.0,6434304.0,8012880.0,2874000.0,10151520.0,7381185.0,39450.0,56990.0,9345360.0,124315.0,107759.0,11,4,4319418.454545454,9,2,no,no,core,no,core
2384,PVC,PVC,371760.0,410880.0,125400.0,1345560.0,0.0,2251560.0,10257.0,29986.0,1732800.0,933.0,81.0,10,4,627921.7,8,2,no,no,not specific,no,core
2386,PVC,PVP,545760.0,1021952.0,1195920.0,1606920.0,2843160.0,4713644.0,35221.0,47859.0,7341600.0,44480.0,19187.0,11,4,1765063.9090909092,9,2,no,no,core,no,core
2387,PVC,PVQ,7440.0,0.0,0.0,46560.0,0.0,0.0,0.0,1185.0,0.0,4002.0,11614.0,5,3,14160.2,3,2,no,no,not specific,no,not specific
2388,PVC,PVR,137640.0,11776.0,87600.0,262800.0,108840.0,503838.0,1650.0,2933.0,76800.0,0.0,2141.0,10,3,119601.8,9,1,no,no,not specific,no,not specific
2389,PVC,PVT,0.0,0.0,0.0,2400.0,88320.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,45360.0,2,0,no,no,not specific,no,not specific
2390,PVC,RIA,0.0,0.0,0.0,0.0,0.0,0.0,657.0,0.0,0.0,0.0,0.0,1,0,657.0,1,0,no,no,not specific,no,not specific
2391,PVC,RIB,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1,0,36.0,1,0,no,no,not specific,no,not specific
2392,PVC,RIC,78840.0,80640.0,68760.0,60240.0,555480.0,832971.0,5232.0,5754.0,963600.0,1508.0,17770.0,11,4,242799.54545454544,9,2,no,no,core,no,core
2393,PVC,RID,660960.0,678400.0,408840.0,1128720.0,1006560.0,1891337.0,16362.0,38327.0,2989200.0,0.0,8279.0,10,3,882698.5,9,1,no,no,not specific,no,not specific
2394,PVC,RIF,368880.0,141056.0,110880.0,204360.0,254400.0,30412.0,1802.0,2513.0,90480.0,24594.0,2663.0,11,4,112003.63636363637,9,2,no,no,core,no,core
2395,PVC,RIG,199920.0,116224.0,85320.0,0.0,386760.0,337.0,0.0,942.0,0.0,22.0,0.0,7,2,112789.28571428571,6,1,no,no,not specific,no,not specific
2396,PVC,RIH,441120.0,96512.0,0.0,0.0,4080.0,285204.0,0.0,5318.0,0.0,210.0,2775.0,7,3,119317.0,5,2,no,no,not specific,no,not specific
2397,PVC,RIM,141960.0,451584.0,148560.0,356760.0,0.0,47308.0,3858.0,3154.0,444720.0,18336.0,8105.0,10,4,162434.5,8,2,no,no,not specific,no,core
2398,PVC,RIP,0.0,0.0,0.0,0.0,0.0,7434.0,95.0,1266.0,0.0,1813.0,6596.0,5,3,3440.8,3,2,no,no,not specific,no,not specific
2399,PVC,RIR,9960.0,23296.0,56760.0,600.0,247320.0,55080.0,94.0,42.0,30960.0,0.0,846.0,10,3,42495.8,9,1,no,no,not specific,no,not specific
2400,PVC,RIS,137520.0,144128.0,190080.0,79200.0,30360.0,306492.0,0.0,15476.0,742320.0,9125.0,2963.0,10,4,165766.4,8,2,no,no,not specific,no,core
2401,PVC,RIV,0.0,0.0,0.0,56760.0,0.0,511947.0,2142.0,2139.0,170160.0,0.0,0.0,5,2,148629.6,5,0,no,no,not specific,no,cel_specific
2402,PVC,RMD,0.0,0.0,3720.0,1680.0,0.0,96306.0,0.0,283.0,315600.0,0.0,0.0,5,2,83517.8,5,0,no,no,not specific,no,cel_specific
2403,PVC,RME,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,1,0,185.0,1,0,no,no,not specific,no,not specific
2405,PVC,RMG,45720.0,12544.0,18840.0,7320.0,65160.0,803573.0,2527.0,0.0,155760.0,809.0,3346.0,10,3,111559.9,8,2,no,no,not specific,no,not specific
2407,PVC,SAA,30840.0,0.0,45240.0,0.0,0.0,243639.0,1914.0,0.0,541440.0,0.0,0.0,5,1,172614.6,5,0,no,no,not specific,no,not specific
2409,PVC,SIA,340920.0,616448.0,291600.0,143280.0,0.0,801544.0,1844.0,4838.0,2074800.0,1377.0,976.0,10,4,427762.7,8,2,no,no,not specific,no,core
2410,PVC,SIB,276720.0,446208.0,415920.0,674040.0,254040.0,1381752.0,20695.0,45682.0,4668000.0,15983.0,5155.0,11,4,745835.9090909091,9,2,no,no,core,no,core
2411,PVC,SMB,382920.0,820480.0,322200.0,56400.0,110640.0,466666.0,415.0,12428.0,569280.0,3373.0,2022.0,11,4,249711.27272727274,9,2,no,no,core,no,core
2412,PVC,SMD,6360.0,13312.0,30240.0,0.0,0.0,137194.0,915.0,369.0,30960.0,0.0,0.0,7,2,31335.714285714286,7,0,no,no,not specific,no,cel_specific
2413,PVC,URA,0.0,0.0,0.0,54000.0,71640.0,98672.0,296.0,353.0,0.0,0.0,0.0,5,1,44992.2,5,0,no,no,not specific,no,not specific
2414,PVC,URB,0.0,37376.0,40920.0,12360.0,162600.0,425777.0,440.0,0.0,181200.0,0.0,0.0,7,1,122953.28571428571,7,0,no,no,not specific,no,not specific
2415,PVC,URX,0.0,32256.0,0.0,10440.0,75600.0,0.0,0.0,191.0,0.0,8546.0,2794.0,6,3,21637.833333333332,4,2,no,no,not specific,no,not specific
2416,PVC,URY,39360.0,84992.0,26040.0,101160.0,11760.0,161523.0,1024.0,1965.0,2880.0,0.0,791.0,10,3,43149.5,9,1,no,no,not specific,no,not specific
2441,PVP,PVP,17880.0,11008.0,2280.0,139680.0,103200.0,39536.0,4161.0,2724.0,100560.0,5390.0,1986.0,11,4,38945.90909090909,9,2,no,no,core,no,core
2442,PVP,PVQ,116520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,2743.0,3,2,40124.333333333336,1,2,no,no,not specific,no,pristi_specific
2443,PVP,PVR,6720.0,0.0,3240.0,6000.0,0.0,0.0,0.0,0.0,9840.0,1266.0,0.0,5,2,5413.2,4,1,no,no,not specific,no,not specific
2444,PVP,PVT,0.0,63232.0,0.0,337920.0,0.0,0.0,0.0,2622.0,0.0,0.0,32.0,4,2,100951.5,3,1,no,no,not specific,no,not specific
2445,PVP,RIA,0.0,1536.0,0.0,0.0,8400.0,0.0,0.0,1823.0,427680.0,0.0,21.0,5,3,87892.0,4,1,no,no,not specific,no,not specific
2446,PVP,RIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,8508.0,2,2,4611.5,0,2,no,yes,pristi_specific,no,pristi_specific
2447,PVP,RIC,21600.0,265984.0,135000.0,0.0,5280.0,0.0,4523.0,15.0,248880.0,2553.0,16304.0,9,4,77793.22222222222,7,2,no,no,not specific,no,core
2448,PVP,RID,78240.0,830464.0,11400.0,18480.0,392760.0,88197.0,155.0,517.0,26160.0,0.0,6817.0,10,3,145319.0,9,1,no,no,not specific,no,not specific
2449,PVP,RIF,184440.0,163584.0,194400.0,888960.0,1124160.0,2398892.0,23724.0,32576.0,4416480.0,8302.0,1267.0,11,4,857889.5454545454,9,2,no,no,core,no,core
2450,PVP,RIG,157080.0,196864.0,46320.0,531120.0,1253400.0,234516.0,1564.0,12904.0,1297680.0,8660.0,4888.0,11,4,340454.1818181818,9,2,no,no,core,no,core
2451,PVP,RIH,0.0,0.0,0.0,0.0,451080.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,451080.0,1,0,no,no,not specific,no,not specific
2452,PVP,RIM,85440.0,12288.0,38880.0,63840.0,212520.0,236205.0,3522.0,4664.0,495120.0,8704.0,1298.0,11,4,105680.09090909091,9,2,no,no,core,no,core
2453,PVP,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.0,3355.0,2,2,2288.0,0,2,no,yes,pristi_specific,no,pristi_specific
2454,PVP,RIR,1453080.0,2437120.0,2154840.0,2587800.0,4088280.0,4280770.0,32398.0,17566.0,6899280.0,12207.0,8757.0,11,4,2179281.6363636362,9,2,no,no,core,no,core
2455,PVP,RIS,0.0,0.0,0.0,0.0,53880.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,53880.0,1,0,no,no,not specific,no,not specific
2456,PVP,RIV,87240.0,4352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,45796.0,2,0,no,no,not specific,no,not specific
2457,PVP,RMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,1,1,522.0,0,1,no,no,not specific,no,not specific
2458,PVP,RME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,1,1,276.0,0,1,no,no,not specific,no,not specific
2460,PVP,RMG,3360.0,1792.0,0.0,1200.0,33840.0,0.0,0.0,0.0,0.0,9079.0,1960.0,6,2,8538.5,4,2,no,no,not specific,no,pristi_specific
2462,PVP,SAA,13440.0,29952.0,0.0,4080.0,144960.0,0.0,0.0,80.0,354960.0,3645.0,274.0,8,4,68923.875,6,2,no,no,not specific,no,core
2464,PVP,SIA,16200.0,16384.0,302640.0,174360.0,443760.0,0.0,0.0,616.0,353760.0,5928.0,7666.0,9,4,146812.66666666666,7,2,no,no,not specific,no,core
2465,PVP,SIB,47760.0,434176.0,108240.0,32160.0,46080.0,0.0,1794.0,3619.0,12720.0,11367.0,9906.0,10,4,70782.2,8,2,no,no,not specific,no,core
2466,PVP,SMB,157920.0,112384.0,61080.0,72240.0,1012920.0,269998.0,5963.0,8113.0,1035840.0,2440.0,1.0,11,4,248990.81818181818,9,2,no,no,core,no,core
2467,PVP,SMD,137400.0,4352.0,0.0,4680.0,1440.0,0.0,0.0,0.0,0.0,2177.0,1128.0,6,2,25196.166666666668,4,2,no,no,not specific,no,pristi_specific
2468,PVP,URA,0.0,4864.0,0.0,22560.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,3,1,9171.0,3,0,no,no,not specific,no,not specific
2469,PVP,URX,223200.0,738560.0,933840.0,638640.0,2310000.0,1528749.0,10454.0,10190.0,2188080.0,425.0,4200.0,11,4,780576.1818181818,9,2,no,no,core,no,core
2470,PVP,URY,16560.0,44544.0,20400.0,29640.0,0.0,42240.0,706.0,0.0,15840.0,2323.0,3854.0,9,3,19567.444444444445,7,2,no,no,not specific,no,not specific
2473,PVQ,PVQ,16200.0,0.0,0.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,8703.0,3,1,8525.333333333334,2,1,no,no,not specific,no,not specific
2474,PVQ,PVR,13680.0,49408.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4288.0,4,1,22244.0,3,1,no,no,not specific,no,not specific
2475,PVQ,RIC,14400.0,12032.0,36480.0,0.0,23040.0,0.0,0.0,0.0,0.0,2983.0,0.0,5,1,17787.0,4,1,no,no,not specific,no,not specific
2476,PVQ,RID,0.0,0.0,40440.0,0.0,143640.0,47984.0,0.0,4112.0,8160.0,0.0,411.0,6,3,40791.166666666664,5,1,no,no,not specific,no,not specific
2477,PVQ,RIF,1329360.0,1290752.0,1184520.0,694320.0,2604240.0,2242774.0,9777.0,25430.0,1261920.0,5153.0,0.0,10,3,1064824.6,9,1,no,no,not specific,no,not specific
