,Unnamed: 0,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros,cyto_id,Cytoscape Bins
1534,1938,URA,CEP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,URA (pp) CEP,1-3
1535,1939,URA,DVC,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0,URA (pp) DVC,1-3
1536,1940,URA,IL1,8.0,15.0,27.0,69.0,61.0,5,180.0,36.0,3,2,core,180.0,URA (pp) IL1,>10
1537,1941,URA,IL2,1.0,0.0,3.0,0.0,12.0,3,16.0,8.0,2,1,not specific,16.0,URA (pp) IL2,>3-10
1538,1942,URA,OLQ,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0,URA (pp) OLQ,1-3
1539,1943,URA,PVT,0.0,0.0,3.0,0.0,0.0,1,3.0,0.6,1,0,not specific,3.0,URA (pp) PVT,1-3
1540,1944,URA,RIB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,URA (pp) RIB,1-3
1541,1945,URA,RIH,0.0,0.0,4.0,0.0,0.0,1,4.0,1.3333333333333333,1,0,not specific,4.0,URA (pp) RIH,1-3
1542,1946,URA,RIP,16.0,14.0,56.0,4.0,3.0,5,93.0,93.0,3,2,core,93.0,URA (pp) RIP,>10
1543,1947,URA,RMD,0.0,4.0,10.0,7.0,0.0,3,21.0,7.0,2,1,not specific,21.0,URA (pp) RMD,>3-10
1544,1948,URA,RME,19.0,20.0,37.0,34.0,29.0,5,139.0,46.333333333333336,3,2,core,139.0,URA (pp) RME,>10
1545,1949,URA,URB,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0,URA (pp) URB,1-3
1546,1950,URA,URY,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0,URA (pp) URY,1-3
1547,1951,URB,ADA,7.0,8.0,8.0,0.0,0.0,3,23.0,23.0,3,0,cel_specific,23.0,URB (pp) ADA,>10
1548,1952,URB,ADE,1.0,1.0,1.0,0.0,0.0,3,3.0,1.5,3,0,cel_specific,3.0,URB (pp) ADE,1-3
1549,1953,URB,ADL,0.0,0.0,5.0,0.0,0.0,1,5.0,1.25,1,0,not specific,5.0,URB (pp) ADL,1-3
1550,1954,URB,AVB,6.0,3.0,2.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific,11.0,URB (pp) AVB,>3-10
1551,1955,URB,AVD,2.0,1.0,1.0,0.0,0.0,3,4.0,2.0,3,0,cel_specific,4.0,URB (pp) AVD,1-3
1552,1956,URB,AVE,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,URB (pp) AVE,1-3
1553,1957,URB,AVJ,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0,URB (pp) AVJ,1-3
1554,1958,URB,CEP,8.0,6.0,7.0,0.0,0.0,3,21.0,21.0,3,0,cel_specific,21.0,URB (pp) CEP,>10
1555,1959,URB,IL1,2.0,4.0,17.0,64.0,51.0,5,138.0,138.0,3,2,core,138.0,URB (pp) IL1,>10
1556,1960,URB,IL2,1.0,0.0,3.0,6.0,0.0,3,10.0,10.0,2,1,not specific,10.0,URB (pp) IL2,>3-10
1557,1961,URB,OLL,0.0,2.0,2.0,0.0,0.0,2,4.0,1.0,2,0,not specific,4.0,URB (pp) OLL,1-3
1558,1962,URB,OLQ,5.0,0.0,2.0,0.0,0.0,2,7.0,3.5,2,0,not specific,7.0,URB (pp) OLQ,>3-10
1559,1963,URB,RIB,1.0,0.0,0.0,0.0,0.0,1,1.0,,1,0,not specific,1.0,URB (pp) RIB,>10
1560,1964,URB,RIC,18.0,8.0,5.0,0.0,0.0,3,31.0,31.0,3,0,cel_specific,31.0,URB (pp) RIC,>10
1561,1965,URB,RIV,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,URB (pp) RIV,1-3
1562,1966,URB,RMD,1.0,4.0,4.0,4.0,2.0,5,15.0,3.0,3,2,core,15.0,URB (pp) RMD,1-3
1563,1967,URB,RME,0.0,0.0,0.0,23.0,11.0,2,34.0,34.0,0,2,pristi_specific,34.0,URB (pp) RME,>10
1564,1968,URB,RMG,1.0,1.0,8.0,0.0,0.0,3,10.0,2.5,3,0,cel_specific,10.0,URB (pp) RMG,1-3
1565,1971,URB,SIA,1.0,3.0,10.0,0.0,0.0,3,14.0,14.0,3,0,cel_specific,14.0,URB (pp) SIA,>10
1566,1972,URB,SIB,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0,URB (pp) SIB,1-3
1567,1973,URB,SMB,2.0,2.0,8.0,0.0,0.0,3,12.0,2.4,3,0,cel_specific,12.0,URB (pp) SMB,1-3
1568,1974,URB,SMD,1.0,1.0,0.0,0.0,0.0,2,2.0,0.5,2,0,not specific,2.0,URB (pp) SMD,1-3
1569,1975,URB,URB,0.0,2.0,1.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0,URB (pp) URB,1-3
1570,1976,URB,URX,19.0,17.0,42.0,0.0,0.0,3,78.0,19.5,3,0,cel_specific,78.0,URB (pp) URX,>10
1571,1977,URB,URY,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,URB (pp) URY,1-3
1572,1978,URX,ADA,5.0,0.0,11.0,0.0,0.0,2,16.0,16.0,2,0,not specific,16.0,URX (pp) ADA,>10
1573,1979,URX,ADF,0.0,0.0,5.0,3.0,2.0,3,10.0,2.0,1,2,not specific,10.0,URX (pp) ADF,1-3
1574,1980,URX,ADL,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0,URX (pp) ADL,1-3
1575,1981,URX,AIB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,URX (pp) AIB,1-3
1576,1982,URX,AIM,0.0,0.0,5.0,0.0,0.0,1,5.0,5.0,1,0,not specific,5.0,URX (pp) AIM,>3-10
1577,1983,URX,AIN,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0,URX (pp) AIN,1-3
1578,1984,URX,AIZ,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,URX (pp) AIZ,1-3
1579,1985,URX,ALM,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,URX (pp) ALM,1-3
1580,1987,URX,ASH,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,URX (pp) ASH,1-3
1581,1988,URX,ASI,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0,URX (pp) ASI,1-3
1582,1989,URX,AUA,37.0,31.0,35.0,3.0,0.0,4,106.0,26.5,3,1,not specific,106.0,URX (pp) AUA,>10
1583,1990,URX,AVA,1.0,0.0,3.0,0.0,0.0,2,4.0,2.0,2,0,not specific,4.0,URX (pp) AVA,1-3
1584,1991,URX,AVB,3.0,0.0,10.0,0.0,1.0,3,14.0,7.0,2,1,not specific,14.0,URX (pp) AVB,>3-10
1585,1992,URX,AVD,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,URX (pp) AVD,1-3
1586,1993,URX,AVE,10.0,7.0,11.0,0.0,0.0,3,28.0,28.0,3,0,cel_specific,28.0,URX (pp) AVE,>10
1587,1995,URX,AVH,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0,URX (pp) AVH,1-3
1588,1996,URX,AVJ,1.0,0.0,6.0,0.0,0.0,2,7.0,3.5,2,0,not specific,7.0,URX (pp) AVJ,>3-10
1589,1997,URX,AWB,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0,URX (pp) AWB,1-3
1590,1998,URX,BAG,0.0,0.0,2.0,4.0,5.0,3,11.0,2.75,1,2,not specific,11.0,URX (pp) BAG,1-3
1591,1999,URX,BDU,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific,2.0,URX (pp) BDU,1-3
1592,2000,URX,CEP,1.0,0.0,2.0,24.0,17.0,4,44.0,14.666666666666666,2,2,not specific,44.0,URX (pp) CEP,>10
1593,2001,URX,DVA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,URX (pp) DVA,1-3
1594,2003,URX,IL1,0.0,1.0,2.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0,URX (pp) IL1,1-3
1595,2004,URX,IL2,4.0,4.0,1.0,0.0,0.0,3,9.0,3.0,3,0,cel_specific,9.0,URX (pp) IL2,1-3
1596,2005,URX,OLQ,0.0,0.0,4.0,33.0,17.0,3,54.0,18.0,1,2,not specific,54.0,URX (pp) OLQ,>10
1597,2007,URX,PVP,4.0,0.0,0.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0,URX (pp) PVP,>3-10
1598,2008,URX,RIA,50.0,50.0,35.0,24.0,7.0,5,166.0,166.0,3,2,core,166.0,URX (pp) RIA,>10
1599,2009,URX,RIB,0.0,0.0,0.0,5.0,0.0,1,5.0,1.0,0,1,not specific,5.0,URX (pp) RIB,1-3
1600,2010,URX,RIC,11.0,10.0,11.0,0.0,0.0,3,32.0,6.4,3,0,cel_specific,32.0,URX (pp) RIC,>3-10
1601,2011,URX,RID,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,URX (pp) RID,1-3
1602,2012,URX,RIF,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0,URX (pp) RIF,1-3
1603,2013,URX,RIG,12.0,19.0,13.0,14.0,5.0,5,63.0,31.5,3,2,core,63.0,URX (pp) RIG,>10
1604,2014,URX,RIP,0.0,0.0,10.0,38.0,7.0,3,55.0,27.5,1,2,not specific,55.0,URX (pp) RIP,>10
1605,2015,URX,RIR,9.0,14.0,5.0,5.0,5.0,5,38.0,38.0,3,2,core,38.0,URX (pp) RIR,>10
1606,2016,URX,RMD,0.0,0.0,10.0,0.0,0.0,1,10.0,3.333333333333333,1,0,not specific,10.0,URX (pp) RMD,>3-10
1607,2018,URX,RMG,6.0,3.0,11.0,0.0,0.0,3,20.0,20.0,3,0,cel_specific,20.0,URX (pp) RMG,>10
1608,2020,URX,SIA,1.0,0.0,6.0,0.0,0.0,2,7.0,2.333333333333333,2,0,not specific,7.0,URX (pp) SIA,1-3
1609,2021,URX,SMB,0.0,1.0,7.0,0.0,2.0,3,10.0,3.333333333333333,2,1,not specific,10.0,URX (pp) SMB,>3-10
1610,2022,URX,URB,1.0,0.0,8.0,0.0,0.0,2,9.0,9.0,2,0,not specific,9.0,URX (pp) URB,>3-10
1611,2023,URX,URX,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0,URX (pp) URX,1-3
1612,2024,URY,ADA,0.0,0.0,2.0,2.0,0.0,2,4.0,2.0,1,1,not specific,4.0,URY (pp) ADA,1-3
1613,2025,URY,ADL,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0,URY (pp) ADL,1-3
1614,2026,URY,AIB,0.0,1.0,0.0,3.0,0.0,2,4.0,4.0,1,1,not specific,4.0,URY (pp) AIB,>3-10
1615,2027,URY,AIM,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0,URY (pp) AIM,1-3
1616,2028,URY,AIZ,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0,URY (pp) AIZ,1-3
1617,2029,URY,ALM,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0,URY (pp) ALM,1-3
1618,2030,URY,AUA,0.0,0.0,0.0,0.0,2.0,1,2.0,1.0,0,1,not specific,2.0,URY (pp) AUA,1-3
1619,2031,URY,AVA,0.0,1.0,2.0,31.0,4.0,4,38.0,38.0,2,2,not specific,38.0,URY (pp) AVA,>10
1620,2032,URY,AVB,5.0,9.0,7.0,10.0,0.0,4,31.0,31.0,3,1,not specific,31.0,URY (pp) AVB,>10
1621,2033,URY,AVD,2.0,5.0,2.0,31.0,13.0,5,53.0,53.0,3,2,core,53.0,URY (pp) AVD,>10
1622,2034,URY,AVE,26.0,30.0,66.0,112.0,32.0,5,266.0,88.66666666666667,3,2,core,266.0,URY (pp) AVE,>10
1623,2035,URY,AVJ,0.0,0.0,1.0,5.0,0.0,2,6.0,6.0,1,1,not specific,6.0,URY (pp) AVJ,>3-10
1624,2036,URY,AVL,0.0,0.0,5.0,0.0,0.0,1,5.0,2.5,1,0,not specific,5.0,URY (pp) AVL,1-3
1625,2037,URY,ASE,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0,URY (pp) ASE,1-3
1626,2038,URY,BAG,0.0,0.0,0.0,21.0,3.0,2,24.0,12.0,0,2,pristi_specific,24.0,URY (pp) BAG,>10
1627,2039,URY,BDU,0.0,0.0,0.0,0.0,6.0,1,6.0,2.0,0,1,not specific,6.0,URY (pp) BDU,1-3
1628,2040,URY,CEP,1.0,3.0,7.0,9.0,2.0,5,22.0,7.333333333333333,3,2,core,22.0,URY (pp) CEP,>3-10
1629,2041,URY,IL1,13.0,16.0,12.0,5.0,3.0,5,49.0,16.333333333333332,3,2,core,49.0,URY (pp) IL1,>10
1630,2042,URY,OLL,1.0,2.0,12.0,2.0,0.0,4,17.0,5.666666666666667,3,1,not specific,17.0,URY (pp) OLL,>3-10
1631,2043,URY,OLQ,0.0,2.0,12.0,81.0,20.0,4,115.0,38.333333333333336,2,2,not specific,115.0,URY (pp) OLQ,>10
1632,2045,URY,PVT,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0,URY (pp) PVT,1-3
1633,2046,URY,RIA,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0,URY (pp) RIA,>3-10
1634,2047,URY,RIB,14.0,15.0,37.0,31.0,18.0,5,115.0,57.5,3,2,core,115.0,URY (pp) RIB,>10
1635,2048,URY,RID,0.0,2.0,3.0,0.0,2.0,3,7.0,7.0,2,1,not specific,7.0,URY (pp) RID,>3-10
1636,2049,URY,RIF,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0,URY (pp) RIF,1-3
1637,2050,URY,RIG,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0,URY (pp) RIG,1-3
1638,2051,URY,RIH,0.0,0.0,2.0,3.0,3.0,3,8.0,,1,2,not specific,8.0,URY (pp) RIH,>10
1639,2052,URY,RIM,0.0,0.0,0.0,12.0,0.0,1,12.0,12.0,0,1,not specific,12.0,URY (pp) RIM,>10
1640,2053,URY,RIP,0.0,1.0,0.0,24.0,9.0,3,34.0,34.0,1,2,not specific,34.0,URY (pp) RIP,>10
1641,2054,URY,RIS,0.0,1.0,1.0,2.0,0.0,3,4.0,4.0,2,1,not specific,4.0,URY (pp) RIS,>3-10
1642,2055,URY,RMD,69.0,84.0,142.0,0.0,2.0,4,297.0,59.4,3,1,not specific,297.0,URY (pp) RMD,>10
1643,2056,URY,RME,4.0,0.0,7.0,0.0,0.0,2,11.0,2.2,2,0,not specific,11.0,URY (pp) RME,1-3
1644,2058,URY,SAA,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0,URY (pp) SAA,1-3
1645,2059,URY,SIB,3.0,7.0,13.0,5.0,0.0,4,28.0,5.6,3,1,not specific,28.0,URY (pp) SIB,>3-10
1646,2060,URY,SMB,0.0,0.0,1.0,2.0,0.0,2,3.0,0.6,1,1,not specific,3.0,URY (pp) SMB,1-3
1647,2061,URY,SMD,13.0,21.0,43.0,1.0,0.0,4,78.0,39.0,3,1,not specific,78.0,URY (pp) SMD,>10
1648,2062,URY,URX,0.0,0.0,3.0,2.0,0.0,2,5.0,2.5,1,1,not specific,5.0,URY (pp) URX,1-3
1649,2063,URY,URY,0.0,0.0,0.0,9.0,0.0,1,9.0,4.5,0,1,not specific,9.0,URY (pp) URY,>3-10
