,pre,post,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size
0,ADA,ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1,11.0,1,0,no,no,not specific,1.1,0.0
1,ADA,ADE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,3,3.6666666666666665,1,2,no,no,not specific,0.1,5.0
2,ADA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,no,no,not specific,0.0,1.0
3,ADA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3,2.6666666666666665,1,2,no,no,not specific,0.2,3.0
4,ADA,AIA,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,4,1.75,4,0,no,no,not specific,0.7,0.0
5,ADA,AIB,2.0,1.0,0.0,1.0,2.0,1.0,2.0,10.0,6.0,0.0,6.0,6.0,10,3.7,8,2,no,no,not specific,2.5,6.0
6,ADA,AIZ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2,3.0,1,1,no,no,not specific,0.1,2.5
7,ADA,ALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,no,no,not specific,0.0,1.5
8,ADA,ALN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1,7.0,0,1,no,no,not specific,0.0,3.5
9,ADA,ASH,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5,1.6,5,0,no,no,not specific,0.8,0.0
10,ADA,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,no,no,not specific,0.0,0.5
11,ADA,AVA,3.0,4.0,5.0,1.0,2.0,9.0,6.0,17.0,3.0,5.0,20.0,15.0,12,7.5,10,2,no,no,core,5.5,17.5
12,ADA,AVB,5.0,8.0,9.0,10.0,21.0,25.0,24.0,62.0,28.0,45.0,18.0,5.0,12,21.666666666666668,10,2,no,no,core,23.7,11.5
13,ADA,AVD,2.0,2.0,0.0,2.0,0.0,2.0,0.0,8.0,1.0,1.0,31.0,10.0,9,6.555555555555555,7,2,no,no,not specific,1.8,20.5
14,ADA,AVE,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,4.0,1.0,28.0,29.0,8,8.875,6,2,no,no,not specific,1.4,28.5
15,ADA,AVH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,2,0,no,no,not specific,0.2,0.0
16,ADA,AVJ,3.0,2.0,4.0,5.0,7.0,8.0,7.0,24.0,10.0,18.0,20.0,12.0,12,10.0,10,2,no,no,core,8.8,16.0
17,ADA,AVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,6.0,0,1,no,no,not specific,0.0,3.0
18,ADA,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,4.0,0,1,no,no,not specific,0.0,2.0
19,ADA,AWB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2,7.5,0,2,no,yes,pristi_specific,0.0,7.5
20,ADA,BDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,3.0,0,1,no,no,not specific,0.0,1.5
21,ADA,DVA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,9.0,4,5.0,2,2,no,no,not specific,0.4,8.0
22,ADA,DVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,3.0,0,1,no,no,not specific,0.0,1.5
23,ADA,IL2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
24,ADA,OLQ,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,11.0,6.0,6,3.6666666666666665,4,2,no,no,not specific,0.5,8.5
25,ADA,PVP,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5,1.2,3,2,no,no,not specific,0.3,1.5
26,ADA,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,1.5,0,2,no,yes,pristi_specific,0.0,1.5
27,ADA,PVR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,2,10.5,0,2,no,yes,pristi_specific,0.0,10.5
28,ADA,RIA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,3,10.0,1,2,no,no,not specific,0.1,14.5
29,ADA,RIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,no,no,not specific,0.0,1.0
30,ADA,RIC,2.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,19.0,8.0,12,4.166666666666667,10,2,no,no,core,2.3,13.5
31,ADA,RID,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
32,ADA,RIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3,1.3333333333333333,2,1,no,no,not specific,0.2,1.0
33,ADA,RIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,no,no,not specific,0.0,0.0
34,ADA,RIM,2.0,4.0,5.0,5.0,10.0,8.0,8.0,38.0,13.0,11.0,37.0,8.0,12,12.416666666666666,10,2,no,no,core,10.4,22.5
35,ADA,RIP,0.0,0.0,1.0,4.0,4.0,5.0,7.0,13.0,8.0,11.0,0.0,0.0,8,6.625,8,0,no,no,not specific,5.3,0.0
36,ADA,RIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1,5.0,1,0,no,no,not specific,0.5,0.0
37,ADA,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,1,no,no,not specific,0.0,0.5
38,ADA,SAA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5,1.8,3,2,no,no,not specific,0.3,3.0
39,ADA,SIB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3,2.6666666666666665,1,2,no,no,not specific,0.1,3.5
40,ADA,SMD,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,0.0,6,2.3333333333333335,5,1,no,no,not specific,0.9,2.5
41,ADA,URA,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.0,3,0,no,no,not specific,0.3,0.0
42,ADA,URX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2,2.5,2,0,no,no,not specific,0.5,0.0
43,ADA,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2,3.0,1,1,no,no,not specific,0.2,2.0
44,ADE,ADA,1.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,9,1.8888888888888888,9,0,no,no,not specific,1.7,0.0
45,ADE,ADE,0.0,1.0,2.0,0.0,2.0,4.0,3.0,14.0,9.0,8.0,0.0,0.0,8,5.375,8,0,no,no,not specific,4.3,0.0
46,ADE,AIN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2,1.5,2,0,no,no,not specific,0.3,0.0
47,ADE,ALM,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,19.0,7,6.571428571428571,5,2,no,no,not specific,0.5,20.5
48,ADE,ALN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3,1.6666666666666667,3,0,no,no,not specific,0.5,0.0
49,ADE,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
50,ADE,ASJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
51,ADE,AVA,2.0,4.0,3.0,4.0,4.0,5.0,7.0,46.0,12.0,9.0,17.0,17.0,12,10.833333333333334,10,2,no,no,core,9.6,17.0
52,ADE,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
53,ADE,AVD,1.0,0.0,0.0,1.0,1.0,4.0,4.0,7.0,0.0,2.0,1.0,0.0,8,2.625,7,1,no,no,not specific,2.0,0.5
54,ADE,AVE,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,5,2.4,5,0,no,no,not specific,1.2,0.0
55,ADE,AVH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
56,ADE,AVJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
57,ADE,AVK,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,4,2.75,4,0,no,no,not specific,1.1,0.0
58,ADE,AVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
59,ADE,BDU,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,not specific,0.4,0.0
60,ADE,CEP,0.0,0.0,0.0,0.0,7.0,4.0,1.0,8.0,9.0,11.0,0.0,0.0,6,6.666666666666667,6,0,no,no,not specific,4.0,0.0
61,ADE,DVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
62,ADE,DVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,2,13.5,1,1,no,no,not specific,0.2,12.5
63,ADE,FLP,1.0,1.0,1.0,0.0,2.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,8,2.25,8,0,no,no,not specific,1.8,0.0
64,ADE,IL1,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,8.0,5.0,0.0,0.0,5,4.0,5,0,no,no,not specific,2.0,0.0
65,ADE,IL2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,4.0,0.0,0.0,4,4.0,4,0,no,no,not specific,1.6,0.0
66,ADE,OLL,0.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,6.0,2.0,0.0,0.0,5,4.6,5,0,no,no,not specific,2.3,0.0
67,ADE,PVC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,2,0,no,no,not specific,0.2,0.0
68,ADE,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2,2.5,1,1,no,no,not specific,0.1,2.0
69,ADE,PVR,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,4,1.5,4,0,no,no,not specific,0.6,0.0
70,ADE,PVT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2.0,1,0,no,no,not specific,0.2,0.0
71,ADE,RIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0,1,0,no,no,not specific,0.3,0.0
72,ADE,RIF,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,5,1.8,4,1,no,no,not specific,0.5,2.0
73,ADE,RIG,2.0,0.0,1.0,4.0,8.0,10.0,21.0,87.0,34.0,34.0,57.0,35.0,11,26.636363636363637,9,2,no,no,not specific,20.1,46.0
74,ADE,RIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,2,3.5,2,0,no,no,not specific,0.7,0.0
75,ADE,RIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,6.0,0,1,no,no,not specific,0.0,3.0
76,ADE,RIS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
77,ADE,RIV,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,6.0,0.0,0.0,5,4.0,5,0,no,no,not specific,2.0,0.0
78,ADE,RMD,0.0,0.0,0.0,0.0,0.0,1.0,4.0,17.0,8.0,8.0,0.0,0.0,5,7.6,5,0,no,no,not specific,3.8,0.0
79,ADE,RME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2,2.5,2,0,no,no,not specific,0.5,0.0
80,ADE,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2,2.5,1,1,no,no,not specific,0.1,2.0
81,ADE,SAA,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,6,1.8333333333333333,6,0,no,no,not specific,1.1,0.0
82,ADE,SIA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,23.0,11.0,5,7.4,3,2,no,no,not specific,0.3,17.0
83,ADE,SIB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,4,1.5,4,0,no,no,not specific,0.6,0.0
84,ADE,SMB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,5,2.2,4,1,no,no,not specific,1.0,0.5
85,ADE,SMD,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,not specific,0.4,0.0
86,ADE,URB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,4,1.5,4,0,no,no,not specific,0.6,0.0
87,ADE,URX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0,1,0,no,no,not specific,0.2,0.0
88,ADF,ADA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,3,4.333333333333333,3,0,no,no,not specific,1.3,0.0
89,ADF,ADF,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.5,2,0,no,no,not specific,0.3,0.0
90,ADF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
91,ADF,AFD,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,9.0,5,3.2,3,2,no,no,not specific,0.5,5.5
92,ADF,AIA,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,6,1.6666666666666667,5,1,no,no,not specific,0.7,1.5
93,ADF,AIB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,4,1.75,4,0,no,no,not specific,0.7,0.0
94,ADF,AIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2,2.5,0,2,no,yes,pristi_specific,0.0,2.5
95,ADF,AIY,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,16.0,2.0,9,2.888888888888889,7,2,no,no,not specific,0.8,9.0
96,ADF,AIZ,10.0,9.0,10.0,12.0,17.0,11.0,18.0,84.0,19.0,31.0,72.0,26.0,12,26.583333333333332,10,2,no,no,core,22.1,49.0
97,ADF,ASE,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,6,2.0,5,1,no,no,not specific,0.7,2.5
98,ADF,ASG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
99,ADF,ASH,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,5,2.8,5,0,no,no,not specific,1.4,0.0
100,ADF,AUA,4.0,3.0,3.0,4.0,8.0,7.0,8.0,21.0,13.0,3.0,20.0,3.0,12,8.083333333333334,10,2,no,no,core,7.4,11.5
101,ADF,AVH,1.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,7,1.7142857142857142,7,0,no,no,not specific,1.2,0.0
102,ADF,AVJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,no,no,not specific,0.0,0.0
103,ADF,AWA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,4,3.25,2,2,no,no,not specific,0.2,5.5
104,ADF,AWB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,32.0,6.0,6,8.166666666666666,4,2,no,no,not specific,1.1,19.0
105,ADF,AWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2,2.5,1,1,no,no,not specific,0.3,1.0
106,ADF,BAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2,3.5,2,0,no,no,not specific,0.7,0.0
107,ADF,DVA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,2,0,no,no,not specific,0.2,0.0
108,ADF,OLQ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,5,1.2,5,0,no,no,not specific,0.6,0.0
109,ADF,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
110,ADF,PVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
111,ADF,RIA,4.0,7.0,8.0,15.0,20.0,19.0,29.0,122.0,35.0,29.0,116.0,13.0,12,34.75,10,2,no,no,core,28.8,64.5
112,ADF,RIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2,4.0,1,1,no,no,not specific,0.4,2.0
113,ADF,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
114,ADF,RIG,0.0,0.0,0.0,1.0,4.0,5.0,2.0,29.0,9.0,7.0,0.0,0.0,7,8.142857142857142,7,0,no,no,not specific,5.7,0.0
115,ADF,RIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,3,1.6666666666666667,2,1,no,no,not specific,0.3,1.0
116,ADF,RIM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
117,ADF,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,13.0,2,32.5,0,2,no,yes,pristi_specific,0.0,32.5
118,ADF,RIR,0.0,3.0,0.0,2.0,4.0,0.0,1.0,11.0,6.0,7.0,7.0,5.0,9,5.111111111111111,7,2,no,no,not specific,3.4,6.0
119,ADF,RIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
120,ADF,RMG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,no,no,not specific,0.0,0.0
121,ADF,SIB,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6,1.1666666666666667,6,0,no,no,not specific,0.7,0.0
122,ADF,SMB,0.0,2.0,4.0,5.0,11.0,10.0,13.0,31.0,13.0,9.0,31.0,0.0,10,12.9,9,1,no,no,not specific,9.8,15.5
123,ADF,SMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
124,ADF,URX,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,4.0,2.0,14.0,2.0,10,3.8,8,2,no,no,not specific,2.2,8.0
125,ADF,URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2,1.5,2,0,no,no,not specific,0.3,0.0
126,ADL,ADA,1.0,0.0,3.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,7,2.2857142857142856,7,0,no,no,not specific,1.6,0.0
127,ADL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2,3.0,1,1,no,no,not specific,0.3,1.5
128,ADL,AIA,4.0,4.0,7.0,10.0,8.0,11.0,9.0,42.0,14.0,21.0,18.0,5.0,12,12.75,10,2,no,no,core,13.0,11.5
129,ADL,AIB,5.0,2.0,8.0,9.0,13.0,11.0,14.0,54.0,24.0,30.0,114.0,14.0,12,24.833333333333332,10,2,no,no,core,17.0,64.0
130,ADL,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1,10.0,0,1,no,no,not specific,0.0,5.0
131,ADL,ALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,5.0,3,9.333333333333334,1,2,no,no,not specific,0.5,11.5
132,ADL,ALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,5.0,0,1,no,no,not specific,0.0,2.5
133,ADL,ASE,1.0,0.0,4.0,0.0,5.0,3.0,5.0,15.0,10.0,3.0,31.0,0.0,9,8.555555555555555,8,1,no,no,not specific,4.6,15.5
134,ADL,ASG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,3,3.0,2,1,no,no,not specific,0.3,3.0
135,ADL,ASH,0.0,0.0,1.0,4.0,6.0,3.0,3.0,10.0,11.0,12.0,7.0,0.0,9,6.333333333333333,8,1,no,no,not specific,5.0,3.5
136,ADL,ASI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,2,16.5,0,2,no,yes,pristi_specific,0.0,16.5
137,ADL,ASJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,2.0,1,1,no,no,not specific,0.1,1.5
138,ADL,ASK,8.0,5.0,6.0,9.0,6.0,5.0,2.0,0.0,2.0,5.0,21.0,1.0,11,6.363636363636363,9,2,no,no,not specific,4.8,11.0
139,ADL,AVA,0.0,0.0,0.0,7.0,2.0,4.0,4.0,22.0,10.0,30.0,3.0,0.0,8,10.25,7,1,no,no,not specific,7.9,1.5
140,ADL,AVB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,2.0,1.0,4.0,2.0,6,4.833333333333333,4,2,no,no,not specific,2.3,3.0
141,ADL,AVD,0.0,2.0,4.0,5.0,14.0,9.0,12.0,48.0,14.0,26.0,9.0,2.0,11,13.181818181818182,9,2,no,no,not specific,13.4,5.5
142,ADL,AVE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,13.0,0.0,4,4.25,3,1,no,no,not specific,0.4,6.5
143,ADL,AVH,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2,1.5,2,0,no,no,not specific,0.3,0.0
144,ADL,AVJ,0.0,2.0,2.0,2.0,8.0,5.0,1.0,14.0,8.0,5.0,3.0,2.0,11,4.7272727272727275,9,2,no,no,not specific,4.7,2.5
145,ADL,AWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,1.5,2,0,no,no,not specific,0.3,0.0
146,ADL,AWB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,12.0,6.0,6,4.166666666666667,4,2,no,no,not specific,0.7,9.0
147,ADL,AWC,3.0,1.0,5.0,4.0,7.0,8.0,9.0,9.0,8.0,13.0,13.0,0.0,11,7.2727272727272725,10,1,no,no,not specific,6.7,6.5
148,ADL,CEP,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4,1.0,4,0,no,no,not specific,0.4,0.0
149,ADL,IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1,4.0,0,1,no,no,not specific,0.0,2.0
150,ADL,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,2.0,0,1,no,no,not specific,0.0,1.0
151,ADL,OLL,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.3333333333333333,3,0,no,no,not specific,0.4,0.0
152,ADL,OLQ,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,5,2.4,3,2,no,no,not specific,0.7,2.5
153,ADL,PVC,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,3,2.3333333333333335,3,0,no,no,not specific,0.7,0.0
154,ADL,PVP,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4,1.0,3,1,no,no,not specific,0.3,0.5
155,ADL,PVQ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,3.0,5,3.2,3,2,no,no,not specific,0.4,6.0
156,ADL,RIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
157,ADL,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,6.0,1,0,no,no,not specific,0.6,0.0
158,ADL,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,no,no,not specific,0.0,0.0
159,ADL,RIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2,1.5,1,1,no,no,not specific,0.2,0.5
160,ADL,RIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,0,no,no,not specific,0.1,0.0
