Connector_ID,Source_ID,Target_ID,Source,Target,Connector_title,Width,Height,lid,Con_X,Con_Y,Con_Radius,z,Scorer,Confirmed,Confidence,Synapse_Type,Sections
44545,53148,44301,AINL_roi,AUAL_roi,c-2,72.0,74.0,11003,66.0,6.0,6.6666665,40575.876000000004,,,N,c,2
44545,53148,44298,AINL_roi,RIBL_roi,c-2,72.0,74.0,11003,66.0,6.0,6.6666665,40575.876000000004,,,N,c,2
44547,53148,40666,AINL_roi,BAGL_roi,c-1,79.0,99.0,10989,29.0,39.0,6.6666665,40524.66,,,N,c,1
44547,53148,44301,AINL_roi,AUAL_roi,c-1,79.0,99.0,10989,29.0,39.0,6.6666665,40524.66,,,N,c,1
44549,44301,44298,AUAL_roi,RIBL_roi,c-1,124.0,112.0,10977,88.0,6.0,6.6666665,40499.052,,,N,c,1
44549,44301,53183,AUAL_roi,AVEL_roi,c-1,124.0,112.0,10977,88.0,6.0,6.6666665,40499.052,,,N,c,1
44551,44301,44298,AUAL_roi,RIBL_roi,c-2,150.0,162.0,10966,97.0,52.0,6.6666665,40460.64,,,N,c,2
44551,44301,44343,AUAL_roi,AUAR_roi,c-2,150.0,162.0,10966,97.0,52.0,6.6666665,40460.64,,,N,c,2
44551,44301,53183,AUAL_roi,AVEL_roi,c-2,150.0,162.0,10966,97.0,52.0,6.6666665,40460.64,,,N,c,2
44553,44343,53183,AUAR_roi,AVEL_roi,c-1,112.0,95.0,10961,6.0,8.0,6.6666665,40447.836,,,N,c,1
44553,44343,44301,AUAR_roi,AUAL_roi,c-1,112.0,95.0,10961,6.0,8.0,6.6666665,40447.836,,,N,c,1
44555,44301,53183,AUAL_roi,AVEL_roi,c-1,52.0,42.0,10959,46.0,6.0,6.6666665,40435.032,,,N,c,1
44560,40159,40129,ASIL,ASGL,c-2,131.0,101.0,8878,50.0,95.0,6.6666665,34135.464,,,N,c,2
44562,40159,39828,ASIL,ADLL,c-2,65.0,82.0,10097,59.0,45.0,6.6666665,37810.212,,,N,c,2
44562,40159,39825,ASIL,ASHL,c-2,65.0,82.0,10097,59.0,45.0,6.6666665,37810.212,,,N,c,2
44564,40159,39828,ASIL,ADLL,c-1,104.0,161.0,10510,98.0,76.0,6.6666665,39090.612,,,N,c,1
44564,40159,39825,ASIL,ASHL,c-1,104.0,161.0,10510,98.0,76.0,6.6666665,39090.612,,,N,c,1
44564,40159,40114,ASIL,AWAL,c-1,104.0,161.0,10510,98.0,76.0,6.6666665,39090.612,,,N,c,1
44568,40159,40126,ASIL,AWCL,c-2,108.0,98.0,10977,79.0,92.0,6.6666665,40499.052,,,N,c,2
44568,40159,39828,ASIL,ADLL,c-2,108.0,98.0,10977,79.0,92.0,6.6666665,40499.052,,,N,c,2
44570,40159,39828,ASIL,ADLL,c-2,51.0,99.0,11128,45.0,56.0,6.6666665,40947.192,,,N,c,2
44570,40159,40165,ASIL,AWBL,c-2,51.0,99.0,11128,45.0,56.0,6.6666665,40947.192,,,N,c,2
44572,40159,40114,ASIL,AWAL,c-2,75.0,110.0,11435,6.0,59.0,6.6666665,41856.276,,,N,c,2
44572,40159,41022,ASIL,AMshL,c-2,75.0,110.0,11435,6.0,59.0,6.6666665,41856.276,,,N,c,2
44574,40159,40120,ASIL,ASK,c-2,108.0,104.0,11518,62.0,98.0,6.6666665,42099.552,,,N,c,2
44574,40159,41022,ASIL,AMshL,c-2,108.0,104.0,11518,62.0,98.0,6.6666665,42099.552,,,N,c,2
44576,53111,44319,ASIL_roi,AIBL_roi,c-2,56.0,87.0,11958,6.0,58.0,6.6666665,43482.384,,,N,c,2
44576,53111,44304,ASIL_roi,AIAL_roi,c-2,56.0,87.0,11958,6.0,58.0,6.6666665,43482.384,,,N,c,2
44578,53111,44319,ASIL_roi,AIBL_roi,c-2,70.0,53.0,11496,6.0,6.0,6.6666665,42035.532,,,N,c,2
44580,53111,44295,ASIL_roi,AIZL_roi,c-2,92.0,75.0,11374,52.0,6.0,6.6666665,41677.020000000004,,,N,c,2
44580,53111,44292,ASIL_roi,AIYL_roi,c-2,92.0,75.0,11374,52.0,6.0,6.6666665,41677.020000000004,,,N,c,2
44582,53111,53091,ASIL_roi,AVBL_roi,c-2,70.0,97.0,11328,64.0,91.0,6.6666665,41536.176,,,N,c,2
44582,53111,44450,ASIL_roi,PVNL_roi,c-2,70.0,97.0,11328,64.0,91.0,6.6666665,41536.176,,,N,c,2
44584,53111,53055,ASIL_roi,ASEL_roi,c-2,77.0,105.0,11302,18.0,6.0,6.6666665,41459.352,,,N,c,2
44584,53111,44295,ASIL_roi,AIZL_roi,c-2,77.0,105.0,11302,18.0,6.0,6.6666665,41459.352,,,N,c,2
44586,53165,44450,ADLL_roi,PVNL_roi,c-1,75.0,76.0,11251,69.0,6.0,6.6666665,41318.508,,,N,c,1
44586,53165,53111,ADLL_roi,ASIL_roi,c-1,75.0,76.0,11251,69.0,6.0,6.6666665,41318.508,,,N,c,1
44588,53111,44346,ASIL_roi,HSNL_roi,c-2,78.0,82.0,11219,72.0,18.0,6.6666665,41216.076,,,N,c,2
44588,53111,53165,ASIL_roi,ADLL_roi,c-2,78.0,82.0,11219,72.0,18.0,6.6666665,41216.076,,,N,c,2
44590,53111,44295,ASIL_roi,AIZL_roi,c-1,70.0,51.0,11211,6.0,6.0,6.6666665,41190.468,,,N,c,1
44592,53111,44346,ASIL_roi,HSNL_roi,c-1,90.0,27.0,11204,84.0,6.0,6.6666665,41177.664000000004,,,N,c,1
44594,53111,44450,ASIL_roi,PVNL_roi,c-3,61.0,13.0,11197,6.0,7.0,6.6666665,41152.056000000004,,,N,c,3
44596,53111,44295,ASIL_roi,AIZL_roi,c-1,64.0,36.0,11195,6.0,30.0,6.6666665,41139.252,,,N,c,1
44598,53111,44315,ASIL_roi,AIML_roi,c-3,104.0,92.0,11235,98.0,13.0,6.6666665,41267.292,,,N,c,3
44598,53111,44352,ASIL_roi,PVQL_roi,c-3,104.0,92.0,11235,98.0,13.0,6.6666665,41267.292,,,N,c,3
44603,53111,44450,ASIL_roi,PVNL_roi,c-1,68.0,85.0,11089,62.0,53.0,6.6666665,40831.956,,,N,c,1
44603,53111,44601,ASIL_roi,AVFL_roi,c-1,68.0,85.0,11089,62.0,53.0,6.6666665,40831.956,,,N,c,1
44747,53111,44606,ASIL_roi,AIMR_roi,c-2,59.0,80.0,11111,49.0,59.0,10.0,40895.976,,,N,c,2
44747,53111,44319,ASIL_roi,AIBL_roi,c-2,59.0,80.0,11111,49.0,59.0,10.0,40895.976,,,N,c,2
44758,44450,44346,PVNL_roi,HSNL_roi,c-1,62.0,61.0,11102,25.0,55.0,6.6666665,40870.368,,,N,c,1
44758,44450,53111,PVNL_roi,ASIL_roi,c-1,62.0,61.0,11102,25.0,55.0,6.6666665,40870.368,,,N,c,1
44760,44450,53111,PVNL_roi,ASIL_roi,c-2,70.0,63.0,11095,53.0,57.0,6.6666665,40844.76,,,N,c,2
44760,44450,44450,PVNL_roi,PVNL_roi,c-2,70.0,63.0,11095,53.0,57.0,6.6666665,40844.76,,,N,c,2
44760,44450,44450,PVNL_roi,PVNL_roi,c-2,70.0,63.0,11095,53.0,57.0,6.6666665,40844.76,,,N,c,2
44762,53113,53111,ASIR_roi,ASIL_roi,e-7,66.0,19.0,11083,6.0,13.0,6.6666665,40819.152,,,N,e,7
44764,44450,53113,PVNL_roi,ASIR_roi,c-1,111.0,115.0,11080,95.0,102.0,6.6666665,40806.348,,,N,c,1
44764,44450,53111,PVNL_roi,ASIL_roi,c-1,111.0,115.0,11080,95.0,102.0,6.6666665,40806.348,,,N,c,1
44764,44450,44450,PVNL_roi,PVNL_roi,c-1,111.0,115.0,11080,95.0,102.0,6.6666665,40806.348,,,N,c,1
44766,53055,53111,ASEL_roi,ASIL_roi,c-1,70.0,61.0,11075,64.0,6.0,6.6666665,40793.544,,,N,c,1
44768,53111,44346,ASIL_roi,HSNL_roi,c-2,92.0,86.0,11105,6.0,12.0,6.6666665,40883.172,,,N,c,2
44768,53111,44319,ASIL_roi,AIBL_roi,c-2,92.0,86.0,11105,6.0,12.0,6.6666665,40883.172,,,N,c,2
44770,53165,53183,ADLL_roi,AVEL_roi,c-1 4(R),15.0,84.0,11310,6.0,6.0,6.6666665,41484.96,R,!,4,c,1
44772,53121,53183,AWCL_roi,AVEL_roi,c-6,130.0,238.0,11297,110.0,120.0,20.0,41446.548,,,N,c,6
44772,53121,53165,AWCL_roi,ADLL_roi,c-6,130.0,238.0,11297,110.0,120.0,20.0,41446.548,,,N,c,6
44772,53121,44304,AWCL_roi,AIAL_roi,c-6,130.0,238.0,11297,110.0,120.0,20.0,41446.548,,,N,c,6
44774,53165,53165,ADLL_roi,ADLL_roi,c-1,137.0,129.0,11219,65.0,109.0,20.0,41216.076,,,N,c,1
44774,53165,44346,ADLL_roi,HSNL_roi,c-1,137.0,129.0,11219,65.0,109.0,20.0,41216.076,,,N,c,1
44774,44352,53165,PVQL_roi,ADLL_roi,c-1,137.0,129.0,11219,65.0,109.0,20.0,41216.076,,,N,c,1
44774,44352,44346,PVQL_roi,HSNL_roi,c-1,137.0,129.0,11219,65.0,109.0,20.0,41216.076,,,N,c,1
44776,53165,44355,ADLL_roi,SMBVL_roi,c-1,137.0,43.0,11175,20.0,20.0,20.0,41088.036,,,N,c,1
44781,53165,44779,ADLL_roi,RMGL_roi,c-2,129.0,48.0,11200,109.0,20.0,20.0,41164.86,,,N,c,2
44783,53165,44346,ADLL_roi,HSNL_roi,c-1,67.0,103.0,11200,47.0,20.0,20.0,41164.86,,,N,c,1
44814,53165,44779,ADLL_roi,RMGL_roi,c-1,68.0,25.0,11204,58.0,15.0,10.0,41177.664000000004,,,N,c,1
44818,53165,44319,ADLL_roi,AIBL_roi,c-3,177.0,102.0,11219,75.0,10.0,10.0,41216.076,,,N,c,3
44818,53165,53121,ADLL_roi,AWCL_roi,c-3,177.0,102.0,11219,75.0,10.0,10.0,41216.076,,,N,c,3
44818,53165,53123,ADLL_roi,ASKL_roi,c-3,177.0,102.0,11219,75.0,10.0,10.0,41216.076,,,N,c,3
44820,53165,53167,ADLL_roi,ALA_roi,c-2,65.0,47.0,11150,55.0,10.0,10.0,41011.212,,,N,c,2
44822,53165,53055,ADLL_roi,ASEL_roi,c-1,130.0,122.0,11120,36.0,10.0,10.0,40921.584,,,N,c,1
44822,53165,44319,ADLL_roi,AIBL_roi,c-1,130.0,122.0,11120,36.0,10.0,10.0,40921.584,,,N,c,1
44822,53165,53109,ADLL_roi,ASHL_roi,c-1,130.0,122.0,11120,36.0,10.0,10.0,40921.584,,,N,c,1
44824,53165,44319,ADLL_roi,AIBL_roi,c-2,46.0,75.0,11128,10.0,65.0,10.0,40947.192,,,N,c,2
44826,53165,44319,ADLL_roi,AIBL_roi,c-1,24.0,67.0,11120,10.0,57.0,10.0,40921.584,,,N,c,1
44828,53165,44304,ADLL_roi,AIAL_roi,c-1,79.0,89.0,11144,69.0,79.0,10.0,40998.408,,,N,c,1
44828,53165,44319,ADLL_roi,AIBL_roi,c-1,79.0,89.0,11144,69.0,79.0,10.0,40998.408,,,N,c,1
44830,53165,53123,ADLL_roi,ASKL_roi,c-2,116.0,180.0,11152,106.0,84.0,10.0,41024.016,,,N,c,2
44830,53165,44304,ADLL_roi,AIAL_roi,c-2,116.0,180.0,11152,106.0,84.0,10.0,41024.016,,,N,c,2
44830,53165,44606,ADLL_roi,AIMR_roi,c-2,116.0,180.0,11152,106.0,84.0,10.0,41024.016,,,N,c,2
44832,44304,44319,AIAL_roi,AIBL_roi,c-6,88.0,92.0,11528,78.0,26.0,10.0,42137.964,,,N,c,6
44832,44304,53109,AIAL_roi,ASHL_roi,c-6,88.0,92.0,11528,78.0,26.0,10.0,42137.964,,,N,c,6
44834,53109,44292,ASHL_roi,AIYL_roi,c-2,83.0,93.0,11426,69.0,83.0,10.0,41830.668,,,N,c,2
44834,53109,44319,ASHL_roi,AIBL_roi,c-2,83.0,93.0,11426,69.0,83.0,10.0,41830.668,,,N,c,2
44836,44304,44319,AIAL_roi,AIBL_roi,c-2,93.0,89.0,11413,83.0,53.0,10.0,41792.256,,,N,c,2
44836,44304,53109,AIAL_roi,ASHL_roi,c-2,93.0,89.0,11413,83.0,53.0,10.0,41792.256,,,N,c,2
44838,53109,44292,ASHL_roi,AIYL_roi,c-2,97.0,104.0,11390,68.0,94.0,10.0,41728.236000000004,,,N,c,2
44838,53109,44319,ASHL_roi,AIBL_roi,c-2,97.0,104.0,11390,68.0,94.0,10.0,41728.236000000004,,,N,c,2
44840,53109,44292,ASHL_roi,AIYL_roi,c-1,100.0,100.0,11374,63.0,90.0,10.0,41677.020000000004,,,N,c,1
44840,53109,44319,ASHL_roi,AIBL_roi,c-1,100.0,100.0,11374,63.0,90.0,10.0,41677.020000000004,,,N,c,1
44842,53109,44292,ASHL_roi,AIYL_roi,c-1,52.0,83.0,11328,42.0,10.0,10.0,41536.176,,,N,c,1
44844,44304,44319,AIAL_roi,AIBL_roi,c-3,84.0,229.0,11263,10.0,123.0,10.0,41344.116,,,N,c,3
44844,44304,53109,AIAL_roi,ASHL_roi,c-3,84.0,229.0,11263,10.0,123.0,10.0,41344.116,,,N,c,3
44846,53109,44292,ASHL_roi,AIYL_roi,c-2,159.0,141.0,11243,96.0,10.0,10.0,41292.9,,,N,c,2
44846,53109,44319,ASHL_roi,AIBL_roi,c-2,159.0,141.0,11243,96.0,10.0,10.0,41292.9,,,N,c,2
44846,53109,53140,ASHL_roi,AFDL_roi,c-2,159.0,141.0,11243,96.0,10.0,10.0,41292.9,,,N,c,2
44848,53109,44319,ASHL_roi,AIBL_roi,c-3,68.0,30.0,11219,58.0,20.0,10.0,41216.076,,,N,c,3
44850,53109,44319,ASHL_roi,AIBL_roi,c-1,101.0,185.0,11204,91.0,10.0,10.0,41177.664000000004,,,N,c,1
44850,53109,53055,ASHL_roi,ASEL_roi,c-1,101.0,185.0,11204,91.0,10.0,10.0,41177.664000000004,,,N,c,1
44852,53109,53165,ASHL_roi,ADLL_roi,c-1,87.0,91.0,11157,77.0,33.0,10.0,41036.82,,,N,c,1
44852,53109,44319,ASHL_roi,AIBL_roi,c-1,87.0,91.0,11157,77.0,33.0,10.0,41036.82,,,N,c,1
44854,53109,44292,ASHL_roi,AIYL_roi,c-3,102.0,103.0,11060,92.0,37.0,10.0,40742.328,,,N,c,3
44854,53109,53121,ASHL_roi,AWCL_roi,c-3,102.0,103.0,11060,92.0,37.0,10.0,40742.328,,,N,c,3
44856,53109,44346,ASHL_roi,HSNL_roi,c-2,113.0,107.0,11102,60.0,10.0,10.0,40870.368,,,N,c,2
44856,53109,44304,ASHL_roi,AIAL_roi,c-2,113.0,107.0,11102,60.0,10.0,10.0,40870.368,,,N,c,2
44858,44304,53109,AIAL_roi,ASHL_roi,c-8,96.0,115.0,11126,10.0,10.0,10.0,40934.388,,,N,c,8
44858,44304,44319,AIAL_roi,AIBL_roi,c-8,96.0,115.0,11126,10.0,10.0,10.0,40934.388,,,N,c,8
44860,53109,44346,ASHL_roi,HSNL_roi,c-6,88.0,98.0,11136,78.0,46.0,10.0,40972.8,,,N,c,6
44860,53109,44304,ASHL_roi,AIAL_roi,c-6,88.0,98.0,11136,78.0,46.0,10.0,40972.8,,,N,c,6
44862,53121,44304,AWCL_roi,AIAL_roi,c-2,93.0,71.0,11161,63.0,10.0,10.0,41049.624,,,N,c,2
44862,53121,53109,AWCL_roi,ASHL_roi,c-2,93.0,71.0,11161,63.0,10.0,10.0,41049.624,,,N,c,2
44864,53109,44292,ASHL_roi,AIYL_roi,c-1,146.0,89.0,11058,10.0,10.0,10.0,40729.524,,,N,c,1
44864,53109,53057,ASHL_roi,ASER_roi,c-1,146.0,89.0,11058,10.0,10.0,10.0,40729.524,,,N,c,1
44866,40210,53109,ASHR_roi,ASHL_roi,e-7,78.0,44.0,11102,10.0,10.0,10.0,40870.368,,,N,e,7
44868,44315,53109,AIML_roi,ASHL_roi,c-2,109.0,87.0,11102,54.0,77.0,10.0,40870.368,,,N,c,2
44868,44315,40210,AIML_roi,ASHR_roi,c-2,109.0,87.0,11102,54.0,77.0,10.0,40870.368,,,N,c,2
44870,53103,53091,ASGL_roi,AVBL_roi,c-4,80.0,80.0,12463,45.0,10.0,10.0,44980.452,,,N,c,4
44870,53103,44295,ASGL_roi,AIZL_roi,c-4,80.0,80.0,12463,45.0,10.0,10.0,44980.452,,,N,c,4
44872,53103,53119,ASGL_roi,ASJL_roi,c-1,72.0,77.0,12079,62.0,10.0,10.0,43840.896,,,N,c,1
44872,53103,44319,ASGL_roi,AIBL_roi,c-1,72.0,77.0,12079,62.0,10.0,10.0,43840.896,,,N,c,1
44874,53103,53121,ASGL_roi,AWCL_roi,c-7,78.0,90.0,11622,68.0,78.0,10.0,42432.456,,,N,c,7
44874,53103,44304,ASGL_roi,AIAL_roi,c-7,78.0,90.0,11622,68.0,78.0,10.0,42432.456,,,N,c,7
44876,53103,53121,ASGL_roi,AWCL_roi,c-6,89.0,114.0,11556,79.0,103.0,10.0,42214.788,,,N,c,6
44876,53103,44304,ASGL_roi,AIAL_roi,c-6,89.0,114.0,11556,79.0,103.0,10.0,42214.788,,,N,c,6
44878,53103,44304,ASGL_roi,AIAL_roi,c-4,67.0,71.0,11518,57.0,61.0,10.0,42099.552,,,N,c,4
44878,53103,53121,ASGL_roi,AWCL_roi,c-4,67.0,71.0,11518,57.0,61.0,10.0,42099.552,,,N,c,4
44880,53103,53121,ASGL_roi,AWCL_roi,c-1,82.0,83.0,11480,72.0,58.0,10.0,41984.316,,,N,c,1
44880,53103,44304,ASGL_roi,AIAL_roi,c-1,82.0,83.0,11480,72.0,58.0,10.0,41984.316,,,N,c,1
44882,53103,53121,ASGL_roi,AWCL_roi,c-2,88.0,84.0,11449,78.0,74.0,10.0,41894.688,,,N,c,2
44882,53103,44304,ASGL_roi,AIAL_roi,c-2,88.0,84.0,11449,78.0,74.0,10.0,41894.688,,,N,c,2
44884,53103,53121,ASGL_roi,AWCL_roi,c-1,90.0,95.0,11403,80.0,82.0,10.0,41753.844,,,N,c,1
44884,53103,44304,ASGL_roi,AIAL_roi,c-1,90.0,95.0,11403,80.0,82.0,10.0,41753.844,,,N,c,1
44886,53103,53121,ASGL_roi,AWCL_roi,c-1,72.0,81.0,11328,10.0,10.0,10.0,41536.176,,,N,c,1
44886,53103,40742,ASGL_roi,CEPshVL,c-1,72.0,81.0,11328,10.0,10.0,10.0,41536.176,,,N,c,1
44890,53103,53121,ASGL_roi,AWCL_roi,c-3,98.0,35.0,11319,10.0,25.0,10.0,41510.568,,,N,c,3
45141,53089,44295,AWBL_roi,AIZL_roi,e-3,58.0,36.0,12164,6.0,6.0,6.6666665,44096.976,,,N,e,3
45143,53089,44352,AWBL_roi,PVQL_roi,e-4,58.0,19.0,11680,6.0,6.0,6.6666665,42637.32,,,N,e,4
45145,53089,44895,AWBL_roi,RIFL_roi,c-1,35.0,72.0,11662,29.0,66.0,6.6666665,42560.496,,,N,c,1
