Source,Target,Synapse_Type,count,sum
RIGR_roi,RIMR_roi,c,3,14.0
RIGR_roi,RMDR_roi,c,1,7.0
RIGR_roi,RMFR_roi,c,1,5.0
RIGR_roi,SAADR_roi,c,2,12.0
RIGR_roi,SMDDR_roi,c,2,6.0
RIGR_roi,URAVR_roi,c,1,5.0
RIH_roi,AIYR_roi,c,1,3.0
RIH_roi,BAGR_roi,e,2,19.0
RIH_roi,OLQVL_roi,c,3,6.0
RIH_roi,RIAR_roi,c,2,9.0
RIH_roi,RIBR_roi,c,1,6.0
RIH_roi,RIPL_roi,c,1,5.0
RIH_roi,RIPR_roi,c,2,8.0
RIH_roi,RIPR_roi,e,1,15.0
RIH_roi,RMER,c,1,1.0
RIH_roi,URYVL_roi,c,2,5.0
RIH_roi,URYVL_roi,e,1,20.0
RIH_roi,URYVR_roi,c,1,3.0
RIML_roi,ADAL_roi,c,1,4.0
RIML_roi,AIBR_roi,c,1,4.0
RIML_roi,AVBR_roi,c,1,4.0
RIML_roi,RMDR_roi,e,1,8.0
RIML_roi,SMDDL_roi,c,1,4.0
RIML_roi,unk dorsal midline_roi,e,1,11.0
RIMR_roi,AIBL_roi,c,1,2.0
RIMR_roi,AVBL_roi,c,1,1.0
RIMR_roi,AVKL_roi,e,1,16.0
RIMR_roi,SMDVR_roi,c,2,5.0
RIPL,GLRR,c,1,2.0
RIPL_roi,AIZL_roi,c,2,8.0
RIPL_roi,AVBR_roi,c,2,2.0
RIPL_roi,RIAL_roi,c,2,8.0
RIPL_roi,RICL_roi,c,1,3.0
RIPL_roi,RIR_roi,c,1,5.0
RIPL_roi,RIVL_roi,c,1,3.0
RIPR_roi,ADFR_roi,c,1,6.0
RIPR_roi,AIZR_roi,c,1,3.0
RIPR_roi,OLQDR_roi,c,1,1.0
RIPR_roi,RIAR_roi,c,1,6.0
RIPR_roi,RIH_roi,c,1,2.0
RIR_roi,AVBL_roi,c,1,2.0
RIR_roi,BAGL_roi,c,2,6.0
RIR_roi,BAGR_roi,c,2,6.0
RIR_roi,OLQVR_roi,c,1,3.0
RIR_roi,RIAL_roi,c,1,4.0
RIR_roi,RIAR_roi,c,2,7.0
RIR_roi,RIH?,e,2,17.0
RIS_roi,AIBL_roi,c,1,3.0
RIS_roi,ALML_roi,c,1,2.0
RIS_roi,ALMR_roi,e,1,20.0
RIS_roi,AVEL_roi,c,1,3.0
RIS_roi,AVKR_roi,c,1,3.0
RIS_roi,AVL_roi,e,2,17.0
RIS_roi,CEPDR_roi,c,1,3.0
RIS_roi,OLQVR_roi,c,2,4.0
RIS_roi,PVCL_roi,c,1,2.0
RIS_roi,RIBL_roi,c,5,20.0
RIS_roi,RIBR_roi,c,9,28.0
RIS_roi,RMDDL_roi,c,1,4.0
RIS_roi,RMDDR_roi,c,3,8.0
RIS_roi,RMDVL_roi,c,2,2.0
RIS_roi,RMDVR_roi,c,2,7.0
RIS_roi,SMDDL_roi,c,3,10.0
RIS_roi,SMDDR_roi,c,2,6.0
RIS_roi,SMDVL_roi,c,3,9.0
RIS_roi,SMDVR_roi,c,3,11.0
RIS_roi,URYVL_roi,c,3,15.0
RIS_roi,URYVR_roi,c,2,6.0
RIVL_roi,RMDDR_roi,c,1,4.0
RIVL_roi,SMDVL_roi,c,1,4.0
RIVR_roi,SAADL_roi,c,2,6.0
RIVR_roi,SMDVR_roi,c,2,6.0
RIVR_roi,SMDVR_roi,e,1,8.0
RMDDL_roi,IL1DR_roi,c,1,3.0
RMDDL_roi,areatree,c,2,4.0
RMDDR_roi,RMDVL_roi,c,1,3.0
RMDDR_roi,RMDVR_roi,c,1,2.0
RMDDR_roi,RMED,c,1,3.0
RMDDR_roi,areatree,c,4,9.0
RMDDR_roi,dBWML7,c,1,3.0
RMDL_roi,CEPDR_roi,c,3,7.0
RMDL_roi,CEPVL_roi,c,1,4.0
RMDL_roi,CEPVR_roi,c,2,6.0
RMDL_roi,IL1R_roi,c,2,4.0
RMDL_roi,RIAL_roi,c,1,2.0
RMDL_roi,RIAR_roi,c,1,4.0
RMDL_roi,RIGL_roi,c,1,1.0
RMDL_roi,RMDDR_roi,c,1,4.0
RMDL_roi,RMDR_roi,c,1,3.0
RMDL_roi,RMDVR_roi,c,1,2.0
RMDL_roi,RMFL_roi,c,1,1.0
RMDL_roi,RMGR_roi,c,1,2.0
RMDL_roi,SMDVL_roi,c,1,2.0
RMDL_roi,areatree,c,1,3.0
RMDR_roi,CEPVR_roi,c,1,3.0
RMDR_roi,GLRL,c,1,7.0
RMDR_roi,OLLL_roi,c,1,4.0
RMDR_roi,RIAL_roi,c,2,5.0
RMDR_roi,RIAR_roi,c,1,2.0
RMDR_roi,RMDL_roi,c,1,7.0
RMDR_roi,RMDVL_roi,c,1,2.0
RMDR_roi,RMGL_roi,e,1,10.0
RMDR_roi,SAAVL_roi,e,1,8.0
RMDR_roi,areatree,c,3,15.0
RMDVL_roi,IL1VR_roi,c,2,8.0
RMDVL_roi,RMDDR_roi,c,3,19.0
RMDVL_roi,SMBVR_roi,c,1,4.0
RMDVL_roi,areatree,c,11,53.0
RMDVR_roi,IL1VL_roi,c,3,10.0
RMDVR_roi,OLQVL_roi,c,1,2.0
RMDVR_roi,RMDDL_roi,c,2,10.0
RMDVR_roi,SMBVL_roi,c,1,2.0
RMDVR_roi,areatree,c,10,38.0
RMED_roi,AVER_roi,c,2,3.0
RMED_roi,RMDVL_roi,c,1,3.0
RMED_roi,areatree,c,11,30.0
RMEL_roi,OLLR_roi,c,1,3.0
RMEL_roi,areatree,c,9,45.0
RMER_roi,areatree,c,4,10.0
RMEV_roi,SMDVR_roi,c,1,1.0
RMEV_roi,areatree,c,7,21.0
RMEV_roi,dBWMR5,c,1,1.0
RMFL_roi,CEPDR_roi,c,1,4.0
RMFL_roi,CEPVR_roi,c,1,2.0
RMFL_roi,PLNR_roi,c,1,2.0
RMFL_roi,RMHL_roi,c,1,2.0
RMFL_roi,areatree,c,1,2.0
RMFL_roi,dBWMLR6,c,1,4.0
RMFR_roi,CEPDL_roi,c,1,3.0
RMFR_roi,RIGL_roi,c,1,2.0
RMFR_roi,areatree,c,1,3.0
RMGL_roi,AVDR_roi,c,1,3.0
RMGL_roi,RMDL_roi,c,1,1.0
RMGL_roi,RMDR_roi,c,2,10.0
RMGL_roi,RMHR_roi,c,3,13.0
RMGL_roi,SIADR_roi,c,1,2.0
RMGL_roi,UNK_rvg_roi,c,1,3.0
RMGR_roi,PVR_roi,e,1,10.0
RMGR_roi,RMDL_roi,c,3,11.0
RMGR_roi,RMHL_roi,c,2,11.0
RMHL_roi,RIAR_roi,c,2,6.0
RMHL_roi,RMDDR_roi,c,1,3.0
RMHL_roi,RMDVR_roi,c,3,10.0
RMHL_roi,RMHR_roi,c,2,9.0
RMHR_roi,RIH?,c,1,6.0
RMHR_roi,RMHL_roi,c,1,2.0
RMHR_roi,SIBVL_roi,c,1,2.0
SAADL,AVFL,c,1,1.0
SAADL,PVPL,c,1,1.0
SAADL,PVQ,c,1,1.0
SAADL_roi,AVAL_roi,c,1,4.0
SAADL_roi,AVER_roi,c,2,5.0
SAADL_roi,OLLR_roi,c,1,3.0
SAADL_roi,RIAR_roi,c,2,4.0
SAADL_roi,RIMR_roi,c,1,1.0
SAADL_roi,RMFL_roi,c,1,2.0
SAADL_roi,RMGL_roi,c,2,4.0
SAADL_roi,SAADR_roi,c,1,1.0
SAADL_roi,SAAVR_roi,c,1,4.0
SAADR_roi,ADAL_roi,c,1,4.0
SAADR_roi,ALNL_roi,c,1,2.0
SAADR_roi,AVAR_roi,c,1,3.0
SAADR_roi,AVEL_roi,c,2,7.0
SAADR_roi,OLLL_roi,c,1,3.0
SAADR_roi,PVNR_roi,c,1,2.0
SAADR_roi,RIVR_roi,c,1,3.0
SAAVL_roi,AVAL_roi,c,3,11.0
SAAVL_roi,RICR_roi,c,1,5.0
SAAVL_roi,RIMR_roi,c,1,3.0
SAAVL_roi,SAADR_roi,c,1,3.0
SAAVL_roi,SMDDR_roi,c,1,1.0
SAAVR,ALNR_roi,c,1,2.0
SAAVR,SMBDL_roi,c,1,2.0
SAAVR_roi,AVAR_roi,c,4,17.0
SAAVR_roi,RIML_roi,c,1,3.0
SAAVR_roi,RMFL_roi,c,1,3.0
SAAVR_roi,SMDDL_roi,c,2,9.0
SAAVR_roi,SMDDL_roi,e,1,13.0
SABD_roi,PVR_roi,e,1,11.0
SABD_roi,VA2_3_roi,e,1,11.0
SABVR,AVL,e,1,10.0
SDQR_roi,AIBL_roi,c,1,3.0
SDQR_roi,AVAL_roi,c,1,3.0
SDQR_roi,AVBL_roi,c,1,4.0
SDQR_roi,AVBR_roi,c,3,17.0
SDQR_roi,DVA_roi,c,1,8.0
SDQR_roi,RIML_roi,c,3,17.0
SIBDR_roi,RICL_roi,c,1,2.0
SIBDR_roi,RMDL_roi,c,1,1.0
SIBDR_roi,RMHL_roi,c,1,1.0
SIBDR_roi,RMHR_roi,c,1,2.0
SIBDR_roi,SIAVR_roi,c,1,2.0
SIBVR_roi,PVPL_roi,c,1,3.0
SIBVR_roi,RICL_roi,c,1,3.0
SMBDL_roi,RMED,c,1,6.0
SMBDL_roi,SAAVR,c,1,4.0
SMBDL_roi,areatree,c,2,8.0
SMBDL_roi,dBWMLR8,c,1,3.0
SMBDL_roi,dBWMR5,c,1,6.0
SMBDR_roi,RMED,c,1,8.0
SMBDR_roi,areatree,c,4,19.0
SMBDR_roi,dBWMLL8,c,1,3.0
SMBVL_roi,GLRVL,c,1,1.0
SMBVL_roi,PLNL_roi,c,1,1.0
SMBVL_roi,RMEV,c,1,3.0
SMBVL_roi,SAADL,c,2,9.0
SMBVL_roi,SAADL_roi,c,1,1.0
SMBVL_roi,areatree,c,3,11.0
SMBVR_roi,CEPVR_roi,c,1,7.0
SMBVR_roi,PLNR_roi,e,1,25.0
SMBVR_roi,SAADR,c,1,6.0
SMBVR_roi,SAADR,e,1,20.0
SMBVR_roi,areatree,c,6,27.0
SMDDL_roi,CEPDR_roi,c,2,4.0
SMDDL_roi,IL1DR_roi,c,1,2.0
SMDDL_roi,RIAR_roi,c,2,6.0
SMDDL_roi,RMDDL_roi,c,1,3.0
SMDDL_roi,RMDVR_roi,c,1,2.0
SMDDL_roi,SAAVL_roi,c,1,4.0
SMDDL_roi,SMDVR_roi,c,1,2.0
SMDDL_roi,URBR_roi,c,1,2.0
SMDDR_roi,AVBR_roi,e,1,4.0
SMDDR_roi,RIAL_roi,c,2,4.0
SMDDR_roi,RIAR_roi,c,4,9.0
SMDDR_roi,RMDDR_roi,c,3,7.0
SMDDR_roi,SAAVL_roi,e,1,15.0
SMDDR_roi,SIBDR_roi,e,1,7.0
SMDVL_roi,CEPVR_roi,c,2,6.0
SMDVL_roi,PLNR_roi,c,1,2.0
SMDVL_roi,RIAL_roi,c,1,6.0
SMDVL_roi,RIAR_roi,c,3,11.0
SMDVL_roi,RIAR_roi,e,1,15.0
SMDVL_roi,RICR_roi,c,1,2.0
SMDVL_roi,RIS_roi,c,1,2.0
SMDVL_roi,RMDDR_roi,c,2,4.0
SMDVL_roi,RMDVL_roi,c,1,2.0
SMDVL_roi,areatree,c,3,8.0
SMDVR_roi,CEPVL_roi,c,3,11.0
SMDVR_roi,IL1VL_roi,c,1,4.0
SMDVR_roi,RIAL_roi,c,3,11.0
SMDVR_roi,RIAR_roi,c,2,6.0
SMDVR_roi,RMDDL_roi,c,1,3.0
SMDVR_roi,RMDVR_roi,c,2,5.0
SMDVR_roi,SMDDL_roi,c,3,10.0
SMDVR_roi,SMDVL_roi,c,1,3.0
SMDVR_roi,VB1_roi,e,1,20.0
UNK_rvg_roi,AVBL_roi,c,1,2.0
UNK_rvg_roi,AVBR_roi,c,1,1.0
UNK_rvg_roi,AVDR_roi,c,2,3.0
UNK_rvg_roi,AVEL_roi,c,1,3.0
UNK_rvg_roi,AVKL_roi,c,1,3.0
UNK_rvg_roi,RMGL_roi,c,1,2.0
URADL_roi,IL1DL_roi,c,2,7.0
URADL_roi,RMER_roi,c,1,3.0
URADL_roi,areatree,c,4,14.0
URADR_roi,IL1DR_roi,c,3,9.0
URADR_roi,RMED_roi,c,1,4.0
URADR_roi,RMER_roi,c,1,2.0
URADR_roi,areatree,c,2,7.0
URAVL_roi,IL1VL_roi,c,5,21.0
URAVL_roi,IL2VL_roi,c,1,4.0
URAVL_roi,RMEL_roi,c,1,5.0
URAVL_roi,RMEV_roi,c,1,4.0
URAVL_roi,areatree,c,8,34.0
URAVR_roi,IL1VR_roi,c,5,24.0
URAVR_roi,IL1VR_roi,e,1,20.0
URAVR_roi,IL2VR_roi,c,2,8.0
URAVR_roi,IL2VR_roi,e,1,8.0
URAVR_roi,RIPR_roi,c,1,3.0
URAVR_roi,RMER,c,1,3.0
URAVR_roi,RMER,e,1,8.0
URAVR_roi,RMER_roi,c,3,8.0
URAVR_roi,RMEV,c,2,5.0
URAVR_roi,RMEV_roi,c,1,3.0
URAVR_roi,areatree,c,8,29.0
URBL_roi,GLRL,c,3,13.0
URBL_roi,IL1L_roi,c,6,23.0
URBL_roi,RMDR_roi,c,1,2.0
URBL_roi,RMER_roi,c,2,8.0
URBL_roi,areatree,c,8,32.0
URBR_roi,GLRR,c,1,6.0
URBR_roi,IL1R_roi,c,6,28.0
URBR_roi,RMEL_roi,c,1,3.0
URBR_roi,areatree,c,14,42.0
URXL_roi,AQR_roi,c,3,5.0
URXL_roi,BAGR_roi,c,1,5.0
URXL_roi,CEPDL_roi,c,3,17.0
URXL_roi,OLQDL_roi,c,2,15.0
URXL_roi,OLQVL_roi,c,1,1.0
URXL_roi,RIAL_roi,c,1,2.0
URXL_roi,RIGL_roi,c,1,5.0
URXL_roi,RIPL_roi,c,1,3.0
URXL_roi,SMBDR_roi,c,1,2.0
URXR_roi,ADFR_roi,c,1,2.0
URXR_roi,AQR_roi,c,1,1.0
URXR_roi,AVBR_roi,c,1,1.0
URXR_roi,OLQVR_roi,c,1,1.0
URXR_roi,RIAR_roi,c,2,5.0
URXR_roi,RIPR_roi,c,2,4.0
URXR_roi,RIR_roi,c,2,5.0
URYDL_roi,AUAL_roi,c,1,2.0
URYDL_roi,AVAL_roi,c,1,4.0
URYDL_roi,AVDL_roi,c,2,4.0
URYDL_roi,AVER_roi,c,2,5.0
URYDL_roi,OLQDL_roi,c,1,2.0
URYDL_roi,RIBL_roi,c,2,5.0
URYDL_roi,RID_roi,c,1,2.0
URYDL_roi,RIPL_roi,c,1,2.0
URYDL_roi,RMDVL_roi,c,1,2.0
URYDL_roi,RMHL_roi,c,1,4.0
URYDL_roi,URXL,c,1,2.0
URYDR_roi,OLQDR_roi,c,1,1.0
URYDR_roi,RIBR_roi,c,2,3.0
URYDR_roi,RIPR_roi,c,1,1.0
URYDR_roi,URXR,c,1,2.0
URYVL_roi,AVER_roi,c,3,8.0
URYVL_roi,CEPVL_roi,c,1,2.0
URYVL_roi,IL1VL_roi,c,1,3.0
URYVL_roi,OLQVL_roi,c,1,2.0
URYVL_roi,RIBL_roi,c,1,3.0
URYVR_roi,AVDL_roi,c,2,9.0
URYVR_roi,AVEL_roi,c,4,19.0
URYVR_roi,BAGL_roi,c,1,3.0
URYVR_roi,BDUR_roi,c,1,6.0
URYVR_roi,OLQVR_roi,c,4,15.0
URYVR_roi,RIBR_roi,c,1,7.0
URYVR_roi,RIH_roi,c,1,3.0
URYVR_roi,RIPR_roi,c,1,6.0
VA3_2_roi,AVM_roi,e,1,4.0
VB1?_roi,DB1_roi,c,2,6.0
VB1?_roi,RMEV,c,2,6.0
VB1?_roi,SAAVL_roi,c,2,6.0
VB1_roi,AVFL_roi,c,1,6.0
VB1_roi,RIGL_roi,c,1,1.0
VB1_roi,SAADL,c,2,7.0
VB2,AVKL,c,1,5.0
unk dorsal midline_roi,AIBL_roi,c,2,7.0
unk dorsal midline_roi,AIZR_roi,c,1,2.0
unk dorsal midline_roi,AQR_roi,c,2,6.0
unk dorsal midline_roi,AVKL_roi,c,2,6.0
unk dorsal midline_roi,DVC_roi,c,2,5.0
unk dorsal midline_roi,URYVL_roi,c,1,3.0
unk subdorsal cord_roi,AVAL_roi,c,2,5.0
unk subdorsal cord_roi,DVA_roi,c,1,3.0
unk subdorsal cord_roi,DVC_roi,c,2,5.0
unk subdorsal cord_roi,PVPR_roi,c,1,6.0
unk subdorsal cord_roi,PVPR_roi,e,1,8.0
unk subdorsal cord_roi,RIPR_roi,c,1,3.0
unk subdorsal cord_roi,SAAVL_roi,c,1,6.0
unk subdorsal cord_roi,SMDVL_roi,c,1,6.0
